Vibr. motor coupled_t_0,Vibr. motor free (Rad)_t_0,Vibr. motor free (Ax)_t_1,Vibr. motor free (Ax)_t_0
1.6480226637812303,-3.0167561410629333,-5.2715778991370605,-5.797625751921403
3.323862538783706,3.3660427340749663,16.62966061633165,5.293827098312841
0.8405185331504677,3.548415101548804,-6.746978873256104,21.73123799092727
1.8045925106995504,8.771589549780694,5.03240790515046,7.727050597288331
3.183999342042818,6.193166230549463,-14.378782467553503,8.78078014101206
-6.865894795982974,1.6592531901048435,4.301966977474709,23.107409061405686
4.429001729478717,-0.8837506587032045,1.7830850199217112,-7.654470019806373
0.70783417894111,6.1450196324821285,-0.233201330534468,1.8687505816103993
-0.40875466532604143,-2.0130349152761484,0.7139006371577125,-0.8205861921138666
1.8301992834749958,-0.5499468979786368,26.31281063707704,-9.167925882934782
1.8301992834749958,-0.5499468979786368,26.31281063707704,-9.167925882934782
-0.28726745078329163,-5.594628625438607,-19.97442678646341,-17.522043401172912
4.11544517366879,-0.302350542959823,4.870587735985904,-21.74617264340832
-1.4982134830379101,-1.7338463512069318,-4.256511255728299,14.477974023230542
2.570823559394859,4.746943562799762,-19.84308859889054,-1.2737350819132462
0.10114067943856764,-0.9654508968969546,21.886754764776,29.439929713883156
-1.6850303082083666,3.907078375433496,22.580713990720245,-6.900368831839682
1.5701507572017235,1.0114215366921429,-19.36670258372802,7.850671944238073
0.5186730187381692,3.830653146891808,0.7833445135592356,17.504937316288142
-1.0597219213892681,5.233089321021667,8.390654703495567,3.015968925278269
3.3331261246096378,-1.1205798223985983,29.826600412869674,-4.102340110405236
0.31869666931256546,-1.69249423144727,-29.841750806390507,5.614184478608653
0.35727218839508945,0.12428559606778355,6.121802900499574,4.256775073347628
-0.43426849178275506,-0.6691551616963622,4.516574569531602,0.6279252237320874
3.41611276787582,-0.670274314146324,4.329690926004713,-3.603837148194927
-2.047944144597212,1.9716987013182654,-1.7106063904356947,0.4281771928584255
4.847697232308301,4.520457789356755,-27.149694007760083,11.4079827415178
1.6553374361241797,2.344337378477273,14.47602046948301,-2.7361989320686835
-0.4781004293487645,-2.9673505656932515,-14.480716901236264,-13.228062590316423
3.077635984439605,0.6725147737582682,-9.788131332385234,15.853644901434413
4.2259664697377755,-0.416177396950717,0.9063621288377455,-0.6726989901613027
-2.2162486525786025,2.042439068924423,-0.8809280118312228,7.6846829077697265
6.41852362708469,3.1137737887917227,7.194733811343523,3.1819913925898784
2.3622989467660584,3.188708865092622,-2.5390958629797087,10.794608280142464
-2.167033296340165,4.051843955705256,3.6624710157438125,7.536573893845269
2.332816053472305,1.470135931100422,-4.160529654714566,0.3772877840871196
0.745983259984075,-3.657054532768494,5.328047018281527,-3.1040924390667213
1.1182101391801045,-3.8718916478892424,27.31760518711442,-11.538573501549923
0.9659451254567255,-1.7808885468521596,-28.116309951095385,-9.001346487488622
-0.05697543778270442,0.838004486490628,24.559585919166963,-0.4791435150278236
0.2873240021703689,-1.943815509398263,-19.8662230540938,-0.8382828099001355
-0.2786140321769428,3.9598845018698916,21.072695769430524,7.274556221761692
-0.10230426787786284,2.0996060081839296,13.213725801132245,7.574688271301977
2.7042302673966416,1.7317666078845935,11.14974180882637,4.287051044286002
3.041823186200706,-1.3230236409897078,5.941375563421479,4.032391087795311
-2.4036484678214043,-0.1475178212115109,-1.5974244867782925,-10.87036076645035
2.013578753267339,-1.9218909593955953,4.583904952420559,-15.89881978645871
-0.44832780258527344,6.141758934142423,-0.8155088935251964,18.779685970862914
3.4403392460190627,2.2920542220507043,16.403378376559054,7.391943764445088
-0.40505844295496063,-2.9977705344163477,-21.57128173581818,-1.839829408501906
-3.8125861361895472,-2.899393423159661,2.105041469645183,-14.13120463824743
4.657797858933272,0.4300939910853083,4.730513044246415,-18.132619429825652
4.675127681867488,2.2390244891658564,17.168683340461214,-21.427065285935004
3.7855567043654017,-1.5590777589156524,12.093919991300123,-27.374097216896345
-0.3852709039238096,3.4015589693315365,-9.950081647571714,51.81658222052614
