Tº B stator_t_0,Tº D stator_t_1,Tº D stator_t_2,Tº D stator_t_3,Tº D stator_t_0
-51.68533932962852,30.465626017994914,8.378108252127626,21.725601425907175,-0.038485301997724264
41.662868797337566,-32.44587017312476,5.052787574070235,-5.984700252860209,-81.97576003888388
-6.556215643071496,11.955689361172368,11.633773976316993,6.219872961639543,142.0437680867759
-123.47396078752207,21.1494308881325,15.098018528891247,21.647780407588392,-48.48335318366625
42.729483175473334,-26.972212849102437,-42.752327367222875,-4.240773536509121,37.062750315902335
61.74784240320484,9.551829065985025,25.334777197274075,19.567502629925237,-18.888495890189425
29.683811020240952,-51.53618146014384,6.642454075975763,-21.14089956612075,52.92643822273451
13.610992821984311,-83.60969550764827,16.656603561390995,14.11758824729553,26.642382972446498
45.26187671980234,-9.642772524542309,-7.3787790171478775,23.57763484056064,-192.2427864812363
-106.48760780722526,-80.79446682368331,-17.008675133885895,-24.94743370851817,-120.25130934491017
-10.793398195349397,-28.761000947068787,19.29573814785235,14.144415579735762,-155.4704631853879
4.354589119584336,16.805002660854086,-26.64365473373031,-10.195014358384258,90.61703275036774
-19.298623291713625,-54.51045091394056,-23.50078826416184,-8.551001021980817,-118.48893276128818
110.14850470714924,32.49129475592715,19.642149362201238,7.493572669871351,-9.912719060965543
153.9379999425462,-35.85882353545875,26.66627104021594,-2.5169812506736937,11.509948369868695
11.625490826005063,1.349500277694034,-4.6633794415621885,-6.725341251975905,33.78228668272617
38.77157218984558,-12.142101126853458,-50.24506212300392,6.057129136645798,86.83476817169765
48.775449141431395,-90.52920789984306,-36.27987053292713,4.32836990114413,-139.63775577250954
-65.09595632651349,0.31285830290748606,58.008021047233484,-15.963039558899364,-144.1567598660454
-39.998439278754375,12.166507521068922,-8.436316317685339,-8.714170791311112,125.99723886444187
41.23237166770112,60.41664728143506,17.982901245404907,7.727423694688571,95.96172416952074
-5.802642005281047,-56.75979496003198,-43.26500344223598,4.5445866634137255,-78.29893040291364
35.639740001395715,52.43703288159813,-4.243542770363433,12.449573996529168,-0.8360984576416115
-39.657887609394884,-6.570986963368888,-20.278060191148295,11.033510845354312,54.73211394905392
-39.657887609394884,-6.570986963368888,-20.278060191148295,11.033510845354312,54.73211394905392
66.10158597604234,75.44420880219604,23.877375909171363,-9.064233244305228,180.61184317000766
79.97131509542282,46.67469972376347,23.98075358703915,6.072880280905314,196.426227494192
-95.53257140860252,-7.207960292181868,-4.725946419387913,-4.5053854380962015,-11.392578187512498
