Measured speed_t_3,Tº motor coupled_t_3,Ref. speed_t_5,Tº motor free_t_3
-48740.68460520002,4.430399434797257,126682.83271113131,73.34774344584235
3496.95253230867,-0.7981589817051137,-10083.270220239101,-4.827432656810198
5215.1693728311475,11.792734977090664,-58699.60082478996,-24.86193220858745
375.0340152903502,6.718503606390415,-22348.746256168393,-2.903576346006414
16777.38593333008,8.284615425474247,-93347.3023719856,-45.70972352458812
72544.80651706205,1.698361902932873,-155872.00793105992,-48.867466964210585
-57362.710837545,-5.690930557767296,-65384.98294744031,-112.47928301802334
-179364.3199828395,14.653451448463503,4981.471785463815,-148.97555988406714
89335.69646541093,-9.456969268595513,20967.36547813973,108.56902720481753
138475.96044874768,-10.860247867915914,-40466.67228791246,103.34716286084111
-28010.614626943327,9.433275974939548,-108545.41362110485,-111.926228849635
-30815.77518576015,-3.8650474318353347,62216.29349186605,17.664107608087075
-17415.233501293875,-0.20702733742262608,91232.66846963466,61.65282865190067
190124.07169004186,6.6974938793426855,-62272.58834966298,145.4677294529065
146754.89300223434,6.54378874409178,-98977.68027375649,69.23640034835003
164542.93521786426,7.008297604844432,-117228.5809140756,73.58866311350914
128978.66556488755,2.7061776279541983,20317.440665916904,152.4818705357066
153656.9993028893,-1.9437483350418987,87910.2997679597,224.464265603211
314015.12545457005,2.1092669345301904,-18724.980150899486,300.03884710766727
154631.13502765502,7.026249360824718,-27505.714899593713,137.9323447798156
10742.940041217616,7.176025305055596,-109866.40108426541,-70.862574116473
-72660.38049672874,2.6273069656941583,3884.61107021903,-69.4120640269032
-145275.64002954197,6.908654103165205,52286.831616852935,-89.04225609742045
-30015.309447618412,7.393716862514366,-111793.65307794815,-113.05260558716202
-74460.637439127,-4.495001351405626,140040.75280320735,43.96211057849956
-85579.41965879053,-4.433148566135917,94675.6755320675,-12.47358746631195
28468.894648814883,13.351528194942869,-4339.364814290873,38.79778696634071
183950.77725749044,11.719541883459677,21181.74770242465,215.73318478750627
242882.48873746424,0.9689476437561326,-123492.4303031983,142.3450106791883
-72415.70167135971,6.252386648781285,175258.01857576004,87.19919668250772
-170440.265795987,11.888528581200907,137827.58066438214,-33.63733423767174
-154005.98624715197,10.741953283462971,112277.93826133946,-36.62255367340335
-263313.4312089282,-7.762032858440803,114647.52777706477,-163.20655956180823
247595.74263659745,-3.9835758710603075,-173010.6297443883,104.9648061485313
-7166.763340251107,-2.891288528333347,-137771.70953806434,-118.55363671446823
-174346.55224396547,15.314527876369327,114379.10178034788,-54.18831464425656
341712.62445075816,-5.115088207226787,-126397.00488102628,224.45007997042327
269320.781825982,-5.104039219804938,-95815.86636885516,185.58206156634694
-30850.505231996398,12.169946072880057,74589.44182880374,45.09091899498115
-53209.093252892126,13.206285554649426,106378.67954298854,56.07119947690191
-7970.159062354961,7.300086530296338,234992.55149639543,201.9707238622132
-119185.13781333761,9.64007978975427,263911.9631500538,119.61609100842463
185250.7878826441,-1.181878162824804,20316.32253636071,203.2325316204082
-429148.418100996,6.84613218664746,-7459.063205902778,-410.8063728110144
-270497.6543398763,7.013818618809406,-37675.344107969184,-285.05481563532925
77904.8903654178,9.712924733220397,-54414.35754947321,43.50522538985654
112277.97535207646,5.804470935499944,281550.49813780753,356.9339748009737
83796.84887005996,-3.531862314536891,208866.61042355944,261.56431670917283
-125106.22601330855,6.564775524791266,-238720.94483681253,-314.6252474203919
-99532.57464930107,11.130586535371448,-86100.56186768752,-144.62172696616997
248693.53142976813,-1.8829683732981675,133145.85315517374,356.7788807804873
332548.55489483295,-6.317637919151263,196256.4255367174,488.45849414506165
50460.118230301276,0.9896825946782829,17443.52288324059,72.94251031174876
76790.61821342894,3.844571266902942,36819.20600389061,126.9771350914419
195670.9158079667,4.906447615683102,-47692.30993825521,160.1548247416893
-439606.3133376814,3.6959552677601657,76150.63068773379,-352.2716949728321
-349479.5457145884,8.601962710145706,95679.1210217454,-251.52803579788437
-301031.4255979468,7.921483246043324,72830.5290837134,-214.565138595654
-110149.02620943577,-4.621231675143226,-227932.41010716298,-301.60656908408413
-290234.119588334,-2.966917090000017,-18616.8526343624,-301.0788275933677
-174011.1433935063,6.377908381386327,-29761.641507119046,-178.67539801822429
-99263.51361015033,2.6452515368656546,46999.30345955626,-43.26731312974181
-64487.931331771884,-1.5944243547870944,79181.04839367057,6.6007492827732435
-64980.38624226112,-4.7760716525176194,19506.248207029446,-45.412392976694925
-213841.20921893278,0.7097586219068573,-20330.54767752014,-217.04774618209942
-224556.3337801305,9.16702777867695,-56416.748447853424,-252.3703131819875
-101673.89711477277,15.505458903956967,49785.45306744025,-41.76113808243773
106085.90175371591,-9.273233768120233,78365.25890422844,165.43900415281678
19227.90769673217,-1.6007459035562297,-25170.768998424206,2.586981278874131
-219264.57904149467,8.522749497543609,-62899.73451110003,-251.58843642155597
-97592.14812498615,4.292157207731069,-130034.52339323067,-199.73441147257535
-120455.94423035347,8.183573097138332,-266.2311250287412,-108.62459534865211
-118624.33968515009,8.02369948212109,-7783.706747028661,-106.09028870323333
-158356.1190945261,3.154874685373815,-75096.4428546048,-204.99944752222103
-148579.77523866293,5.530185777371548,-53539.6483469754,-175.81684587762493
-124571.12692022759,7.036709920806862,-110483.74680701218,-204.8368581935499
229163.3407606583,-3.0575444757048538,67508.06760476492,287.0247061984141
229163.3407606583,-3.0575444757048538,67508.06760476492,287.0247061984141
-257666.7706267061,5.638117260436426,118186.20288902245,-135.6227301370934
-118386.42421931316,0.37156452550147306,19586.403505682298,-88.11164764402247
-70050.16706854755,5.982680197318539,-126692.10404512103,-162.54275497906028
82198.99708430412,8.041669941595245,-145544.21547108292,-29.223674202518144
-13465.324200713772,6.318152283981716,32203.81414595746,25.335082418734263
94365.80190678118,11.588802553058091,-111578.35415887354,14.005324249868982
-266690.72354335606,-3.861508709631156,7623.325802206886,-245.2134816540599
-138266.70143054333,-6.503685323055351,26541.409715272275,-106.81373374615471
-136954.411157222,-5.413664609814932,23612.56729595753,-104.73860743633452
-348224.5443447684,-6.367184261174989,-34630.35386002776,-372.42406837455934
-344887.598055465,-6.47503402081924,-34515.25722028232,-373.05794605392055
-327348.2916325682,0.8490673650127636,-22506.479347137738,-334.443073909122
-223912.38580305784,3.744834021291454,-125957.24811490321,-319.215682691191
30128.24691867035,12.38767854586312,-12100.601408408082,35.9111196768159
-173465.99192721568,8.116951020889223,110589.88301011923,-65.83948031361939
-85881.5983129024,13.036071537402165,89210.01281889195,10.18825958906664
170739.6923144826,-6.389103245916319,44009.09693089204,209.12844260411694
-21728.49663917061,-7.750524302899913,47758.6128335152,24.17851684611825
-129702.26012663261,17.940619785927645,-105646.24893876712,-191.9084911512569
-145427.54867037377,14.089867647316355,-16992.27375867123,-142.75800380145768
-157855.8195683638,15.383707013837782,13114.902702779684,-129.07800693339817
-86935.79339223681,-5.0441947976328425,76890.42838507665,-23.461060134138002
-137906.35793494334,8.3365271285388,-132253.14825616006,-232.97791601243875
-186197.22445556542,4.042816322828448,-203431.60947346434,-354.12985226531777
-294873.2836011302,2.1701405917381953,-242616.74141154927,-482.6717215968186
-296883.8328621285,-0.5812233097083037,-272279.907011617,-510.88572498591776
-9163.273824520475,-0.15515494572820002,-173138.91947640065,-147.38458628737237
-25876.32379879083,-0.4364720222377637,-210050.42628671628,-204.19175225100378
-51709.276119521,-0.5347203405991113,-2591.300233621225,-53.5541061394583
-189892.126671417,14.694619932581924,151145.27488366317,-50.65593653064809
-189892.126671417,14.694619932581924,151145.27488366317,-50.65593653064809
63434.15200911282,-12.981532296265822,-7020.6273466977755,59.80162998413725
-26407.47892328355,-8.01513027488093,63717.796051775724,27.562565749016983
-49644.656009274535,-10.659793798684559,90713.3231004066,26.795750665127564
-162148.88176284736,18.436494150820838,42976.516388514276,-96.78119762262817
65792.55521861631,5.231134174191341,51692.87946344542,113.23657566935826
98690.13158985149,11.17100195681903,-91163.71540393127,52.34853141871055
-86621.03911550411,9.296878779392568,-45103.07002148032,-109.14187875385979
40876.902157775105,-7.550860063130878,130825.88585511514,147.79086146821547
-151195.4045182752,1.0314062391477044,155320.82110921876,-10.183158104062336
-37683.714601420725,14.033076079243278,-129353.13876038684,-130.3881810324048
-86750.7848663127,14.18490115712062,-95649.80525417828,-149.82677257259553
27612.130125280502,12.267083143173219,-131391.68883347965,-66.95470707282745
-50821.93523294575,8.874990922724951,-232147.46740243005,-236.10765882534685
