Oil level_t_5,Oil fan coupled_t_5,Oil pressure_t_5,Oil motor free_t_5
1486.514034630129,2.7530067330897783,1.309505408146962,2.8204566617734894
1454.9985492762594,2.7562788382687335,1.3130363080271275,2.811877312038562
1210.481639543403,2.5396411134736034,1.3000669038309849,2.7305269016268747
862.1205140950057,2.5677610528153596,1.306427816654555,2.6242076307319633
1539.1530143266143,2.686492641541105,1.3130658399562474,2.8354250835338894
1552.3057318088715,2.6315105270194614,1.301269858148478,2.844686144504697
1212.7476583318555,2.6084488075583367,1.2937457528681602,2.7270639172100393
142.97730018182276,2.626221199396558,1.3115874633590099,2.3927468359899073
1403.918383638359,2.586232378975172,1.3105378447723925,2.796264044423364
1589.4637585501846,2.6055978770363755,1.3066913348948375,2.8528380198875296
1142.9212525860187,2.681564107028297,1.3059387719686704,2.712669273960252
916.7386133549896,2.668550487850353,1.3034937743785933,2.634069404830013
1237.4527538651869,2.5907057517077305,1.3029404727924863,2.743244845506439
860.539830685487,2.6636285284650083,1.313282347231132,2.6157592392592357
1342.0856592166485,2.6382513461193,1.3000296088004428,2.7646276414382736
1444.7795098152742,2.628421008231316,1.2995794704243215,2.8114673644712274
522.3989245098937,2.554872376156997,1.3005887128718556,2.5090314925536754
557.0894815683519,2.6346882847337865,1.3056303312738744,2.5221257960429764
1337.1057477944644,2.6294920184189254,1.3004577297744393,2.7690288416486633
1192.3467925368946,2.6008578541382863,1.296396568659636,2.7204943554665535
1145.402487535342,2.573283580958838,1.2899338562100715,2.705940747262733
1045.4705507206195,2.589000655763604,1.290027336002933,2.671807345272589
864.4070130548134,2.663120804925534,1.3159728341258812,2.626639721498184
965.3908542247667,2.683094399761955,1.3037957749092883,2.655881436156504
887.29994733996,2.5692351949536243,1.29969596810411,2.6194104897944483
834.789579996677,2.6503686018315484,1.2992218208026267,2.612765105357972
78.54577586591049,2.5826659871208264,1.3098527520959407,2.368428606400784
30.633907410479807,2.6547872961226684,1.291488504556465,2.3469222005024273
737.2204046161498,2.6037088243342734,1.2975188344591138,2.5749182395991843
1166.2751864784404,2.595616868257713,1.3096876512814173,2.7234639574509316
841.3463426927417,2.643862139776502,1.2977456614023561,2.610052188075448
794.961568364182,2.6270178865383857,1.300446359518234,2.5949874876724977
606.3569077418825,2.659152736748762,1.3037669794593945,2.5325578812374703
407.34673299460843,2.6786204277423473,1.305669420481289,2.4721842378793193
1232.5942688455789,2.560299827822346,1.2954966790204867,2.736523330229918
-352.1271692280377,2.6778978212111046,1.3124521621556715,2.228638775568686
-469.4312430683175,2.673991989783275,1.3080970646921073,2.1918728637534968
1105.9730624194003,2.6122342894870463,1.3010002905320426,2.6964243870066613
1047.4417795913778,2.618394602434903,1.3039055984293306,2.677032000613906
910.2748858891799,2.650078307343696,1.302308348650636,2.63371757009341
652.0131611324005,2.6767292949652948,1.3068903168809136,2.549531160670696
484.21853583068986,2.6465645711505608,1.2996475702729031,2.494689023616885
601.5793673934589,2.678957416998452,1.298321332947226,2.5309355128476496
1327.186329530985,2.5792932626729144,1.3082810741915119,2.776635838569003
661.3846556004213,2.6550913826774822,1.2992585930377274,2.5534228744498844
381.1588201506122,2.681599189110102,1.3023224710399475,2.462976823525317
753.7828581063044,2.7076578102808915,1.3091207581887634,2.588547411489773
796.3259907183418,2.717129990421715,1.3106001020377058,2.602134496084109
980.6732997171121,2.553149758887288,1.3092504499698019,2.6569648225513283
550.6352049000371,2.632112717608438,1.3134400463269698,2.521719527920339
935.0642079300526,2.574348477409002,1.3012919708096593,2.645804228286934
539.0845056224911,2.593226281416844,1.2970954020148302,2.5133962332025317
355.8488817543071,2.591045827125234,1.2978326887837022,2.453813425293152
1027.4017037390063,2.653748622457725,1.3125911334178808,2.6749243124037534
1355.7287452271369,2.607754918248507,1.2990470268437535,2.7791288751909313
549.2193818495856,2.642309271127746,1.3079054492805582,2.5184737093657787
771.2387753059431,2.602501768562338,1.2966292546527751,2.5873506041806196
933.5100126362009,2.58604106550047,1.2968352965862637,2.640506135468224
987.661136160737,2.6241730541326698,1.3032528331701296,2.658409683576169
997.4423253950345,2.620217631370591,1.2977318902700694,2.6574663156182785
435.0197667142074,2.6226526856765795,1.3094885462734243,2.485710499729716
839.1509866255434,2.6579958524311533,1.313087161177604,2.6172324254689703
831.0361693757558,2.6618317232509208,1.3132421864727253,2.614614579326605
771.5161926947354,2.588537586912797,1.2917167546596497,2.5783895808985937
672.5146891472587,2.5825998669568984,1.2932211594580418,2.5488587111345593
686.5756769316207,2.591062243939587,1.293317459616978,2.559481684171737
