Measured speed_t_4,Gas pressure diff._t_5,Gas pressure diff._t_4
170860.89867949107,1.4574376859351816,-128.40366012050876
-67437.98892971815,0.9014989940650551,51.36951794985136
-60234.79918485897,-0.041236404303391434,46.49612564397507
-167501.5052794478,1.4655754741013547,126.16901559828437
378606.71733606496,-1.6389747860177668,-282.18158074241217
461117.3014399786,0.5356119423764267,-341.96494213445976
378903.54163972416,-0.941786140946906,-279.48117253927364
377050.72154932556,-0.9373094357662943,-277.8248062884396
420281.58099522005,0.3891716880224362,-311.3474230953237
-202028.9857591588,1.0645807095464164,155.21425507375184
-162799.6034319761,1.0834675458990586,123.23699770154303
102907.41175275922,-0.5828490090656185,-76.5602161010788
121370.16464537157,0.9821468047618832,-88.22077419118582
56038.453496222435,4.139341571312164,-39.41584329037322
62792.74679291244,4.420592406751864,-44.16711188889704
-19196.26000461846,1.8037157838025835,14.897454830922833
-110598.76738045657,0.7890520788432983,85.92007328306201
82018.471386034,0.3959394153076938,-60.71115444819255
49860.61553174655,0.5413421539791579,-36.361865747494384
138596.02486286042,2.434723536033305,-102.46350999788775
209693.5401289366,0.8706419557599595,-155.83776218508896
52951.74560459098,1.0516272185730062,-40.02199118192321
-120540.53637039449,0.4424076246336829,94.23798111099369
-147014.0440042356,3.2399021322532744,109.38192973396137
-17066.57145923225,-0.3410665871950519,10.275230948358317
124062.61353799439,-0.24088505500201407,-89.60477987714046
123790.71280551779,-0.20878738358478535,-91.60176481834127
73407.40883767014,2.2948935726488617,-53.63126146255008
75725.8978583213,0.35242886295902554,-55.34830203465714
-48408.77223603479,3.0608054266817883,38.847178560047155
-48408.77223603479,3.0608054266817883,38.847178560047155
187837.92407015062,2.2725611679884983,-141.66417343476664
-185907.37148132912,0.6618267672231841,139.67908603595538
-179269.61314848336,1.2011461817625595,136.03385030934072
-293083.2100006287,0.5346996057882697,220.9711383165106
-72086.54380562258,2.9097569822055194,55.05236597008817
-56578.248139341056,3.2649124496506907,44.5453372133453
-137299.45725111527,-0.21145236695799888,104.1712007272187
-70169.65278262881,-0.034729638971645924,53.759715403690876
-46672.53720335326,-0.996689886037353,35.51788210724828
-46672.53720335326,-0.996689886037353,35.51788210724828
71441.54970994493,-2.111024043149902,-54.94914623425781
-236089.64888706952,0.3578243831549773,175.0006959709314
-234789.05914838868,0.36565236723978883,176.17073904480986
33316.29786176124,-1.9654101335435896,-24.686237125169296
-193353.28456378033,1.133287583700856,146.45869898791202
-257114.77803441047,1.0550305206943669,193.00630814874685
-290644.8637852153,2.3260880609683072,220.3379619451086
-494570.8522221872,1.491361373932322,376.1981791932824
22353.693213651088,4.81323543706894,-13.297833230865598
21248.699393705854,4.64700292591483,-12.720882646296605
-13992.895788486323,4.6153972890525345,10.401346761886733
374.21706495063563,4.542685964676096,-1.290806077433607
273622.1010247141,1.9831954130690217,-205.28445665383126
50669.74427776226,3.253478353207756,-38.75767489691807
50669.74427776226,3.253478353207756,-38.75767489691807
81471.82329282846,3.4372626554243837,-61.580440030458284
-176232.35114873626,2.596376030440702,134.35748217310964
163742.81447862292,0.8155285853126543,-120.95508046939302
198465.71566751046,-2.2652060644866268,-149.3080488396563
442077.402364289,2.4178182609366305,-331.46643499445804
151277.97852920354,0.7333054265089556,-110.5122436473551
155965.16888282265,2.7460437593720077,-113.3309548655684
88455.91734593925,-0.6524211663914067,-64.5013606820896
5739.435039063583,1.0895227451375478,-3.221039841957519
-38147.5892461539,2.1636064962409702,30.371402719414416
-153145.61979761437,1.1351086579965761,117.72653035033808
-152124.1303647942,1.1356784762994432,117.70694801977208
-287655.80835947476,0.40156858555820807,218.5587387167152
-287655.80835947476,0.40156858555820807,218.5587387167152
62835.207862182026,0.5214140015368964,-48.050923492047346
73294.70845755262,-0.37140477395487304,-52.89773537800737
154932.61048083825,3.8753005854066167,-113.55046605613383
-246056.5261118337,-0.43629167121245027,185.18442794732238
126947.34522527017,0.037633315414496764,-94.55804452262348
126884.39257719074,-0.04589477693888455,-94.34361011608618
1703.6237573608614,-0.579032913023021,-1.5915463795824842
-18879.65200829381,-0.2906622404185426,15.043161936250103
-13964.072708153766,0.4366247290631156,10.562067949199369
-273290.2812918719,1.8658543339487992,204.3277923582767
-303324.52434776427,1.727056276015712,229.14030986028973
-213305.74018788012,2.4695016908157728,161.4958736450147
-151446.522459303,1.6603750381506528,113.28946962664232
-317418.12106211483,3.019255271728176,241.4789387092631
-317418.12106211483,3.019255271728176,241.4789387092631
89875.81539967228,4.22825106324362,-64.57951273903711
98426.07661777854,4.658504866549545,-74.47541393722587
102119.25949206509,4.7571146073596875,-73.91780739838464
115392.21049345905,6.0722277174579276,-82.62819645958822
160330.12351537793,2.755959618626369,-120.31963238630192
160268.48169498626,2.7427992508518617,-120.17743649162138
-226497.67198142418,3.362049812264922,171.99121058891058
-186880.32315994127,2.0891093278991,140.17389208095824
-43422.27699806293,3.612108062970368,33.001416909761794
37854.49009003628,2.63249172176415,-26.598110932368037
133868.82339838176,4.256681645865639,-97.40408873067634
-273224.5690053849,1.5579902446312262,207.34505300152134
-293176.6917771753,1.902546933771059,223.4745155392194
-28643.68009195107,-3.0838997541444146,21.322200610930082
334970.2736220283,-0.5635852363505893,-249.56486133297403
-128763.08317160071,4.420233521599739,96.43710026297111
97243.1236088542,4.909454976997583,-68.42511249928502
96751.9876238409,4.909263647410052,-69.49698984211743
56480.25286254022,4.834804420267423,-39.69493098132652
-28106.991256404075,7.236277946525616,25.212438714669513
-19897.818134369823,7.470228097156781,19.01073482878332
151493.2363638183,4.669364989197115,-112.2627491128445
21960.20425844641,3.062170350421479,-11.056688617464001
103776.24618383657,-0.1962570618470971,-77.74946152195898
-9536.637136724541,1.2818338581956037,9.392419646061926
-72673.91860594586,-0.11392001780768359,55.97698849875979
-47871.62756170717,0.8111662810000344,39.01351256250716
220255.84765486667,2.214625174413393,-163.0012198242785
-8860.952622627838,-0.8725402810859972,8.459606082673373
93169.0808803802,1.3003539646957532,-69.17548407439288
105114.45863686841,1.6036679790737485,-75.58495816625074
104394.16485396544,1.597461023555095,-75.73679774487803
86612.64436373548,2.695961028826076,-63.856288375598886
-54576.37368719058,2.467946041500951,46.58783333891972
43853.9791284693,0.0663475790104411,-33.18746746595974
114224.80047958194,-1.208788979028874,-84.41620338561547
21663.279048204487,4.226791127365955,-12.983823384332265
173715.91177920366,-1.2668445594586453,-126.61263640912117
276115.60202364146,-0.27294367360213945,-206.74145754011127
-132048.28078287115,4.2382765277473595,103.87910337700899
187851.09834781103,0.5721075583032185,-142.77758155594995
189768.74368256348,0.5577907497071849,-141.63899048546253
45292.66150317107,1.768569225797388,-32.27922566489869
-61668.205929543365,1.8524075772108015,48.89032619566391
212525.0376930446,1.6880945978448079,-161.5245155044123
