Tº B stator_t_5,Tº D stator_t_5,Tº F stator_t_5,Tº C stator_t_5,Tº A stator_t_5
62.66783720671954,3.9519259609659625,1.9785105929108089,-6.5626694997288615,-3.2162574032231315
68.83499989580253,8.827958747498807,-0.4798655348831251,2.56567135898792,5.592282007355663
61.930367658094326,20.327588034374486,-1.1438222806607399,-12.108460812330964,0.63729703127351
77.96045650723927,0.030954955875684753,2.1670709020604235,-1.8464565828788295,-1.1435400198433001
77.96045650723927,0.030954955875684753,2.1670709020604235,-1.8464565828788295,-1.1435400198433001
59.68788698691622,14.434117613091393,-1.4410335121676594,-4.550842164139623,0.135323204256534
70.1165587667506,9.404040366550948,-3.006919167200256,-3.0337988758938566,-4.384228577205446
63.1160183118336,20.083693932920134,-6.346575691249732,-7.470655602357713,-0.38115844648651653
69.56256545323565,11.397638524481547,2.2461669277758336,-5.430709479791542,-1.8529914731912673
67.2876084847797,8.782467628879001,2.933500661750288,-1.9553847995778817,0.5757456011680651
62.53312703497265,7.449463141020945,3.2504412876344926,-1.6125024269673616,-2.389945759007414
66.47049155055102,-3.501352741154391,6.950254159380886,2.390439310769485,-0.1422434506309238
73.66502660826386,6.9891670020125485,3.1126054877542333,-6.431231488933364,0.6109216191944243
66.10602459741662,10.384683813480784,-2.2288093159347033,1.4079036656061226,-0.4957692541657752
65.19122886679928,-1.138889020636913,5.31829798981132,-4.5241142562340135,-4.48876109133946
67.07264061252455,-3.09328118519253,0.19542952864189989,-1.9321495963898547,-2.4535643381824954
69.77100516185526,6.198463496956592,-2.4674797100894175,-2.3033074267554228,-1.383770441685943
64.82117364575468,3.606626256524881,2.4295439303187734,1.0341721325390658,0.29753292900061146
72.4483401760273,11.002113246985864,-4.167237493161089,-4.33361264968644,2.2580706725117023
70.75673982963221,6.685695768952804,2.191106773635558,2.4560858503933565,-0.4236139431874837
77.53179334388572,15.1075570768229,-2.973120381865601,-6.341375948375917,-1.051925366565578
57.985763841845234,8.760941220921492,4.6847668228184975,-3.5733604162218278,-0.04754176906227009
74.03661707324166,6.7448709336925745,4.020858467397741,-2.583737437852605,3.181581584469124
