Tº B stator_t_1,Tº D stator_t_1,Tº F stator_t_2,Tº F stator_t_3,Tº F stator_t_1
15.494678089146564,-3.4157376792906593,1.082245754781339,3.784749160834926,1.2681650031647127
-20.462930606222923,-14.462603922295985,-8.796319151805362,0.19882490072543035,-11.471250040198058
-12.775960010214384,-16.70185185516138,-1.3929907064241314,-0.6281011163871116,-2.2339287781942505
-31.065073654552357,63.39286198886332,-1.8311358531242756,-0.09964971658777755,0.8056259903910368
-8.408276920338361,16.92407257651391,-4.290757636376309,-0.20271847829672568,-3.9321338712566636
-8.408276920338361,16.92407257651391,-4.290757636376309,-0.20271847829672568,-3.9321338712566636
16.284853732268935,-8.767557017266002,1.2235542624181135,-2.065848334606037,3.4465580070369652
2.1050680947397495,-61.25517188311177,3.6511625688583877,-2.1395956658962367,0.1591144044668109
16.454311892441176,32.237187825399445,-2.441854322787159,-1.7460587601179296,17.824904008287696
10.93728162289267,21.72365007405986,0.9436077744368903,-3.0497790251632573,10.032771470285592
-1.9663613386022973,-22.425181013952596,0.2292504581390853,3.5003694730922343,-5.411687078468331
20.59491765579303,-59.810001832315734,1.2976624915260326,1.998804880749176,-0.020443625826297662
-35.037919887286925,-46.29811537790858,1.4602053768686538,1.6381336774838884,-13.14249815337307
-6.286143049616845,34.91533079721454,-2.191944371614848,1.3252133778956905,3.1226326219700313
24.37798326966631,10.170162904619431,2.318689036889773,0.35606362195094154,14.54911471378018
4.393413019684509,48.54266653296301,5.781782546297274,-0.2188702546863256,16.58635476023006
29.094887559189246,6.249934487228636,-4.229536785307098,0.5579783176293642,8.562944174233866
-17.481233138882278,-6.29231339706615,-2.360631137937381,0.4241922221687666,-5.7222791038395275
-43.780775420450546,-37.128845081613775,1.8409523574606994,-1.9394874773294741,-15.816733268391737
38.412170031200944,-37.238746953370196,-3.7861741203927206,1.9739989875651338,18.593615027023922
57.81251767568971,-2.7458985681084975,-2.3365074121879776,1.1841778743713474,3.729828110890053
-42.825139043937924,24.645475481178906,2.3915315281086205,0.44847992561867067,-11.311650745736609
14.099094050198708,18.76456270470629,-1.9071876441771238,6.466658882967264,-1.3596935578359757
-18.279057171610987,-48.960497299855064,3.2152479766949034,-3.696989338610832,-19.800634912770963
-10.463651415049682,12.217271938534026,0.6242775883530163,-1.5860036865139975,-6.207735168128055
-37.13132403250403,-28.44399879092967,-5.935873129887499,0.05268699244602704,-23.418997727385815
-2.5475874802917318,29.742581449920152,1.249806436863083,1.019670228109876,3.122347598915119
55.62013022689427,-109.18536013312671,-3.0827291583790464,-3.5868924061662124,-12.277914111203375
17.313416329946637,8.354993812750259,1.838283677573352,3.413609776975764,3.022938078752606
33.45003313220031,21.53346482032379,1.6849826974386488,0.5700118606222431,12.222699387365687
56.78683376091607,0.33476254498081737,-4.897458810267591,2.1448011894249053,1.187515071166981
6.625873091978978,53.19763645239131,-5.162975457895108,2.9648401711862773,-1.7665776875068886
-3.4712578395932283,-45.64774607371889,1.2357113506222221,-1.962826346851007,-18.30163900852355
-51.0483185499553,-94.22037534000222,2.0640567789358886,0.26564356708097225,-28.18992179327536
-51.954695920056274,-21.513101737624204,0.6393026326648041,2.175458940377673,-15.334404709018564
32.86358749854297,14.449777487064551,-0.7371568753557206,-3.6648483347052268,14.209897065364332
-6.664644995217546,48.87353252080527,0.9122428422558406,1.5014848709464008,4.092362456716375
-2.9228863438815607,19.17507267827603,-5.230980205525252,-0.9512047413308755,-6.021712737960469
13.319162329949197,17.049645430709173,2.352290632359246,1.8835560520634458,8.673386213849751
15.216103158038749,1.3290568092097317,3.0296165790831475,2.893824450033075,17.457869994231512
38.715872279810526,46.388669819925546,8.370125883609319,1.1344294283740142,23.998607713578053
-18.45847999465737,74.04103958312058,-9.436399185844666,3.7041770037733284,-2.6781451774628344
40.757006431161166,-70.38968108275068,4.038896042475855,-7.255739499334699,-4.384164318646716
-35.34634874949224,-132.38447914349393,-3.0763296546283483,-4.404726870058698,-39.25096875635657
42.618778076574394,-1.8591368493458589,5.751180059520807,0.1557937352496419,11.127668946271745
-22.800568289450062,12.577514557696329,-9.903943899111983,-1.3195626804644183,-19.06201487073117
64.94384756856353,-70.06880832566112,7.490847608400557,0.23691293207454395,5.804618396217814
64.94384756856353,-70.06880832566112,7.490847608400557,0.23691293207454395,5.804618396217814
-37.75592039389218,13.253188372202239,6.496677023307105,-1.2500214991352379,8.126917678774312
-9.212661366278297,34.75239781541728,-4.1772397834958035,1.4095298361783297,1.1489864225604318
-22.02937810946134,-6.341529787161857,4.15801790570316,-2.348098596772046,7.920997222143113
-38.53822066509545,-8.855157312654317,4.849196303269682,3.522822169642571,1.2133431816940572
-31.432465556011724,-81.28539699740217,-7.276562941631165,-3.969426477496086,-8.996280923065687
-15.748374580838814,11.836691922581121,4.097067844471872,2.799482311350202,6.460375597957784
3.906132940555448,15.558082711198642,4.559349371352805,1.143305565257763,6.396101097589697
44.36726831699319,-44.22434390106805,-4.877792129674081,-1.5153620583528171,-3.170772285246448
40.562558021831705,29.51949966070812,0.6537887029196467,-0.7195161756969168,15.651556145642447
-31.741281863082023,-33.51257627406041,0.2344393393049511,-1.779678145925929,-15.632874881740303
-24.015793949166287,42.190427915378905,1.2071052211979234,1.7556357241420395,-2.7782758803491263
54.59490162344195,-39.676416740809984,-0.46770048214085513,-1.2532685539422075,15.404926796978899
3.906833128794837,26.334674331779063,2.3620346957516576,0.9181592656896218,11.35929406813262
2.0890120368330987,-4.73573814295565,-3.952472320036648,-2.152002846260423,-0.8001434073617353
-15.729410180282427,-25.89634313919045,0.5851723763580228,1.1826241432299365,-13.006263028810993
-9.61683767978175,-16.813260586183805,-1.7516090250894218,1.7434555588040885,-9.84717951885646
-51.37198711636931,75.69888080602685,-2.5267875846662338,0.9436865063644415,-3.0015611823801094
-100.50967866836775,-24.931208178653456,-0.36093562713426264,2.5023579925663197,-35.789326044642586
-11.382758233179267,-59.545446468407086,-0.9046739446226123,0.37300060727923023,-20.690521468582787
-23.867375845222504,-75.54640119765804,-0.2840415354910047,-4.2883010680384155,-26.633216884157957
18.777407814375906,-78.23828946015541,-0.7359602298666132,-3.1595087544050076,-10.352063070222346
-49.85798939846781,28.252140860014308,1.5669204312749339,1.0420501735069074,-3.124231936597078
42.33633393230801,-34.29055546490871,-4.299945544625301,-6.005331128949782,4.386484925153887
16.039903707686634,28.429420056932333,1.3329194658466625,-0.10920508260289896,12.687011986978803
0.4323982811098914,10.80373331188654,-5.365544738960375,-0.26032614611146787,3.366355994180699
28.726847460916282,-24.183399563271948,-5.139533574114378,0.9319798647526766,2.6729781687746463
32.85575543394272,-31.664725881825582,1.0041248402885024,-0.4157483165764903,11.754311081642403
14.744149045181992,71.81822023009161,1.1138920762204676,-1.8266551204112011,26.986492956595928
28.695775833126195,52.49756412803697,4.3466260969607795,1.970737149467381,22.678257667180908
45.87628379235259,66.32184065988555,3.348228438859241,1.9932041172901287,30.261525805124737
70.04122932405467,66.33207071609036,-5.277485083049385,0.9652448575270404,29.91528388776626
46.99471102249895,90.80422877472763,-4.62241014482168,-3.3860849441698586,29.54096905371223
0.37900088164905554,27.706848822171573,4.745273505856519,0.6943289359194156,13.280570749940308
16.35986644987986,-0.7884338225761773,-3.712849518214112,2.4385333796388293,5.518189526892689
18.924134080992463,18.039349624438877,0.2893445600635649,3.371663563173753,14.411920057621419
42.42852278389787,61.0898642881093,3.268985480272304,-2.806597165516999,21.05648155890816
-39.203791636969626,-51.71825686482348,-8.109671952748315,1.7693776636838314,-26.53586732135367
16.70968700775902,-45.48346350671417,-4.659129534646565,-4.996754271390623,-11.434960500000251
13.963269116130448,5.484675421052923,-3.22002757584962,0.9239078180312652,-8.028957521798219
20.997019533387032,-33.00125551154566,0.6564906724505812,1.498222988773941,-1.342737220517371
-2.8387613547739683,49.712094984431474,-1.95345932634814,-3.348968565047486,3.3465130591398857
-21.976958597066414,50.075580926829666,-0.42883049390467853,-3.828038861502076,1.9370993521385946
19.56320592113668,20.56338479477919,0.645009745670142,-3.348168021326873,10.394311962641499
-74.55110603504103,18.373099706919596,-2.7964785318256418,0.16355105553282656,-19.550990003074695
-58.770612502417634,11.44558258668054,-1.1759826973437788,-0.42094208272013545,-23.19163386233555
