Vibr. motor coupled_t_5,Vibr. motor free (Rad)_t_5
3.629387790036045,7.918785928818942
4.3948019536621,7.416779437045814
4.983750428223294,8.963242774382918
4.983750428223294,8.963242774382918
9.108423456085733,8.730446212332064
10.2700510414477,8.68579005762723
-4.349330972504681,-7.938912540462668
-1.7091161052884343,-3.5259356364105487
-1.2611540514689215,-5.5830104824134015
-4.078499945191631,-4.424930207337702
-1.9893133165352674,-0.11069394910949626
0.4828577962035525,-0.7072873435072331
0.4828577962035525,-0.7072873435072331
0.4828577962035525,-0.7072873435072331
6.138033783251025,5.985384410486029
5.567403997719815,7.215272169900431
-2.1406847356339167,-2.6537964888396197
-1.5138308764911745,-3.496725025869348
-2.3734678876370303,-3.069298996133492
-1.811709709326344,-2.34502730056669
-2.693462799906899,-4.266862449319619
-4.071063421854281,-6.958173842297366
-0.023721857295816995,-0.006833059912210615
5.132511692062019,3.39768367179163
1.7375172000861947,-1.4696866082684172
-0.8986818144276474,-5.858381251194469
-1.8531378947759465,-4.207418444106325
1.721633597274375,4.39045159974987
2.3610739566691397,4.768250784299545
-0.08195103711612939,1.1299515928049355
3.4959433986084005,2.5243136679486513
2.2949640905348314,2.7116616629548886
2.2949640905348314,2.7116616629548886
4.09494233217993,3.897921309957898
3.720013882828408,4.697098096249311
2.942191584385189,2.5315462717972097
-2.045282959124115,1.1005530297830601
-1.460031316187099,-1.3385596432636588
1.0831538475020521,0.1908874842300894
-0.9751584218405942,4.242956267846196
1.6479708955976278,5.044834549361202
5.531878243668633,2.467959950028362
3.1611213137815994,7.581949966259593
1.3097016654378484,2.6453812783346136
-0.07833864777236532,-1.6109936677413286
2.76709029271462,-1.0882601525534814
4.4869101288187885,3.750570028772118
6.440722631784378,9.55608287439813
5.550091301726024,11.162685511003643
4.742928907043623,-0.06371455670959048
3.6024885873775783,1.2397893182251538
-5.471079829054487,-3.387528665598899
-2.644724548053815,0.15639699964989529
-3.3959454102951314,0.04992573248920602
3.707318068302958,-2.2970048896496036
1.3609605317087365,-1.44002354409777
1.3609605317087365,-1.44002354409777
2.8197425357113945,2.3643904914293956
-0.6119120345519482,0.2094090197495979
4.043494479032828,1.7935156869891635
2.4955164589217604,6.351665194853719
-1.0528868231065598,5.692517683318951
11.987110001370354,5.547317398413831
10.559874856895531,7.059151778750233
10.559874856895531,7.059151778750233
-5.2281446378346885,1.0435789911651137
2.2415348247278217,-1.655130144259255
2.170136599249968,-4.261567324281595
-5.163030871627667,0.6207795204160487
1.734040966197468,-0.4725678809700835
-0.16586664219333902,0.6662860399242008
-0.376265547621506,0.7535034291472898
-0.376265547621506,0.7535034291472898
3.2319785513278068,6.4082677347135135
-0.33445582243183924,3.020738182773542
4.916776171899758,1.5237347110504005
2.119165396240687,4.272793288842122
1.8575846809847012,6.518288656168421
1.9320242947914956,5.059310440354473
4.816112180727712,1.8425984784860818
1.6290752219883888,3.564567171705557
2.5773202168844787,1.4958670739055284
2.4610762137875986,4.421862057791012
2.48177865510297,7.530026195855843
4.445212295883731,-2.1405557653049003
2.0653791175580296,-0.3094064326045274
5.829769198789487,6.579863141056232
5.829769198789487,6.579863141056232
4.738084062072774,6.744091803517382
1.0206765588222657,-3.663759445581773
8.050317654881468,3.145686730295271
6.342723935938746,5.805860333361182
11.346273705379513,13.343594501168965
8.30005229696093,15.660396984472005
6.508729903430757,3.4136823182566696
6.470082247437974,-1.5607787146295538
1.6852810335570823,3.547371652676091
2.4784808055295633,3.767517494185424
