Measured speed_t_5,Tº motor coupled_t_5,Tº motor free_t_5
-88714.56550078263,3.296254768709255,-105.68949676803021
-195244.84932074457,4.735169232769608,-226.1958777396267
-56397.929916342306,12.932087146621246,-42.8403530975354
-92573.61072500572,9.338494109700527,-86.30207772016371
2397.6448521377824,14.472022095875364,19.172392737545927
10263.009009228565,15.009517798802534,27.57038779890621
10407.53174166882,15.324483070765824,27.92726076402038
-205772.11409458856,7.878609521783548,-224.35718667130703
-964.822173731166,3.7941733937761466,-2.0280613885573517
-232512.41307689584,11.93999523073447,-247.2820335811911
-152104.88069772304,13.83024260127927,-159.79239557793989
-155189.74460951812,13.588774676457213,-151.21842902833419
-66920.03728923194,5.9902197815590785,-79.91235355335789
-71051.35173656617,5.641047259894247,-82.92784939720104
8034.9019048157625,4.532267925362425,10.55109274832661
15165.04827251377,16.665197864315516,23.058906966873078
86749.69353324412,11.258420784514202,98.01919634027432
-60534.83054544574,1.6567437823281994,-79.15837373337527
269703.1021394526,15.114016480414733,320.48037836623524
-286743.63792945334,3.2364469306615176,-309.6855482900288
66805.20130334054,8.703937113216906,74.17633742420253
32252.458728833073,-2.037586800161027,21.389225914035293
-97900.78637585277,1.5802168214036965,-101.58719696170263
-124805.54099720657,19.299776817632516,-117.78369377081214
-88038.64751607901,17.697793478167153,-78.77183871782889
-286320.2023328316,21.98185921853615,-298.1568573382702
-242052.42277990995,3.2571043763242438,-270.59880078439033
-242052.42277990995,3.2571043763242438,-270.59880078439033
207024.31019638493,11.211479527455412,247.35265319127814
-133764.406191792,9.759548140771392,-148.86940424794332
-86740.8090448826,11.150831414740326,-97.1397286243639
-86740.8090448826,11.150831414740326,-97.1397286243639
73792.4286186737,11.482314188744478,80.67493969199612
21273.150100581108,17.901023434535745,28.161477538737635
256966.32039400437,21.50429924417759,291.89024537987035
303956.05316692364,12.516236966546899,345.91620920049587
198519.8770831926,17.833164849690917,233.9445066154536
-278990.2363613567,-0.8326492637812032,-323.7521041180034
-268960.09632161574,4.19782978328471,-302.5420918753059
-343599.8017675983,-0.12709591734317988,-391.45341291881755
-454529.0861749974,4.020799394561726,-519.6684958671091
-122226.67122720511,3.3717596019118066,-143.33109484211323
-122226.67122720511,3.3717596019118066,-143.33109484211323
-130680.00337807489,3.147466529590502,-143.68257057359105
-200662.33925918894,5.592407304163775,-215.95962383828993
-260172.2862357076,7.3974827521873525,-282.3130856713077
-993.71033875375,15.563150989608076,-0.34878845135954517
43759.222771526656,12.479331536773834,44.7736907954202
225655.21320876997,9.6166498573654,252.97087835423775
225157.45425120194,9.647608488014441,250.63876666665738
-87117.48032131046,16.48745914049286,-88.22645859308807
274097.2439391176,19.70604238544433,301.69810714355464
450692.7347073931,17.216057835312196,514.7662392308897
574759.7426054828,17.987529963176296,652.5984345929714
601980.3851517376,19.20936658711591,684.5417640954471
590477.3752116716,18.89374659393635,647.6466424537902
584366.5130106848,19.000437794094356,656.290397012576
487618.51874015736,19.96904515221528,545.8133636856197
210649.65170757115,3.6770137397097495,238.22626074686576
29273.57690318855,4.9423922618633815,44.416133680516594
-149856.2869374694,11.028114632465073,-170.48049792644983
-120787.87057215246,-8.967160463868733,-149.44153744263943
168507.15862677904,28.82458889052733,211.55450080864492
82376.38595878801,24.055356697125163,105.37650824274803
236479.70199052698,2.9704457556194743,268.9574907424709
-82242.81830253966,3.356327628295798,-86.99553845114416
74904.84252731856,31.644216320626423,105.34836732583857
112364.89293316765,36.065844463468224,150.86222128307705
-88828.65330068124,18.03904938244883,-87.43330533337445
73248.53320730402,7.540899535883502,81.7902922977096
-71754.2569592961,7.805582215131615,-79.80115883894102
-39957.871597446734,12.570573505947484,-25.13753655117027
52371.91333193678,2.0703884876604812,56.753609652849875
-314780.47625620215,13.617523737461113,-350.6757840080589
-304691.68174788635,13.556570733011974,-340.10492792717395
-316069.30916716426,13.704859047933258,-351.9761119485861
-318271.60454427823,13.549285029169233,-349.146130152537
-291301.20997020876,10.348801038076802,-319.3873662932899
-291301.20997020876,10.348801038076802,-319.3873662932899
-257882.37622280742,16.038883622955517,-274.7415361056496
154610.6363118929,7.351424931146194,176.5704170298856
154610.6363118929,7.351424931146194,176.5704170298856
111170.93987625073,10.419655587246542,135.33811544551105
125809.20820522709,12.836868852688063,157.0374604875831
-29340.791936797286,10.19390035046235,-22.10870076020759
-193231.108039526,0.6421750126515196,-215.86956529044366
-51837.41749740737,-8.252203336652936,-69.18353086971283
20097.121581703836,-2.5650542219646866,11.811233986398376
-159690.27974190578,14.41992837016477,-168.0654147840753
193351.68906599772,2.1026139209782424,209.5359178176026
86259.81055351683,18.37616411814216,100.70567445505827
-356128.26217151,11.471085017425223,-398.6809706914172
-276222.09454271046,8.135392447187614,-313.11692362987463
-158060.18155216158,15.997239775776901,-158.53253038956805
-114103.94716864513,10.53952395630465,-111.08559956978598
