O2 sampling_t_5,Displac. %_t_5,CO sampling_t_5
-408.1490398563795,30.431642681927627,1217.337279314441
-621.049121926428,102.42213405918312,1599.9439724088706
-238.78268071205298,32.36082158180237,2851.3992459471824
-92.24956620670301,-139.8158378010477,1731.6231961567814
-221.9113251026564,-257.0954876064335,1630.8382071216256
-389.41521060191155,-98.03589073936476,1501.8187676725881
93.67415192360534,-212.73152301184686,595.1970059969228
73.20064917689486,125.64315919566421,-472.952413126506
-162.72043599637243,-110.3551215563414,4040.5974745762805
229.39357561144175,17.824609814540707,-660.879941336987
229.39357561144175,17.824609814540707,-660.879941336987
-218.67363229259092,-76.38831287032836,1762.120734141777
337.2219998589967,-83.63533335416007,-1242.0800694649104
309.66427573660746,-173.59233917334484,-1962.3301747931023
89.1647181926476,-127.47514633781724,-956.1600465339021
31.726009116543324,32.68430304524965,648.1418866859207
159.89517159760447,-68.17849619291954,217.60271685960265
-0.9814341881987616,56.11291744498864,2561.301670575058
-143.23089754681217,-100.06659442680538,656.3790660926334
-273.2098938664813,-67.68754588406185,1503.7532619236658
-228.1597694745983,-82.05721575282809,1595.5328958070968
-436.77340396248223,-63.19123438974299,2000.875888025183
701.4251696726318,18.90838076636546,-1840.3779689990502
-213.10047110840333,-42.78475058909035,2027.4378768458091
213.5364080578283,171.39645993397667,-664.391821196119
-204.77152757369524,49.095722253584825,636.5998912950818
182.15338090971926,-92.20054064284534,1319.430136187212
92.71197654281525,53.76952386824837,-1919.270289247616
223.17592763501563,-16.435778513119587,46.90621470003043
139.5463274022726,-5.758996729762659,622.4387391254149
125.47806452620542,13.617251649433657,1349.2679481931013
-205.63376092505888,32.91184033294155,1538.0344653430343
197.64596057526765,-48.330139452403685,915.016486565354
41.09462378892181,-16.146272050939757,742.0062186244432
162.49039828822424,-23.67932136222396,-2614.4524918258967
147.32841339548398,73.70562717468422,680.540888319315
-188.02022958680155,13.040232575795216,-293.97367454210496
476.85861502839805,40.28394172051921,-624.7058883441664
66.8761090459056,-42.50115919314533,-3514.151666379184
211.36985169298845,-9.14523705065713,-3229.9536481771493
-66.69773663274498,8.791022608173744,202.5759801087188
339.4853006513702,-0.269996476035395,-37.60219067384912
289.812656157285,72.2500709503898,-849.82764108341
354.08468072983635,-66.1325667035362,-280.22472430166613
23.543123751165353,71.72601087165707,2917.3280035925127
389.41403648785325,58.38127358317709,-3773.9406576864853
65.16047668161815,-58.83051091628493,1991.4348830324157
49.05696397697129,-39.21315554886399,2533.4033369318736
262.2200530911066,37.18227067100349,-2347.604166335089
233.25151921686194,-3.950365526086159,-2063.9681304678957
-162.3876368707485,-46.774396441186596,2462.376718473328
-129.1818421598901,-85.31142877111836,1857.4858412632684
92.99413384103315,-25.974546839235018,98.69575866293303
179.23141129679686,-73.710804993423,-1201.227067057391
258.902426428309,52.00825967908727,746.4406733223827
-42.86331306290924,-50.09435827288629,46.83919519794415
77.02015624570231,-67.99892459766195,-1951.4290169245787
251.2628027124517,34.17391532662251,-1654.4312591399166
350.39588400741695,15.841080258854149,-2697.9425259383474
609.7060070732455,-12.69245652092581,-2743.400432726197
-140.1955555366127,-48.7869532267294,1254.4069954174697
218.1446636532183,61.417843146780406,-1117.6228319749546
35.82595357196561,-77.36336538379187,-72.49716463446907
161.61358237648005,92.74942920466364,725.8903198630644
-77.29592715994781,18.412885745728147,36.70082048478707
155.61293545706556,18.273292208126605,749.0879034837671
-157.26537582037128,12.369109627997823,854.8831112606582
-91.61051197707638,-115.88921466815506,200.71149875527033
-255.19095074726036,-140.34109294478432,148.95181631677275
