Tº gas exit_t_5,Displac. %_t_5
47.17095852722083,-53.010646015179915
46.90830310374746,-2.9737026703212166
111.9185859425763,70.95002736921039
47.66069845203813,-17.212818797741797
42.233454555806624,-45.2269266900483
58.65523010402323,-119.66176460555292
42.16235523189516,-121.51325145736834
84.10972949198361,106.63149230747379
54.25774717763321,-97.06833211714083
-4.988189869233512,-41.00066460959832
8.326268633196165,-91.56128107377464
33.17917116088121,-26.11242550599907
59.43803092533384,8.067755702289631
132.16327887256205,141.18203452196724
75.11532880665935,-74.08325767405046
75.11532880665935,-74.08325767405046
75.11532880665935,-74.08325767405046
86.97654506580814,-80.79339562989242
143.89359327371847,-38.84665394168128
33.46977781952355,-108.55681190972598
102.2839737395056,63.16082422196807
86.11248389706289,29.285904659720288
-12.041851274017736,-5.950213024654673
19.674800646094425,55.28228585350032
69.29863329153645,130.45971195059073
155.30114929891602,108.82781962773535
51.69858679709537,48.59991873431755
78.76378392121501,32.30674095368549
78.76378392121501,32.30674095368549
24.809773279503176,32.59704496946486
27.405084366494126,-12.460313588035334
24.17227899375196,-28.61056567333329
47.84725373394703,54.08257277262778
62.58741851521844,-23.145409496143238
11.7247291549319,-54.90012335354638
142.9423569629635,106.48290443060543
142.9423569629635,106.48290443060543
142.9423569629635,106.48290443060543
163.3601162756083,104.02561742119492
128.04805712437144,173.9363551367426
78.03309097005132,7.983570352960079
72.5043994162039,17.444894048154907
75.22354673903116,15.014945204306727
75.22354673903116,15.014945204306727
75.22354673903116,15.014945204306727
68.93877057835422,-149.03727325198878
62.98907503010645,-61.13012929160651
96.21158099753534,146.73669939840863
19.861456632329094,-158.27915653057207
79.85313859545744,-77.34322958881397
160.43156835052696,-26.828300869296484
89.92601543166147,65.60717617405388
71.17473695758409,-25.920979294715494
60.44354289818031,29.603850849619676
2.188320157964176,-146.84256114845397
2.642052942964974,-221.47564955830302
132.5782232840649,-39.86470321248626
103.77372784108105,-83.62891351017566
75.48091219278055,-4.6380085646221545
87.2638847745627,-44.96108141423061
34.07911406281987,16.101784236011326
46.6490154989624,28.23004720705746
83.83017834094018,-71.03079595635191
3.9238653012874423,-38.05081614770185
92.08616789395336,128.50227830020557
65.8783769038928,-61.93707780924296
15.121397696357967,67.93885814913286
117.33051730857807,-56.953557260733135
117.33051730857807,-56.953557260733135
72.25073803931505,-48.41368586655639
111.50124025905328,101.0285737607393
39.55275494815784,6.214497992019247
39.55275494815784,6.214497992019247
123.97329840192393,168.9374620462616
123.97329840192393,168.9374620462616
134.21231418547114,83.63427028509366
-32.390618147469525,-70.03878875077207
78.02324828406417,-53.39302708385301
55.85558983010017,53.01725599285881
55.85558983010017,53.01725599285881
20.53273930475381,-151.06700512560485
-15.832754933505328,-44.608458960040124
-17.771631331545727,140.61988768880616
-1.6421025887712695,-5.238825299834019
33.87491070041061,87.98204087602996
36.797573253894996,61.09241503516418
122.03137568077737,86.24006738554405
152.60757402375367,27.52370694945828
-10.60627027210137,-3.856033261172513
7.565900626784579,-16.87770221740042
30.55751348233505,-95.65946607960123
87.22842077003855,-8.11580393771456
50.43703184837755,21.367333380181023
20.026085712755552,50.353665849146964
52.12851656662809,48.03496378804435
52.12851656662809,48.03496378804435
52.12851656662809,48.03496378804435
-14.950753728620526,-56.96254360470766
2.458130479935001,-56.960594115863834
37.48243450468017,-6.0162532916603695
37.48243450468017,-6.0162532916603695
37.48243450468017,-6.0162532916603695
41.090465870167684,28.926364127260086
45.10316744913561,-124.58899405086483
62.799757953444086,95.72078506068252
83.00620196589637,-48.11752840332733
54.01486276980064,-43.10651728806186
122.72660304846508,-139.72811198316458
126.77845472038136,-103.53567433801473
50.97386708286662,-179.08358319968968
28.198351336302682,-293.0406475120984
15.312373566155115,-84.04836457573964
31.391264330848216,15.867311342630842
28.0483147496479,-162.4097891264974
41.464607830611186,34.41384784276844
32.206215582840535,4.07405579994068
33.95762863605311,30.831735747933333
7.374102238729744,-2.948009226106688
-35.43049944540557,3.8469806602425507
30.35211536329176,-169.91947196047823
58.08127962784705,-178.07797793494967
100.40417653100995,231.16665142784728
144.16895652432646,146.4667284161219
49.03753565999301,149.01794380513823
19.89860567839129,-35.978298002854324
19.89860567839129,-35.978298002854324
19.89860567839129,-35.978298002854324
14.878909002892023,23.747936303211496
83.92027417283647,-73.41534387824035
76.3174088639264,-9.910214148493239
54.982113701586584,-47.99938404931268
50.927801896901116,-162.53042744265048
122.6072089143705,-149.81547614783258
67.37953971684934,-72.33739603194961
46.81014316185207,46.685559842908006
-23.66592154938111,-30.80644893968271
-0.7670619767293338,-16.258558271461037
87.69016264715745,-50.58156412175065
38.694257252609745,76.92707979787698
144.7326924644642,-6.783458167008661
144.7326924644642,-6.783458167008661
-80.50427139784256,-135.492677640428
-80.50427139784256,-135.492677640428
91.06541215412446,-46.99707882267461
107.62207539905177,125.6921815247266
144.03029129408088,209.65878546812468
153.76695774895023,275.6771332936479
