Tº gas exit_t_2,Displac. %_t_3,Displac. %_t_2
138.0922941880402,-112.52046180853971,-46.49005184921933
35.99308187820915,-31.146605876020487,24.573761357811918
35.99308187820915,-31.146605876020487,24.573761357811918
35.99308187820915,-31.146605876020487,24.573761357811918
67.92648252006327,-16.22389153142639,16.39639776291377
68.33272733486692,42.76510821877014,-133.6222957862488
120.86696688535193,48.76882590656153,-53.774548647606395
-17.432037018564593,18.14134322000858,58.94269872919675
19.26248490883517,-43.136653035722155,-191.5870130805238
170.73336990053866,37.18722690670808,52.44818984155987
193.42173542719178,49.76881564314964,42.952669226622426
-8.692585970041616,-49.07356062635112,-160.27608191811746
117.67635648721233,74.41437852247262,102.79755998753801
-13.246376852842062,-35.24946596805117,-130.73767220095806
124.30789071551555,-132.88058096756734,14.37564590971003
20.288644832888153,80.05535996081196,47.40950281893379
137.6972238050251,-70.31051743451393,3.3011841319440123
28.51013334933863,21.01896530401831,-34.433897600686365
104.238593581166,19.608387335696932,38.27245705975598
115.05302784300093,-54.56795441141752,-3.4207639783524613
40.498771720558025,102.60718761076072,35.31125419003263
127.1010084532246,-93.32862311093697,32.95472042745138
-11.504246896392646,55.2814714857367,-102.14399218728354
136.1212992834014,32.70866081171756,25.964008819512117
2.7873096247825515,-21.988160947833805,125.4528956705755
51.46481859453817,-2.586791660080003,-39.69518949994357
-10.515286630799714,-23.84913369344249,-109.95967848579828
141.7693447183503,55.167583704750186,50.174854225773956
66.16900579660114,-154.2330224291001,20.851613188051157
80.02694002468797,157.80045307731038,-27.263663351910537
70.60977719100629,74.50632786717678,64.19440534403056
124.83410572186607,-2.333237845348279,59.31580557343207
-49.720992196904476,-78.88158649766441,-108.04284832363945
56.226650441200064,62.26064077354624,-31.846146626986638
47.678527150325564,-69.11295515830673,-14.562254254823856
58.15804472987064,-10.33534962106259,-63.145628489520334
15.118240513665867,24.580186455059746,-77.13119124234954
121.81852557135268,-133.38246741352833,41.16308890903794
137.1544088743461,80.0431825387002,97.96916511015661
48.82731626629631,58.941164527898465,-115.51687088516385
47.17922590133732,30.353231682894364,-58.05079684680197
36.68993394090075,-75.96918001516688,-16.080188576366922
57.54126460347205,-1.0588299855564287,-79.08369564547823
75.91437379449074,3.146748222749637,88.19125062487164
75.91437379449074,3.146748222749637,88.19125062487164
101.15064830487137,97.35306751162591,-7.596456619559433
24.58754034646354,-17.055241206422423,-65.56133681882253
71.46736234114567,96.47010033036732,-76.31390525386253
27.655328598782333,37.486602154355715,-72.36964305374909
92.05452837459981,-26.87976076535692,98.36192118091476
84.6720698020388,116.76616828230044,5.65027206962111
91.44564199324631,48.86345686394503,53.256151546339886
34.434988689709286,89.82154459433836,47.48270328439999
107.9974328468501,-100.4832449145063,-74.54966748739037
45.268350256928684,64.04966688388939,103.61814088095952
1.3666972276619447,-66.4810058768559,2.671250411200269
-4.862465451286085,75.45569666643556,-84.35405827068527
-84.0978400394422,29.198573948439957,4.541007742473866
-16.055173150439018,75.0050814498608,13.288694885348066
164.64817015103947,-58.44315195262053,4.694639568976143
22.822459612446465,92.85476594586154,-207.02554830322867
-54.913011516237745,46.49742959688222,-38.31609051216077
119.03971522186879,-55.361223996126824,-51.76057244366496
151.23789418156088,-52.81201660112263,135.89461801282826
35.20004776446112,8.534700361461844,-45.02655932857734
80.23444954112523,-8.382240157607049,57.31347512400289
31.792757261952126,-25.805414390325417,-55.96086923887297
82.00553023280479,-83.98235994859195,2.863291401596996
82.00553023280479,-83.98235994859195,2.863291401596996
74.58345569708167,-54.890394139049704,-79.43387092386935
106.47462314399003,9.16914941778775,-10.32115115521502
23.723250403226597,25.039003703993444,-65.5732720516341
-11.791999927111622,46.155755370514,-47.79239012143518
99.51022444712939,-89.4752002339427,132.64972509986245
99.51022444712939,-89.4752002339427,132.64972509986245
-4.995302646283513,-13.424635772481224,-117.81818648235955
123.69243949972781,59.438045388926724,104.40530418658395
28.454207780343225,67.88240647233616,27.242071383662555
78.1953083952306,-37.80655022637836,-14.692745163679447
78.1953083952306,-37.80655022637836,-14.692745163679447
78.1953083952306,-37.80655022637836,-14.692745163679447
43.83305127108976,-68.42095999708843,72.61429584907633
29.054995092803217,-39.9801293913182,19.974367832551394
29.054995092803217,-39.9801293913182,19.974367832551394
121.14194606599584,144.51345204037685,92.07824731943703
121.14194606599584,144.51345204037685,92.07824731943703
97.90913822082378,51.28888958579334,23.62323919079995
97.90913822082378,51.28888958579334,23.62323919079995
69.59833107826718,-15.721270486859908,70.71811904552591
54.08817495292698,-9.041179901412995,54.42576961364496
54.08817495292698,-9.041179901412995,54.42576961364496
51.753208679085304,-12.78194118002244,40.31439803754708
-14.620209653202693,4.871154934878064,-113.06465428799059
57.11722115033308,-49.9457909209084,18.326515378597207
57.11722115033308,-49.9457909209084,18.326515378597207
0.3922071411922472,-27.013148610713806,-142.0437721664167
14.064507223695855,2.1764524504232163,-15.082796360654868
140.60707653923436,23.977239012790083,57.66577106854612
56.874211594906924,-6.5439940468213464,67.45873919244085
72.14787872489332,-90.098067563516,171.24880923170508
61.386058936463414,128.35535120947299,-11.907208614526724
159.0174104444398,-16.1694859977637,210.45368500844387
-40.81790245022116,-45.51040306726284,-179.27434327820328
96.44182227020946,10.839163129370444,73.18372865584497
33.36782525797384,53.617033738448185,-22.90755090083777
58.53269552318759,-145.11795642875455,-57.73105417666483
20.092821481015385,-111.4960068250794,-17.61308001968441
65.25026464259469,-15.35263454360745,-115.30616900438285
19.40970307577406,48.26257364181554,57.72107878582493
19.40970307577406,48.26257364181554,57.72107878582493
145.10985230907937,-24.548879443553115,-21.50588073626062
-112.55574336738884,18.618253499455058,-78.3793936037748
191.5950596183077,-143.50223116965182,-33.81356753598283
36.206647287843516,187.26254435797333,-157.39230625359903
84.92164527556062,100.45982922780439,-40.37888876650484
93.10737273827152,147.58062857644998,17.81966531096529
90.17615612951586,77.80353315740523,-5.371017949637096
90.17615612951586,77.80353315740523,-5.371017949637096
90.17615612951586,77.80353315740523,-5.371017949637096
71.38493380989276,-116.27686859336305,21.36960567942016
44.021878241871335,67.98159873025635,45.04222979727802
82.16968010643102,-13.843490335494458,-29.99222574247453
34.148879545585054,50.15658503202266,1.1796055994701007
75.57775554044818,-3.4488401455200233,8.822789427055149
148.87056151675986,-24.03222110048739,67.34676143181208
-40.933663126639075,32.67300609502917,-58.77057469969022
9.870044515767475,5.4391603053076665,-103.7943939828452
104.98381205110047,-51.11290380987078,-155.0932861033734
-9.025610809399119,28.005416529633248,95.8569411861661
66.96776074191408,-56.250916820753545,38.45554675984378
32.32239477370028,-11.388224627681453,17.527794123026744
-27.497681416249875,-82.16848252339489,-164.1698030262994
-30.922677723196504,-80.86137266881327,-129.24800203130818
58.038462981767566,52.59118936327303,-28.363233737736486
-13.911218822424765,8.778738348161994,-47.99643830979795
35.9406693468334,-91.72794777487904,-88.02217327821688
-24.22015763311215,33.30599383176204,-153.82556429480286
-55.82209622615267,-49.31739590504566,-132.68491289243144
86.21470143380401,42.853832380357396,6.848809693208864
65.92635285640583,-86.76797100067012,-64.3616492380153
-37.54344055302481,69.13771519860865,-71.54996162134577
137.67531983269265,-69.98751935458405,-9.290704332653206
-84.37487790863278,-61.324918182480076,-130.3192529988118
103.33796233940154,-0.4489512738395973,-60.422259395379115
88.32610787569807,-26.559339692879778,6.726114843893313
88.32610787569807,-26.559339692879778,6.726114843893313
39.597039395238525,-66.84803198782795,-45.72483484677241
25.623419849184472,35.88278670942785,-72.57669804403115
140.64432750393144,-43.11745165754081,-47.001834041326774
78.21066667159116,-85.43488223639764,107.09720457908712
97.70566597729383,45.010687017908836,-22.198943948813856
-12.504784905146586,-4.604823361100074,8.319583382758424
84.66022258571395,-94.1477137198444,110.75476199851721
9.21235792531138,-50.47691978135261,-10.534860461644541
89.89356907983864,35.82525529821639,28.560262337328663
57.65511308323634,-2.3776018124736495,-80.7114344367406
41.92762995102532,114.08183842561684,-121.22429968214027
45.235909406403735,86.15857100553173,-64.21288549944767
92.7795510101923,-45.39690423162806,29.43293331733571
14.344562856994571,-48.74695688989169,-101.91289250166598
85.52523933789806,35.28121141040677,47.4635078235854
0.7943136853750907,-54.62749110514497,-104.98713274704562
111.58186570462813,-26.25547868624931,89.38766632007443
26.554897997372066,119.25529859120846,-13.721596935271158
93.39042041929278,-107.29959512359973,-1.9682107612346442
73.50045782060587,20.340316251704607,18.163417691006998
53.23863431701708,-4.139375417144688,-18.38894692401938
58.15931380248444,18.296218634645143,-35.08257318388205
71.85563347266458,-70.33106968793416,47.79138453635436
19.90073913314542,67.5195674833592,-0.6406423514835304
19.90073913314542,67.5195674833592,-0.6406423514835304
107.01763291430431,-42.019847676841486,-15.970331152375927
99.76861449729599,-133.49580990731894,22.211067334737116
40.21797612482342,56.41346069581802,-41.6485986175338
40.21797612482342,56.41346069581802,-41.6485986175338
87.27597884838733,-109.68402144640419,2.4261592536944434
109.93233996498046,145.88832526262576,108.3457223367358
