Oil fan free_t_3,Oil fan coupled_t_3,Oil motor coupled_t_4,Oil motor coupled_t_3
0.034508901061710444,0.08263204305462425,-0.00011550354517788058,-0.006084782402810967
0.018413217389988953,0.07894745440645543,-0.00741812358491091,-0.0022966762981174874
0.0903670594288858,0.007660970654710039,-0.0012943624196587753,-0.0019413235384841258
0.07273455521120395,0.06741473936471214,-0.013330353385455546,-0.01359042048470073
0.03595083612259203,0.02493023315708575,-0.001738713727876394,-0.005305588731151176
0.124926884318202,0.10364420066857871,-0.006836010268135534,-0.0037848702191833
0.0038701998217910566,-0.04286097496812867,-0.0051694701829725544,-0.0069770225134860855
0.14344127420806682,0.05558223101758458,-0.002560191768710079,0.0010339931710656473
-0.04110395306011194,0.027451027137800857,0.0009645419937692001,0.00011592437611803504
0.15262023547522313,0.045416786762995404,-0.0064677480189010515,-0.006379676102869168
-0.04649935890428555,0.02305955104580873,-0.006439871602465561,-0.010426728872455535
0.11880363529545881,0.09850983656547735,-5.072682608089137e-05,-0.0009956523572850194
0.01454704988582653,-0.030717248502647607,-0.0071863902098194266,-0.008665644077067837
0.045202971918183364,0.13769381115846804,-0.007559408545264387,-0.006672576125650945
0.06880458970718889,0.038913075010466425,0.00033550417000754117,0.003134555832234015
0.06622068084089038,0.07379506096631892,-0.0010933270341093987,0.0008357772355063968
0.057901080775978435,0.0905481561525696,-0.0007213533989654194,-0.0003007391267235253
0.008726228333796285,0.01985276464182474,-0.010547389461158178,-0.015233819653087961
0.08460329128492765,0.05765086851539912,-0.003983491945209519,-0.0026127711151787327
0.03317193340755825,0.02734639343298873,-0.004897115465242607,-0.005042998318702628
0.09710190381367473,0.015081661318252134,-0.00476596136515414,-0.005360107024588176
0.008164982060650635,0.05637081306305486,-0.0015540146611170355,-0.0013345920887703209
0.09307138687879485,0.01741623021581021,-0.0048098391415050245,-0.005324260061982401
0.02019198819884052,0.04984977401863042,-0.009280027717571209,-0.012729894967654342
0.12763169194399673,-0.012792782805497067,-0.0047960461319962915,-0.004897041446596933
0.04434934348444382,0.0012273402161379274,-0.009315057304276151,-0.007840420048654335
0.034979513574361465,-0.04651854167309255,-0.005970581669306036,-0.008710825535150563
0.01720595773486199,-0.05716152753571017,-0.0050290327803202695,-0.007367307981956957
0.10495713043876355,0.07404955355683893,-0.0043875213626104435,-0.0003327030787367369
-0.015540357680574962,0.01467848950108476,-0.00547154134704384,-0.009156059133918577
-0.015540357680574962,0.01467848950108476,-0.00547154134704384,-0.009156059133918577
0.03479914220395517,0.09591235898476522,-0.007161881496010301,-0.003667905494002325
0.09892024482823,0.019302520111125154,-0.008272406744715511,-0.013321561828413318
-0.01485352151929354,0.004749393565784851,-0.01807757422350368,-0.021699320003895066
0.07572854788826423,0.031730893892020606,-0.008395817218842784,-0.010288631417097403
0.09511107324380205,0.04986840263306684,-0.0038654966264431495,-0.008486194699226906
0.09064305418327738,0.04647263975296101,-0.004279608011418282,-0.00804306693630945
0.19640905468325293,0.03406536985180679,-0.00711328737593412,-0.004197976022666198
0.024618114909493227,0.01766084954456642,0.0010760141110815746,0.0003929946878747804
0.0859620099735825,0.05565001511750227,-0.0048674275944820536,-0.005483512100948787
0.09933588733920679,0.051006799275048545,-0.011434497745008735,-0.004462288268283685
0.02290378563680097,0.0330872959063591,-0.013023379262298122,-0.005082568515255336
0.07480129954861087,0.03478157819296045,-0.004672040883245741,0.00558389940470118
0.0505656837523579,0.048294085158931625,-0.009225012665934347,-0.007357681169170219
0.057323143354809605,0.046451634970534054,-0.008979590948479235,-0.0035223805448724973
0.05810457624685635,0.026708323095310224,-0.00798926457800004,-0.00011732535422140193
0.06511352865260861,0.055287209557111125,-0.005120932385470278,-0.010244303416893346
0.015184344568621387,-0.0123173843391182,-0.0071907856168431025,0.0009791233540729465
0.02567844741550073,0.014857919573665706,-0.005684559917080326,-0.0028261315808323522
0.017168210221759957,0.02544579117257771,-0.006675002778149761,-0.008865992719330133
0.04667969458864731,0.059559433925630276,-0.000926680225068875,0.0013978141169813353
0.07486640677553061,0.08089072063633261,0.0007561468024542715,0.0033076519875669575
0.059370831554419204,-0.008942939622374912,0.004542015283766131,0.00908582506259511
0.009901986622871485,0.03546666550122035,0.0019780901776972944,0.009585577169673194
0.07827048408620749,0.05388015922607337,-0.0005717108996886422,-0.00397234194180175
0.03309790329453288,0.027845952356906758,-0.004792103112107522,-0.0008502533436108503
0.011797632956435676,0.030555519578200387,-0.0033206833439389837,-0.0005043468932209997
0.10350609935027047,0.052933969706430786,-0.007442922078561336,-0.003440863160064847
0.07437430451963983,0.021602901467400105,-0.0017327190613705586,-0.007078375781379476
0.03728999898526497,0.053642924217813165,0.005934460984591992,0.002271719656611302
0.04643033325109175,0.037499917244646006,0.0020762243649358556,0.005622263122320797
0.053189759282284976,0.03250839154549383,-0.010891578091940917,-0.0004560639943396955
0.026687407642401243,0.002408439816042069,-0.009106307459333978,-0.008398760761935398
-0.01195377914202373,0.1361469658035302,-0.002489038135356025,-0.004676678863115126
-0.03989464552763791,0.05953090740109837,0.0003447601648792491,-0.001035645366760474
-0.020724082140924544,0.05264741811603953,0.00032613926419304155,-0.0019913018268524433
0.044216823395320085,0.033668366235994306,5.209506728355096e-05,-0.005184191583744535
0.042124405491774146,-0.10441232048083504,-0.005897353286289039,-0.006338561221812651
0.015089905388431047,0.1227859353363234,-0.006024026328061603,-0.005424756224217054
0.12902404082415425,0.05091203375851015,-0.006995646969351586,-0.0074063290036321715
-0.015667888292743,0.07393842051782021,-0.003647988688603166,-0.003479718871739963
0.12556559691921917,0.019395854425958557,-0.0017614769483472298,0.0012454062618489272
-0.0032886680967047083,0.0744135938438778,0.00032594185178625324,0.002922962580376294
0.07067551537783333,0.02473462315987226,-0.0013813434974928682,0.0006178229496480777
0.023970711406042976,-0.07355485563438492,-0.010355010259100423,-0.012019392667346073
0.03993755052615361,0.060224143374820044,-0.012888606108622507,-0.01203419740103063
0.02857434406389059,0.043232610687711906,-0.0014358650150928989,-0.0028090770131718006
0.04759567554674213,-0.01739853002360427,-0.010877012200370063,-0.005250095431853624
0.020701248231004696,0.009593943829464345,-0.008356706056955047,-0.008570590504945536
0.03301661101081391,0.09372839584929292,-0.00957722057715894,-0.011774289567739484
0.05357898909049057,0.05699909318315531,-0.007366735163092251,-0.013607973528565
-0.0030958105276412407,0.07304420350903582,-0.007763566861620931,-0.013272352632855481
0.12321112699841986,0.007902079587502171,-0.008177593061692003,-0.0023173988423637742
0.03370430256898457,-0.03452479649913084,-0.004191842359390331,-0.00547454292798933
0.15560220831258942,0.07158836827537828,-0.006692042091811179,-0.004302224687379217
0.1516429141185815,0.09089983941980138,-0.0066166681028080815,-0.006650535547015552
0.006395950344801893,0.05188963287499403,-0.0028298883049236376,-0.0011309401191676805
0.03944587849098772,0.024180022328848028,-0.005646080909431783,-0.002229349972913259
0.07490941083104927,0.08611411009391068,-0.008734942037745483,-0.00489086437845069
0.017271603726308815,0.03218655206901809,-0.010404518196941671,-0.005159908818477695
0.09698672166637928,0.012799878111062701,-0.005337892001572768,-0.011333805861562195
0.10228156278672888,0.0632398463504233,-0.012879854773004374,-0.008745276903484726
0.005529653635265676,0.019311924839795692,-0.010153938495048679,-0.008363275370948716
0.1035518663288146,0.059093501952816534,-0.008751911324860431,-0.010595586149014746
0.02587077575013,0.04186907866075981,-0.010785775960021135,-0.01069470075198442
0.07545002763720958,0.017674392987570144,-0.0061727651410160116,-0.008874744614037066
-0.0007279337651690428,0.09650424336986584,-0.016134813681287455,-0.018672865119931242
0.05896381889396908,0.09366334269928947,-0.015500775286257658,-0.014776756769271315
0.06088737534554758,-0.005299946745473343,-0.009804304671594433,-0.015629225926822414
0.02176970611171126,0.047900221826140205,-0.002563998651272812,0.0029384913115591323
0.09508322997367666,0.03834323898538288,-0.0013137894426627308,-0.007088618323064229
0.07002888128453708,0.04256089869451431,-0.00264652638659982,0.004254055456309781
0.030806443204114763,0.10684917598379597,-0.00012012815714215579,0.0073031492854212145
0.083848844946779,-0.009246555819366134,-0.0024334843774129027,0.005973959613460159
0.05714245494847999,0.014906509314720266,-0.00230382825833062,0.0013480344530995966
0.14347397571084816,0.034545256854659465,-0.004841416504882988,-0.008210913641204999
-0.08657018856359948,-0.00014867735365538216,-0.0017999058911015488,0.0026764076588762856
0.05110330553980298,0.10736949122514315,-0.014327182554988396,-0.021036242873867295
0.05292464316702705,-0.029782415538672447,-0.008822166084800864,-0.005652342440797386
0.1740341076636259,0.06855585865010229,-0.004988984309755343,-0.006247639903737237
0.14283745417578303,0.09827982197133125,-0.007402925258038231,-0.007561800228799083
-0.020710186536881822,-0.012388188602723178,-0.00928356947417781,-0.012471848634282811
0.10067499108625842,0.0018782670653877467,-0.012828915423615328,-0.015738316363945654
0.06239270143413337,0.061116895247339105,-0.0021166487061748717,-0.0005804672353884426
0.09223167821885778,0.05868567375676534,-0.001538256831245816,-0.0025997269218821064
0.01895305851624381,0.020744787795803354,-0.007431482359745115,0.0010232863671334426
0.0561992561905498,0.05901485050509095,0.00011161850761828504,0.000133238007663257
0.042685535809716964,0.028542362007776288,-0.00994286763244696,-0.009071614918205656
0.06797484745780707,0.060547392506836176,-0.006875480984974574,-0.008438417200143593
0.025686553767767607,0.027456103397203373,-0.0063238810662414975,-0.005652462122548214
0.08270007509614895,0.041394423626829206,-0.005932300814140651,-0.005967126348482282
0.030998699333290122,0.036282418644048124,-0.0001615178315026833,0.003306576540327644
0.1262574767498337,0.05475303416525243,-0.003919394595437693,-0.003918550895844098
0.08948693633387711,0.08629754807339547,-0.004835185086797204,0.003410859760953725
0.03649694182573685,0.0530828387985612,-0.004670616750264956,-0.010195559290002681
0.06149872233180961,0.049091022480230354,-0.0036870384123624507,-0.011733325286728281
0.06450240268639496,0.03573017208713921,-0.011585830452162618,-0.012657458725865708
0.0557723324404403,0.08956555901602757,-0.014763481300806259,-0.02057504011668139
0.10923807913529793,0.018551044867554257,-0.0014768186727740235,-0.0005324643548547756
0.07923048863589849,0.0962643815914528,-0.009558248652168038,-0.009665352138675453
0.06844617181013096,0.08932685189578694,-0.004668539720094257,-0.00953262784273842
0.04363803386883647,-0.0011269513876938503,-0.00843345435080038,-0.012916625236147785
-0.04744655981830422,0.069695046554944,-0.008538314363932197,-0.005342420465918641
0.10650094221770223,0.06540949820577463,-0.009577634627640472,-0.008976417250019145
0.02936582496381189,0.018338506801806712,-0.007974769439127945,-0.012381119763789156
0.04699558739406653,0.009882383381790451,-0.011463830547583459,-0.01145343832023117
0.08014748796467418,0.04794033312062132,-0.008477349794961671,-0.012572367576891728
0.030255776134725857,0.029811497112515788,-0.002768067366970582,0.0012047472170821339
0.1324470759658724,0.03124729684735255,-0.003357481087688438,-0.00790319046759937
-0.009783859181692472,0.04008047763390708,-0.002541258977086063,-0.004937795880777945
0.06479805307796217,-0.026541596958221447,-0.004058030713067746,0.0008118886262236903
0.03968791306283355,0.0612581287685035,-0.002411203808924436,-0.005609506775405644
0.0987577666180901,0.040834859426627665,-0.008212642669693772,-0.006413802013821916
0.00339561431766941,0.07903304322855968,-0.003931392850296382,-0.005882396609868287
-0.0013161843558006578,0.011917920702378487,-0.013762999591461402,-0.015109836574038058
0.09468144244582893,-0.0020273523917957725,-0.010043756330773297,-0.013376007571781558
0.07716309194135315,0.04610949310487593,-0.005368801402145266,-0.0019354463442286512
0.006796614345779495,0.04209237168465024,-0.0034633600489468964,0.0012938262276840223
0.11116153831254447,0.08234226826099986,-0.010485702329347882,-0.01673076440558046
0.05222643698736997,0.05860291007575351,-0.008807200616808295,-0.012827144912634503
0.09945647377050568,0.02976667908231095,-0.009181678170345825,-0.007340601830538485
0.05904748160744678,-0.008943202806037817,-0.004064002153154322,-0.005263172265327311
0.04565055511652839,0.02780680423189409,-0.0003933142260022183,0.0018818638283338623
0.04565055511652839,0.02780680423189409,-0.0003933142260022183,0.0018818638283338623
0.051124643672724034,0.062213481478402194,-0.004523475442445579,-0.006400772486382234
0.11175469420136971,0.08921354194973934,0.0032348519029130156,0.007184050264751447
0.15134949799878164,0.049365532300934885,0.0022848142562579667,0.0024066609088904357
0.11781371376107341,0.060455700341136585,0.0008926271755090546,-0.001323181808921171
0.08992637611278052,0.08690650912802685,-0.00521817069189774,0.0006208761215321761
0.08483698311751285,-0.008320950736783142,0.0014240018345373184,-0.0021297090010840916
0.006955943235322906,0.041678190456200616,-0.004051886771215525,0.000856168848094075
-0.007214314601325433,0.03700714378806837,-0.0011030326461982402,-0.005796781107079995
0.06688208055787503,0.03741482517510202,-0.005569935176049269,0.004156799611298537
0.058048926792495424,0.11457099291660656,4.804395856069805e-05,-0.007809563766956014
0.05487072217820046,0.06047728394815642,-9.957713679671111e-05,-0.002446301097371837
0.06345530108042038,0.022149108048264844,0.0004036130153755634,0.007821589461493377
0.11307624359344012,0.06936842061254514,0.004222980628409968,0.007715334662687441
0.08707470856970834,0.07874739747323349,0.0029829272425669377,0.00710161551989828
0.026663074917754433,0.072714381955568,0.008451048772067201,0.012112170484083052
0.07759163892350465,-0.007542308494119007,0.004912761016653,0.007831538085854668
-0.02023210035131827,0.02565297032357096,-0.002575306582895838,-0.00015240338755409446
-0.021632559862823385,0.0337749443677475,0.0008164311366606275,0.003159446016800428
0.04023787442399509,0.11063702543105358,0.00574714546637331,0.009888336533954765
0.07755865205586611,-0.04152497247389013,-0.012824930178294256,-0.009881358192877405
0.05628087345714759,-0.02120026338471613,-0.010433825655311806,-0.010461979068627595
0.030922390563469425,-0.002756207895076305,-0.009288621357775806,-0.003878155228036498
0.07576246446537954,0.08242853907366963,0.0024271301984007815,0.006254323868026077
0.0562229854479539,0.0556308381939299,-0.003933799968131426,-0.003047902863302154
-0.004656238147596705,0.01878063511984322,-0.008374608993509173,-0.011348652763480087
0.13595070157253678,0.04905172201004125,-0.011127005649761375,-0.011802216113854206
0.008982078903587862,0.05620678540917333,-0.007520005263218549,-0.010650753783451783
0.09726223928493732,0.024773634477823218,-0.0038027936231672856,-0.00914589537997912
0.0013177485219680943,0.05226819415401,-0.013594042518287327,-0.01828553832609695
0.06503026381311985,0.00923572625489296,-0.013981080108666824,-0.026900906531515494
0.0395294619865254,0.06069554514398916,-0.0016107875500510193,0.0028052765957949513
0.0395294619865254,0.06069554514398916,-0.0016107875500510193,0.0028052765957949513
0.04756737380861044,0.023250060649148453,-0.007743712810172467,-0.009539003710438075
0.09227335860983105,0.10936806784648331,-0.005058151140825691,-0.0032125766104304483
0.02323932981782381,0.0765232431562608,-0.008918857207482813,-0.001567071298487726
0.03023197876342434,0.023383238533563798,-0.009866540773829311,-0.004634543584877879
0.08114553812885802,0.018077602057200347,-0.008086507191541463,-0.0014795254672872425
0.03169831348702581,0.04906296602457367,-0.0046738585356679175,-0.001767889137516734
0.10874709635656325,0.0951301266507623,-0.006809521028246115,-0.006917615070908482
0.10874709635656325,0.0951301266507623,-0.006809521028246115,-0.006917615070908482
0.005996301822117418,0.0931074340626455,-0.004576813616943593,-0.0030624654585172184
0.031745962138417114,-0.028523208484091275,-0.00364260060777959,-0.004106116420535609
0.07610613639400893,0.13011072728910844,-0.00469771275926581,-0.006543276299679096
-0.05635335843151591,0.004380096386057186,-0.0024748016334165996,0.00014680460528543045
-0.028434059510108915,0.007631179116154855,-0.0037046319524298797,0.0022781522827793636
0.12416357191625614,0.0006181720710828412,-0.004073538694164867,-0.006603627127030861
0.015983438739241768,0.009912452887094657,-0.0029096417878945826,0.0025395688440609243
