Current_t_3,Power_t_3,Vibr. motor coupled_t_3
33484.492143991316,-459816.3299561896,-810.9283805935914
-31998.077220817162,456945.172775249,807.5197173509082
-1605.3467297858824,300104.3813834016,420.8878879699634
-5843.904349614833,189685.71113755522,294.92609411184617
-16120.026036590314,-1626130.235893708,-2136.297211037118
-41354.061778220064,-1759645.8197995564,-2185.170954581063
-44631.81416985607,-1880509.6767376112,-2327.44693644855
71818.88029325308,-2017533.6877736563,-3156.287722177096
47171.64865256068,-1840922.7567533923,-2776.31722517536
18632.107773724452,-1083228.7107554013,-1581.2212109650404
-20540.78766326389,-1086015.7773626947,-1376.1127953418545
59841.258935063015,472471.9207952648,318.4756129814056
14543.449826105743,2310785.564618582,3093.1598244238653
52634.63798346914,3260250.920901121,4177.692249649299
195.83615667208414,3221899.145463961,4413.059051239208
514.5080537780973,3231819.4463938377,4429.255483352051
-34338.217856857125,3774025.9976321454,5362.851363227045
-24912.335473447958,1340472.5909278411,1976.4610873338436
-54971.38898962284,1477510.3676502367,2327.930516494637
-71911.29132713753,471427.4130492739,1046.247140176668
-17134.047979956453,12850.506533495069,113.72399241598967
-17122.604836692637,13512.459601862109,111.90158046856237
-12158.94865221051,-16977.077415865555,51.93464866111037
8990.64594924417,-430536.76350830955,-634.6078365475379
4817.30932706714,-708645.8637932696,-1000.4093440046819
12275.879062468237,-106660.2858881579,-215.0366861510911
-4278.4000301549595,70306.908170312,121.42308058577325
14531.278421335874,-566158.2834664081,-854.1030095458955
25243.579723231996,367366.230637118,367.9863716547708
-12480.379882191102,552459.2846293888,831.2418492034142
-18993.411715755043,222277.31861455084,408.28212669298165
-4405.7878637758295,389564.1535170223,556.9080915396539
17093.9725914148,-2017862.9297257343,-2860.8441331428944
17406.920190649038,-2025252.2746157837,-2862.9542435414824
17376.36589642282,-2026409.3981013545,-2861.959510168013
-21836.028087490417,-817166.092368352,-1000.7419276832825
-11939.576420426374,-736265.7478179419,-947.1732543185175
-23531.568821854216,-629563.9211138986,-730.2825608042845
15924.148900127168,807551.5626180024,1026.435085134534
-11791.860252008546,-478734.2275133049,-585.6923409662154
-22875.356503549887,-2166362.472898298,-2841.574999234826
12291.821109739421,165842.16784479946,159.71731090563452
-4056.8666337950963,-218058.17822048583,-271.3525296897192
-7736.144123297661,-2231941.7545949365,-3017.2102463198476
-7772.68620493948,-2232308.176411225,-3015.7966760920526
25470.32352355336,-741647.96043309,-1146.9154562930191
39323.46852444009,754189.5426579918,821.706020112185
-9705.672165642687,786390.1637732141,1136.2987612419813
-5932.2692787178685,1345853.749166497,1879.7949321120268
18541.01969695248,-309146.2086734386,-521.8556450994272
13682.702991476823,1162268.1341910148,1518.6693660500289
-57012.92461215422,713882.3394972389,1293.3950814622754
10657.019903337183,-1258464.1702391154,-1779.9570726582408
36595.27977779856,-1253587.8358660853,-1912.0849610889236
43074.90236553193,-1009090.6651014192,-1621.0783649863104
43186.15352872224,-1030705.6183179612,-1637.4007480503565
-34966.081633772286,-2086796.0980694187,-2657.251807408328
-27105.28304467525,-2097000.08917818,-2721.929339412447
-27105.28304467525,-2097000.08917818,-2721.929339412447
