Power_t_5,Measured speed_t_5
-673009.0167590408,-431839.53985368926
-673009.0167590408,-431839.53985368926
-673009.0167590408,-431839.53985368926
-673009.0167590408,-431839.53985368926
-856389.9637539629,-295158.6695175249
85488.6423988927,64133.034945557665
-726695.9449041049,-275950.8316048734
-599658.9361388574,-99584.00741420742
-506655.968838752,-182319.40329848183
-2356858.6688639526,-936617.4467161418
490568.7442891898,206144.39610240975
1045916.7729178781,360283.1604388308
1313305.9229070097,783320.4350130425
776589.9812135834,-36176.73618635937
-204499.24990283,-386920.07011114294
-1108045.9597759312,-479301.82308827783
381953.6611532902,-13224.907828194657
381953.6611532902,-13224.907828194657
381953.6611532902,-13224.907828194657
-979923.855978894,-391593.8438883317
1789443.253542772,343265.5344857134
1789443.253542772,343265.5344857134
-2210682.7586891083,-814251.0397135109
-1416505.8218967014,-1163884.041011416
-2142208.8453359124,-857330.5091390116
-2142208.8453359124,-857330.5091390116
-2182046.536807326,-858353.2719981124
-2182046.536807326,-858353.2719981124
-2182046.536807326,-858353.2719981124
-2727932.402359317,-987707.2642413072
-3321212.4367502467,-1224533.3940397415
-3321212.4367502467,-1224533.3940397415
-2890460.2428371897,-1347995.2427397068
1153804.8114565515,310413.5317808365
740658.7496149926,347712.6523714129
740202.0664902916,589364.3891697284
740202.0664902916,589364.3891697284
921616.258507781,414441.04720794584
921616.258507781,414441.04720794584
-997835.8787301414,-456541.3998151487
-997835.8787301414,-456541.3998151487
-997835.8787301414,-456541.3998151487
-1038810.0320537108,-458790.43208469084
646673.9255391341,185184.69053841842
-784501.2288414319,-284947.30390771735
1084261.5414865816,361777.06141080207
-993723.4205012898,-470993.089076262
1180334.7775820966,492948.76980698213
1343181.633683072,413721.2947099407
1343181.633683072,413721.2947099407
2715935.1056399625,1140128.8011963402
2899950.7616361068,1632483.0842710163
-3672182.138211874,-1106368.6363318125
1491058.3568237263,885901.8436634762
2409775.9040854108,925004.7902545412
-1539104.5927802324,-514203.6866182856
-1539104.5927802324,-514203.6866182856
-1539104.5927802324,-514203.6866182856
-1278031.4549821848,-298698.42141313205
-1062737.6800240658,-245209.98176629952
-807028.8421258698,-140876.64240499062
-101834.02311389,-149216.35491521834
449039.2631818699,-321830.1298687966
-249127.95047587866,257416.02619772445
-133731.95315945538,80669.76259903071
-967015.8672464639,-386210.1074495623
-1651446.4099872466,-598208.9637902414
-1827398.1076961854,-586703.6967906976
-1709464.2292613147,-544704.6803679778
-2136853.3511250746,-516364.4087296083
-1519853.2424255488,-1069400.8110672985
-1230055.7982220894,-989894.18376788
-1989135.6056399876,-694382.7944933078
-1989135.6056399876,-694382.7944933078
-1589064.78142447,-668988.9874528133
779321.7801509019,200015.82192232367
1154810.7442491313,214084.21988848518
1154810.7442491313,214084.21988848518
-933207.7340539303,-391345.86632079043
-742521.6847144905,-32821.798383946356
-742521.6847144905,-32821.798383946356
-2446634.2813418442,-630462.3283535781
-1907347.8246232118,-853608.8166848385
1255601.5035738884,395187.8475355445
1255601.5035738884,395187.8475355445
-353345.98820596345,-206158.94485868642
1054699.4907631949,274131.4535893483
1054699.4907631949,274131.4535893483
1054699.4907631949,274131.4535893483
-629998.3205608227,272976.2029168237
189890.15803770267,147863.4143958683
88518.74253424713,203352.5824429814
381063.8757815831,97335.49415006398
-820427.614210299,-249700.81412555143
-746879.9660777053,-348175.40211096086
365515.5878881859,64291.70785917054
2211129.8634736934,867854.4355023121
1827186.7650456247,973451.6164056766
-206039.5699675366,-176402.61887598154
-206039.5699675366,-176402.61887598154
-578106.8984527856,-113172.89958198881
-1539412.5030476798,-799443.9954749437
-1539412.5030476798,-799443.9954749437
-1539412.5030476798,-799443.9954749437
-1418374.727857616,-851315.1250468938
-1432362.9090707414,-969276.1137071376
-1494936.0768960114,-598840.3045663638
-174776.6143010023,150968.03193340707
432952.4697032414,89857.53105374039
-114994.92470002324,-155651.51028306503
348675.87078065076,-66037.94227812334
-111666.71416393627,-277616.7973841346
2217655.548186442,648470.187889938
1223831.3689004658,606512.4185208653
1819238.5316744403,615315.6563798753
1221701.2683789718,424429.1185632752
1208327.8944132396,630695.2231688744
1208327.8944132396,630695.2231688744
-1026177.0861318309,-263331.179313461
-639347.7049297797,30643.10723316783
-1106029.1260602535,-351181.83183421695
-1965212.6948464361,-760533.0357238501
-2456058.9910678766,-791105.7278967726
-2217451.2020013975,-730798.3523813155
2969100.861540972,1261082.3522406046
2973152.1263111983,1347555.6397140957
2784265.1659821356,1265336.7880622614
2784265.1659821356,1265336.7880622614
4087168.0943041993,1585772.2718125207
-2742886.8078117245,-1073422.3604041175
-2445590.0426921113,-943288.5996356085
3527627.7826494505,1375775.3104647084
3636762.4616523744,1367281.5487478147
3447690.8429062204,1414750.8267654888
3144823.9764799303,1409309.0988580552
-1382050.0915184096,-526781.7549093643
-1244493.012736272,-532533.2992064907
648338.8252099929,203637.01936991536
804898.3763855874,192860.42855935634
739722.6476048512,155842.40577643446
739722.6476048512,155842.40577643446
-456254.2992719738,-345832.9805464058
-537272.30403581,-229902.8807265507
-537272.30403581,-229902.8807265507
-432191.2416708277,-193132.71225817615
256004.14842343,322886.96862338507
916816.9823120651,184887.91512300953
1670073.0755364462,659375.4995819503
1197288.075469287,790306.0267689057
-1127889.9366588262,-129916.51745445988
34204.33631132223,300555.3461442621
2281849.1845492497,476149.8739839037
451019.01648925105,-4597.8822600968415
451019.01648925105,-4597.8822600968415
451019.01648925105,-4597.8822600968415
-957410.9964760883,-155652.08602578664
1151850.370120904,589904.0340300284
1804828.9337242406,1022791.1846579622
2278196.634131295,933948.7808170498
-405492.0111785445,-110207.00292239746
-771325.6887524885,-265090.556218048
-771325.6887524885,-265090.556218048
1652054.7719133087,733589.4287246926
1485449.808565664,782199.3985842146
1151354.1472544188,-106145.46929434035
1526131.8892170307,358766.2491034128
630734.421983482,56067.92567328265
-773229.1416433258,-2256.526546292247
-384280.3784539773,-90772.89362259707
1087213.8962802186,598959.7290044808
1321375.3231474722,449509.42988561245
1051965.1977119194,572569.5364410238
1250879.8057103346,692293.0718760673
1250879.8057103346,692293.0718760673
1776792.415148063,603967.8393772449
1128185.315378819,854197.1394315467
702358.2631077302,708085.457147439
51711.108216967084,-235847.06206936575
-758759.0190798764,-434442.96987171524
2841213.9003619943,1100363.4301828048
3046513.6454537455,1130472.0251200676
-2602199.3630549936,-1217232.5026350042
-2616727.2032191777,-1063533.1329070118
-2703686.9371456336,-1105813.1180867408
-2846299.8172657527,-1066122.6726148627
-2846445.8319542203,-1135612.260204592
-2690555.2553069093,-1084503.7505831963
-2780759.913539961,-1093833.4827351617
-2947450.0929683233,-1029167.3372800869
2211193.4425028297,1126220.9000280155
1904096.2024968807,884980.8449258853
-788023.0345220813,-154807.44522341288
-1117353.4116785994,-611178.6022401778
1497712.89974212,420655.46864704235
-195967.0446038138,-31062.72181736896
572661.6503291236,255023.9920921702
-649974.5789174079,-160391.47443815522
983398.2812694395,238545.5610885096
2925136.278702831,881016.9813097696
3164139.6267573405,1018350.0777997818
1922322.3153996277,859537.9987991417
1922322.3153996277,859537.9987991417
-2395135.550982464,-834349.9988516859
-2395135.550982464,-834349.9988516859
-789062.1071690645,-233357.8240150056
-789062.1071690645,-233357.8240150056
1198433.2732384494,639131.857995694
458626.0257764951,316525.0445130803
486154.3638780515,-52097.261821082735
-827287.453349283,-220288.97208985305
2119572.569727974,840099.1553193512
2567108.88234421,901601.165637245
2305704.7788297245,880586.6277343892
2362870.554414214,751175.8742699883
2327648.8050942076,865762.2740533967
2273558.091667517,790418.2280708642
2775928.8655129024,835494.0281791871
2622159.203767788,882488.0938555645
2622159.203767788,882488.0938555645
2622159.203767788,882488.0938555645
665993.7623194414,112879.76060855348
665993.7623194414,112879.76060855348
836842.3455299694,410100.2616032173
809230.6548295267,611481.0213359464
1838852.4167323797,336398.9012605912
1507265.0520481318,386867.9227874369
-1464484.0865166518,-234641.88233729353
-425238.54317835125,-244587.01675276356
-623844.7359007217,-318876.50106016744
1016875.5080371991,329060.79300564027
256131.299095591,194160.6169238459
-401528.8152546796,-82544.6084108132
418632.41453017975,250307.3181311068
418632.41453017975,250307.3181311068
-860629.3373688984,-285688.137965819
872283.0490423734,244322.16487105266
-389234.0414156072,-14409.18151989799
61565.13158967404,-85280.75166896777
-153204.35751133098,-171453.40551168163
-248470.4482079444,-138667.3911936095
-1420397.4923160868,-468489.38522807567
