O2 sampling_t_5,H2 sampling_t_5
321.0053530609081,18.301506857405826
307.65868328518184,16.7391026614058
330.34228305925456,19.127316219254702
173.0684509461409,6.181965623904713
93.51932874806671,-0.3624505529726667
295.2242581697266,16.23106024974039
107.10138782927237,-3.5856070565746485
71.85839314731655,1.637428873695042
98.20035757264183,0.5124254561128776
-195.47570679569154,-25.18289187468421
-197.73655658769385,-23.90808223264135
-138.98631239670783,-18.681268196624266
-181.35019286615957,-24.14119639908388
-204.16559064773764,-24.329184794105075
241.80182368948735,11.121058713247447
239.96376514994506,11.855221603087248
64.11544453702058,-3.482990224003966
-174.9489345622833,-24.147659201879488
212.52048568445727,10.521340926687946
42.764927411349454,-8.114313970580755
39.64282199456903,-7.037167328448078
111.85551185131122,-1.7945456355691545
119.06892315004002,-2.2700891491550896
444.15602467496933,31.13151428316362
-209.18379292417535,-25.274834047178626
-227.14554445181625,-23.939742248257303
-53.381930926133194,-15.867486713745564
-3.5672585215947663,-6.96706174902991
186.32112637275048,6.821405485197756
19.955693641810235,-6.868863490204458
153.3767103066487,3.370000195838158
144.20731592432375,4.46474189671299
-65.57126945085537,-12.647722018990782
-96.75470768599003,-17.415496744819233
25.51584981716562,-7.325311736447743
129.78837550003217,4.567037743919908
176.8741772174741,8.449599240209844
331.5885179083407,25.98286432594959
355.65954845588755,22.853217847157218
345.842983728626,22.91797930683167
421.29274481056615,23.590415242464186
383.086468565936,25.972023747435475
399.8326016385176,21.84181252678227
400.9621326652734,21.061493059108944
447.3559047046862,24.553033515169105
458.4273803273217,27.26091998163356
422.0452174853727,28.574847444901895
429.10357297090724,24.84528270657837
432.2942604756998,24.858090745769193
346.4969280599773,21.82825527963119
346.4969280599773,21.82825527963119
296.98580869945425,15.14963564237642
-508.7393164462587,-50.972626579019405
-570.755792591629,-54.66425850705929
-559.727175823155,-55.16823994774998
-565.9578254647947,-57.322095023329354
-553.8689505670051,-51.64011995937941
-539.3845691368373,-54.76832486080228
-539.7038117277457,-53.89897803066433
-601.0670031885259,-56.79001281207703
79.46901552731708,-0.8888863310739863
79.46901552731708,-0.8888863310739863
76.89663722962739,-2.9355083059501506
100.83561826991253,-0.9681426246991447
-112.6019192420477,-16.728754562013123
-112.6019192420477,-16.728754562013123
-418.01344356340576,-41.463483820875474
-424.1218459332772,-38.54584665905725
-409.1193766819177,-47.344349519411104
-298.38570477177757,-33.05131922463846
-299.43019008801616,-32.90509223469218
-305.441111734399,-33.40409851530191
233.25758960215518,10.798932112225817
75.33977030811789,-2.024377926221084
47.69169576091432,-4.542436118545101
-122.13034942569713,-19.598616476912717
185.16549471172635,6.1786237238244155
28.496157535298725,-5.284215163219619
293.1476437537791,15.123394525331221
310.80378149742626,12.778663343975124
391.9746982309905,20.800254121054145
309.4775824412312,13.995970967735136
38.6828936524152,-2.01307841057707
27.46127290700658,-3.393645777601028
-194.51431567046058,-27.009820481200432
-193.42966951108093,-27.806204343654485
-304.0738878733325,-32.866893457072685
-218.91565882179958,-26.204524700930897
-228.7678572959825,-27.38484011393388
-228.8601556417064,-27.03330460326788
142.12617422643893,1.8121626991745412
232.86447850297907,5.902899140441786
164.2093466705584,10.11771199436687
166.1768058347907,9.405546716368901
300.69031105033105,12.362823368990044
309.91199965537373,12.473052200505487
-86.010649098864,-14.458222243108006
14.181300555831431,-8.11204222946597
5.32427504483311,-6.97269490737153
1.6996319715557973,-5.933743164503878
-2.3197893335807565,-6.581703269718769
34.411218082547514,-8.433074353994517
115.5372962494442,4.104462871627024
307.44569498651214,14.185204920971774
-72.26369333507061,-14.030751343545607
4.895813742545506,-7.676535197356374
108.41921025037446,1.3840595509054017
125.92415389587089,1.2319822248470227
-159.19860480013983,-22.43297833447183
46.84714358271503,-5.485227219723957
13.548998458593122,-6.248294063586647
-2.2647892914901284,-3.4843589538803648
8.444409999876182,-6.017882349388653
11.845466756492101,-8.998098074455823
126.69674098936176,3.6927255811145607
132.86286177347247,3.2264842849847657
-137.8564882351112,-19.965757370395735
-131.06190505830648,-18.882410786525114
207.4656159043664,11.954461799233002
254.54196323939897,9.412532722237096
236.46554720471696,14.354166798546121
539.2166331526494,36.885712928871506
157.37277774451996,5.398940784453765
-103.8349841472888,-17.784470007392358
-86.63219831320835,-17.814296464713955
-128.09602271886993,-18.603565254604753
251.50739355185348,12.10351069182109
200.2618908435919,7.877906824998525
19.08966426731301,-7.330747585363877
25.355736508016815,-8.182853327573362
1.3805314366340258,-6.313422311131421
23.45972125813543,-4.191401288451871
-113.98665306494156,-22.60090412049701
-127.35234862559513,-23.167355837541834
48.01328939106393,-8.689645542603657
30.884253805782087,-1.5231107276890616
30.884253805782087,-1.5231107276890616
108.37139345541006,-3.7003804681564354
105.95346388365721,4.1043524172706505
61.44684867565711,0.43559333159929525
69.11283585028518,-2.0489353244727297
78.46353857311445,-2.045742881335403
105.64267693562704,0.5222761470745225
-57.739262123201755,-13.290011674715059
255.81197332986528,11.641244400560904
274.3870667804818,10.776231099975735
270.53201611962567,12.291807072863534
199.64158816077273,6.1968125072007165
280.69071416850267,12.891305783818598
410.187136312304,24.469652401811818
187.15378820440975,6.080132501815881
203.21766212447733,9.382874753285837
95.98589821823532,-1.4424192553970814
260.307101476864,12.098774505323961
66.46150672266268,-1.887218155333291
-124.08091036905878,-20.71610357371052
51.45840593749752,-3.8643360119322163
-152.58793769332175,-20.005161298487433
-236.9001430755004,-28.474791440862894
-155.32382309358707,-19.93475139917177
26.18180231194599,-7.412396149187289
179.8318093441166,5.319888516226017
175.3333244832318,6.060608572944571
391.21340610511174,23.92053823097016
379.13727957346987,22.840424775465642
304.4569572159122,16.684559824203777
314.51039433468156,17.616321802448276
142.10352759181737,3.3530263838176597
210.5907187625663,9.041404218848285
239.72743900550054,11.38417523282946
366.47641941245104,22.214210286580734
471.39817371871163,29.382868273465878
115.5455018210791,-1.8930418496856154
111.86191840482257,3.93206399204804
275.39019257938605,17.693574756492893
284.7228480626027,16.75844247320895
152.16090772145617,2.5011541855633155
114.00445535411328,2.724908460057213
189.3392894120103,10.452304603019893
169.28024435537304,11.124659894309907
192.40755145649416,9.19643895592063
509.21232472925107,31.90798018559822
73.6034106060208,-8.972329725228438
181.13981306619667,6.3944245901507974
74.23132839671116,1.4876576858851993
81.02729642632632,0.9184227180094275
-131.693067673364,-17.136831963868307
-249.9808574717644,-26.890182902971368
65.64000377289287,-0.9106652358764062
-65.4686394563136,-15.753217768381457
-65.4686394563136,-15.753217768381457
-93.11760555301477,-15.103699952335326
-110.09881298738672,-14.660734545208639
-114.58280552199874,-15.581525429615198
-114.58280552199874,-15.581525429615198
-108.95659154197408,-16.461643849889743
-121.09481945341368,-15.737581838290435
58.20974765717625,-3.6325892647315747
198.10369341107597,8.064328783735604
181.68862961643197,10.024661695406328
372.6508667174515,25.747356421849318
350.3105653692989,18.874353042230574
344.0094774647413,21.639498067342753
332.83624215175706,17.424368077856506
323.68788983833105,19.980657245590233
361.3063483817485,22.294555487290058
354.4432865679632,21.558386684275117
273.6036257667653,18.447290917180254
336.39160660686616,18.47253009060682
73.57304221810733,-1.5123838594449839
3.54432747567391,-8.831737422529468
-74.00505548699796,-13.685282478704135
178.53627293973375,7.120240148753277
21.69445542278109,-7.3561729439201375
222.77030139742394,10.823187857803006
262.6587242716721,5.182488191208869
228.48554026234726,7.526715686025369
228.48554026234726,7.526715686025369
42.484932528989816,-6.952600731222036
32.065939356036985,-3.6048593377403213
32.065939356036985,-3.6048593377403213
197.01947145265896,8.253377065375885
181.6074115553657,9.410770897628272
