Tº gas exit_t_2,O2 sampling_t_2,CO2 sampling_t_2
115.16664325766462,13.884434988468776,-42.085704285221254
-24.064948615099347,99.7670389475449,-104.78304208801183
-79.98522007924208,83.79627529158019,-214.78574572606647
-79.98522007924208,83.79627529158019,-214.78574572606647
-89.8838918589435,92.0527673990171,-179.00877193678303
63.10790745593695,76.10128238870652,-42.84137219371468
69.17667053173125,77.12472930178924,-22.574275906128115
55.10739603377952,81.05340466847898,-58.8112279505544
80.4790282098437,61.42474593681704,-33.99975244282987
-58.85332270575378,56.45837549137962,-86.05299684906836
-51.747645825693034,25.86966059959618,-92.87671797777442
-3.5893065561824073,59.924889465982936,-97.92010372213554
-8.39692569319088,56.59279202261133,-84.75489058800312
71.3740083030502,79.87183781772133,19.50713130919653
97.66085737385234,100.33800396143933,-107.337383601876
115.12822752290501,112.76425289627016,-36.71066284708853
119.74856679343921,136.35628283782995,-46.65612745038429
110.74434051265892,105.95350993154504,-56.89427555966883
85.47008105592214,67.89709262879578,-11.044915983689677
75.71377242912826,62.83318492772116,19.558464354913447
23.74300560082378,61.45369011099968,-43.76354491848262
10.237600854594174,79.71612349008525,-116.57324404191495
109.09520774145648,75.62405977295063,10.741979120514756
15.502940465039288,82.83129978639535,-94.54023839544739
12.363163293638019,115.11373078301082,-104.20570789512445
44.29986795171634,32.03958004953978,20.359105806593675
26.330878028486218,38.29842346142398,101.70016594783061
137.0145125907074,74.3934352104847,-30.836918076759474
103.1437486099151,115.59663475215764,-11.160770882342021
103.1437486099151,115.59663475215764,-11.160770882342021
29.182752688419818,12.1141677945825,36.58086877164619
92.22370914022474,21.227218334423085,83.10967259518854
30.24409853580631,37.02523971340151,-16.269556687096966
7.2461501447403265,70.85321207549453,-81.92970321922215
-13.587220863233803,69.13695375468373,-72.09755699678351
66.94906718133404,54.956745369490406,14.944001567493089
34.57310678436129,105.81107646835828,-59.5443108636779
27.300442438360054,25.116884291243924,-48.8724798099564
