Tº motor coupled_t_1,Tº motor free_t_1,Tº fan free_t_2,Tº fan free_t_3,Tº fan free_t_4,Tº fan free_t_1
3.1234380206907524,2.225512261500329,-12.969975916659202,-0.8195369600472588,-35.11503043209254,-58.18899385176217
8.776829938269225,2.3341387496757804,-24.661785500362374,-32.96816919207969,-14.693102546653055,-3.4243270819926295
5.94930936113023,11.715589064889551,33.17712328818707,-1.121930489382585,7.580810017056176,21.507982743846885
15.324130080922398,-0.560680429103595,-33.49562203845327,-10.094101335031205,-1.0461695562455091,-23.729906100297892
3.9508350992487626,-5.770474982264459,4.3772181944614275,5.101411993074203,20.84837071404121,-12.624171767209187
16.40725432650245,17.470177283214475,6.956414908147909,-8.623237447380607,-18.710909122391918,15.36775867855403
10.472907711179808,-3.9653762235547507,-15.269450556034883,24.680073459111973,-8.562692872169476,-36.404930119311715
7.777569694977775,12.451862766977285,42.84948640846768,18.356774366907068,15.063868069415108,48.61179660332129
8.826935371557346,7.517232951908495,24.89278444898971,6.738344754877412,0.06409566927633215,8.98037043004988
18.759888751409246,0.28599338699904175,-11.911720471960386,-26.0275624774188,24.856473160365713,-34.112088924032776
-3.2285718696604944,14.15081878439246,16.937715089174176,20.494111774041464,-27.195000495768706,22.95041515166362
-3.8581324326461486,19.755048538500116,7.9407639339318585,19.830272147614007,-31.12487585966579,28.0799065329888
-4.0568951393465875,24.41519291054916,30.14834387398233,22.925965912750033,-15.922891680543868,-0.5071155959687559
3.7641353173961694,26.670672557559683,14.13285593496078,9.296057366643675,-1.7651008494651208,6.279590444772131
15.181987545310681,1.2092919354483591,2.6347046166722414,18.712287209615557,38.33124816439578,18.836029848754144
3.841925718349474,10.798471830367175,-7.753338192544012,-36.981438522109684,-41.436756177723964,18.956645179596954
6.47286786236412,-3.0811417884749694,12.88741755753227,24.181259953412155,44.64647285896504,21.18456905455753
16.066281460958823,8.150378158348913,-0.1775875643852629,8.511860805447263,29.49193322849762,17.19558633233132
6.391413753525196,13.023363716188683,-4.731746382536412,-7.57854836966879,-4.815502513529207,-2.96969761547639
15.540085973979437,7.502110265005092,23.829530350216462,22.099216109000096,21.19172988513549,37.65769559412118
8.194503996259417,8.080179502349417,-23.7594653721378,-8.489071682295974,-19.012612053912353,-0.298707790670087
-4.8673700781651945,14.285735230429564,-7.371296237186939,-10.638856738796322,33.02259254367846,-23.57162952895623
20.868468213792923,-6.681055394275275,3.177882503229416,8.878882583784268,-35.05412028635828,-22.45867009816187
5.837506394470356,16.867540680285707,-5.615076581106425,-19.04898395790218,25.317438808926763,-19.5065208097769
9.071185375225596,10.362619545270878,-7.502199403948149,-35.41544362986456,16.17306413059203,8.966717488529207
5.996106105301189,4.206559856739343,-4.916627253064183,8.279711496913329,24.99595964240249,9.554244844324979
17.486749629262732,5.354072245696273,19.74025252365391,48.54649924272394,-39.06614172272653,33.836722692198386
20.009806367951168,3.8782460699409835,20.22747125308012,48.77384946787197,-33.69632583109078,31.32705934763311
5.9516366974793975,-3.348432749383282,14.447528030642328,4.341507072857038,-27.956375890024976,2.5783040703648297
20.207980034517735,-1.3282803859452232,27.42305385267628,-1.705367923992541,-24.14093239013569,51.99435391436046
0.36113704680219016,13.776377753889868,-32.539725761011276,8.683384508715221,27.084605912833624,-18.25216133007754
2.298256612736969,-0.8432237348652003,15.607590594414404,48.22392615325448,-37.26615069965067,1.1525027115088982
12.20061732144039,11.198508039162533,21.68302496673227,41.00439883289138,1.1834546371230985,38.24991805624606
14.267134130392623,3.1934374048601306,17.913133947244596,31.105739208099532,8.965331928877127,6.512334754278694
13.587775406117322,2.273990380652958,3.751498376051039,30.320010226808726,1.0947478892935507,29.575635578940858
16.777506976306334,10.533486116672726,-12.470130678699581,1.0003771521797056,39.949655676549725,-11.801065276016303
3.4869883651279046,2.3360779042662587,0.07140059794183085,-43.46154170215855,7.585557543340606,-11.387255349407702
24.431160055692622,9.973254267446434,-30.096487786922037,7.538714646802269,27.616979769979697,-11.277762547105418
18.271595626577415,12.64687304123524,-39.94850033438628,-0.6181585314634743,-5.785534482310119,-55.65266555871531
10.148589519498866,15.184500546565411,-35.119107331192275,13.033287197904524,11.650263061588259,-34.48446521502235
1.2624572141023425,-3.077404269954844,-1.1612062322799162,-0.4233335295753893,-13.389827447309976,14.650251046509748
22.530088159327477,0.5449771311894431,-4.64652659251704,31.08797710420902,14.935242099741506,-17.15455088264688
16.5797018032113,-7.76364917781058,-21.253545435864986,4.760807437899075,16.628561759118,-7.306349275372575
1.902205355499591,-9.215165851119991,-11.820087557894226,-26.414771222840095,0.4560307254143616,-48.9980737589097
3.6389574743098847,0.12068198421437693,-17.97237802779422,-5.0401979491771804,-7.77386526693766,-22.153657141490427
9.879488390983063,6.869608370949889,-13.92651910752392,-10.256651606368962,1.4827921827789856,-11.742941124381101
9.879488390983063,6.869608370949889,-13.92651910752392,-10.256651606368962,1.4827921827789856,-11.742941124381101
16.71744483686355,0.09373728356428135,4.828345668250506,-7.459663704355387,23.880023892486257,-5.102676926729729
1.154940735248205,2.9340949569498798,-6.2326208309927535,8.271579956602604,-13.093220880848774,-7.535501379597667
14.134406922097343,3.0557091699748535,-32.61806107821834,-4.999343478924466,-8.007329128607385,8.896197415791134
8.834805905157015,5.050206940223116,-7.054018901270155,-19.479959200245194,-12.273595005482708,-23.204351901700672
8.329912568971901,6.9027845384342434,-5.295252335662248,36.868367793645135,-3.647261140951998,-3.0050825450357728
5.003235178733938,2.7036633145043325,13.571692632269716,12.464029363543279,-5.108119676181489,-0.12890940212399293
12.076253048646802,11.198144620095384,-2.0478846062801086,-8.171063855606004,-2.2451744850966353,-14.817832491999425
12.076253048646802,11.198144620095384,-2.0478846062801086,-8.171063855606004,-2.2451744850966353,-14.817832491999425
2.22874563036057,1.0855174356122896,39.98375634051654,0.013448554207446506,-19.850632689610677,24.416069507072866
20.98789818219126,6.963477171297132,18.779480434098158,25.135184216561562,-23.206816434150156,42.48944110890105
7.184699482301003,14.398755585212685,8.9040266708691,22.98559841288536,-21.431479554912297,1.9901935219009739
6.8423073095187315,17.397965011577945,9.551738758273155,0.3046036521445803,-23.760490796873086,16.488708334734532
6.8423073095187315,17.397965011577945,9.551738758273155,0.3046036521445803,-23.760490796873086,16.488708334734532
12.517484655871614,-7.71634855577658,-23.663561705502655,0.13753999096769576,14.154664524798687,2.4459412545540076
9.264518770554474,13.377921980162938,23.386895959349157,-16.797391013426406,-17.20205801725569,16.312536599281884
20.201966992846383,-0.059393715737633634,-5.325591344996253,26.229472619758802,9.719871206645221,-5.06733158253288
-5.025466196825074,10.67976844367105,-13.669736491719306,-0.3143563327590364,4.900301287195063,1.4070171741993907
17.20625009391331,13.497200552193632,-13.569686305314974,21.937820166022586,13.191849401980747,-21.095802987906037
5.058009713973058,-6.851108794608633,-0.13805660443998669,-21.073828070624952,-9.77732977419999,8.636085727617289
6.381622508348041,-3.313197041943511,-10.237989970830405,13.64511785359306,-30.56592100852032,21.056982584297522
4.067601344591937,-2.9343420825076656,-2.7816122432912014,17.041421692609166,-14.890948533376607,-36.96852572445853
20.261679953067258,4.698304980614365,-30.20890523575554,0.8235372130199821,-13.64774175676112,-21.95486772325254
-1.5745596930875578,9.35507194360194,-21.771811232059367,-5.100250857053421,12.011264254873494,-32.13618114048449
16.985686046650457,1.9095024973851547,30.489940355467393,-0.2549861725386737,-15.267010889755886,40.47453216449144
13.168914313614483,5.52954951851384,-30.406645868898025,15.44683734832504,17.63007331962402,-33.76731468369752
10.611510030237424,5.567000327713094,33.27285379900792,-5.535260433050052,-14.530309577355728,52.90797371587389
-0.864467151076183,5.299904656174836,-42.51884314506415,13.387118894409682,16.783838664905367,-38.44226571855294
6.262833105100913,-4.4394500635619,-20.813557303102925,-13.612868513621494,-0.8074906022299846,-18.293648180388075
14.734353930535704,-2.912392434415319,36.97672896366197,56.79149481873036,5.187733593201839,45.09038200346374
12.325653839929606,-10.755198762994873,18.67995023364871,7.925270475835013,-14.124413472363187,21.96058955631829
5.999718450889418,-0.9896769589099605,25.77453620896812,5.419807262271513,-34.91159373215907,26.29309149407373
7.303934472045807,-4.288543709116785,10.532118364150547,16.26966867043097,9.340746918976311,-4.574301201819864
12.1726840827649,13.680194503532704,6.9963271568183245,-19.074430054975906,-3.736762538042626,-0.4471324565306656
11.406009284702112,11.620609472632701,13.299561116121836,-4.034626213711334,-0.5660609346875951,-13.723725925706688
17.384271264262935,16.740486536539038,-5.6214403573647544,18.353499296472222,29.33018046872992,19.485912198160257
25.609647287185126,10.627332438758383,14.110976098663247,6.609867863539039,-44.284677962366445,-7.731398530319074
23.751992372109065,12.915167474891282,6.060964496012867,13.658047884190195,-38.623888127653835,-20.22018469096823
24.935636840560154,17.122698869307232,-25.37387964106528,32.70716896257469,-34.75708361717385,-5.806024526758966
-5.661343994999202,-1.9129717011175327,4.1433840736623,-31.28360586271552,41.27120019411227,44.913294556359034
6.55195131043843,8.375794742743288,-21.746002699181158,-49.575589092936575,10.279865862886094,-48.12309758436501
3.2564366165214653,2.7088751699935694,-11.96117856406588,-18.326850776013668,-9.737914002259036,-33.804462433735225
19.258897475801998,4.215882453762939,31.822515578535462,22.40454998250987,9.340391602028598,6.444389892646999
