Tº B stator_t_3,Tº D stator_t_4,Tº D stator_t_5,Tº D stator_t_3
8.053664579561534,-11.904280543982374,5.399614497852213,14.647900559152443
5.056382236616919,-6.471817686277968,8.269716025711363,-17.911747062374854
6.179433986730903,2.0688018837193995,9.697156503116878,8.7346238687403
-26.003461161044324,2.5688106121099588,4.2294130485910175,21.950058098062804
38.052463020935775,5.00962492636418,3.820909371096266,9.20366830749101
-32.10155567541666,0.7922683590145354,10.761392416281453,-36.86927551066287
17.188327767055018,12.17455921658117,17.589878682223276,55.29961137638845
-14.98745705726534,-11.693000039181772,0.5298839619814064,-10.213519160661768
17.343994987084947,14.16291520068176,18.920424719604526,11.264566242719463
13.934525506640838,1.0608090042581377,16.89233473402743,3.435471833239263
4.744349543739796,11.331261345915697,6.423721710972669,25.66561648028484
-11.743574852971692,6.2093628713134,12.668840671643196,11.091237231129835
20.644914385521936,5.280111573072398,0.45207486603840685,19.991844342821132
-24.91488525337106,2.9353156090049515,15.101836667707932,-2.0285895037021646
-20.888118596560357,2.329203174519309,11.421119797138235,1.5294268938600628
-34.4754372586324,8.510807700880495,12.349510234094792,32.6860004173565
3.2188218990633715,9.540948393581774,21.351747508025817,14.843650894327201
1.1847399398194476,-5.292551189869484,-5.343522779513918,3.450117240921191
8.712485612622531,6.996697192830786,3.903734303301958,19.855598925469266
-6.549385482452687,-7.674411829550237,13.009269711877895,-1.1095585037254112
9.15920476518731,9.019134048529164,6.025390996424875,29.095980381311513
8.670967605862357,0.8358769521368163,-1.616877478604973,19.770519308535178
9.253882596452302,-0.9707774029408287,-0.7094382922839362,1.3268035991896396
-22.332427118667034,0.8442883795608822,15.385428436033257,-28.052445414112402
-20.442056930040092,-4.276246468409656,18.063388605033666,1.219067848736259
-11.493480708497582,7.650519740619625,22.638717281340213,-15.900216559902834
-26.799755973497092,13.245699790559016,22.52391514820603,6.5466577076782855
9.783865705426994,0.0005372798432041748,5.481330868653146,9.757235630107257
16.420061758734334,3.2033932254070066,2.560860870548123,3.897234287974264
-10.02931677093105,4.570658527690696,11.152185061700571,-9.475331337735685
13.071033656078566,-3.337059110577699,5.854113480156859,27.42953536099096
38.44970555717846,-4.640302847556199,-5.064375735149471,21.119169832743566
15.908864519158278,7.574242407865848,17.156731840036155,2.9115466530907685
-11.88097824354773,-5.34495666633036,-0.7487457030209868,-15.034425956458776
-14.615556157008317,-3.5994981999184237,13.557257365687946,-42.436213663664034
13.980428076953281,-8.531016333208605,10.59607041609111,-32.08500395428287
-10.331144981790938,9.453638939575518,7.0529774841052895,12.597537355147278
16.42217796167494,-2.1159259021916403,6.196700227388799,-11.277599208310264
21.351651425805905,6.496400218691182,12.263511377436254,27.227096230621513
21.351651425805905,6.496400218691182,12.263511377436254,27.227096230621513
14.674460891363385,-0.12877895796179484,19.412929550092564,18.82914464641977
-3.241936841022792,-0.4868387929771017,10.747817756729503,14.837187259532264
-9.743683580149114,5.208497154808702,1.4771483633962397,-0.8114539565488013
3.5791550940298738,-6.929571084334942,12.470026483670573,-6.969348695334052
-2.1438126946737093,4.8907425103157465,8.389575475753508,15.103710757815787
-24.749344536239832,-6.288428877452464,-3.6108002815115903,-20.111682753917695
-8.25309306408139,5.737573114090939,7.937021721179269,-14.610991670838343
-19.29922042094833,-2.768159052994565,8.944330477280216,13.336828831680673
0.4453455787204952,2.100906990527124,0.4084387055529193,-14.805706773483918
5.875145834764993,5.963502253560011,12.280881269579616,8.900850684543329
24.902915687398668,0.9712796662303937,7.0980988022646185,8.712524698440252
-21.155677763988948,-0.7211699774626279,6.9225307444760045,-33.45401330237575
-18.789486414089378,-6.592403824501286,-1.0451509527935294,15.613794421401693
-7.038115447899408,-5.346936662765142,1.1005857570661108,-3.467024875417817
-7.436179899958434,12.706614049144505,19.588130603775014,11.948370999988006
9.905636055803816,-13.247767183336522,0.13029584317648712,-12.623088594154957
1.7014197922971697,-6.5329771416016404,-4.635901440285327,-8.535599657384612
1.2869620090690734,-0.4748205700102961,0.6445695165561975,21.1560872393351
2.938786448637456,8.741191806506702,13.569445682147759,3.019786130146835
11.07656915375375,-3.9782162164824264,20.03915512615641,-11.478480505105365
-21.486441439570893,7.090937472784159,-0.28529864997497967,11.498226379759787
-7.999241083805343,-3.6052463120107365,13.486232719785935,-10.445846124296528
4.229307131905779,6.625953252907051,17.520165688076958,-10.75044318884502
-2.5178854774581207,-9.3272846873713,1.8912574026160396,11.79145072262584
12.39783570130589,3.886806361966568,14.722345701414326,-27.50200981656435
-11.112727557097067,2.635208441798917,9.420345694191736,6.919801763874769
2.389472638542186,7.056091415420969,3.1611557777556407,16.831080649866877
2.4828623172098956,-2.5096196676031624,9.531473453729893,-3.421249718041402
-30.490236824865864,3.975483694229011,14.377655965460763,-7.602401661080124
14.520185897137058,-3.030342844581228,8.22445530080817,-20.722953765911786
-7.601166306134777,11.562071182939,4.3970249066482125,12.54761793290983
26.1988652482681,2.3988152841716364,8.457308251944358,27.975757032710113
-1.4793914198635676,2.3693701641872864,9.461440181696172,9.049475790255308
-7.6709673288372855,2.3978326788750985,16.854500772652795,-13.23856986294837
38.18499530221673,-10.637818993980229,3.780828935976449,-6.683091396318787
-6.763909160741054,-1.266494736593124,22.819247310086823,-30.780912235520777
9.319198530771562,0.2706264263327025,-2.3219017377479254,15.080654599078663
-7.79060118385606,7.17536924495504,2.9928990059010943,19.427727969688256
-1.0145103809708989,-4.406481309215463,3.9791927645034164,-8.964362168771519
-1.0145103809708989,-4.406481309215463,3.9791927645034164,-8.964362168771519
3.765644012996492,2.5412030739499327,5.8662029908125675,7.180806176591901
-1.316124046071812,-2.1458554050608916,2.4503456988400236,0.6254196045756563
4.8607723723683804,-2.085439524005283,-1.5802732320297181,-22.788219894379765
-15.511225162752353,-4.730195390421855,13.960960452256568,-40.83533936241338
