Oil level_t_4,Oil level_t_5,Oil level_t_3
87.68626931513235,1042.628219458792,103.43822295282234
314.37048410823877,490.7232554025452,148.40542273749344
300.48382613900367,330.01970914112496,240.97810764136966
549.9271867735578,982.0850319648571,296.32324792737035
149.85180598230556,479.0950772795743,-302.2644571661602
229.5981798812818,425.4686547244059,33.12246628064838
143.34252244877683,659.4883034040429,385.5561150484635
718.2114384121878,1009.1057555357413,205.56586683877597
718.2114384121878,1009.1057555357413,205.56586683877597
-246.8417695603107,906.3536795029551,-450.5138607298617
371.99454662726225,351.6830127255263,94.62850348608401
-95.15112847274132,925.9312327899129,330.61078631132546
737.0370195807016,605.2354138468888,619.9034077180063
175.66593739520968,1665.9248007674391,589.6066868697889
432.57904750791727,508.5862968444716,152.55756026082966
836.572083001283,555.7824945418092,494.7419365700327
606.3783706215048,1018.5918472101046,1273.1855891032076
448.64234328452596,735.4944070387951,317.48653175817844
448.64234328452596,735.4944070387951,317.48653175817844
-116.46669165272829,809.9450420551435,1258.6292037594658
-137.84598704001576,852.6488594454944,1055.7861090568156
342.4949973025908,1113.4431014864801,-860.255683130941
560.0781801100136,664.7342746110363,1519.9536403897182
-173.00638001850143,859.2038879885006,151.47801491211692
512.8074618751486,1146.1383478670355,502.8080385662223
125.27422313043542,957.9910809147967,639.8259950569178
355.2213982521242,1480.9801844438637,122.01991888759983
743.9462132120567,618.8550420873702,1003.686720843765
743.9462132120567,618.8550420873702,1003.686720843765
469.38503226882517,993.0370946533819,55.5214855049569
207.32248570399554,161.50575940817356,153.4000476331136
371.6715578113093,10.355908319727774,331.59405642038917
806.6406766252508,858.8433324947233,-78.04158765527245
-207.4718724915944,1033.355132317477,644.0432473639959
945.7358237904265,1033.640399171622,348.92303894317706
-299.1997407821245,478.8960483319384,-456.0354775138127
356.92018432907236,122.28506581658922,-590.8896687861948
266.78747233614456,14.194281952606431,475.6268191647023
-186.74391387043505,1052.37916050791,-393.9667801027176
382.8267707472276,676.9869505077111,575.7316133207862
69.36233123463114,821.2005397869045,-119.59944924741214
479.79810728344523,832.9111010954372,291.6176393320028
-24.965275798651078,1028.5566682290016,-40.948899416048334
279.1767795427606,772.4202286173727,502.8602670264364
279.1767795427606,772.4202286173727,502.8602670264364
-83.68301709942973,693.8459797660681,-474.80614897850546
180.1935977254236,889.622954109235,301.5149824706268
-21.012026836750124,502.54055261470904,-295.65618561426004
-21.012026836750124,502.54055261470904,-295.65618561426004
313.49492684316436,1228.2453899651116,406.85751519367636
750.882448589578,374.595888241697,248.1790030181748
-50.29209630206475,1582.900726435882,478.03955237993677
931.3224124686462,95.81984752026898,-467.4674192040152
-98.94040250483619,1191.5181019634965,946.5564057270975
52.40001679525429,-9.771498796985952,-325.4631424905805
64.78133818842204,1078.9768935855761,-41.175801028870694
64.78133818842204,1078.9768935855761,-41.175801028870694
83.46403708764859,1358.9501403779464,89.4431770512856
364.36520797870367,1031.0133391887657,144.85997705677426
364.36520797870367,1031.0133391887657,144.85997705677426
-381.1857103140238,714.4116654720569,-18.039969214307092
288.5311789011713,398.82894701721597,516.7945950244415
913.8522781194104,1065.9849998973664,378.28199211208727
188.1789751339022,860.6962039294021,-23.81262391646078
188.1789751339022,860.6962039294021,-23.81262391646078
222.74961710512798,966.455821308856,-217.40936926736856
479.3430779995988,593.7154111781603,-348.0854234065728
520.8818813999967,1305.1631064472874,798.6400170732604
552.7224840419178,1169.4176740893788,1075.0336415000943
552.7224840419178,1169.4176740893788,1075.0336415000943
414.6938846612151,1133.0621782123385,4.110985928722016
414.6938846612151,1133.0621782123385,4.110985928722016
89.40446109726832,1086.1397022840283,537.7828498707256
17.864935280650343,611.7826261547277,-494.08399805872284
-175.51563780389165,148.41293104149952,-88.31785998100385
669.1297688130207,1328.0908759925032,327.2941246643559
698.142934038879,1451.5959142572096,118.49487144817897
-534.2190310943796,710.7196188279098,220.51828350575659
141.77460543749487,15.10853437825699,-714.2601674820496
560.4770427026692,1282.046404686273,1079.8238274558003
632.8060160556862,933.781322261927,254.5813262121776
644.47276858303,382.47096615110945,87.65863867270338
