Vibr. motor coupled_t_3,Power_t_3,Measured speed_t_3,Vibr. fan coupled_t_3
-5.0900409393473005,120539.60042675005,-286437.77280082705,-85.16202268665995
-5.531551358708237,234847.4862538644,-263151.719474342,-64.65427153806371
-5.431790040474006,55493.93540386365,-218198.30475226906,-69.2815175474335
-5.581959974624904,-247847.96289358175,-240219.10843787223,-110.40848379232428
-3.0301239545525247,-365476.1517548181,-260266.07741487803,-129.63251337856778
-3.2839396400888043,-139649.253457077,-415689.66098375176,-157.76595655832006
-4.645843005522556,-304630.9476444882,-332984.1376335332,-147.9494632920317
-3.2815161660290784,-286775.82445115485,-353478.8584293218,-152.9008026901018
-4.876513672039501,-227116.7970553313,-470362.8012161115,-186.18396522829931
-5.635587622003425,-679322.2131039527,-174960.06172055932,-135.70907557021505
-4.142828648030005,-949226.3330038313,-140935.65335934208,-153.6035506724443
-3.291980264263489,-838965.2335702808,-149903.3237599901,-144.5125420619967
-3.3290871937855897,-788398.3011871201,-169764.51936697157,-145.7226610839843
-2.927669305047021,-652461.4679914531,-156767.2332696183,-126.16147532601468
-3.5049865253017987,-955149.3870442159,-95268.92935671557,-138.7209035256275
-4.149551450505087,-761627.6486682573,-74235.76242124432,-110.21407526158528
-3.550497880013856,-597249.5717786049,-35818.41854243371,-79.12371692534595
-2.815872269912533,-213993.59445065708,-74416.48879029913,-49.75342402156001
-0.8631089869571674,112416.22936043786,-26981.56538667614,2.7129611741435355
1.3322644410886226,-187645.6603044805,143514.81027442974,27.932680980013075
1.3302833092433712,-187765.45789392877,143476.58839786676,28.01345185576267
1.9072183603886574,-422168.9846185086,287892.39265089505,51.15686695602397
-0.5761512733771735,-684908.9996337019,435389.03780969174,72.27100350232067
-0.3979815648448213,-421541.26094800147,445548.607325327,104.66757962911277
-1.2161320694064053,235017.9498148347,391084.5941514797,158.7260805791741
-0.8197546450633028,-28142.105099179433,336575.9601792192,111.16231787476724
-0.8225584025302303,-27499.30960209403,336728.9287349197,111.0808910014103
0.05771265376283246,527648.6943479595,261733.2295207008,147.0383546815695
0.30434578967975306,964398.4246470935,249228.70191671496,190.78171482619763
1.080788407231292,887092.1482652859,328798.1934826853,209.54207401281988
2.108844692752054,1144301.1393354174,341153.9463046237,242.33176230569467
