Oil level_t_5,Oil level_t_4
755.9095717917422,-163.31287640714243
533.6972972662716,517.16254346242
476.4831281455629,144.61592736594474
816.7373396374769,199.5293499553536
967.5489424381983,739.8102029587085
1026.1755623471013,687.1237723801684
763.6637978728846,198.7579530294904
564.9335816167725,187.7398983445683
1413.9344459465442,882.1022165569741
910.0152278272358,643.5554643427117
584.3129161228194,356.1316534365521
564.8567655968664,243.89626363056172
809.268299662187,198.85814134669997
170.6984979495693,-164.89299650472273
850.5240839284363,279.9457691489955
185.6476830981435,-201.2017880334009
548.9387954168307,-565.9535279636193
812.6994425874767,302.72043952608556
1302.8536317823414,1091.114795074706
540.867187743718,156.5729855013048
540.867187743718,156.5729855013048
990.8068428540917,1616.7705020587168
1325.2226231334416,1469.1775885393295
1404.110576791219,692.8472117750302
1404.110576791219,692.8472117750302
49.72893675804016,310.0203109130482
1052.5224961570784,-188.74197058563533
1333.0593314019754,631.6696544357699
604.8177340367798,369.88594531217177
851.9035852220009,632.5550052216197
65.54069626778914,265.37996180391997
1330.6701002750642,100.84122858381824
770.4990660027753,1119.4476187332357
903.3166361161432,829.2793257534709
1093.5520861041432,354.01121881864765
884.5185780331115,810.953078610852
736.0720756960343,833.974031234619
964.0740693948777,1089.4066561520053
964.0740693948777,1089.4066561520053
807.497123772447,227.8533522882799
877.3374403232269,646.8228287876802
706.9930131199969,115.34532426445321
706.9930131199969,115.34532426445321
1107.232915427368,147.47313447483518
1053.5288610718835,296.6755179274579
852.9519865275256,-322.0478799671431
852.9519865275256,-322.0478799671431
943.2757298181998,-71.0915910304852
-64.29664662253617,-281.9032096137007
944.9621760658595,60.01691749064014
819.3794853344253,39.33885824611485
526.1271447683695,300.7027057781673
526.1271447683695,300.7027057781673
342.73112937672363,-272.8017102965044
835.0845225670997,13.277025258953245
1234.743073450943,417.8222864374928
429.43444726892636,-99.55087259852337
344.04735431972995,-143.05332424055794
344.04735431972995,-143.05332424055794
675.7999074254496,-116.51063647465428
1439.6227397999955,145.68833187096118
738.9521613679094,584.4541642615493
1314.6383081139365,240.00236219517484
707.8820991578827,74.30925026384139
146.56795275402843,-117.8438648039758
1109.756766840526,416.9610826610982
1025.1878504559477,979.7925756107957
1422.7953017959958,875.3908536073961
1095.630799529959,-25.060508004710982
1679.0307559179191,578.6982631794269
-27.689106727505305,112.0014973641686
1254.806528510297,-9.04273151637949
363.3906774072393,530.7261500521879
653.0162002241952,-697.5462910647492
533.9332602159686,1140.5138275713066
533.9332602159686,1140.5138275713066
324.990555249627,-1140.708382513213
-25.30435394020253,-652.7050311434264
-25.30435394020253,-652.7050311434264
1563.45816355645,524.8633937844975
1461.5364071941135,405.3923206119888
979.6723588809159,1299.4471130856634
1070.683393595804,812.9344987847151
710.72289426872,527.174555773385
1119.4109406328816,540.8376805119665
984.3603769487315,267.2611985086761
998.9729613699808,642.5055038809419
889.3213953046175,353.81585535224184
821.5385454469085,163.61467975222283
835.2718673908116,236.7361972819764
1152.3553327811615,138.32321790186455
1152.3553327811615,138.32321790186455
1298.6709722349788,571.2457437020109
831.094562987425,-54.98957058311939
1349.8603634884962,1567.0421250270376
1357.1147837125093,1060.8747524134724
1387.2395909234262,983.4403987174124
1639.8168547544979,1070.3218970186635
1639.8168547544979,1070.3218970186635
658.1579273595421,487.73859268429806
546.9026625110425,701.7336327542189
875.3063276350993,871.4921831868907
430.2679297346866,1088.315385553941
1004.3505384429401,903.4029258714347
1082.3436989996364,954.039815021409
981.2280278418592,382.0357145335074
1483.1032484007574,721.1232004028147
630.2050832904599,595.6616233165341
299.9685274410395,576.4737936259546
-182.59724322106626,-256.60624392831664
128.5576856864255,-257.1927317472403
377.39093021374157,-413.6394764254344
1598.1446693509624,1065.9245764477112
606.5817472397171,412.6629777227431
606.5817472397171,412.6629777227431
282.0976199037168,396.81858998753034
565.5550502070005,143.34482608568908
979.716838314615,985.9913494534303
979.716838314615,985.9913494534303
979.716838314615,985.9913494534303
1444.359735438494,384.2400487315614
1178.7836376795656,1432.099583974346
310.83681504736853,-93.32816307977703
373.49595621626725,55.53029094759515
373.49595621626725,55.53029094759515
959.9047967540317,446.2339526741423
1208.6436782078533,31.928323694433516
901.1457876641872,-411.1008673198322
141.19795315303185,573.1850665662723
141.19795315303185,573.1850665662723
218.26078926217818,273.3303119893611
639.6741256881489,785.3641439383429
738.8350432846238,500.15604533713434
1101.7587167442357,417.5818293984762
1274.693878270582,411.1771613640561
1211.160808401766,-24.89978999755641
