Oil level_t_3,Oil fan coupled_t_3,Oil pressure_t_3,Oil motor free_t_4,Oil motor free_t_3
-64.67374938849207,-0.019472607241386154,-0.005162423253729709,-0.0065975635060339525,-0.004462950916542087
317.58700524654256,0.07550454807590969,0.0035827628602203556,-0.0005584744584888922,0.004018416902787667
196.91800824144818,0.026382854627914464,0.008962222959586794,-0.0015486545467576457,-0.004669878161806971
350.94583641733595,0.05814585026989599,-0.011662589807645774,-0.004967739973546945,-0.007773178430854253
-90.36419940389565,0.00862249476725194,0.013953800143507344,-0.003834778316158107,0.00562049725946045
999.764833360833,0.04022371190998185,-0.01664153721156064,0.00019770493409244927,-0.010003798419353086
-136.8748812292589,0.08942284459218089,0.009021563502779663,-0.004789310808658598,0.00440950008885372
441.7823374970851,0.07492908516040139,-0.003990393958813666,-0.0027969595854152093,-0.00417208002465164
611.3192268821417,0.027473989402549324,0.00780750099978033,-0.0006294148709048374,-0.007374970344627368
161.66978649237888,0.04553694234008977,0.006625904761156542,-0.00693454497378327,-0.003960599936355947
-477.5221706996593,0.042055341895002485,-0.0092549112490301,-0.001459317141354916,-0.008178852917048555
-229.61337599977037,0.04391058265669293,-0.009654065902307558,-0.0043841040101252095,-0.005099450722353
687.8659700701655,0.04478526527130407,0.007624542535293437,-0.0011926394941788312,0.0019456507042826914
542.81238755466,0.035551704843266425,0.0016947030954647313,-0.004356940907346104,-0.008269752473619111
72.02006683488824,0.05357742219912107,-0.009674419208387016,-0.0006671058893095968,-0.0005136445592040478
-82.92165435859155,0.032809605353238444,-0.002397061845354706,-0.0017697247343878974,-0.0013831013686329049
1.4134041673477213,0.05710588624099269,0.0033627550433999887,-0.0023961203894517563,-0.003967863055199721
488.6275135398661,0.04212490806677201,-0.008317061163238335,-0.0006047545915112534,-0.0021665762932063896
15.40567455390277,0.028855730751842272,0.004884829177702381,-0.0014106385945752615,-0.004556348443102644
-17.387932276741466,-0.09606320383045075,-0.0011241055833890266,-0.007881676108060839,-0.008846885535858275
661.9965639925356,-0.04659889834885135,-0.00022404670134246435,-0.008668747325619949,-0.008073869236052434
-434.2634608962483,0.06810723549413233,0.0013576294754248956,-0.0002938124084604964,-0.0038745909613742626
997.2816393687747,-0.0065894710189147235,-0.002660986703238395,-0.0015343989186808009,-0.0038707970097829293
288.57630156390996,0.10609310325437171,0.0016926020192129824,-0.004592642970916716,-0.002418427937183918
44.72841566137049,0.022952164113425502,0.0072574837278691655,-0.003045536252513776,-0.007042244858191535
186.84560228998347,-0.035088774026184495,-0.0031403740072259287,-0.005697850358029948,-0.0007698774732241521
387.3230784598609,-0.0009953360740976303,-0.007087468534251066,-0.00436874173637687,-0.0009575387724052608
681.673406731419,0.09848315540484989,0.001004864061520696,0.004661961835503415,0.00329411796050386
167.66940842362095,0.043297922735961156,-0.008554087702803964,0.003230046267108281,-7.279836946240403e-05
396.8981189115758,0.04065570578329208,-0.00399851694516394,-0.003937254020281689,0.0009551815966101513
303.5783241548663,0.03657010228410104,-0.0045042842506477195,-0.002212300807543248,-0.004788589652342231
479.21633177830444,0.009618786070148135,0.007583677988306453,-0.0013637996971955831,-0.0037944672065918722
-361.1590208745558,0.10714279190299142,0.002765388099846728,-0.0010810862810246298,-0.0050445473162444195
513.8232038148669,0.06947460367084331,0.009892274147015729,-0.0019831709078101355,0.0008087150501583772
287.54017670561575,0.048918354709078606,0.005271888652572235,0.003864663209501686,0.002517804172661617
37.297666908374865,0.027912849921623743,-0.006473310246529565,-0.00010023332368731808,6.467621714790778e-05
135.4925865621244,-0.011338091854179656,-0.003999140498530231,0.002579089557175855,0.0058557005377266325
67.15873141491127,0.0030354177671192417,0.004911265475809638,0.008896889225904646,0.01078278520875953
207.98931877759645,0.06832818932398729,-0.012683203336242193,-8.180182446438202e-05,-0.0037591837927844077
898.5104863683234,0.07479077324434295,-0.004147620583870887,6.12260237395901e-05,0.0007587166943505983
116.19045957584694,0.004167750419151732,0.0018416236483094926,-0.006940518723692039,-0.007810649994319279
557.3681304403045,0.06266266864248325,0.0019754961810602486,-0.0008785977976838799,-0.00639918962217216
506.61156630228925,0.036884418043320794,-0.00954264720324836,-0.0025552069698457527,0.0036361561701147536
506.61156630228925,0.036884418043320794,-0.00954264720324836,-0.0025552069698457527,0.0036361561701147536
597.6788519981178,0.08671675934397267,0.00179334107259868,0.006658354186944739,0.004667987321159558
-123.34027677822418,0.034423557819662276,-0.006841838252500014,-0.0019755817040224663,0.0009280851155906815
228.61628458746765,0.01520589442379991,-0.004535720224675662,-0.005931068663425259,-0.0009857557695484903
-136.59651020602888,0.051334487808101695,0.0007909131777752497,0.0027923964977275245,-0.0019530404504006825
-222.71446855178118,0.06202825951064114,0.005354956866939594,-0.009803150529598412,-0.0091701270589824
31.99578164141778,0.013522555522436544,-0.004108100346763836,-0.010428756396153163,-0.004361935426635724
