CO2 sampling_t_3,CO sampling_t_3,Displac. rel._t_3
-59.96502843289822,215.82943593585742,22772.684535194745
-19.771808669513483,-132.62362985090445,-12893.260752497557
-56.29920997470738,189.5840154873836,4529.936139303769
15.369298666148659,244.38313084062733,12443.534640399681
20.311171030741207,-315.40540434274163,-7725.291460779072
-18.644076408980183,-251.91107503840044,-2370.8728557818013
5.470955900524135,627.6834801114097,-7572.277965157524
33.085106821563535,259.959057958044,-3575.450545149842
-137.00688869798716,-331.26180705757815,-6490.53484849452
19.465493793676842,48.55940049183937,6850.096862385489
19.465493793676842,48.55940049183937,6850.096862385489
-92.55760410175725,-493.17572558505924,1046.9346759890132
20.456840362820365,219.64731062971907,10427.862679253954
-47.194392301005,-178.19446152385964,-20767.412832607002
-78.52486400434915,-132.1433166818685,-19173.365022680668
62.64311130277007,0.9062781201451031,-4157.753886753733
-118.28770781267902,121.54220401284287,-18138.45672555962
128.14265725626092,-58.720729311162,-15910.309365215518
-142.85933079203184,49.62194296837143,3659.361577306583
50.21950075750341,78.42694543140698,3412.2536801159886
-127.9971905004327,-377.0014746951207,7666.676034272816
96.1153005352004,237.4615420044663,-12652.177709355416
-66.95935135485195,-24.547942548216838,-7133.254975705164
-3.693727155983062,-117.84822622999575,-18900.19571370657
-116.00506268673297,-43.81369050748394,15737.010417717756
16.23177389322599,76.05454243981528,-11662.13707194779
-97.02299930534994,-324.3834716820377,-11520.643181720054
-114.10186784027097,-96.91045202444485,15555.680819884343
-92.78787662941792,366.55250921621916,-6574.127097690849
57.99167800294896,-441.0980756556652,-26295.53167817311
-23.233620103792617,-409.09512208450195,-26553.805437540213
-181.1979972288458,-249.6772855634112,-7833.60150259146
-114.71445535428634,-322.4256809171102,-29163.3158151002
-102.10389483818487,-593.1840213802817,14665.910863331119
-82.63993884876926,-412.66860413884854,21971.476351283094
-84.51385888609528,329.3858727084581,-12402.295236426053
21.26525893916059,-650.5558894213218,15176.897251914686
21.26525893916059,-650.5558894213218,15176.897251914686
10.9476442434092,384.6456744625385,12088.080721977829
-73.12522339531829,198.45405051381414,-53047.70536808087
-87.26411804451254,169.0768060216761,-39115.30601706276
12.017388988617299,-100.40173306732854,-1624.9569557951836
-63.89530569244118,475.09438579282255,-5871.999227555296
50.39464752775845,-300.1008135476302,5660.222329644655
-44.622221179625754,41.892526673355064,-20585.915127256652
23.342193900646656,359.85092661516904,-5834.236958513688
23.342193900646656,359.85092661516904,-5834.236958513688
-39.988798729984026,-194.64482760563686,-23120.29864916702
-1.1509836346483997,-345.732671160889,-3823.643660647911
