Measured speed_t_1,Displac. %_t_1,Gas pressure entry_t_2,Gas pressure entry_t_1
242288.47400804193,-109.45939567154632,-165735.18224786513,-356303.5230059892
-327696.9579299881,96.94843540236728,637065.7489284616,-520680.17294888117
-58712.69927225227,29.773003775151764,-6218.705549581442,298324.63801357476
-2847.1057816187677,21.560215458625485,-311992.9843146486,-564749.6568923041
-146223.04897429567,-119.52214901643086,-726937.8235525517,-270064.06945526134
82072.61002322126,-67.36226872291974,1005945.5432409297,-1128808.7078740727
-64257.195909831236,48.16681495376643,-1355742.0873652596,638750.5951633032
-44159.61510756456,11.639812700640341,-613696.00078182,-251097.14245448296
210140.44013043592,-59.06704361586639,-381758.759795067,-1048592.250362617
93254.06136968694,53.13736843262877,-224269.34743341844,-4553.5357324176
-99859.19418382687,-67.80978965362064,-309252.0569249384,192782.92465235223
129954.87368199823,61.659695589136156,-84053.92710395873,823345.6314102104
-510981.27327110106,2.0741866785351775,644477.714764079,319857.80477739754
-358116.92226948997,-43.78128468331075,958341.7282911097,1188118.9214315163
205957.4748683247,48.01908425854616,-599618.4563441658,-807268.2697897106
22797.270768289294,-62.38122161386145,-271561.81670156104,-413724.224300029
-100309.65504967801,42.45441810407215,921616.5128093973,1791499.063678374
-106991.87834931472,-33.09953456749385,1691671.776359236,1631922.5140950426
-32092.084032902596,-50.40188868909625,1450800.2490964439,805394.6640697501
-161738.15759375266,-25.552616663346093,419518.23154642317,-1117981.620001987
-147655.97635985105,29.636397431638017,-184916.69019765896,-129560.70889117254
118560.5749339826,-48.4888744626452,-361492.9161336787,400371.8099761319
159058.37675608433,6.267387332875892,1351791.4355658223,227779.86512671004
-27693.085905011365,-16.026116039797724,-1346116.851565136,-2012358.351261983
-106743.29062062777,47.00564265062718,-1714954.554644325,-924039.083558694
-101770.4153564576,-72.52685016283161,86669.76124739181,-520299.75904162193
153752.8002103491,-14.775379695473148,-77453.53808842023,-4953.388694864407
-9020.034150177176,-86.63942075889891,-73490.05722042598,-386814.63624010363
-322770.05409145786,-79.63416909883816,-288767.57984135026,231171.31038358656
-322770.05409145786,-79.63416909883816,-288767.57984135026,231171.31038358656
-418759.6091795767,-86.07160994327137,-26609.74380850105,-151908.04360178922
361126.12171280984,139.58852534417787,-684652.9884615382,-583016.0387442713
140618.9340126728,-78.53584879356907,328532.71040895034,-533846.471978474
87242.1796529256,-50.63746581128825,152133.78499315443,-1226405.566568425
76116.7389889136,7.4221598987993005,163273.63994751067,864652.413162075
-163614.85761851876,34.862793310021274,905242.0378718644,404743.2457413478
53405.53559688442,-38.930218768712926,313482.408769336,-973196.9924706122
65023.77716921762,32.60767745216454,-592810.2431092294,576669.0486175696
17724.87587641024,129.45966643082946,-89308.00441374304,172508.46182702278
62035.58543067597,-55.51072349392366,734152.6957561204,392338.5184745405
-6758.866885201191,-27.28238930022961,-377687.3098336107,-65155.649444143375
77813.16839025001,33.35041254667584,147659.3818444824,-277103.56525400816
-40734.05853938549,1.953524305065308,206359.606946344,573317.3913448873
-204137.2741837193,126.35057171464358,-377366.3126898417,-416651.4154573295
222967.80372919876,-129.8383383216888,-439313.61518637656,243308.6464861062
-102911.67710571596,115.77433302594828,-27676.636179660563,1012547.7217102648
-205524.47391116616,-9.249533420389184,1739957.6604102764,1233864.6451527183
-2638.179978277767,4.201771252090133,-806614.6827182823,-845167.391867848
78839.74811674173,72.52237801421373,-1294437.0457209698,-535685.0079069957
263962.1975875739,-72.13070489983181,-203303.28858819103,-613145.9792540644
160111.50313424968,15.637045975919222,143989.32008781726,-30599.585269814823
-30253.521452783316,-21.93769791865417,-649308.6134755784,-756107.8131343934
135697.09034189038,-74.06396751254655,591559.3728270207,505826.77772054734
16456.536562048437,13.153324772969185,665485.49186464,1019960.3394632731
21011.149563747218,-26.767936125616856,-490213.33810179005,-576351.8933575889
-118418.3886734603,-25.758994013688998,-779381.6423996637,-600022.9699373186
274899.7857358839,-79.9252620253829,248882.25310673937,-181303.58714301314
104342.29962377792,-46.755150276165104,-728218.4087035924,-1262790.3455145261
2846.037515484277,32.3153388133281,238786.2082649824,1249833.4095862368
-25958.93677805041,-27.5883312118429,-822899.2244473378,482932.9344135992
11014.59155587956,-126.95836997187914,425106.1368055426,143661.61588726175
-131553.9003143937,105.68490640931834,-885707.190585701,-374093.4362253898
-15710.838135328086,-128.3121351351743,673576.038215726,214179.74841176267
-24899.555201913045,110.52976992047716,-642105.9812367412,-606717.7977427294
66834.15928565434,-24.906978283600395,-689391.8324154355,-807034.8335976066
73853.10739395615,41.333518651025,-78595.62944864389,-292569.09790213325
103623.38210537388,-51.07155372413083,60527.638951581845,79315.749508671
-100337.05264034336,82.54654942435886,31806.427912323492,434303.9780203846
-166933.64490543984,-146.2396398971876,1206400.073121279,1204899.1840642546
5136.759199178545,-164.77946590817393,1028217.6186212663,1790718.7711469517
-49764.84146634428,-113.32341297078784,771863.1406655989,296043.1764349446
-92867.60229973248,-27.98381342155679,-251090.8260192976,475759.95600931154
273193.65753409115,50.14885835372987,1355732.3369906556,500666.0591095464
-240461.5814531406,-51.391527422969766,-1330881.7300752737,194124.23241156875
-215871.90220244502,80.33083518012731,-156136.99740759633,-1136297.8456730037
28202.507451536425,-6.933191252145264,-369211.33447287884,759798.2483172533
-329466.49329182936,-8.005816724530446,972380.8699050781,270510.65647511324
-347620.3186411786,-30.940010004813594,455737.81464979623,406011.2611120697
190663.3720075158,82.20322083262676,-365899.9263508853,-11413.809466111532
156889.11972169933,-102.48255128281848,-869601.7840073388,-1106368.9062000965
-420733.2329087993,32.00015525041279,432647.1025585504,1153033.5892655991
-53374.0689596656,-37.18480280909542,430408.72039492277,555527.8443358345
109232.25733067282,2.903919134549483,-1491676.3431278775,-995542.2031791417
-425111.9167788009,-26.812957197416097,-401035.3122240631,-613884.9510918735
-277405.2069586576,6.413953592717377,-536781.2839761842,-729855.9140514971
221768.1059210867,-19.672102552930003,628919.7423691801,-162449.2560946684
302164.3554765045,22.38440346154798,-25466.458689134684,78516.87274680217
131566.2302996956,21.214447268672323,9024.603472851624,-683853.1941933192
-16217.701937485486,-103.56731549114383,502596.1185793515,268690.7455649179
164762.41937316034,-39.21198742309261,332322.7732123723,-1011.3404194154427
164762.41937316034,-39.21198742309261,332322.7732123723,-1011.3404194154427
156337.98632570283,27.668724760255415,-340955.03368573764,78627.32130378854
108885.11655247942,79.64552295297014,-661408.4697295394,488790.70234217553
180137.11061805353,122.9332347273737,287889.20880907006,-300546.17223031353
180137.11061805353,122.9332347273737,287889.20880907006,-300546.17223031353
271108.6437086879,119.19267230109267,509809.5690902023,511177.35917065793
128075.23933740609,91.38632209909838,158374.2336929182,-691859.0235522591
216161.16542625695,-115.71913634700448,-806236.7446688779,-148762.8193328618
-296919.602095781,172.05023052347457,211538.06409281061,-433785.16434241337
-36709.72358983933,-92.42949203267533,-723483.0922021917,309271.33393960877
-209915.3246801551,31.39028853021224,523145.01172210573,-110566.28866983467
215599.89766314102,95.04105811159533,-40974.884582486935,543846.8286322331
-438324.6928324596,-111.4317136300642,866224.4749845205,391850.1257701376
-175533.4387476549,-103.93067468544915,323221.3686927074,747323.584369076
79240.2493918531,112.00205017199124,22495.303994226182,-1252510.4360789307
-287922.75611083535,-91.3608178205886,-103593.30128529723,1444941.7142406902
30722.7621880871,88.34636300602263,719484.5963047077,-325258.2868323624
-109290.29249696402,-27.42995510190066,-599858.1829174646,612712.031919283
33559.766985797905,-0.7896150705029754,-496839.91767413565,454110.39517717063
-129320.24089747912,51.558011193867436,-201275.9400170638,-979809.7653215802
182534.4588845799,-0.20203361361887318,460063.3871384633,1111022.3746856241
-467564.7254104706,-2.1134974417567998,1665700.8271433995,1600310.0591396028
-294716.25141386426,35.23021770280733,1026832.988943071,2437637.017591114
-458795.66415959323,-54.3123244868739,1124538.5096238086,1442941.3903872475
330996.3544028684,-52.36255101562018,-49758.843156121904,-80441.85629367933
127086.41045293002,-22.287752793221358,748376.067837653,206346.2515251224
-222903.52657507907,-0.9658749445415964,-1297215.9910746058,-930654.2224476213
-309411.87100982666,22.283690499765218,-945668.546944476,-1638846.7580358954
-205364.89950053586,-54.48057472408499,-804406.8600824752,120763.00951160258
82079.46221646854,44.90730627713497,1169496.6989736087,1157047.482215626
51033.82137428415,-16.9531903316108,105789.98885062971,-29309.024770016083
-24819.408647766548,-54.39118565085174,-312778.3935978903,-255133.74857768483
165933.25978632979,-40.50714668076311,-496763.304278929,-387715.01451593405
-215605.19219923118,114.28094973719013,724162.8653151572,705148.4900254026
48575.98574704543,19.1725826875264,-733239.6911308073,-525676.206311272
-340127.5683760821,-36.55242697168081,-82133.83304626914,16679.635909621633
-340127.5683760821,-36.55242697168081,-82133.83304626914,16679.635909621633
-340127.5683760821,-36.55242697168081,-82133.83304626914,16679.635909621633
295842.75627361215,-7.730731093997097,-502005.29008311906,-543895.2556915093
420775.2250968994,-58.297090735374326,1245563.7355917743,357376.02852819685
41753.07217973319,-47.780852704067954,919294.3504252182,1307782.6378984689
209479.81092853608,-37.603357889841206,1192022.66697489,824079.3419809088
45231.15936025827,-87.35399504905709,-85187.90269032144,78931.30642867388
101706.48305065423,90.25687027070981,-50636.12472562317,-521391.76569938275
297639.1670383788,41.668730477795975,853628.6630050103,-488786.4467618723
-113404.53681982905,-49.80197620405289,-1317058.3828156935,-1608148.3272605105
167805.93761108702,-84.6324459185989,-328046.16144056676,-246554.16991425818
-174848.2282409878,64.19267934788083,690635.2425020055,1508415.375462228
-152601.26624267327,55.257154308864585,681683.3706127089,1381808.711039193
-240254.13226414987,65.48154500978421,89982.71501886065,1087707.8080935264
157117.71673643796,-81.50955590992048,787913.5148870652,39099.42870212067
-251808.69022115238,34.081724603047924,-563175.7973366196,-951980.779747946
-144504.71798105893,0.03165814865307226,-889030.5992547896,-55518.367508413154
370503.09710800945,-17.876665084379567,461237.7892160859,-206599.32043873635
536038.5931035406,-42.21152348879724,402490.3537455016,8079.032837371458
-305617.09722270677,32.80471925720339,-518277.21186298045,76842.10249917227
219216.90248376038,-4.785373298160415,488728.85631312494,-359784.3024097767
-55166.482849655935,-1.9449765859908439,-1036393.6319177593,-202823.00634269783
-49403.115102509764,-66.75223324123763,109581.12365197428,-151316.37461067946
48569.75833934301,-84.69427549343368,-642662.7792656652,-466984.97512984445
125233.71042127947,-72.36110351920524,-811241.5930177035,-1302209.4628249174
108420.44291007235,-48.940771797725965,-975975.7834695501,-730777.7460572306
-207384.5935948737,-67.86028760057638,-740503.274681505,-1062534.0575963173
11157.446796429169,85.81661823387519,-67013.52380055329,396590.09379562264
-110759.53815777496,-106.50083845406006,-106285.5524386075,-824301.1815560696
154814.82410794008,85.81875914957494,-1121273.36893429,-519079.94749215734
-169105.07627207052,-58.185561119222044,567974.5392125262,-52875.380898954056
-124496.72812715203,4.126695650684354,-514530.9676895274,527738.074593711
381289.44717218156,-5.372431881736155,-438618.94304394757,-241427.47037352773
-8926.16598737298,-13.106325683721046,769966.8305525806,7926.468983683502
51213.618016878536,10.101095247859238,925680.94805176,18079.755813149815
100222.54208951222,-11.077695792969095,-903478.6325831083,-1518962.9847675972
100222.54208951222,-11.077695792969095,-903478.6325831083,-1518962.9847675972
163974.3299544523,50.53347110228347,-339599.2518847524,-822742.6452934163
-91821.80110891974,-44.79191672297419,240560.6498275478,1394501.741869152
122512.45189632254,50.74599154130742,-231593.3080516035,-407654.71993363247
16271.278365518956,-56.34104444562732,471720.9441884302,338121.0112842795
16737.22333644677,65.4043251794554,-1619590.5947793927,-972792.7223383279
41628.7181215258,18.73842207479627,283051.4127358522,-520627.31306727463
210976.1295929747,-18.05570931460184,-544370.0814608963,-730116.8168816061
210976.1295929747,-18.05570931460184,-544370.0814608963,-730116.8168816061
58288.601865616336,62.97912434042841,-274430.5549091907,-555463.4705090105
10410.854016142257,-80.66583359229149,262960.54443342617,-590765.9231744972
-25807.802532804344,78.9315914598387,-646540.7045692618,204821.91863219114
16920.99756966032,58.538530445019944,-229314.67282880074,286285.5012322618
-105679.1087102521,-55.53425143890381,-368058.98957264586,44430.77665247163
-183690.9420031377,32.340089478113654,294877.7828343549,196795.2792820772
104404.30207797489,-46.17953852503928,-140110.38724412804,291252.1181327073
95133.26563463616,43.290598039104864,289898.3566711717,-337584.13789913646
-18171.1933802524,-103.2535938772363,-122077.56987153034,-406504.87037405634
-229681.3188732805,-53.34190145595983,-325791.35137646203,208848.66234339477
79967.01661820372,4.469043865038522,-4958.933863409562,-416962.1896152437
94536.18843946654,-25.881422452473558,-732573.2522764426,-762662.4906251444
173989.0457125323,-100.82616084390946,-491058.9378948696,-313141.31098189845
-29180.61467880869,67.92239137332004,-3289.597932211589,-453954.5045998697
-175158.4152023277,14.903037546922704,115986.76071289438,919591.8951005922
286853.8202521808,-11.936693557573008,-255135.5196773709,-1113673.9211342225
-161048.5398011122,3.235987492907162,205833.21080298978,978593.0601865707
-6255.989430620801,39.82295899739597,556125.4617435101,289231.957481576
3035.0428800822556,9.207718100086012,-79997.01885242923,331288.49252382177
-27274.816209578177,3.538287484479393,279582.4223723218,1402595.9945049444
309075.61492072063,-93.76748361602658,906854.2829756197,130962.786125754
-44266.70304664853,-1.2475520736062151,124561.23906639352,549834.7916039759
-60840.60961541359,23.321586723478458,174954.25627332635,-233700.63449264344
-129560.20053229609,-42.14992174829547,779041.0479469945,351657.62208164483
-10569.292494282156,-29.147464379998837,-1083488.8913606876,-409474.67737146054
-38576.40839116429,26.2681337085332,-724738.6281724747,-274839.9593210422
-246064.55430437793,64.72047365398788,349910.91995994153,261977.22828871477
225022.83562678014,-147.87748810357584,-52065.92722060677,128272.44674443873
219955.62714414913,-1.0666766332405757,300400.15630344365,-1106714.5111641742
-235689.09464818146,-16.31177818876558,-149092.02996389248,1695084.0211620482
-246067.9192755673,-53.33309320557138,1107862.2974995729,123796.34650109409
-62033.92952541767,4.80177068657504,-292868.20363030763,1098676.5815867074
-263287.2830260203,-72.33016282417704,400449.9058708883,-127457.39749657875
-183626.35693324712,-163.2024855021096,44935.182111163216,347645.3464531805
283706.03716322687,69.13951657035219,531098.2159585264,168643.85122353147
-308382.58765212476,-108.80358762070756,9062.991788583226,466977.90718830726
412695.303228853,89.69932588078706,764648.5078712665,-99576.5145930514
-280621.98041618685,-101.25696780937008,-1141820.4267911082,-281737.6951891248
399249.77722151944,83.60977276651316,-450103.2960596185,226182.44216578896
-121630.53372362835,-99.49329678986157,193688.62540380377,565701.4452733919
147088.45399784346,27.512752559346943,-735592.7946966351,-1164588.4516746514
-134572.67984471304,-30.425185632604922,-109021.01271147013,920643.1944514134
-239689.890217703,12.565666504219166,538259.3291161231,-6438.2651833010605
355245.4580910241,-16.03067183861578,-654689.7341970917,-872391.4990635731
160808.06363363948,-24.71249068839346,-435447.3655993188,-994113.1945410218
168918.57121790174,54.34975677136775,-1715575.9591839246,-1912049.5283303414
-85864.55104667315,-76.9590057257088,1041809.4640578295,973495.149020708
178552.26065531292,-23.330414927932914,672944.0200894261,557550.6379595366
20352.870412550023,8.140530261704512,-1154975.9333657508,-952308.1471533333
153022.99689919376,14.81482884082705,835254.1789070889,323820.27224243927
-137605.87732239856,-135.1596849206714,805583.73696416,861345.2374814006
-105965.27180319978,-140.86876202145908,-364503.16502573324,180958.50191445835
48154.352520809116,22.174924896379878,700210.4877055084,128227.86136150477
33362.49598968151,-37.20454792976227,201666.88037617458,73954.87618656212
55130.46080242002,11.988742050869675,-537587.091929592,224453.65417856752
-80652.55762149271,18.961804200780982,-285023.0557857463,241678.2135180013
-207499.63780764543,-67.66825577242864,502672.3753041291,463356.3047321916
84782.93620481763,-11.50052798232636,457798.69891633,708332.6987710213
8326.155654246155,-0.4306990094100298,1086047.6278176317,868585.1693931435
-174656.81356512525,32.38095189489871,380708.70905352954,954256.7894846161
104243.65854421436,-85.37175452359472,-869195.5994649888,-744019.3089044084
