Current_t_3,Power_t_3
1374.4922648231714,920597.1082889338
-10684.474122726124,-16344.174704591744
2884.093928091934,-969289.2882816829
2884.093928091934,-969289.2882816829
25198.262025496493,596621.7393750343
-42620.88237988692,338775.21658673673
3521.1948974965053,-2387395.2775164787
34025.31481602132,-7111.491215227637
88576.44067491786,167681.97453528206
75528.87671426735,2596254.290780433
62579.431671810424,1242896.399812877
55426.49189199162,-433151.0130762302
-68617.9191255187,-881535.0312787557
42564.976510805674,704444.9213657642
-29244.216737113882,-102787.66440570063
9102.00725135937,-1101711.7251784839
-6574.741887022321,1946108.0162997185
-13138.647072806705,1036933.5647913858
11963.955387835536,-1448921.9275981619
39397.50100485324,1283318.7775015507
-16339.287337104928,-208343.14781266288
7238.071314437675,1192041.6604229647
37977.790562151524,-920548.0142223656
-36531.458752662074,-145412.81209601043
-36531.458752662074,-145412.81209601043
-21642.921244909492,378923.37906280055
24910.19700931509,545709.8114434248
24910.19700931509,545709.8114434248
32642.067851850054,1040748.9150149853
-35473.741808631945,101170.93685371056
-30623.30602047484,735862.9952905811
-25609.90945502398,887519.095608446
6036.759535709851,-2291082.7578087095
777.7121498927663,1231271.8542388487
26185.43047006457,-637940.6556765458
26185.43047006457,-637940.6556765458
32093.355825151542,109071.38572299341
24855.880121447546,885860.0340411105
15797.205573726884,2634727.263854282
-51283.647860303456,-1044876.556183438
-49153.69946777102,-1915286.326252798
13761.450487510025,-603129.4700811454
-3692.1125810082785,-724548.8273968932
21682.07902136259,1351546.9615809463
39586.05350790669,963138.1185891978
-23236.763449219314,-510453.5440310384
-23236.763449219314,-510453.5440310384
24168.33576036856,801492.2612698982
-67460.15257485979,-513056.1636738004
40771.04246352651,-651970.7167908148
5930.621755916254,-2231917.9749096557
-35552.03560252503,1780689.7662800462
-38704.33814338843,323082.701936746
-19545.7980748858,673980.0521584677
-11047.296624660332,25991.736775724334
-26595.30084829822,-2444755.799162668
3543.477583801432,256973.6090989355
-22150.62635418344,-614096.3628210351
62713.42831304329,187635.27061474114
40885.18644149697,1268706.6333096498
47349.1432358875,-83745.20569973183
47349.1432358875,-83745.20569973183
-22810.950413886163,1659562.390801751
-10191.292789459054,-1003038.5406977688
-11906.362711800972,-724594.8817646528
19286.27102413866,1129123.7438628383
29043.56383237018,779255.1032832598
-45779.27094488201,436820.81726956717
19943.906630350524,385036.37743297144
-16390.968902079603,356758.61097631545
-20781.05945562,1093676.9967657868
-20781.05945562,1093676.9967657868
32184.11785783109,94067.50446331594
-4069.2773886402683,1096372.0326086392
-2392.4941491036093,146731.0962203159
-28460.361292665024,409473.69401995034
9935.105216333075,-31469.431541452068
22289.70544342026,-74073.79319476822
1555.5649320216908,-1388266.7364299032
-32653.940839328014,1975.9404664004687
-19218.659346336794,-572919.8061322751
-5173.337541605313,-181997.76439436793
-5173.337541605313,-181997.76439436793
9797.841224957825,944386.3274921583
-22456.693071511218,-793219.5167550088
8577.51497051989,1562132.903608343
-2397.987897932513,415280.3812503293
-496.3834110621174,-644862.2998412981
-40724.68185754662,728569.1113067648
15092.941734090018,-1742155.7541624692
-4971.8953456475865,-1493178.3889041673
20843.199588521748,904857.2660076901
-32652.856338436915,180026.50321136834
-43058.7283543048,-567774.2958813598
-61300.03991798591,-1449246.8312180946
-50921.398521129944,-371544.6516651502
32402.89692922948,-764647.5804316099
-12931.826053101417,116336.14760277746
-12931.826053101417,116336.14760277746
4409.158154667533,-282964.5705143432
-13509.110677826218,-841610.3914024918
-8596.530838229319,170948.1048076325
29043.62418012927,-531539.4217321228
16423.480702984423,1734825.671939831
-11483.687123878977,435003.66500392975
-11773.775399962888,-136757.34853986732
-14401.12864871453,95262.20488500618
-14401.12864871453,95262.20488500618
34225.323412053534,891115.2072165135
55391.575893749585,830857.9323917049
21149.261493919017,-630239.6860126128
-53304.98889915739,-540445.8985147395
-36654.29768514757,473061.7160858677
-32631.337995870686,418903.5063197981
13545.382436778542,-725706.042390441
-2673.8169661179345,-56051.84498337726
10433.932393322688,-417154.5679970247
-21699.990693075066,318893.49817608396
17028.103297879097,842088.7249675873
17028.103297879097,842088.7249675873
-36318.882526673435,55356.58776763501
-4581.223124559969,-151636.72330771718
-4581.223124559969,-151636.72330771718
21674.452161435525,-164584.77343002975
-37865.381341600296,-401976.6444659631
-66100.79966348066,-197263.8326075885
79914.32147604646,1987429.9493072438
-33028.42764870964,-1348930.508102076
18515.280132015825,38062.0088646065
-46433.01262736105,941216.3874144527
40237.19526284753,-1156460.915146125
14881.862100689788,-1351405.2965289177
14179.327418531688,2023809.7497502747
-872.9527114598277,-1286371.5728268689
50977.841706137115,-312939.1269767445
58826.866128927315,-1563173.997934717
14870.055264465242,-1705436.5827729423
-46445.66748882975,-707649.0605405495
5990.161812673548,3077315.47915345
-15260.688131379,-266380.2968398896
-46120.79993700296,-229802.180978594
17784.771514401735,660918.3190741327
17784.771514401735,660918.3190741327
4473.540614195941,857038.8648838087
16099.553522427219,107407.5231642127
-6320.889623495743,416322.18553621694
-17688.460072229766,-361470.1584567707
6402.049763380477,878092.0991450581
-47189.82939315424,-897607.2566160362
46968.08786494949,-238572.28785672295
35518.28689250747,2517235.827157868
12515.548640342124,-1924469.9929157584
-5481.685522596679,227406.80105634686
-33302.279491687405,-880088.846520531
-15930.869786721847,-1671810.9101354778
28667.141862523342,1480465.1707511307
-12124.681598257797,2651892.688196156
-1090.755445732535,1918923.9118906246
18182.84226922466,-2858537.2865940323
4384.608500213217,3130423.6680084425
-40501.96651488176,-2208744.7269240087
52972.43779921187,1479971.8077608163
-23891.461274796486,-1410074.0994992708
-34142.93570139799,-2104799.21869981
21937.600313124505,1819989.9629427404
25881.18438085806,-1200882.4467528958
54285.89268046679,-1498465.6020488355
-79967.73933675393,779548.0111517216
-39839.64776443182,1726337.1729755704
-61637.082603479925,1967076.045180059
65633.63797179895,-1048749.2355447018
-17610.626595006077,-1593654.8016645734
20451.5951998638,380162.69558356935
17208.15183410012,-570830.9684575937
15671.11445502994,-1143326.8806250058
-5611.861793296008,1303104.2748380045
-13640.018500425433,243491.07062382577
42714.706284762615,47229.70075091705
21907.83164119471,638450.7828607025
-47228.96381997111,-722520.2785644096
9248.410012673594,1226750.728233091
3710.7417060476155,1859048.8441067613
-13636.65244249962,1227045.3561896472
15278.482718679974,-242481.42694387818
-15.099213996676554,391352.022473454
9929.028159420526,-392894.61987003556
-30958.79492992271,2129981.800316832
-2081.346011036214,220331.13383027771
-10639.288051809352,-653425.3213431204
15599.550230355275,472759.39539005334
-1944.069957250089,2188850.087790156
54482.93056309021,-854334.9591123788
-4821.215095731379,2774969.321539044
1104.6698779433073,2323805.8865733533
-20339.862475702183,-1184580.9092021321
-23763.18375677228,-436949.1082772289
14224.369772783632,1195139.2084243344
15849.734713751746,1527882.0255020203
65703.09917019932,-666233.1724646857
51273.69685284748,-735245.6534726971
37627.81825556086,96413.0735446018
-26580.1394083786,1773781.7760209802
-8285.089917182893,-358016.2557666063
12276.72663486981,776624.5089545546
14518.57348095335,-605916.5463477178
52.766214350089285,486719.69159578765
-1497.602522453115,-589696.0935842765
-1497.602522453115,-589696.0935842765
-7547.593061826919,195420.05770225194
-24434.639386254654,608934.3437626027
19254.870399995456,-45992.67294764146
19254.870399995456,-45992.67294764146
28642.567336474156,-1210495.688865448
28642.567336474156,-1210495.688865448
20704.310254939548,-896307.5593455264
-14465.735671790773,752510.3132660885
-49446.23164303456,2171951.11985581
-60858.91951236437,3000953.710783135
-42590.93693677774,2079435.8921717398
-12889.25313763172,-566435.5915298259
21571.79245617739,459482.07622578705
-16073.133864827176,-875326.9417161221
19018.870425849324,2083320.7969390987
-40267.81732025293,-1322185.2627371869
-48200.781712927375,1125560.5730001812
27979.75727008721,329457.7626823359
-27274.990823585507,301598.03412109055
-42026.75151990213,1307015.7918278102
40706.63969002221,-1049150.8488993854
13415.725770305082,-1157084.442393817
-12140.220093949792,390361.9685097048
-9947.451576635012,-844295.8620157009
22458.624728225084,479455.22164421855
2744.9635116223,-942578.7745615671
17622.961524110884,551711.5627981633
39063.19287247147,991298.5952375531
-7178.063316220323,-1002620.3335089153
-32537.15356454376,612111.9153965075
-22191.663787268895,-103399.85279246455
37533.69993146296,-689955.3100267493
12321.341155087212,1808580.073938284
18366.137691019358,2817916.2040075306
-61770.931120770496,-432342.37973631034
-61770.931120770496,-432342.37973631034
4671.24797726157,-554753.7477072447
7316.277219342943,-1037648.9794504754
-21493.19885382319,1023159.4847177523
21552.085347402954,-384736.1930946191
-19148.098640565553,257556.35710426676
55147.36584621232,-812258.093464359
-21522.01240930087,2740667.3995532654
-21522.01240930087,2740667.3995532654
-21522.01240930087,2740667.3995532654
11265.020595954964,-247474.01857033838
11265.020595954964,-247474.01857033838
26372.94722496184,-844554.0619668394
26372.94722496184,-844554.0619668394
-9747.552582000342,-671864.3698685232
-10282.469092819396,924239.5823589629
22211.55842770222,-369018.2761815805
-38992.67875403991,-1198515.5571281977
3753.796895196734,69541.19220391777
3753.796895196734,69541.19220391777
3753.796895196734,69541.19220391777
18822.307036465365,1545298.6499238187
