Vibr. motor coupled_t_5,Power_t_5,Measured speed_t_5,Vibr. fan coupled_t_5
4.78421280337739,-76579.22136321811,8782.794110497647,-5.3072532610287855
2.169589198983151,408181.5288024417,-42142.22610216091,30.465469505832864
-1.1323547620187593,-57629.32304792413,127919.3811572059,36.57384061749563
-0.8334212179359368,1215954.0380638572,-304150.2607325739,30.144746577596447
-1.9210811428050698,1584995.4881986377,-272392.80137191084,81.5074032453797
-2.0117664790516265,1323372.410505713,-201552.99536559757,76.77526091797566
3.046208235799922,753611.6089667144,-40733.335197815475,69.34820773715278
3.324526607434478,649515.2275436287,-11817.467261924388,67.76507862204468
1.8209593381510623,568362.2213191298,-23266.39874541254,54.61642773272478
0.22892600380207687,637309.7601506136,51702.48280092674,87.5957311691387
-0.2614836205512426,269564.7917204132,137897.88550432792,76.37684940626697
-1.5771425060310924,265312.12994319084,87926.02575602634,58.59815566717394
-0.8376186697081741,310711.10619783396,74103.78897162211,59.06586456505552
0.1256821121345395,506414.79572252964,-80666.77857008796,27.906879529576656
1.1557730209258505,22714.295989655293,-25024.140217478092,-6.377413805243013
0.7902355023569381,279196.544942918,-128329.66356842335,-13.174707067915755
1.1530455636735628,550323.9843202238,-167610.68163861491,3.333622646977705
1.9006446389199698,281216.2573020053,-229598.7125451378,-47.39688148313722
2.8358913796046705,3517.747836374314,-148516.42461904927,-50.100085153077934
4.992939578966121,212616.11539474866,-21095.909651889568,16.35610195849996
2.3242026810100627,-89585.36607555294,75096.30065433276,15.584421515485534
-0.5966631002398792,114813.39935542124,447866.4669973098,164.6933255314142
-0.5683204427768489,147075.02787414636,331349.57212154625,128.60171046542058
2.468812130671624,421372.8409217693,267515.0450633574,137.53107845061652
2.0788695164764524,896437.3946121332,133493.58374708268,144.21611398867168
-0.7111188055983612,1666470.2318497114,155352.81700733243,236.38989081051312
0.3641442155522451,1853503.2324755858,190105.34824430235,269.00636555203334
-0.25365223648819707,2188123.5173588637,179254.17757444468,302.1877889001261
-0.014721153571683058,2962241.5255006407,-42593.49672270405,311.9834012892915
0.8938910442261142,2134291.5460133986,71300.77523985434,259.58428530811614
2.2692621739988486,2142509.20061336,-16540.558785954905,230.87374832201448
2.922380133824314,1663498.665499179,132097.9948683209,228.42810856653543
2.5133437990015994,1275054.0864222376,204257.4043297194,210.26420446986762
5.655676432447494,1331794.648725029,269386.09975696664,239.0257598797977
4.778638692092766,1352347.8368847158,234134.72570679104,229.29771301539677
3.142048933206056,1433350.4329523258,222277.06361945052,233.8435428353811
5.065789665742688,576532.8826658736,367198.5152341278,189.1183387603188
4.164201726509671,976716.9374783314,272180.5363603657,200.7580508652242
4.013119697051185,932836.9725286309,248141.0209745009,187.5451707498285
3.0087943148874694,594792.2700758361,152156.91687283406,117.52028549651271
1.5392118727707418,153080.25291386107,11511.897230140607,20.502267373950485
1.5630325816424884,-339865.02118437085,135808.82140039746,8.568098954446327
1.741875411830372,-832636.4056868947,218263.4350028949,-17.758966658500068
3.798264747260303,-1080217.535298665,375329.0078753514,8.809980425772512
2.9211291398065145,-893566.331684458,281358.74967863364,-2.9413134541785158
6.011825676853029,-1171621.3222506924,412374.3750746845,11.41205020987435
5.677835750388168,-1093679.9754511898,423629.6511407406,23.849506058514056
1.2740236219488015,-1333803.2553476393,204346.09980000617,-77.89683408637401
2.9085537561061523,-1286701.0898390382,109128.20323726114,-104.98347677751664
2.0010092075870665,-528145.2390668733,98370.14223513317,-24.96726565007344
2.4033869482217503,-854394.751674931,144688.81335535974,-45.157977331913216
-0.42660362961307946,-933958.2417893925,215410.61155003923,-30.249132049452527
-1.540036207748736,-1067494.9675031002,225342.52588587045,-41.682685637687165
-2.4971094943876437,-1282949.5980910358,306290.3690863883,-38.28238732404148
-2.4001578093201377,-1269760.684113559,302039.22433312313,-38.09927474537775
-2.26426510624932,-354871.34019484936,86596.21588920153,-10.277784039216282
-3.445565393559635,-369376.2435189486,148347.73671371205,9.100842063129091
-3.1363592622555485,-350584.99436803994,159879.16089770678,14.864939899157198
-1.9710814703858062,-702352.2276045732,153248.604282312,-26.00769103257626
0.592094407350399,44582.6912570774,4023.7013076274634,6.141731530039027
2.2468915932685842,150010.5840215728,105186.03965507087,52.1164372860409
1.1150040124681073,71049.3922368358,292461.52159152855,107.1787319851268
1.4835278391031232,330266.4463431595,356117.1826394493,157.63802911788878
-0.8723617753173107,120940.59961694526,488819.5075661215,179.21235781967317
-0.9955549770861819,171863.11781773277,460974.6350898459,175.49549220999776
-0.28813691602808017,-654.0398765296146,348017.351101289,118.0396287179211
-0.32449116077450857,-3766.671117093883,349939.6801415156,118.28260278219776
2.723583700588959,-297361.7768162392,100098.71972298372,1.2274235173721815
3.1170870713400034,277043.48981159565,99249.44163899269,64.54268316846392
4.555119330517151,-47357.558166120216,92100.39645937002,26.289526836972815
4.560973624777768,492656.11878898775,-139638.87020271452,6.99791558741357
3.271161825028447,795149.3318126475,-272172.47260390833,-4.854116521145922
-0.4874526095949837,868055.8590221959,-284353.66004613147,-1.445847622019722
-0.3898402803344384,810221.3555578844,-281139.4406037893,-6.778119311640375
-2.325528297713122,1271276.300602914,-115534.4156449943,100.35614191607256
-2.658419075202558,1378171.3626906578,-100269.39931101743,117.28367076940933
1.3369716485998988,2123133.748446615,-268239.0336607943,142.74323973771627
2.1263595749902704,1737954.634640827,-206518.25063931636,121.47562562266818
1.5404142941410242,1411191.860924694,-213448.2309508901,82.68174841733007
1.541432816082952,1411063.8309337562,-213404.24937232168,82.75588927310086
2.8599433160717926,10166.36161504926,-47911.68696504651,-15.331933967548984
1.8774887827284954,-321220.63880428055,55069.01610245143,-16.732474360957774
-0.5822365540075,124258.23237480661,-65955.680807043,-9.320120717021661
-1.7253763464555518,237623.9837658993,-122243.31193226173,-16.122521561103
-0.7352124306081806,454345.29023056076,-211126.0787342374,-22.297443025817596
-1.874154232278523,1001877.8443120004,-68169.86317283088,86.65563309812163
-0.7524283555889552,909256.6542560325,-56955.18617225333,80.70028092206994
-0.7531741761431398,910210.0632486715,-56875.63443288753,80.60686031571757
-1.3664894205806426,815614.844419664,11596.62154556547,93.50257972281496
-1.1935264757279545,262852.9330535435,-7586.428193007943,26.041508320811623
0.336634722118112,565091.1788847116,74359.88885298032,87.58514161287312
-0.5483103165026388,437019.2737541163,122790.5033441037,89.41289007854404
1.6036115762887864,762655.349824693,137367.04059086804,130.97277594469162
4.123132176160893,828259.8650233069,19956.226789309683,98.25591068017506
2.368414243712684,-89993.87463748378,-116982.87377508158,-49.89140321204246
2.6706992204887983,-345585.3762177224,-76893.52986544542,-64.37010071875413
2.973096496457332,-785256.5750852643,-36596.38712642049,-99.29737953995978
2.4941282392528725,-718741.6166983522,-21577.340843391354,-86.67317371650594
2.959143051376865,-750649.2542101181,-22259.54867277496,-90.36067167866884
2.3096036371278337,-1213760.7685505059,138820.7401487621,-86.80950281261917
3.25462016748194,-1246981.3823707714,129238.39669484178,-93.69215118402688
3.200651343864709,-1084328.8888064905,176195.18029797074,-59.64579730982202
2.2245610491510686,-1240771.1319153283,241792.12347274684,-54.83708634342982
4.548486651582238,-1290636.6179221438,49740.1022998665,-125.36457045321848
5.897305420794577,-1204384.06668739,-24412.424824844613,-140.95032317427336
4.322793795774993,-11216.236549388183,96261.04467297271,31.840997125706128
6.580917859342666,695007.8621321665,-133988.57584134105,31.47059549159358
1.0789468880365118,298835.71409273887,-264115.5656921878,-57.19978768812907
0.5252305782019261,-423477.42408694077,97087.01763909397,-13.949967209489376
-2.719042910417416,-433137.04697790626,307855.7474938284,56.2526136852785
0.24400464076491946,39188.25116048207,301731.6187397843,106.65157414736872
-1.0067353393588645,137658.36064291763,387566.32053683716,146.64443927889835
-2.313876690203621,849365.4105132794,125934.10719338675,135.97704935389623
-3.815233945487229,820751.6526241614,77805.15248030891,116.35604726680782
-4.403851190724089,781551.9576262914,25845.563760718604,94.07364146268347
-5.33485870658189,840976.5176177535,7515.898790278726,94.25073707230187
-3.8047432834094006,1167799.5898372557,-33254.44438840917,116.73165487504367
-4.23095526620714,1744846.5572790066,-129338.6939725885,147.6823765137033
-4.352959418543579,1744877.15995422,-130704.78819808741,147.26091135357447
-3.7198915958552683,793910.9796344176,216896.91384450378,160.68084432278135
-2.5673375293905107,1311643.2801662171,192419.93085364313,209.67949470035884
2.7614135252096905,1473535.7588507186,131516.29513417644,207.46231794278216
1.6392726279245649,704300.1975009779,26038.773802662236,86.49958887967017
2.3391835799880587,338197.2316003873,-75196.753645626,11.753755160450556
2.9886789914472307,82074.72076194288,-36452.10416775472,-3.2434908439612053
1.2329078492151764,564271.8296319437,-107519.70796029018,25.355018085675034
0.46503700405125215,-95463.80422472827,65149.98424036634,11.406160422317049
-2.290288679296777,-59606.87997783586,153464.3387364551,44.934486989974154
-1.2794535785206766,6861.746923334498,-59202.41349236493,-20.011754984021103
-1.0120391975696204,12903.000927312136,-50711.18004865689,-16.3273914341745
1.0915830761139946,497506.99435328314,-76448.1509819186,28.562036046856765
0.5830061717727283,333050.18756111857,-137833.62482830233,-10.412974532445032
0.5830061717727283,333050.18756111857,-137833.62482830233,-10.412974532445032
0.09235169695835409,378782.32022824243,-94672.5076146787,9.250446210957126
2.813607506879634,579741.585379975,33207.0613792774,75.28515496276317
2.0663463597566847,927734.8965694692,-122153.6144267894,60.56423327995146
5.596786632853728,538981.006143397,-198302.69397631468,-7.6645036108411215
4.394877450294037,1494824.4884944772,-282846.61800064216,68.9338197912146
3.0524686297453427,1730576.93598576,-206184.52211752586,121.05184813365287
2.3381118260826232,1761765.0682270664,-359616.5400259358,71.90698823735204
-0.09371249364155372,1415296.0284509615,-98314.28622019799,122.39654456057895
0.8891131271743317,1469528.6624882552,-48170.459541648954,145.44706708212135
3.900826518530548,1404329.9321130984,46595.090748847484,171.08587960630484
6.906948274609776,462789.0783859957,133728.0295282406,97.02754622198478
7.8467439146907525,613067.9445701893,30802.136901484522,78.68958348814526
6.529244342158618,417445.88362350117,84151.28043865022,75.10255672082664
6.945484307788363,419965.3034478211,62540.45651067308,68.22495951851363
5.643514724308735,309990.1242693461,-39464.15410044687,21.18119319008764
3.148662264625134,401296.690373479,-103804.14565903605,8.894996481022236
3.877362785849216,488140.70175839047,-44057.95427300278,39.20645763321979
3.630013788456456,477960.6743799516,-86655.41234281119,23.384111058260157
2.2663695606868317,323609.62891071406,-68668.91650656635,12.276813970313047
1.4349823225897846,298189.8967200825,-47648.98481850431,16.499516720699145
0.9251166335083459,195217.83026278357,-37534.674233683116,8.408637761958351
-0.1574128048173054,863449.2914066353,-150203.17621352253,43.82371203704187
-0.046868804596741385,1113925.455693079,-289630.9705491127,23.964601252704867
-1.7056670703867982,1115019.09525433,-210248.66038791672,50.864670006949865
-1.815232699537942,-57313.646611848235,-349502.4283375623,-125.89607335041198
-0.5113332123987789,133316.7445229034,-487242.4692248237,-151.8322698061391
-2.7896068704106187,-928069.8464032569,-376897.0334533005,-231.5196197388003
-2.0533471359389757,-1057914.158019034,-324608.96239380335,-228.090843203689
