Tº gas entry_t_2,Tº gas exit_t_3,Displac. rel._t_3,O2 sampling_t_2
-68.20301117347645,50.79984078974932,15365.356581414537,-119.57484475370359
-104.52926865846932,74.27363506736584,17139.876374973355,-150.92355721517006
-117.33375172818029,84.15281222556241,19049.50589602053,-116.6328474525769
-149.37631834120046,115.38565764894503,7535.269555559402,3.875247170202776
-51.07057093694955,38.44185368841591,9306.663276392315,-45.90931396130888
107.96830965671386,78.42604989996127,-12292.219470185972,188.77499115451224
27.81166722648519,46.356737158357376,7393.803671514734,-28.90916864037213
4.9913609142343995,101.91587793462236,8241.316807345765,-56.205898041418386
14.130150322533334,-21.466862013929003,2435.2135201531382,-0.4352978119198312
8.384931868585081,-18.59143018513496,3753.1754765272826,49.189151721211374
-29.733759698485184,-23.439998018183424,-25328.908550721604,515.9332379209161
-28.366154189639715,-21.93435584461305,-28131.011213795475,560.3126763913762
-51.739963213131354,47.74623389356704,-27290.094358501603,505.75317920254133
-49.982520227012,80.44283327623054,-29589.372515794545,572.0894379855976
29.529453618375136,50.38403017308841,-12491.480597797803,279.55020398719785
-41.28791185528826,75.80687566676696,-19231.040417447017,362.7233717747435
66.84048933686097,209.49957279664545,-7139.402525494916,49.70200471437154
54.765730393352186,154.74546184262954,-5380.489477778658,67.36435421525043
-82.74001628793565,204.646795998332,12412.678289560776,-89.81950110953133
-64.93704137313084,217.1342185522093,6331.495477416009,-91.49620375537027
-8.038224669345109,43.11885467021466,-19988.280518647112,338.04443410955423
-33.357365522967434,80.60384990582233,-13235.233114262492,285.40684414172904
-75.03911831216163,55.74290794431812,-19360.186426858832,350.24172093554466
64.43177429664723,54.55993650820414,-17086.06354387579,280.9705152616171
-46.72332889037147,-15.813361407739864,-803.2687671331205,94.07332062338077
27.708857794186923,103.93377423621101,-10611.283473393481,234.92661107925267
12.671875957177729,93.22902824822191,-9903.570115939794,188.20021142134635
104.70500800815013,78.61879221740378,-2200.7806616163903,68.37670151107615
42.19159036771439,60.1810067805551,9526.78039633816,-72.18753633487837
71.96175527141571,51.08762682028093,-6103.199349293175,49.70738811851605
73.08072810771519,36.268942013759926,-4321.544553218356,137.82619486540978
-9.080144593356865,67.5402384780083,-4789.303577292252,123.64815886717582
-21.10333178842807,88.61567821560205,-29901.26501961202,537.5549146572445
12.898376881749131,128.7345514173637,21281.40116958234,-285.10691590819715
-36.24327615307638,139.72303364116078,20325.13237875281,-304.20412686327205
29.44044802505424,64.51967689780469,624.1009544645904,8.810699222557801
-2.3003214500594256,4.039207470821593,1792.6701638758577,77.44786913827997
13.681602117599624,101.09844340897612,-30033.4028513534,448.5296200441268
-76.33762934773114,-16.94359078116618,-23945.17856245722,562.6261863565866
52.610237366154436,71.65167504928382,-35832.353814921014,562.6486781626625
-24.62251865186517,31.47977858031085,-91.87405338903045,79.95466203278164
22.672343585364793,51.16562444499538,10461.81511006664,-88.38387013195839
-51.587040955048906,36.89015756474527,-12794.609774790273,341.0809810818879
-27.069617176955077,72.11957859805581,6556.216073731266,18.30065977101117
34.046644940189324,41.008725396426584,-21492.49953173143,324.61112064790746
-57.24421207304838,154.38005521412674,8958.092184844008,-32.50050761038705
-22.04370880758168,106.18401002750939,140.41978564186468,112.01947086715825
73.62723410892694,-25.418809226888367,-42979.91439703452,658.624068180714
-55.15045304564153,48.86965132461681,-11025.890806191885,255.28335196375392
17.95093637026755,61.15501718378243,-9702.237982761142,243.27988625350193
-52.311494690911864,154.38333187829673,-33514.0356306578,604.1140815727322
-97.29738863640331,-56.950338809260415,16878.778752572878,-98.81464607276166
84.09839375849272,49.36781237673061,28434.702104409887,-391.00220605140504
65.07365459631954,45.69555622333874,32679.798088766594,-453.83505979668814
46.191047857578894,45.715662285482225,18215.918095669313,-217.81624037267338
46.191047857578894,45.715662285482225,18215.918095669313,-217.81624037267338
54.51166339178143,48.28724989378181,7386.555663922516,-77.61535817960976
31.18179273450313,25.92254142246234,19765.567771726637,-187.7099152971887
63.3542855909973,4.514286711670124,19047.4873003019,-260.346330894319
7.166666208389078,115.99047611713563,-12307.4998323252,208.23403486154322
89.19008524302217,1.2595214049434587,-20112.73970793996,348.22859951069665
123.4490113127125,37.560563972945786,-23604.341018068742,288.32330514207143
-179.38349394070434,27.88706079682339,7563.698342617034,-2.343013545103105
-39.55989807255984,8.814615219190642,8100.8264848215595,17.8626958631303
29.939995268762335,48.07941491159857,-852.8691557197089,26.016711980377586
28.631660545279516,54.068791041618326,637.578434952745,76.73737304670477
-10.868757926746609,77.00163620465213,12788.442309021377,-75.20698725514447
-96.16582675798932,119.32109892111752,7647.840915221418,-39.53171145142292
-69.97176333691993,72.5028000340473,6716.3884598444365,12.278385304705747
-63.46485780291558,110.47023409968529,2207.0004356271565,36.852754469329156
-53.382157179824944,111.89623046065915,19.296425787221608,91.04901714966756
-29.594368815771205,104.4417712304017,-4084.675321089868,150.05253609248004
-108.70481282054193,27.365353133390414,-9033.525788571198,249.72688904456635
-128.07475143813383,5.180864066596753,-414.82979784735835,223.68936228539053
-104.01785297375308,-13.394230943048331,-5054.3595455225295,255.3822988079266
-76.51695342382581,103.3351529481378,-13053.520505405275,274.02256676983393
38.326766537863456,54.36775854228529,-7730.205143534408,102.3347045693793
62.43752210392089,57.37209289786958,-4643.571042611203,105.4006618353053
-3.439616992928231,75.81239278593787,-5369.092947946943,122.70232195673934
-23.923821367238588,76.06680833556464,-7363.216623414328,152.50114788632163
-41.82643854234008,59.71037572195387,11149.493430294897,-51.03047771424422
12.144594319532235,29.566069002791565,-14732.490788356527,286.20591600879663
12.144594319532235,29.566069002791565,-14732.490788356527,286.20591600879663
-71.71671399857019,-58.88679818884727,10944.11873255168,-21.95866449391366
53.687690272170556,95.32493280262153,-4949.404479320543,98.61642278509757
46.240268438264486,-29.314528546415843,-1623.2546928548445,108.86228958017108
-8.904903806319394,81.23180756233128,8142.492136535484,-75.0987579640965
1.6940442630827617,155.91358407647215,6927.454534904432,-56.95791193380295
21.806836415520262,115.09795660062684,5915.308561695027,-74.29588750839777
18.133598689858786,-23.7864177465534,-8028.28400037459,213.12567276130528
-40.48886514630595,40.80344660531591,909.0108661665429,63.726244166356814
-110.47864383234563,41.457429602244666,9552.964295871774,10.986696225708279
58.320522936683375,90.30438450718243,-1279.682512461049,80.29727659273803
-2.006349502595153,20.204365258674866,11460.091289239463,-124.96559113471385
-57.46408597836425,72.77827656684673,27368.898860768106,-280.6145995135193
-135.4452498070285,90.50566483568943,4813.960271043408,8.86764494686983
5.409315570907424,12.923760313503898,4300.992085651667,40.897076018405876
2.891203088192813,91.67610820725218,21142.347124713153,-264.45286417260706
20.579660296263985,35.998157209769374,12048.829856751421,-130.60065767352833
45.213742185426135,-10.17348722409746,-10995.635736732636,200.17366591413673
-6.314574939122991,13.515036041716552,-11062.045928064417,247.8996206746774
-15.536676820632266,77.14286429027119,-41877.68857057841,693.9961660885696
-10.977911166675131,129.3708344441953,-31335.94281096691,481.44971689933783
-27.836513941982084,52.39264094656245,20310.26992481857,-249.6140211690296
-105.54008597987773,22.4760780926321,23542.74148815254,-224.66608203842435
81.59588037004427,53.27146335679187,-21759.221462794874,319.0304321426281
29.943397900557162,100.97469114241028,-21975.169341927045,357.1241917503214
62.868148352821834,116.30928687408718,-19271.313002581224,257.9836561483795
-68.20206035520923,2.1550710974554477,-4390.273443129393,191.0223338003903
81.86265865338275,107.01888471878931,-29457.938627566167,443.42498357318925
105.59415506153906,101.6100898743142,-29624.3683503711,436.6645983425054
-67.89288206010552,34.854468249697284,5950.282109707349,14.878777429806163
-18.057518826014423,-15.410910444736654,17451.581462400638,-169.57005808850124
-24.563282351536433,50.30876461500959,18183.999960605863,-212.31637770039242
24.03464115471987,64.31665349143772,-15474.284231793283,283.77524117908024
-13.906355842624176,43.56823898201661,-16232.651833507702,276.8756650652708
35.48797975697494,80.7592910162002,-13346.936333716214,198.8726583655159
-7.362132203879282,65.503189658352,-16113.847563484545,346.67417822087145
-39.05082580605403,26.689831396946722,5273.027456292168,10.431545742956587
-26.92178394650996,5.019396439312594,-287.322602335267,113.41020450386348
64.69373883321352,61.5369845109281,36727.53313310149,-527.6757969726671
-86.98576580287184,-6.619948052081781,22088.587321301296,-204.96319222643137
42.96600129330976,70.33066094104134,36923.51692589182,-474.234721112745
-16.570890815618277,43.35779694082063,20898.214830593828,-209.920042702085
25.53452599817031,29.060759364981894,16541.000142795285,-211.03542974411403
104.74775414112553,7.736412929282606,28897.11007911214,-361.34163950801167
41.40604539025806,148.76457600776558,-27894.40645137614,420.6138837851794
31.368936297970457,171.98853278258971,-24819.29081192978,395.72583499121464
-11.727787953811331,111.17833226356838,28218.286541387763,-350.9844317450986
73.03860633608109,136.39130070045977,23464.10367724386,-345.4798345353947
83.05495513573163,139.37041764844443,25019.948835812276,-356.77373203510155
73.81299912778826,138.9565977214782,23855.917209631007,-372.3034897991921
80.91513958267305,92.37337724399093,15528.482162413611,-229.68972461771182
143.92163880599446,43.29397102552754,-6932.782033790872,93.3909786657446
27.5581128489623,104.48656539903772,13177.774246128389,-172.03847807538978
-7.687186329578573,99.97841430228664,11110.88507354648,-122.80876284247873
37.818430275824745,153.12460951559837,12564.33696381053,-192.4759462808283
-31.926089783413968,-64.08776283205661,11356.388516171393,-36.29761525226503
76.59509495074496,25.877437522182788,5580.696837149058,-40.391364416945535
-33.71675243527366,70.51470307935486,19495.237641627857,-241.50495875559386
-45.89374164975075,72.03852477804607,12533.025432559787,-73.98832510658664
75.02203172016769,96.35137820312508,3678.1308394118796,-63.082292444085795
-50.34575982093303,36.72097607877633,-3137.7001220246875,154.3052736400244
-87.46989190085586,47.74582740829067,-803.1341579606915,105.5768439038383
35.30605519813871,45.86123229287437,-21504.75907880963,331.727290685537
95.38152057223056,11.859603389035662,6714.065062594369,-83.49781281108163
-77.44599273219883,110.63628871477731,-6901.687366325492,236.1511865567412
-108.52382868292881,41.98190056232706,4181.321874615055,23.73833133216101
-150.25678169365543,80.36675400944074,12684.701053393714,-33.28789611206521
39.136187086957285,13.875784248147689,-34257.666603610545,537.838498247097
-95.38090327453004,80.11254929529095,-4522.6262429043,152.9366870790935
-40.68287975189571,68.31371206154786,-7075.930701345374,196.66274819403435
36.9330958077695,47.53722313108477,10451.976859294495,-84.95619103488482
79.10312836330614,18.626489529742965,-3698.1675739203274,24.972222461833162
14.959033305729886,88.33228619692986,15656.464645941927,-199.50840296701136
16.559395669656833,75.24151578978613,25533.057165460195,-353.5186671142106
9.679877895369,99.65190651759437,26242.234360539336,-282.7225381747335
-13.999983523142669,79.86919284656183,18238.703504791418,-297.29863120608434
-1.7438550244976474,68.27557564102678,19910.428922787276,-194.69839303047507
-1.7438550244976474,68.27557564102678,19910.428922787276,-194.69839303047507
74.3624290892187,43.88262212405554,16594.251137301275,-227.98165696724107
12.815712611215748,75.89599668050036,24905.06614988623,-319.5502406223811
124.34644280531715,73.50774244112898,21622.88942239434,-306.9160356536323
86.94030660936181,23.472082862477784,14426.238822578736,-237.68695322579202
-132.3729700097865,111.54334197989364,17253.97805570089,-121.57613727528741
-108.13123272655704,48.751084207201416,9249.428518258079,-53.23040155941126
-46.671982968959554,5.040156196961135,6988.300498477134,12.97679969177346
49.64433449926828,51.73680667521974,18560.146744445738,-197.83546955314299
110.56142151202187,-3.637084627253067,-585.3791414078655,21.74142001776601
26.72579733181109,6.539368344469671,-738.6964192499258,83.15775411445752
52.42897119769674,43.19728727398953,2502.1554269328444,30.21406490108926
-5.803473950703777,94.04272366677816,-27030.076230881892,451.4232553428322
4.208737157473354,64.16330033380223,-27376.899786411814,498.20772219024803
-75.39225708373864,70.5878477208435,11251.814574589718,-101.13913121929045
29.592113256876594,37.07263583634254,-4058.5099234670206,142.66002694476657
51.82981264702018,14.908410106930464,3246.3024534168285,-23.871437074403932
112.51587527169023,61.82855060491568,9562.350749027164,-105.99591775896619
112.51587527169023,61.82855060491568,9562.350749027164,-105.99591775896619
123.21647492774792,112.03626198265032,7601.290309675904,-116.41340439366246
-3.4367091792869395,95.90016427280246,11383.615324947712,-86.72215844154083
-24.546592691071528,107.57667794633578,-9711.83655810657,194.0085489601651
57.257066148591676,31.35016626925014,-9036.464717230192,186.66616641715063
-42.11322836919486,38.1385743078846,1759.9437367946218,66.8012699229522
60.59636839532611,78.57092428146751,-19455.324615329042,316.9528636332565
-15.445968405072197,27.53559218643335,4222.424071774827,47.01255502104124
1.9947858181837383,71.07323248273254,8941.845646368605,-47.94259779102332
-33.324231452459216,19.12327935296113,13162.396689186438,-114.7169942607854
-91.43966697700247,-7.806517237472644,-3951.9244352937044,187.02007173995017
-75.58504256800984,4.93647106446306,3226.0642306530035,135.139979175434
33.02617940729063,101.81092687008977,36543.18995168601,-558.268750233981
126.87019456079025,82.67228802736037,32985.019691438276,-559.801816415484
129.69702629388246,79.80340206911067,46848.660979627115,-663.854075443641
-83.22980784961456,37.13514114905178,3550.5025763717676,119.45272829713682
35.326223592660256,148.17445797539068,7254.4433195349975,-81.31622951995192
-31.144690349622177,106.96713103557369,19278.17902012713,-218.68560499700422
-0.2640204006124467,51.43818760267584,7455.759538299532,-72.340802114287
34.28003173242654,83.96687604794718,2713.1187830718272,23.822636461328393
