Oil fan free_t_1,Oil fan coupled_t_2,Oil fan coupled_t_3,Oil fan coupled_t_1
0.08076169474130596,0.13681522580466035,-0.004803810689830937,0.18847376687648054
0.048424079894363516,-0.013335984969433154,0.10546102630540992,-0.05395240731926
0.02574722362430492,0.05056240783835408,-0.0224716224296937,-0.02118766723638384
0.04174101312094003,0.07375712318189513,0.06829556682414017,0.036145958157181524
0.027358380469412254,-0.0085954996456408,0.08648602831895298,0.008535421029600341
0.09714487193052139,0.062155326640035126,0.12018750126767876,0.0038063866575595677
0.0008371865715554733,0.0837874921389252,-0.025127961627677664,0.04861326173756936
0.07277042317556962,0.05351907290365491,0.08387801293012073,-0.033142422471938895
0.014776020353089343,0.01652792617994745,0.07800400964566465,0.045422433842370685
-0.03714158499026633,-0.022154888170299092,0.05157910242622009,-0.002771545433940377
0.1098326533901257,0.033475956991458625,0.06716246587693366,-0.031236244354826866
-9.884253235938056e-05,-0.039868888997598675,0.06171039359404121,-0.03970961798335767
0.02449374228592014,0.1620430284106876,0.058671842076273795,0.1571589409602418
0.08988325298018274,0.06271356087039312,-0.017740984072319596,0.14199899346979744
-0.014831422325082368,0.03963695773797173,0.01990629271971535,-0.03891927699762632
-0.011791069030306606,0.06963798385711824,0.01676851519035258,0.05804374935011282
0.0754179557826058,0.04847152512976998,0.06371127840052615,0.07427211575131945
0.05153323950418688,0.013225099476919638,-0.03130524327662061,0.02795228964884096
0.05579267843261218,0.009843588040220286,-0.022851679171364075,0.05312728658214251
0.046111286580840245,-0.02833379050264731,0.058884778994294125,-0.03863414801953993
0.022401519803997114,0.0658716464819154,0.037761625426052214,0.06972422209529197
0.06501850803650469,0.029106245327668194,0.09535463193258857,0.07094328967839698
0.029892509459756928,0.018993139664197377,0.021446727737940596,0.0006616833325884461
0.16967649275950444,0.014294368339000958,0.1427367882978216,0.005281164737263411
0.12959915972924274,0.07864435061212868,0.059208723629310525,0.05131992048615196
-0.0023666430503020766,0.07112112111721193,0.028235587538939635,0.010669954693490543
0.10726165059697565,-0.06289982450156248,0.02418359308956174,-0.037364608638949914
0.14036317069099014,0.02586773443695567,0.03723052839610894,-0.02191862171508223
0.039458613860889655,0.01967847165021151,0.1021187535036692,0.006625858995279841
0.0012743926848627868,0.05877494701406097,0.07232740627018397,0.03858640888998139
-0.027043964072940206,0.08393788568239198,-0.003701622681145829,0.10662823834197466
-0.027043964072940206,0.08393788568239198,-0.003701622681145829,0.10662823834197466
0.02811048212150269,0.09520460265894047,0.013299124657400654,0.17655253221943776
0.006088293319360307,0.11908074994306761,0.026666632643056208,0.12968239929093278
0.01564224514080239,0.0721792610244001,0.06424988610591079,0.0978396070165993
0.05742185753823992,0.06858609645366459,-0.02387837574966041,0.09769058587612978
0.03597627084114632,0.1027431411881934,0.07037418012864854,0.10620487321235192
0.03475897732085168,0.010399629964291363,0.04400901060345949,0.06286926124794526
0.06422079159206362,0.021011040280366457,0.0923370990894032,0.037149303370525286
0.08976968678368413,0.06551939859036864,0.017307841401328856,0.0013601047925888513
0.08976968678368413,0.06551939859036864,0.017307841401328856,0.0013601047925888513
0.09590178402562902,-0.03438062221490995,0.07141646326488574,-0.00025914116000362716
0.07508454998251872,-0.002426488739152133,0.011851501105356991,-0.0944212894249108
0.028866486745056263,0.15807767263752695,0.055322426618136133,0.12759630195683813
0.03706023173029632,0.13703624172744838,0.04164473499702373,0.1800434236307521
-0.0313288230949562,0.06793700291066809,0.025911928500214027,0.08660445793758499
0.034857530490722134,0.06980536741210075,-0.02577587745062441,0.08747919388814132
0.08589514641568138,0.01654164012092023,0.10447692656651636,-0.006907374625494258
0.08442335741713945,0.09329873936947355,-0.014498561907915854,0.02613238578404303
0.11032061580161609,0.016477582614069466,0.09921814009827042,0.10040326036308955
0.06128846940268732,-0.024630407217118427,0.047285500290172026,-0.1551095532754344
0.07102290009735895,-0.06029289778670384,0.013302301983023655,-0.037509090585913285
0.0634336059543785,0.13023930851347068,-0.004972598891315939,0.11866336141128699
0.043354950418633034,0.05641971957358505,-0.06138475165538582,0.14450694119066343
0.019133734420896588,0.10747052351191697,0.12082924727330024,0.10822345938276931
0.0951511359335944,-0.011591648788560213,-0.048473599296243716,-0.04444443495818779
0.009100262663569059,-0.026609201379194595,-0.024364404840608495,-0.012351741072204887
-0.08171061850791737,-0.027293951003005135,-0.010332432766799148,0.03300279322625731
-0.0905901545888955,-0.03316260002211789,0.0194707769813274,0.006483545578090683
0.059035571898947925,0.061705862169598086,-0.014269168880911615,0.008362820590855101
0.051856893995526405,-0.018328638855179803,0.1033120497549167,-0.037854345282392836
0.0573331609017186,0.05219522657007386,-0.02880663352142332,0.09838842506516815
0.039359616020252605,0.062457261873746076,-0.027013475773943814,0.13246590293220337
0.05729997430545477,0.07537028715220903,0.07710908321488996,0.08296142285311825
-0.0009574981722788242,0.13896385419358018,0.029202769332535898,0.14470698785608338
0.09959147920917083,0.023560294341136854,0.04933009363273649,-0.06471350785575088
0.08758857247359242,0.022936257546118288,0.001467460008180238,0.03840281416060701
-0.021737448930821912,0.04322945859853271,0.0669033702381861,0.067045596217276
0.1138536606470298,0.06848774965291882,0.12663253630323562,0.0424681026024315
0.10368946300312519,0.058771560536990536,0.11082003645067101,0.04111312828561945
0.1257051474412964,0.01739329922565177,0.06672608146413517,0.027301813771633772
0.13215097443463109,0.024840265847509868,0.07017400757428857,0.000810927355463828
0.13550523398328868,0.018347566287030465,0.041305942589856495,0.030961658347254402
