Current_t_1,Power_t_1,Vibr. motor coupled_t_1
92601.72410950255,502298.290114389,181.97541215032595
24477.757676466623,-685912.7788486201,-1071.2954290125838
29273.690513078247,-1475864.4618348705,-2179.9080814890303
6649.895286600308,-1436172.9728829837,-2001.2300926385394
13026.177993316925,-1184746.2359388457,-1691.8965035113608
-7184.830954248033,-333092.51329192944,-414.7899371862307
26627.979353702758,424382.0175238134,440.03211184581534
14328.802154853558,307220.08432519936,342.34126695257436
-21867.55467615685,734164.8969977327,1133.5534948450722
22614.76856396223,1162915.851618697,1474.5880373953264
33831.98290791674,503164.3123647558,505.63020123597244
-16491.82931850466,1036864.302259198,1517.2783380417472
5616.621876575866,1071607.7320077834,1443.3344185770711
-26195.002369413924,1401383.0001612708,2074.215808936697
-17050.667053357476,1148446.5195543845,1672.7148937771178
-14764.641081452095,1157774.1336409515,1673.9236619307208
-9092.880690942124,2069562.6569139492,2889.4591339995472
38354.88405934498,-349097.72998213425,-685.2203786635175
20125.709042717306,-617350.2385849975,-953.0675565973888
6285.407853031258,-1029823.5013848128,-1443.3258210127954
1818.796511292043,-2569226.864024012,-3526.076983160637
13939.817326693701,-3189275.8534297347,-4440.314774197865
-2900.749484361691,-2819002.380781567,-3842.8853908546753
-57748.39148963815,-2538746.809196827,-3158.3626434476164
-57782.65368755893,-2539124.4675601143,-3159.336529505114
-36453.76304714169,-1677909.714509415,-2097.638517387644
-38903.14583175522,-1732022.5644393186,-2157.794605249445
-38918.831829573064,-1730983.2576982798,-2160.034683658096
-38183.39661830922,-1721851.307587034,-2149.676033104732
7291.68576788343,-2083474.9576698919,-2894.9402782220754
12118.629105101558,-1210522.3865930228,-1719.8118162954356
8631.818333659414,-1182735.1628648436,-1662.7750863128463
10415.310598503898,41647.12025668674,-3.0188519016522135
15598.475033476803,-39936.46084204409,-137.46797981525972
-8299.319128205785,-256031.10905148005,-300.15619696215896
-11636.462481179651,-228254.49940861703,-242.79665620509033
5268.8970459817065,-4569.759823289577,-30.999374083673175
-19867.646988296747,-381343.91143388243,-412.2675592944206
-7168.846439331362,-363777.44666292344,-452.0935621213435
23734.0560258421,88891.03539873498,-4.29346018335442
15423.204574383019,-107702.70936295678,-226.75672068960264
16764.816811102646,-557309.3826160656,-845.1756620915719
22463.219759598753,434544.98022463435,479.66229837338426
22377.528011457776,440014.8475379519,476.28454830886585
16533.18019026734,396100.74513215397,445.7586798280543
-9873.972072470111,-148703.6934722225,-145.49837358524542
-13796.848496796052,-207821.90113066408,-204.88347534275437
6948.02665946018,-2607881.7808142924,-3609.125137989533
7526.171653044558,-3293240.5135129397,-4551.924135141934
-21322.445043227242,-2169636.9787868443,-2851.045367261592
-21651.740292323786,-2180065.2448047367,-2861.8744497047282
39886.63395211988,-825936.9821445526,-1349.8634266275799
10057.283825224335,-189349.41380889638,-313.48376429341806
29350.328473607216,-117885.48280328485,-317.5772665940566
20838.41569044613,580190.4767950221,682.4390848368364
-25899.7297095799,-819953.9774182391,-976.3574142464315
9586.144854590082,-831027.4870963033,-1189.25001531995
-26797.938134947748,-339968.8559575073,-312.56216731440736
-26467.289777496135,-929966.3065087742,-1126.6811273402086
41469.32848465888,-679130.950097066,-1157.1736658359885
41532.867847998015,-680063.5319684589,-1150.923109418475
41500.780483396935,-676162.7078357971,-1156.4851094697135
45174.58003770596,-648526.0456693071,-1132.3859076827948
13142.281867279664,-1250149.3019738437,-1784.2337689196504
-23894.91534305023,-1251558.9985636342,-1578.6911308309427
-23922.213765846624,-1248238.0099976533,-1578.8853899982298
-31433.09352910711,-1343023.6973478245,-1662.7532157441028
38799.42787161633,-849658.43457969,-1370.5220942513397
-11640.926920160176,-1125575.5919607792,-1479.0443968078746
-18963.33310808965,-211687.33868917893,-179.08420842008675
-37849.83077446966,-120690.79599634392,48.24257591519359
-13746.982335190301,-422704.59984894743,-497.9855551715988
-28258.46829273395,-1430881.901590613,-1803.5539684403448
-20126.682907472405,-299415.96261044784,-297.2713962664172
4637.64315123085,-192882.59429819087,-286.5409361347729
10581.987679589964,-1026317.381582176,-1463.275884039131
5431.004882864239,-970849.0678825672,-1358.998458981212
5435.303202004119,-971176.920931099,-1357.238028425135
-14563.484812410145,-142386.930094341,-115.17972261897285
30524.084770317284,-985965.2658699912,-1513.7817501935303
24948.952281451973,-982540.9376270993,-1483.2032719906222
36653.52877862655,168914.7495236886,35.993927691353505
45639.67379471288,153476.43602886834,-42.114610740302304
