Tº E stator_t_0,Measured speed_t_0,Tº motor free_t_1,Tº motor coupled_t_0
1.473395848636056,-13003.40872592432,-7.150702878462694,-32.91198932208789
0.559318767204502,-14243.714682804735,-5.330590171666737,-31.582151827489962
1.4062481138409466,114440.27094982579,-8.27437656207762,166.4169560124025
-0.2718398797451682,2791.111298696367,-0.19490109281697077,8.175361945064743
-1.1134681053864792,-15852.216949458052,-0.3264647005019363,-33.20888476338374
-0.8531504009246701,1042.849748806468,2.216551087839203,2.953136754573177
3.113022130861677,7418.86071893567,2.8468268623957775,-3.0235164234212295
2.1884272121131305,-84518.56059140351,1.4606037479451512,-120.13858423784602
-0.5283672516054861,74597.2189719937,14.723312088524287,137.79162837067537
2.004438678516474,228974.58463556744,11.911883605611752,363.78449044865744
3.5071008997988518,242001.8601290663,11.599562305335516,386.64317822342724
0.2855102151437404,85731.933286116,16.175187731104135,144.5753502237255
0.2967203333616849,98396.44787340131,21.008360584441945,172.81297912601423
-2.5730158950945623,-267502.7611638991,-5.565706310977157,-436.82204754251177
-2.5207787333965195,-265309.4168871896,-5.40004205029902,-440.2059194589082
0.03556564410759269,323437.7074844378,13.715443520093308,526.2011959026614
1.0260668495922725,209048.65001643656,7.267256869782635,345.7929802011586
-0.8789585232104435,152295.59860497108,1.315459137924118,230.54053940065285
-2.0572362259028325,8248.061233270175,4.203390252085004,20.26450756869186
-0.7424001781971219,49761.072044571105,8.260802652945532,85.2074282031784
-0.4138063512665075,-107558.16007400726,-0.7077621399120999,-188.19057320010108
-1.1303492893438187,212683.96388546625,14.629897616285756,359.08790024095003
-1.4273696091477477,192507.11271116947,15.882128072531264,310.8784807489882
0.11070300954943035,-55974.07417977533,-6.045218566723405,-101.74605093875357
-1.891898880015564,-195284.89311862885,10.502531372684277,-306.52155893083176
-1.061855138815678,106488.78164004734,5.51540843076385,165.02387358487272
-0.6205286251190706,37670.09106386376,-1.6538895867214356,56.80096447281272
2.779522471653092,-12849.06852199843,-1.0235932040132725,-32.429456923993165
0.4071247919329405,80339.3002776757,2.103594784759104,139.36601357771926
0.8311134119302748,198358.33813671974,6.282832817456558,315.95178301138856
-0.7255553211938366,-202814.15402077296,6.075676219975058,-311.950707850239
-0.7237231388434667,-199208.5738350798,6.129829569858877,-304.2536271480469
-0.5316187916508026,-29515.969693608404,1.7170752969212209,-45.76278195213541
-4.739287691700234,-57170.290415884556,7.0986119438962305,-93.12080737525145
0.1307005787831248,128993.78591130755,2.497210088210236,191.88564973289658
1.9603627728708743,90003.87643571201,6.459651841011027,145.55867782991947
0.59234311576316,31729.16313317549,2.8368446780249132,48.770368077740955
-0.3107486479829823,21833.0938225155,3.642127328154338,38.5521660047654
-0.6199827366298201,66067.99879149444,2.9993203368537493,98.21277447958218
1.4070072146962023,-65713.82954088954,3.9612768784329813,-105.99790406877302
1.2597087769179627,122894.20869342913,-14.492273753591148,183.38766516024555
-3.1931130308314946,-228995.98007133984,18.897404657006238,-361.5385688633074
-3.424457900666218,-237560.22712692092,1.4319646483847888,-379.4441239027078
-3.20384562802398,-292620.81534475257,-2.4914802759081773,-481.6069070807113
-0.7603172389169924,51712.7267181779,16.891070525888836,104.83832909658837
-2.2504267868578967,174890.0001801938,1.6970661225239563,288.27055028796747
-1.7892029056772523,171056.8228284747,1.7435951865097308,265.8883944607749
-2.9848454755583127,171936.36149613,12.377560944949892,286.2604817289017
0.6355744937861516,71311.67188653778,10.839124191438435,118.80677286301251
1.597889448553112,52734.41223450145,10.388994999699698,90.93202552821563
2.000640258578987,-4983.340927086856,19.55882932149392,8.872628975725172
-0.8122100026029977,265626.56140670204,1.5276776674503565,410.7049329555976
-3.8075800295877777,-136836.05294335764,-5.409795525054159,-222.47141111737275
-3.427706976195365,-137216.11319254022,-5.296787230750392,-234.66855254385186
-0.31020105524200314,222811.86584625527,16.858135610502725,351.59699168548366
-1.121446042003795,-221331.11203245702,-0.7048953656539171,-364.396736333443
0.9323623991359888,-113202.2682962105,7.349160217055552,-182.2382538322705
-0.0670925730591206,19015.497317948433,7.642348657725897,37.26347229862714
1.633343222631074,-14744.242300090435,14.11940277613229,-16.977880883931867
-1.804061397783386,206763.60593590979,23.905742585496075,343.22995827229164
-4.73127686311769,379559.3353863513,3.932532824749039,613.1233133350761
-3.935317745605465,380624.9956686705,0.9325813490466127,605.2973159126977
-5.157237478457959,405574.4481781498,5.940405378081008,644.4997317071732
-4.244884399658992,342175.033751386,7.808229151665218,545.984136339354
-4.660146088398948,357751.66374014976,9.80070001900119,581.9591279886583
1.0009110667166228,77514.89232212504,14.477569887344723,133.13806306560227
-2.3135970614068584,-27331.896768837796,-6.085583268944536,-57.47620900774712
1.7123064482750148,-3093.506195318121,6.110095660386146,-9.181810856872175
-2.260353274619195,-60133.12303395688,3.907731887069631,-103.1583365911478
-0.8263036564515799,-212076.0300324388,2.47312625843495,-335.71652806843406
-4.213880231721563,-125402.56049906519,4.172035517131651,-194.35859837277957
-1.3380126498961744,156835.70992331443,8.003776652419681,245.03817824162329
-1.239384444369756,-42035.73434170454,2.3663812256617134,-66.10991366581518
0.22200870558839966,-1529.269529660252,6.663941931605467,-0.6542376904626526
0.6082703587228593,93824.71018105537,6.802481095070522,144.7306773950998
-1.8733652576170763,-18543.59239224389,3.7919911562056288,-31.21544051955955
-2.352108771639554,-18208.776517086826,3.3893541700470866,-27.244118042175973
0.5926950238560353,9215.790062766313,0.12140288542819891,2.2594257365295456
0.3642268989596158,-15318.969240567425,12.700017392375914,-17.868495179404103
-1.896207687866704,-48370.6724516671,0.960740735323096,-82.10459316699807
-0.3080160756611648,-11104.279545335545,10.662417257819701,-10.714373159448659
-0.7281506290081122,-76866.4374507593,3.8083933724568304,-122.59004875209483
-2.7783485524192444,-76438.51920567009,11.17085890982386,-124.17178665019706
1.156766261583944,49571.38361375051,-4.660902423352771,78.3067838518747
-0.7442175320166721,-29366.294032412123,-5.653085899789617,-50.900350871972016
0.09064910279848534,142273.82992244101,4.733466784316066,228.3273666583935
3.2097944358258292,85522.18573000036,1.9440927092863898,138.586121000759
1.439294687373891,48575.114835053675,4.110808219619593,74.12232849838001
2.8695459099020595,-53331.21265393941,10.103811534291088,-74.86872819837387
