Tº B stator_t_4,Tº D stator_t_5,Tº D stator_t_4
4.092522644156976,-4.829503064040647,-2.4392378481539767
5.92534735328111,1.7247919576767075,10.511856307472183
-2.401546667350458,-4.500025936190072,-13.852459084076825
8.185830510545578,2.1215737250755584,-5.203980560356565
-8.69532417763029,-5.81121477088973,-15.314708884719773
13.296869487298094,2.565110651438234,-6.686732429023078
1.6596183582159014,5.668075305053584,3.669552054647344
0.6677232864057037,10.087830573633077,4.272747807468932
-6.89931205874494,1.328381169160231,-9.559654763928297
-0.8743875676653703,0.32684684951077747,-6.4790554970737935
3.73552432635518,8.298436882185216,11.116952038407844
5.254453989211034,15.459213231567258,13.51757669170293
2.2001062935999225,14.105317122074926,5.045405167561077
-0.8892930755474637,2.3108099704641334,-5.039098574537218
-4.764795741088813,20.76171920802495,10.125885859069172
5.874768167508907,15.103247449487514,14.732090237766036
12.854564480182088,15.676501513398303,3.790165894734459
2.165780766568849,6.793283042595132,0.5499953441939254
-0.3436915061604,-2.36695993404242,-6.585322760894989
-4.462208985005965,2.3216300689695566,-10.355025326134642
-18.514261960059443,-1.1048178927317749,-6.524246710980643
-18.697645886312344,13.18983046646644,11.536425941790514
5.751551807712909,4.1127835212515365,-0.9611751477808723
6.049327934862094,1.8148447637810783,-3.26841111583103
4.383933429256686,1.0136155597183838,-1.335718113199243
-2.5739032400004236,2.644736855049954,-11.174131850728589
5.859677377360651,12.936960585081177,6.0271098253539375
-6.070746142838831,12.62828397452856,5.8126008240583635
7.127684118960076,13.078299782065686,3.5572565100242244
9.66986965323729,16.84781889045779,16.226962980198735
7.238689415419791,17.87632075805464,10.972620966782188
-8.563731776611759,9.218432924504441,-6.392531459075551
-4.69061935104385,11.76841223178484,11.783577727178677
-0.032264690474426594,17.857220574647897,11.463025785544053
-3.7713576602580776,1.3564667682479186,-11.213608050431118
-3.7713576602580776,1.3564667682479186,-11.213608050431118
6.429239857955761,-2.0825986269545993,-3.448359023979174
11.365701741642177,1.1886107012767588,-11.004939135958878
8.116495768063585,-5.631959161598263,-12.979191266210815
-3.6485450393830288,2.3393701955084136,-10.370915599890989
11.999440601261469,12.587412649451078,6.412453910916231
-1.9546649518143173,11.662091134431767,8.563409472801066
-6.838787250611145,17.184726799957033,3.472958512673575
-5.875685815816402,10.048685363321091,-12.032594509999848
12.965735661055543,11.731560147640735,9.324176171004035
2.7049947004847663,6.991089995948844,-0.9932720574435683
8.951800791988452,7.642573775865162,6.251726012444236
6.5212685780447535,0.9207625631262459,-8.079548591068857
0.8896049806250974,9.555617708878412,2.916746135256185
0.8896049806250974,9.555617708878412,2.916746135256185
-4.181507447093956,6.774698460626687,-0.3419992676068251
6.290866326580452,-0.08613794319574075,-7.710877230875423
14.607341528102364,10.514254990021277,6.568968989895889
-13.346025393408787,-5.107625806887472,-12.938272128492851
-10.205475092642361,-3.53772153059818,-11.58876641703583
15.989970758236165,0.758444722083583,-6.853082589641361
12.817403992828961,5.613401226737178,1.729629442182619
15.210956087171677,-4.552135750427876,2.249798067408661
-11.627007887396365,5.926678559336914,-1.6402808802824058
-2.9901156392816244,1.2856941911456783,-9.54251976444494
1.6701220137547592,10.793127623455423,-0.4263806547637916
11.059523620179377,8.489461110939633,5.368661497876298
1.0947432801788324,7.980197524710923,-2.334283043133004
8.526465818528543,6.177114575470153,1.0929811337547104
