Current_t_4,Power_t_4
31523.19377755548,1035092.8929343107
1350.5431925640514,203410.66687352594
-9601.459761789249,95092.18649702735
-33336.37017917496,678673.7659399726
21271.135452867227,-316328.6331389785
29131.3443643144,-616621.4858362561
17139.095191886274,1034760.6470362204
-28989.327170796656,-134417.2382656457
-37139.22698656889,2052570.825291734
-36947.626581440476,2677714.7245346364
-13926.229310165952,467001.55288540106
26299.97840791561,200136.99460240756
-3969.289966540513,-1053771.633048472
1211.4987310079268,2179041.786385457
-24362.55612786999,-221774.24900330603
15653.22297218239,666352.4766893566
-36589.96130877185,291502.9675829555
-38653.72829718075,704261.5437263269
29152.851631261965,-1211480.8934018235
-40947.00779160057,607718.7999958732
10931.246990426178,879439.795140337
11018.739551849554,1675337.694106598
-31944.3593249741,-175238.34255607892
17842.16695787388,870823.7555915023
12064.844680543421,1801885.6594551154
11323.794509954889,770220.5819422428
-3264.5982233733084,-523530.76468620286
43622.639391708195,678425.7674519704
-48770.86636104518,-106657.37348260917
37821.50619354332,-103651.37305763035
-61826.926548896416,-844077.118531807
47804.88411436433,146189.10054196522
58947.81214376334,-292166.7317102916
45982.18281398897,-635360.7792169338
8468.915765683225,-183207.90234957496
8468.915765683225,-183207.90234957496
8468.915765683225,-183207.90234957496
-22310.070184222343,141703.87190584256
-12032.296186561576,27227.155082298894
-19090.590694350503,-468682.9388174373
25971.9853937605,225028.69736829202
25971.9853937605,225028.69736829202
-20525.37418734025,-104532.28777683029
-6806.134165202775,-2513095.653280823
5916.462249239745,-3110935.7681710264
-30346.213355533677,1350780.70865583
17686.1477734431,-287078.3107329956
-11096.116514689395,-474610.515749899
-4772.3712925607,268275.924233553
-4772.3712925607,268275.924233553
25924.37118128977,-563124.1889510178
13130.524448438175,1044654.9765872534
13130.524448438175,1044654.9765872534
-3770.3989244785025,929735.7612567286
-26531.30779324536,-2075837.9833268807
-9796.71171004598,-1656096.4950538457
-17697.75665821125,-746897.6782042056
1597.9623329899878,1190320.213940931
19773.251100661266,386951.25032378314
50219.150119421196,-2703917.2561085233
31298.356191052968,4338987.123952553
2005.3182928562746,-2615120.285546452
6808.408055172479,13147.367724279873
28038.349026917156,425367.8008530086
46991.29414338176,-664650.9735674202
22078.5027605875,-137163.03623104026
33676.79857682978,2028983.932529202
-530.678339492646,-1012053.7035758493
49977.38007763015,582517.571670413
49977.38007763015,582517.571670413
37591.975592425915,244040.75531627657
-4127.667720903737,-2235119.1357009793
-41955.05951382409,-677887.8556373946
11059.015276090802,-911473.9190961536
10847.211393134674,2514780.7794158757
-15830.679880022853,-1161254.4060649746
16169.136380495875,439451.8260529153
-26002.4526136595,311722.39917669934
-3735.5176241746412,3285788.3495012913
-16388.40322623458,3064357.6301705847
-12798.768487384114,2132052.898966195
-8178.42559434041,-1591107.6154756262
4667.641620220644,-1797193.0101138947
4596.19176026401,368065.672398746
12043.600226246639,416528.74046934256
-8956.59890497109,86587.99927180028
27272.944395383038,891824.6842938445
29285.8682229737,896840.8803541071
17568.696324024284,1303761.7374203142
10533.185896801671,696213.2508989736
3310.505789742132,-745084.7415983814
21900.691912639577,1005364.5123748452
6536.370001124349,1486979.0225274975
68.94828906306384,-831070.5109802154
18342.09608070171,658767.3618157157
26983.3063073304,-1028575.1064373641
-7411.078151740847,-1026050.1523423193
12793.424059208919,-1739850.4701795503
-11857.859136124222,-1363586.0225131516
-16572.252104958887,589409.4563751327
14092.895800022627,429717.452829557
-13114.894188937576,-1490629.0703472265
-17815.014264906975,-666236.9522867908
12374.225840836114,1240284.9976047694
33113.54374604912,2037322.2960643554
18402.094278611658,1134810.64779239
-30134.97238104079,360774.50446652365
-88.35331681295429,-2583486.818012447
14472.735582840249,2561410.7979666
-56314.0024973701,-607323.452554449
13199.231520012378,1374862.6098816032
40564.15908658076,1888722.4920066798
-34340.55712170225,-2718632.281768388
-43604.38173860882,-1658428.3693083038
-26088.08190190169,-1880401.170509986
-64949.80099690503,-1927428.8647770758
31384.569520327044,430869.83424171223
-8659.13415332944,-104659.90292620682
-20912.01448611163,-641263.152776697
8124.557470339285,598906.1777274234
-13729.64594364155,-1524381.2898529388
10626.493168993758,-710768.3800898338
28919.167264391188,3558103.2359920274
267.52437302940234,-1364512.8628973737
40579.32954857836,-276346.51043136464
-49173.53610014348,910197.0865787168
2261.3760583132316,19707.501768927556
30193.865542289976,-1062414.0964111798
45929.221330863846,-64700.88181814831
-4330.822606348811,-166250.75627583108
-10281.428294813366,177164.25163071312
-10281.428294813366,177164.25163071312
-14707.168423650837,1813318.9024682483
-60155.08829995124,-358996.529160343
34058.1430549807,-871408.6236028133
-34482.04321147145,1548622.6850231555
18149.823945332988,-450348.72407301445
-28963.718998049808,-734212.7430372378
16370.871904156034,1110556.482052132
-52394.25293096385,-481789.850711945
23257.149033445603,35001.73816865822
4743.481878869628,1234915.8970729485
-29074.875733214612,-439035.5846713075
-29074.875733214612,-439035.5846713075
-16644.838641820334,-433488.4580318854
31917.323254212577,1358449.7602167488
-17129.149172155725,-835968.2938304252
-21177.19530269164,-1129291.0137269045
15347.555847186395,-457611.7491835281
2330.8972745068713,-627488.3109775537
-21413.626568318658,-483252.216318059
-40382.18066762248,303717.8101427988
-23670.55855697481,-482592.5298129767
-12175.732605932706,-595092.6153076304
9346.568014810153,2062604.7926484244
7249.638027446407,-660321.5965585201
-22444.98174471659,327314.2832039056
-12650.50443622726,993566.761959434
34158.39776269958,916576.1959705439
-30476.606556259285,100257.41280257213
-3355.569570820022,472515.01347612916
-5552.256760813521,398144.8669652995
-5552.256760813521,398144.8669652995
-23228.611944075856,507941.84456558886
-21413.34883164704,2729766.413236593
5170.105018003007,1397006.4060752473
3128.4118481318474,-997185.3456006492
50767.97369646501,-1356757.7535063045
-46574.639870202824,-160871.213190855
15194.791762097186,1298640.2689286317
3625.1093053175573,-1784437.9921700095
10033.964539890567,-1738003.5276364726
-32661.865376776295,-240585.3072740296
-19437.631582064158,-2258239.8594991704
9423.480814422037,-921405.5663435317
2504.396834385102,-1268892.8598030414
32742.497853705987,-159349.25364960823
8234.477031782448,-1767950.5239448105
-8775.03301263797,-1954308.1512167184
-7579.225900737423,1442820.49715314
1605.1345802835103,-2782365.476035918
12881.384087566637,2701860.570781157
-4354.059938285503,-2472312.6487046513
-7685.008284215113,-2516100.2494845972
43724.94840318947,695026.4019943979
-13382.843635779143,-522647.3316706412
1477.972210132968,964909.4472017721
7476.629217402598,578839.9581711667
-13977.355444615565,-351904.6567705868
-9718.616522761342,-118698.52358420446
5330.084538944626,385849.18034635764
14872.655590033211,-1789920.3274054616
-4300.040790077304,-971448.8989136002
-17857.104043248117,1497955.9825864625
36241.727420871684,-736669.6578190874
-27119.263109903295,320463.85315549735
-15342.17266250028,274151.5823832584
-15342.17266250028,274151.5823832584
12657.033384603443,-152332.49856790114
39980.3397357711,-92197.81177828845
30105.49921885801,-816806.8542086782
8905.101483904786,-302338.2970952466
-8958.426862121914,164160.95071799937
-7714.156073569913,-1019795.3560591115
583.9052276807761,669305.6837745641
3600.6502250101294,1344085.636440204
-10937.134705082453,1064641.6351294674
-43371.82213201799,627274.0757893319
35869.24911452045,569965.0891350554
-12303.97512481518,-263074.9125923265
36233.19673503291,1040665.0323430862
53939.060460741515,527406.8261278315
19008.51519582572,287518.28064975154
19008.51519582572,287518.28064975154
