Measured speed_t_2,Gas pressure diff._t_3,Displac. %_t_5,Gas pressure diff._t_2
-109685.1744018415,1.267476390220933,2.271851301575963,74.85425481006715
89003.21784837038,1.455265566762083,-37.82511456082644,-55.714580895296464
58427.200328853054,2.8508323733877527,54.77077688570995,-41.632200293564395
55697.033084631206,3.0617936633927094,60.524588113460304,-34.28936954660914
358869.2038471501,2.284279554025335,33.43292247054842,-237.41076804577773
235548.4319656983,1.968784390954335,-77.89694056511273,-155.2705569619137
-71110.20972837102,2.098196306035759,-20.44814594170344,49.9744114289536
64992.759764051,0.012381311252531703,-23.53839533529682,-39.55540850764658
64234.5276370065,0.003180184475791539,-23.78902101100923,-39.66944742182673
42526.455372026954,2.445348699060256,-27.534685636587238,-23.509111432797773
226894.51452648718,2.436287936325077,-194.60763254656533,-145.76520037518176
-69611.32173856633,-0.11486280491396493,51.77126522250639,46.979847973647544
2553.689565816505,0.3566887695836881,56.261649967020816,0.8728705893560373
-127244.79508209795,3.1985587149400714,91.69477874536743,85.77718262148423
-129499.781083585,2.4525795626822195,57.76387223021759,89.10208352887227
70123.74116185667,0.5918313966862604,-33.55992528694499,-47.34375569002965
69840.69704379237,0.6075337616878118,-33.58246476917662,-47.5486808606037
85207.12497309057,-0.2014144705307303,-25.285559063340855,-51.434425111807286
131764.89314682383,2.393763067120314,9.78140634830469,-85.3429528545499
-52770.87193886304,0.26250017398741504,-22.79369329790124,38.051862742833826
59088.32045879313,0.264781348419315,-82.18555579381459,-36.12496943239402
64483.928264798524,1.6674445248153564,79.16674777242466,-44.04642789071616
-10780.739194971016,1.1558530226293684,170.25675475630715,6.374550746248842
183171.67072648756,3.562322648846694,121.61123872556358,-123.16640938471483
66902.53415804206,3.5795924295878603,189.15387812199438,-46.037943998828666
70235.94031406913,3.4264410071409808,184.12235690400314,-48.95569168558989
68967.7383984105,3.4422867069008403,183.5013316394639,-48.13898213499669
-52149.30116503572,3.6867064396844405,-41.80607028494652,36.91949766985558
218114.86738654648,-1.3474662231402033,-32.92212367421066,-144.4323259344576
-201348.87379201187,3.471090320535104,65.92718102944195,137.88326945747977
123541.65128947611,0.8042585755607953,34.630441770268035,-80.39718155787641
-21113.447060643837,2.9581756737117857,70.12432910960054,14.358066074121513
44070.745773094444,-0.8204662048256331,-63.98108681834793,-25.244855584984148
-235035.02705908736,3.1602836999566253,89.18024886899651,161.20747255420108
33992.36464073549,0.16558949346478366,-148.52307907831468,-15.44628972938489
160976.93873092099,-1.0314593065906172,-79.48027542780945,-103.14554797163396
7766.135155734801,1.746100755219851,-67.33947160946435,-0.3078910054786128
250719.7746017039,3.614009006407382,-82.3743266023353,-167.65046634397197
26320.32064199794,-1.4771281480385103,150.55645556346659,-19.759749652487688
227264.47652669952,2.6597907488060835,47.32065244039198,-150.38223007331447
150072.09963659244,0.5522947575057545,65.75884207076983,-97.78351844305142
44412.666178981955,1.1182699500945747,51.74684382309661,-30.511077088684228
-57365.85496680329,1.3942926020928845,11.346385088739659,42.1982769008484
-53740.13638073349,4.504773747299659,-37.338086580993085,37.79908950632804
37785.54621381639,5.179529914389247,-37.42447025961999,-24.391267812349263
-134233.11414735162,3.692788284686824,-37.854561506010114,96.22563626884039
-133863.68630702625,3.701323097648297,-38.20492991330603,96.27991979010605
-52528.46806782144,0.46365992318878124,-29.64141254521997,35.33147733941589
-260661.71628359033,2.0459776491897155,-4.592292802529699,176.89942917792195
144092.4405834303,1.888755509156098,-53.213841540868216,-94.3753557217069
