Tº gas exit_t_0,O2 sampling_t_0,CO2 sampling_t_0
78.46320953224375,21.395350426507353,59.59027340885082
95.90940766626599,60.54114225664898,7.74881702598509
48.10830851750062,39.43290183946297,8.01648135131451
78.39089278496455,82.33368308273586,-78.37481310335264
14.669285780411855,93.45227786273345,-22.339618101385412
17.897965521029683,36.0823283440401,-115.2027584625914
166.46236379984336,67.77811624296939,24.65588386299386
75.54682855957093,104.9178935723432,109.8927416584285
-2.4192860545738455,50.37069593535825,-86.05589509535598
116.28006716052701,68.09854027538503,1.1788784379218153
116.28006716052701,68.09854027538503,1.1788784379218153
90.25455073263421,47.231598138705166,56.92775797347298
44.14510545970158,68.30228254743304,2.935870458755744
36.80613229428081,82.937200646413,6.165982613070327
-5.4162189885967535,82.13899285405688,-31.379693586306658
44.22059699940484,49.04552417133719,-98.98649742152399
28.24349955333001,29.885234679638295,53.03898480496549
60.13635867429514,100.70876166992959,-87.0062163482146
60.13635867429514,100.70876166992959,-87.0062163482146
38.864586755810954,32.509026253259286,-30.678640074233247
131.65897767861347,85.25504965935164,50.369037763887874
131.65897767861347,85.25504965935164,50.369037763887874
192.9773721798961,64.3205261960074,142.99265033661433
106.83065246675842,51.210364749456126,37.315511508500094
93.95367379717365,111.23288459369522,-36.558675255791286
58.11064478327185,119.88625863183184,-26.23061772898911
12.190314949648574,105.82770705597528,43.725224045153475
12.640973017063013,52.203025318524354,-68.74621386335842
85.20816134130591,50.15377667649798,-92.5460577794426
97.69805962989209,55.8610744864104,-65.35026859873165
112.72499182348137,69.56024692832165,-30.092982354755236
68.70224089492358,80.20415805611567,38.67430116932397
47.706983854158906,49.7074003998674,3.0102744216687114
54.89212531012647,42.28151079091359,-9.347009719292224
2.20226869516366,37.76991940633972,-34.77228682639307
24.80615228420991,50.43983835161611,-37.723138544443216
42.83707087034796,48.58210412514338,-41.72721217614829
-10.42663805627065,20.29052005865439,-20.24849303865333
9.816384055361986,81.46766702841052,-86.79192774518387
46.56793083221126,116.25171875121393,-98.68835929096133
-11.442675763625424,89.1261768713211,-141.458764373328
151.28228282210065,47.7228055463319,55.54773958804762
55.91330866841581,108.84025220503936,-34.91185916685803
5.0417770722442725,27.867140667346106,-101.95168936655415
28.268316171365015,63.07809614966697,20.316964367462987
95.91768722981857,50.10825274448062,-32.03754091578811
78.31024140640366,77.33413088372471,-59.62159532253483
7.253433676620986,65.94145641674693,-32.95864630726162
55.48600377278311,89.68413310099888,3.867967862289845
24.388000864727022,105.51137809583923,-166.02401672697118
69.4881416324001,104.67231588918112,-33.93927866142245
13.31671810372545,54.064019609010366,30.157744864886396
128.2020174000868,54.06332272164765,36.399017639834895
123.79248198334446,49.51948298253125,28.38326137540205
-26.082426558851044,82.54654121271244,-110.85886504633255
13.257779208221148,28.688691248712928,-29.500133560004045
13.257779208221148,28.688691248712928,-29.500133560004045
74.47555148000858,59.719656426274,-5.916362067144721
28.740737157663688,60.75478559228124,-22.980147575748234
50.285302449837914,91.42336641149353,-83.70372751226805
36.52598492262477,98.37020741185638,-77.6756962194279
36.52598492262477,98.37020741185638,-77.6756962194279
49.23264666260114,43.9880504743503,35.899376789337595
40.666389522345185,47.88206556060384,40.93223256330871
92.34722428643516,69.7496222811425,-38.22812295076715
36.94564138947956,70.29218077499573,69.6487529094278
128.4012466028718,95.54892148898742,-109.00264247406076
82.97429009418369,40.34971986377721,69.50733054721076
60.801091302838586,78.29708298826132,-124.60322759723203
90.90950704244946,66.88909119865104,-181.03646865867617
48.79430744978972,38.384937042397404,-27.564337263806067
75.43456017944732,70.13483808239643,21.187092696450982
23.223604260355145,60.83071608875081,14.260840677944259
88.05174307961606,90.7897112565091,-79.64565419266582
88.05174307961606,90.7897112565091,-79.64565419266582
34.332972732727846,93.72918538399628,-42.16571382045757
52.492902137453584,88.61654721824955,-30.77006322467031
102.35120429639855,44.35196172395044,29.785351080124148
102.35120429639855,44.35196172395044,29.785351080124148
71.71214890122008,86.38831975641311,-6.512319495405638
74.12468403139981,81.04104982588004,-5.418123526348198
-28.612351586575638,40.597285592102736,-120.16950677545282
-92.99914933973004,51.50388468587897,-152.15368803296786
182.90920509746064,75.16953420319243,145.08492190761166
11.839653054054864,-47.52761614167062,19.32406436023838
114.78235051723883,84.52331372007292,69.16731370193824
105.1967066777052,76.47663390043203,62.124377352683226
83.09812838493087,17.201743810511637,2.8138969994063245
40.133134929275286,4.973681715673331,23.633668278834545
-25.3906791358977,30.5731416608144,-67.97332350262867
4.004554591683373,54.52741679330516,-83.17874504891272
-31.97804422097746,96.21789186008425,-160.79879047739914
