Oil level_t_2,Oil fan coupled_t_2,Tº fan free_t_2,Oil pressure_t_3,Oil pressure_t_2
-326.63184017543864,-0.0421667189111418,5.470709341742508,0.009541461858308856,0.007051971729596017
64.53707373569125,0.05175059324115754,-37.236724530551385,-0.002619835877446226,0.010896267687576788
676.1851925425624,0.1764100132368424,7.946941431417969,0.005726117199618822,0.002233982618480573
393.28062650501823,-0.03181785966882621,-14.179526982081637,-0.007538876804848039,-0.008151513342159338
151.62020042992117,0.022543742160817275,-34.1522959986639,-0.0004369911415686774,0.01007343591922504
182.26474353527277,0.026636489458386058,10.820956971919543,0.017859616832737634,0.01938578468916735
667.9823217030514,0.05068149313708294,-13.025660178920573,0.0027100994651171,0.01271098868354666
239.13107367001032,0.04826677904915955,33.56823028446688,0.014456086431622332,0.00827687539189316
155.00420055007152,0.05429331451236682,25.795005656256958,0.015289061529615627,0.007686200821179633
-8.001017429336798,0.05005065397824456,29.040847740034298,0.013232857372727707,0.011371583106748963
-379.81675571290964,0.11226857770876156,-3.856874156201396,-0.002358882078913639,0.0034605184552457535
119.52570933701008,0.05299016367016981,28.011835315658352,0.008706722115743729,-0.0017428373618052105
353.42181394943316,0.03697702903599378,0.10873687007378408,0.0051996249743722816,0.013453868596982612
62.69915753420627,0.04154150362860153,-29.596731797703924,-0.0076298988678235105,-0.01464065296847642
267.0164543585878,0.042577189075304944,20.4118461006319,0.0046350319862576185,-0.003204291183266826
1186.6635105395503,0.05455667640945443,18.416000889001413,0.0020334940395018795,0.009083141180228061
1054.9313222168778,0.04104714745777084,15.523572455223986,0.001964332075805391,0.00310190488662755
562.3378821029531,0.05420338337979722,-3.0138559644038345,-0.008643770142199301,-0.00538811207419323
413.66132224932073,0.010809875767108554,-12.249403020898551,0.0018979663928033455,0.001359319057612223
755.581894944517,-0.004491821920695208,7.365030017137137,-0.00864754797994212,-0.004829946574481513
721.3514500099091,0.02186515685035298,19.874202461332427,0.0053350141252905894,0.0027493853494087797
-189.2243345068609,0.11758949121893578,21.61426604024547,-0.003978782124277536,-0.014835997148619334
-206.4487428184932,-0.02248635139005184,-10.13404201678134,-0.00959363234905619,-0.016012371646562
-601.5267629968481,-0.0201235660821283,-25.506317710045053,0.0059207589731325476,0.014812467217132107
-568.4843426322533,-0.014219242230045424,-11.079548808563471,0.012381499446050867,0.007651416498785258
540.8464487336971,0.04193784267088553,-3.1559389420135275,-0.003490845997283696,-0.004896545111168205
296.4562067969562,0.04703389453456928,1.3460610239666266,0.01227428900770065,0.005851726220508776
303.9294722991959,0.09730808301979124,-7.94852313068508,-0.0012857682549786515,0.009989194022449265
368.4182952927243,0.048455454494042635,-5.360926592614237,0.0011162061376938474,0.012935971060227373
113.66911719789204,0.03774078557365129,12.153933817541638,-0.005593082951973384,-0.010426101572402466
-48.70761583124063,0.041791693029949714,-1.6073134893835466,-0.007975586037485827,-0.006888724394357505
127.93716786667817,0.04161108888954955,3.5963005689342014,-0.004428483468328628,-0.014287620620911032
571.3632294519726,0.02664268310036648,24.06736386651149,-0.008153005317306358,-0.009648226930907795
1003.4954516534042,0.1163999392099461,26.438958719409676,-0.0026739503079755696,-0.008680665159813888
-300.27601685228376,0.0754839171385746,6.008017611789903,-0.005771999189805698,-0.00821649646343221
161.42045572394534,0.05692187308441289,19.21045968464291,-0.0021624725938987153,-0.001096444270025366
