Tº B stator_t_4,Tº D stator_t_4,Tº F stator_t_4,Tº C stator_t_4,Tº A stator_t_5,Tº A stator_t_4
-10.34972856579981,-9.867187121581768,1.1704691748691345,-1.400979481936849,-1.332584502487864,-3.379004307133364
-15.758586737894774,-5.0305480869808,1.0505266356853233,-0.4877717588272137,-1.7372605679559747,-4.817577287285591
-10.810298462403821,5.209281407953112,0.7905469776139213,-3.6730990765082607,0.1201058587703745,-2.567072122652674
11.694267075772174,-4.77140696281468,-1.2219238866388875,-2.803073622325718,-0.40386061369107495,-2.017044839762966
2.569963591709304,-0.05045039676696428,-0.7992061518459246,-3.339661680643983,-0.46386072655414917,0.9566877936954243
-8.978675664167467,-1.1589739728354551,-0.1356569789275756,-1.1262793285041703,-0.25705891259678704,-2.8960340929068824
-8.978675664167467,-1.1589739728354551,-0.1356569789275756,-1.1262793285041703,-0.25705891259678704,-2.8960340929068824
-4.393930335992047,2.0229719717916197,-0.24018760432758413,-1.4958357042413517,-0.48626595217229635,-1.4047955515518153
2.4912664528991506,-6.702051296654487,4.698189068591275,-1.3850017106222605,-0.8352275776046841,-1.3243310828232986
5.186824891226053,-5.071574366698827,6.3709559091205445,-1.2911874894559727,-1.7610124111262593,-0.7610242259735684
-1.4250261803654896,-3.995765470267562,6.145252789661076,-2.019822850412485,-1.6094426892084694,-1.2781252563445418
-0.45762224073845814,-3.961106856232345,7.912233738612205,-1.735695901906445,-2.3108034778788062,-1.8081775345049325
-11.610656913608102,-3.136320189927047,-3.5473997086804268,0.6060234808607585,-2.16135829724632,-2.7282347265356437
6.896193060468102,8.398734858303394,0.8652647650831068,-4.595952010469081,-0.12881126561228062,0.04699336446989211
-0.32193177107642246,5.3307414854486375,-2.716512244925722,-5.37295769902394,0.6488809456831717,-1.907390744202745
9.811807744823444,-8.627657329098007,1.84117621424401,-0.7706211906970395,-1.6340637010210317,-0.8768597567983778
5.206997222578774,3.8926890894689334,0.25810114207651846,-1.8671074715503684,0.18916220027610198,1.4375398429561574
15.94812734783289,1.9435969372246618,-2.1853330572517358,-2.4321472994343756,3.069911553923335,2.4720074979984115
-15.362052725956163,0.7249941293754123,-1.8315951798780743,-2.2899619273113245,-0.2548476524250196,-2.500299869959865
3.625477476132314,7.36232515723851,3.071621238841274,-0.6302397496674004,0.22821486431459026,0.4157175613069771
1.7792976277085852,10.2969515897129,-1.937920189403555,-5.334297709523353,-1.181411602145047,2.154460350821745
-6.3360689743660945,-12.811339202418738,2.740009220019757,-0.5662559109005816,-3.2602187314034445,-6.510296880744065
11.773464898684388,16.6203220085803,-3.9631136555950475,-0.5540058231138083,0.5086677263533166,4.215697668024285
3.259779265650567,11.97350123747746,0.3851164456147287,-1.6780335337804644,2.506192405466012,2.1917592171949805
-1.427628002063591,-3.097418870735206,2.4265340847759633,-1.8136047413913416,1.515913124432188,0.9580887670948086
7.149806892796879,9.399656635479362,2.768377904176913,-0.2737091582229739,-3.3873091369543618,1.3276504054878084
3.973710370222011,7.525147860146477,7.445176698167897,-1.3770371406292152,-2.8450893115031803,-1.3912772096007942
-0.6485691351634995,2.2893343140985127,0.058726027097750766,-3.316905909723085,0.67576890883061,1.0440782111412423
-0.587781720059215,-3.0864410206394677,-1.523605598247923,-0.374693706221886,-2.3588831829242936,-0.3043149406747785
-5.240906643493608,0.6448859395296425,-3.695607889042444,0.9200962103538621,-1.810388560898384,-5.05472831798593
-13.161101298278785,-1.851563126501309,-5.54313154848059,-1.1680589380859054,-2.0348019118282616,-4.734575478089964
7.012878641801259,2.066120371755501,0.714489697210412,-1.9101942601568067,1.4044724280720642,1.9587725558561209
2.4193564080220367,17.296937473631004,-3.8001664778682427,-1.2527052389334985,1.175208319816335,1.9779842782736015
13.053647407149022,-6.049221527903002,3.2351397220769558,-1.882506027019009,1.4416926324960446,3.258957591591701
16.909202818687266,-4.565915496659324,3.069657426713608,-2.876254081133494,1.1335062420574573,2.7819430223750214
-10.799538792722343,7.654928439133133,-4.136154118787565,-0.19306096968197917,-0.8878551038685254,-2.390019342797238
-2.727478594983488,11.071826551701827,2.973461159495939,-0.22387693490292732,-1.3131609832228186,0.07850656251846777
-5.691959058859943,-4.774188510870835,-1.4149252432258062,-0.13431483201942784,-3.238679386562712,-4.9046493944506535
-11.66803069306751,8.50284595397969,-5.854759096953639,-1.9652819830011898,-1.7490841941854298,-3.152962134346446
4.365124447629576,-7.375599364254493,1.3443251218034606,-2.2789131845069552,2.850216125744242,2.1677109026367694
-2.9850768307317157,7.411565306793347,-2.808427749544057,-1.2633895033094253,-3.9850348014228585,-2.037759541129797
-7.346746830690899,-5.264772680662809,-0.764575372558471,-1.6421376213701377,-0.0816865023462916,-3.096538571308396
6.174176805996329,7.335471917540424,-4.499536956095316,-1.518343629031659,-3.340067799220497,-1.1802371654326211
4.612454992257917,5.605525631734184,-2.0097794321254896,-2.8457372801810163,-0.17711490762249804,0.5152499283631494
14.595953220446578,2.127915661605172,-2.6953882295796325,-1.0247076131883837,1.1658514674011025,1.6947232268197983
-2.7322070991282112,-3.6942639521177947,2.067803208694164,-1.7779019669478222,-3.2360607889927957,-1.8373977310686398
6.476909439967702,-3.2869969109645383,1.8184809231256038,-2.91069465992886,2.636071279191727,2.592679190791225
-1.2741442195627606,6.0189340825832645,-2.7071937543455515,-0.34896161581662843,-2.669890712576595,-1.217920840277817
