Measured speed_t_1,Tº motor coupled_t_1,Tº motor free_t_1
190615.73927883018,1.7032233725795056,210.43682974011915
211315.02406525856,0.2651809135783038,233.58755703323516
284919.8231592304,4.814279566498969,331.10400162937344
-182176.22093416014,8.389681164805882,-212.69995857876663
-178792.91568286836,8.661688489885211,-187.2962249319229
-97226.09870442408,12.87084528013635,-105.35280970034084
-37760.5366558166,9.821541130962755,-39.34754903997358
-142966.79610267407,15.936822734064464,-140.84751072742756
-143372.58301760102,16.042826815113894,-142.1894847889974
-198553.96700799747,12.825302700268262,-231.2687369863433
-235208.40969869003,15.934684767081686,-269.0126214467272
118587.33432335407,11.762165493333626,130.1710016387274
131063.2759234058,12.346650954492748,151.38039780566675
138782.81457946816,15.740504286256844,167.97328785618043
179336.78027749166,-1.9405445531720598,192.57322496274426
-104494.29597863718,22.358276498164006,-100.57268201047351
-195670.6568086441,10.703199598914674,-225.56382659729135
199744.2667686548,23.909283625713194,252.72352990192513
294387.69261497766,13.752460292966461,334.64366851469
204031.63563496753,10.107089230838323,230.39856766117614
78940.895916823,8.471630596125959,89.91570529943081
-41034.454943554505,7.714621401514231,-39.51465925795311
-39724.85654215785,10.755213132484869,-37.70859409162626
132913.81913054571,12.380204877292973,148.6232041892261
-3364.8780944845207,11.266819478195359,-3.928295165315861
-3364.8780944845207,11.266819478195359,-3.928295165315861
-106968.79198245963,16.151124572182905,-117.26685175795686
-185042.2103768775,7.718691844270468,-195.11919997918156
-249684.4904526034,4.3707371303628095,-276.0547784025901
-249684.4904526034,4.3707371303628095,-276.0547784025901
79291.70705613648,9.08216921138717,88.95092235487
155515.19361123355,16.788122341550636,191.27856415455605
20832.091288821583,0.14171647939296875,14.519424508444514
-156092.56768559056,13.692009536936052,-167.66326659119107
117405.92612424048,4.076190087131313,128.7390531828021
182731.86924587408,1.21731078604289,198.2816725761097
16658.80884423392,22.5504352470399,36.2770182336875
64827.06602250877,21.822589659284947,96.65375626397065
-2319.4144453706012,14.228977789292403,4.560684771653255
189544.53219500376,7.535937932938715,199.82707569892224
-148721.28074236354,12.360149574149895,-160.98685345785375
-186471.6787282764,12.67909263251754,-200.7824435639622
182281.09870697287,8.977817164228057,206.79845123979325
-2975.153336794614,26.469068477280082,2.765683268719915
73051.67326600914,21.41682667421069,89.36368544886892
98154.54377992453,21.317767237743187,112.5060475812283
73561.78273264362,21.2485288143664,89.19284405468682
78107.61315415984,20.4494689162843,109.85980666251844
320219.8080160391,21.120309460365924,366.490246184085
336129.7887645735,-3.5133728552490946,365.83156745866586
336129.7887645735,-3.5133728552490946,365.83156745866586
44877.84517949133,19.746888888087557,60.795018961391285
-312766.1956619172,23.06019277573227,-321.930450570767
-375441.49621694844,21.369808667071403,-401.92994030242403
-309458.9953718182,19.464839559133107,-335.06183039830006
-437721.170289469,22.74663012469032,-472.13066952465925
-290795.5643271837,20.73336288968989,-302.34069670966767
-132072.74636414115,-7.494895622735637,-163.3707148939331
-146684.31990631585,-2.901982501041707,-178.20756824374476
-219141.7066608814,1.288482752367765,-245.06129109339236
51786.56593909986,18.61142851308547,69.08440009057212
52104.416475499056,2.2619404310912796,56.69803465260677
10976.19566787338,20.385969724242727,30.556515999903922
48806.09665478585,9.929168618418998,65.8162177669892
3416.7508139293077,7.310652595083751,14.058915956358158
-117530.71827418126,15.623716362234418,-127.78221082451226
-120572.36701914416,15.657964908999928,-124.09105651226494
73234.96939449396,0.09566997720026887,78.9960955489836
68957.58450100271,14.053689870863575,83.55553784269921
142525.80114217987,15.370743583945321,170.1811165310615
228867.0458856312,21.794138562497338,279.3791487486189
23032.925734077482,14.346420738129778,36.70448237786863
111046.72664445966,-0.7921519557549708,123.30631791880425
111046.72664445966,-0.7921519557549708,123.30631791880425
97002.49420691644,-2.028081434311526,93.80171800607846
-193550.80857757907,4.3484721207569255,-223.45340169798058
-110942.09567148793,11.440544711054354,-118.78026554651716
-33120.717945707394,13.909986208962732,-26.09902494930733
280280.74590003106,20.646123805667514,320.79791171111884
259288.52100770466,1.9148532078030829,289.8695560379383
-3110.0352589313443,22.230113478388304,3.941711946710182
67314.39457736809,1.925142105197353,70.80612657237579
-119683.1338605095,17.743047672705654,-120.7048188954109
38737.886472932725,0.08602260406417778,39.57812886769169
65109.68665160005,-0.8007707275939935,62.128104166913815
62674.86556625686,1.7758213340563571,65.4156252751751
106619.17625104012,6.1634581371147945,124.93950505099563
52428.81395077323,4.622290133162301,58.86975604992921
-191537.42032148867,-2.617676981892658,-215.9654265037513
-385924.47140290105,1.835568966770882,-431.5972881082979
415328.6830024451,18.90985675622613,458.178309399456
464390.0600024207,13.446675799027979,539.0544035280711
151095.70387292595,23.04312476932145,202.87379135846916
210293.51465966494,17.270631796759428,245.2255894352792
210293.51465966494,17.270631796759428,245.2255894352792
75888.51308867241,14.582088409623605,94.10507320792577
-216654.98057976225,6.617664941948565,-237.09953649550832
130173.99806986492,14.95488033684509,139.36665584347327
125499.5654594069,15.186744354912495,147.5349037227582
36738.451999966805,11.311085272201137,49.77407817487297
-129918.534346234,-1.8673568079503629,-143.83199209731865
-355948.85752798064,2.228833680637877,-399.10737058480083
-227889.36230980966,12.315970400242069,-240.4998560420748
182998.19238561147,8.405304831345966,198.8743375269262
178538.06765543425,10.099330280672241,211.9634768402305
-186799.0899422561,-0.5429649591929786,-205.5698478613968
29656.80487712575,0.4233940464474485,26.278328952297436
-230402.6473208632,7.933377943228039,-248.83295911863982
