O2 sampling_t_0,Displac. %_t_0,Gas pressure diff._t_1,CO sampling_t_1,CO sampling_t_0
39.325537921747326,-52.08445980195203,2.331416826269101,-149.04935163884244,-157.07585789155897
96.46347002797927,38.933457066533606,3.8741218829425192,-56.00012115793514,-219.69702274052761
58.752434837424964,53.169482612793196,1.6553542561101235,277.52725743849237,344.43664070834814
37.02735836911149,-37.42804554876557,-0.17799454290146272,-165.27717919830525,-23.49169066930648
37.02735836911149,-37.42804554876557,-0.17799454290146272,-165.27717919830525,-23.49169066930648
116.72396432954146,-7.378672446786695,5.281407171347862,376.4655482610468,116.97204693016914
41.03608335604106,-55.86504165374186,1.8346742330488133,-240.8230720513969,-306.644631591215
93.44004208578119,47.33493712274722,1.5502088018505655,224.04006259755698,359.60322943870756
118.58509596365072,26.70042024106359,1.127669481979209,11.220127819677657,-391.7493989322081
23.949057004744404,-70.66298912346836,2.468934003739396,-52.88397813286106,502.5619088106523
67.70241638874853,83.89548743064867,1.7751407667061057,237.51510269014622,444.8633807666678
65.20152498284966,-92.9339023856624,2.3180722124210806,-273.74094025017183,-388.88537715204643
63.96966868101113,82.9472367533434,0.8207962901293316,167.2979835287229,387.5912018068758
88.91311994322118,-99.29123866560634,2.281785284779981,-361.7984866179322,-1.490587060212178
49.600830638996214,154.32093586939126,3.500930450041866,303.31322748132374,-254.85506309899426
47.16365951587817,-66.81963376118583,1.748495479169453,9.762229057257429,850.9540173178204
30.062421962811847,167.13671419620482,-0.850890702832904,92.95552952809305,-93.91801464111006
83.05515205491596,-111.5130201611703,0.3993235938095383,-220.15434991667874,202.83828237490533
14.622149840068914,71.24165938873172,1.2235226224428875,-460.16506742143054,-284.7550897325823
107.87148675102418,-71.3265005056173,2.3680759964347606,542.2602994271083,199.1731106259459
32.04381843011164,10.408350087758237,1.6065400209547103,-414.10100908016085,-353.7609843039723
47.58841419375893,-71.84428030236478,1.958361117880216,131.1478831492422,418.88883585143935
133.06956997531438,31.05078926947393,2.283234818123891,-54.57524075211518,-737.6593146617532
120.1138556506733,-39.65687659603274,0.682096204816109,-264.4645373298689,-9.992602281734776
43.85347990110324,116.83690169673693,1.7081761649996325,77.53114661642508,-52.038982990451615
82.30238650198432,-222.52867128202737,1.170465481007922,96.25848679313803,443.01003631415153
51.1488774868627,41.20565598457566,3.532382343222719,225.97932866017294,-360.93663967110064
70.25857062737168,-28.22955046993198,0.8442026391897683,-109.98586805216763,591.6644160121785
79.48438945406409,9.966925185252293,3.3113242424983538,-24.52096620751766,-363.33688042947045
130.56914438060105,169.76669082943056,-0.35267780728924114,-277.8727943719575,-591.531187806987
82.90119281615287,-159.3372037723913,2.5597508938070197,124.39305380918063,139.42171219252543
82.90119281615287,-159.3372037723913,2.5597508938070197,124.39305380918063,139.42171219252543
64.51481562492299,82.40809124363746,-2.5237825420122566,53.59515492306083,97.43066410178423
60.40301958802825,32.20129545616285,4.607530995846514,-16.75252419402235,-8.87190382238257
84.18959180066787,-46.02983817214526,-1.6764409626026695,-166.1288939723202,278.9771888568629
70.33828441444231,22.616054194530506,4.856187574980652,-1.3942736414772696,-134.8621505974937
32.79690030844534,-43.412183881507104,2.8939313671237206,78.1475000887562,275.8796751716759
69.33933272255074,55.96482471469064,3.747885767021635,-359.091769116708,-145.1674815720963
84.69141168917918,-68.79564394091841,2.15761783322639,142.90345510182868,-102.9919672122532
103.00830746327398,37.509606240080814,2.7072728617929744,-75.98226058683332,9.808344496953879
104.48969607947257,-19.307736509254106,1.9682789011475346,-403.5221446680818,-9.1384817068299
32.0001638445355,12.809877117145646,0.6806887326105313,422.39548040317993,-5.411538648771398
108.50711822496275,-52.89160578023383,3.1915186803527726,-589.4765744098512,-132.90946935511158
53.10237660945312,14.028094456605999,0.9235028532433625,309.3906476186175,204.933003366579
63.824277245298006,16.523505307806232,0.9097877181949798,399.0692047373459,272.30534492278605
47.87031059118685,0.4561412564941918,3.051035266101168,-196.8139604273558,-217.09924555014604
48.45811022520759,-35.97742369076876,0.18183016411603492,-46.145412426386656,238.28961182761296
105.55065268745668,5.667760292554128,-0.8079526154499999,230.30660339920155,-70.7844670898852
73.83351544602755,20.987097892073116,3.5608092325712595,74.12445534730773,138.04392645726995
45.99603746545247,-14.879896006887463,0.4566706138228749,29.011170142035482,-50.85997462395534
35.631675501008274,-93.41211363980132,2.000484924368248,72.88567677315953,-169.7462131915106
101.69468093575567,32.201092796824085,3.4318650704672446,-85.58269217928236,24.34301542961549
37.14611654397974,52.79944672713354,0.5963915210671236,81.20745848890262,200.80757435866096
53.69003083354795,-37.88484103155192,3.117766504444669,411.97616591479255,618.4763094006826
30.73196858493523,-73.13529540445083,2.4056546626892636,-92.247468843391,162.30024721436337
19.366276170650032,-53.36707987911582,1.4982447824936256,-380.7895190891672,8.373119033634765
124.50631804459624,-46.44300033472368,0.5674968246098643,166.723308442051,-163.7486348482457
86.99941977616379,-70.0743758476443,1.2885999416180973,327.4624806085412,-531.1640686238526
35.73140134607196,-47.736406080698664,1.5224688744719954,-220.37221170881503,-106.13073189408146
115.07730512184752,-37.20155071342873,3.1286381526962384,-77.99892113523478,-39.32601552051521
23.205687716780353,-53.67604914632365,0.45151311595831434,333.26119339538263,281.5128297200556
113.8554817764706,43.32299163219902,3.3974043184588085,-410.49278295124236,-256.3894674252654
-31.727040892489867,-9.42367202429218,-0.0791333484953943,764.2906319485926,104.66434969749577
34.8935524654414,33.73091076835589,-0.6507612838861696,242.09632279323114,138.19557936515614
91.32418427669906,-28.389709306931202,3.2151668785529908,-407.2872009428935,-158.67098046593043
83.72031069599596,45.26322742040758,0.7719051649316935,-181.65811187262025,164.55560306071607
80.16067220053115,-65.4257461679149,1.9546697016370196,-55.64721308275324,384.00253028435293
63.24520574201807,-61.63095974297798,1.7382401750090177,93.5107832457436,244.88566519489592
118.25417027536919,91.86950300898161,1.3275572030541447,157.11450287350138,-398.80853522147527
49.81351538015535,-125.11752991909677,1.2793580824901216,-394.12479999040045,507.4993072022496
48.25150114091113,-49.85176623160453,3.636771258635642,433.36104312500186,-244.22310179606484
77.28088884222424,10.545215820613052,4.572592928483306,-81.95919666720442,3.1965374648308114
49.31993244920242,32.96612005969559,2.818172959746092,-397.84364774963046,-253.56868729685027
107.3483903065205,-52.49852082719553,1.447579860825586,-73.06296594526799,-531.2027060397086
11.627366801069417,62.297044976927275,0.04567232354459795,19.02085288733459,310.42757815515995
107.04422726782418,-57.50593438613678,3.0856613911373945,-8.615735662770021,-103.82736736548173
3.8013900528295856,74.8727390462877,-0.7669571834339062,196.29454370428004,333.22579512431753
25.10055384167284,-80.45252567707446,1.0042212492520821,-70.30268024814981,303.55215472647416
124.42763896488714,49.097841801862685,2.1899094483198702,-56.53253122620529,-580.5666796095397
48.58039476229941,15.091701934888079,1.9973001998530018,214.3205831628177,569.5526499223447
72.53153607746185,119.99727183360388,2.4845145690939825,-122.20765226068404,452.801219699482
88.46874840190895,-13.167735343739395,3.334270735019983,426.3689965443219,-99.13934044679792
44.360618972040825,8.383604516950768,-0.15382163377882413,-454.96750240534095,146.33510257067488
111.37061932361621,-44.719786496076566,0.966818507277357,187.15617562829368,-326.53965136436216
42.56133312700196,55.193399689468166,1.9387302642756423,319.7978731086543,-115.28186219888588
106.80802705251162,-80.95682470859627,1.3429766415382556,-494.72740168649756,111.2372987794574
113.42056190532494,-18.08629639808641,1.7793016364710272,-236.87938008651014,110.81117907375491
30.905183603805554,-124.05167900809406,2.7959262199836097,-239.6006012297955,0.5621230892170104
25.479238867921847,-68.13355393485872,1.9201818448206485,-254.00741013282837,57.5656254751505
86.45021697551617,5.169198832686433,2.3710789076980965,48.29015306638581,6.745856415262693
56.86381286945587,70.12948385058735,2.5230264928682864,-517.4866918514388,207.1251035718445
51.626442250361016,25.393315647030178,0.8230729113602261,566.3638186744847,205.71958141666977
