Vibr. motor free (Ax)_t_0,Vibr. fan free_t_1,Vibr. fan free_t_0
-13.419710457306154,-0.7353811786727206,-8.285505773149309
5.938229389477825,0.4397452185407556,5.024472677456781
6.088286965057376,0.17434025181412216,-1.7453813768106428
11.952430248696746,-0.36488860060691863,10.247864603799162
8.660080777610531,-0.5851505848047533,1.3075681023228838
-17.254139692668296,0.8718343849750385,-6.827078140732519
6.335380152644864,1.9375528866139258,6.914919676229528
-7.418244325438537,-0.2455733864273547,-0.5653875670010876
-7.078867342649147,-0.9912263220554162,-0.7344032370210991
3.152100743889637,2.8127764498157077,-3.8479914748597803
10.566372151020776,-3.323706634092014,7.854042715041853
20.55671665238572,-3.6526665395412614,9.661163935925398
14.78980011207506,-0.5496228512816277,7.453476179051847
22.353324773542973,-1.2243650176137169,13.175760744490427
-11.996908980513066,1.4122798074052043,-7.040913448434128
3.6297567046863035,-2.6045590487809465,2.535870141650243
8.551270678607276,-2.7849873905715965,-0.026780673037894998
11.709555795461618,2.978012460455926,7.199016353669434
-10.238938126471416,-2.2351612512426806,-6.043961610719274
-7.005989647296747,-1.840569586032644,-3.065479073205853
-8.319109258836953,-1.6701683734175945,-4.780229968635304
-17.200594088629494,2.3826048603469863,-7.967055393402838
-20.97657187271747,3.1431499390400814,-3.688170457324735
6.995626773179464,-4.638819884395193,8.50823072084281
-3.3496774779941942,-1.2615021990059145,-8.466156704743062
-14.832220907863409,1.0962446698786077,-6.486671815424493
8.276967729414956,-1.5176771290189401,3.676857306989231
8.875579773681702,1.959019223249383,7.8185900135554744
-5.5603221617500065,0.4073950711205565,-5.405604835381647
15.353099812509376,2.115331324039813,11.230613478998187
5.225193789286232,-2.874083826210217,5.396229511587446
13.124077919890553,-1.9279287395431925,4.898738370351165
5.533253148274269,2.9084972291243028,4.958197638654377
2.1624947545882556,3.9117234916163417,0.9494026326102116
15.200103828653903,-2.4361425206301948,6.070432187607423
24.99386109702506,3.1517884929280147,10.858300935662399
21.11358047934129,3.55090678002533,11.430789791259368
8.301077275977285,-4.529582870668388,4.323492970248603
0.6539822993171418,-3.376885534785245,0.4468250193334211
9.594268296392059,-0.34545813258591673,2.5302689797601277
-6.968451153858663,-4.783200659462989,-10.859091907901384
-14.339841265822265,-1.5796628064845337,-12.866909074812598
-1.396938658878728,0.6541569674183296,3.896570924076138
1.9798383788040876,0.591374854893898,2.699474744177431
-9.544468436082468,-0.006890703770045692,-6.367344316110906
28.91562468691246,5.207526655578782,14.687078549732435
26.400213954382068,-2.011216376604344,13.677203333531692
27.44786075426122,-3.5431913532962542,14.294383295912413
21.68978849200234,-4.315653460261023,13.000152896977525
19.23673631421342,-2.024743601554768,11.567453713514167
-15.380950103770346,0.5149287940815734,-8.962521022435725
-9.747528210241526,-0.986569418746055,-6.774923369463865
16.156290461813633,1.2606777035611016,9.76956654962827
-1.1518649537615633,1.8249320375051417,-1.17378872090163
-2.237421864553125,1.7174941807103439,-0.26987660949371883
6.120952388940339,-0.17759817990329618,3.9206933016085115
-26.383209467093987,-1.1035179420457082,-9.76777623803336
-1.8132361152780234,0.538776362785642,-6.713673098425824
-19.006588267498763,1.1177007580053029,-5.455967966482961
3.814914969920906,0.2880158849380826,-2.961493329718666
3.814914969920906,0.2880158849380826,-2.961493329718666
-6.330386412131383,3.5021562760678506,-5.1586427842482605
-14.040116638995169,2.6912907263665753,-4.3840997459516355
31.757699157468846,-3.436339358788589,12.653257592438333
31.757699157468846,-3.436339358788589,12.653257592438333
31.757699157468846,-3.436339358788589,12.653257592438333
30.139993755710602,-4.345229984852621,18.737301588319987
28.86670804067154,-3.135660380388552,12.322444357184748
20.049845595956437,0.9662509837580215,12.844791596503061
5.635952586273326,1.1916709551285056,2.556207246642082
5.635952586273326,1.1916709551285056,2.556207246642082
-6.063698067221516,1.8390582599816914,1.327701997788171
-3.355450265891174,-2.024561214314523,-1.0341914766369746
