Tº A stator_t_2,Tº B stator_t_2,Tº F stator_t_2,Tº C stator_t_2,Tº E stator_t_3,Tº E stator_t_2
2.70715689559092,2.503505649682966,-5.005265963480431,-3.3279285455723313,1.4754122455912655,-0.7945026790279262
-0.7828813344580587,4.390670204947542,-5.273477687500886,-0.4830435284432788,0.973393156595618,-0.4667309678013573
-0.6975873655162843,18.59050557646623,-1.4447458547391108,-2.9778043270089527,-0.6342697958189898,-2.0566666991285882
-1.4590193476567237,10.349770144972105,4.702124921308838,-2.459510423500987,-1.2318492870547488,0.3381161477284058
-0.33519811421590906,25.312515681823612,-0.7443324722956675,-0.9278985004174145,0.066411234051299,-2.195973775494089
-2.175856415501641,-10.951637291326769,-0.5490013505301358,-2.8507224209339244,-0.24385759197736406,-3.3966667766033076
-2.3431815932933495,-34.74105934282364,-4.446802908124529,-1.714446639849542,-2.014108976720689,-2.224967474089236
1.326032209270634,25.94659182946088,-0.4830583090055449,0.9393433734059624,-0.3241397654189574,0.8700563951239879
1.326032209270634,25.94659182946088,-0.4830583090055449,0.9393433734059624,-0.3241397654189574,0.8700563951239879
-0.5236096031655864,-15.534189805590987,0.04130368416321062,-5.596521438443354,-0.8955828992735255,-1.8734880978229695
0.5165161270047443,-14.556879981957453,4.061305328000604,-4.465227160833892,-0.32944302215549714,-0.27360378444158595
0.02939049587908582,28.960513791638796,-3.5903182585301874,-1.2245707839715112,0.11921187092868435,-0.4868175480528594
-1.8301595007624687,-12.380125431758184,1.767848071895651,-2.1131834059223698,-0.3097484647584612,-1.9909345652771528
-1.258323996133255,32.35682497769636,-3.1740608131354535,-2.2097907292864187,-0.6272283040855726,-0.6090044695289452
0.16216800915194235,-28.33433028033503,-8.432578355400006,2.533373715074286,-0.1114877149726532,0.24378446073803528
-2.8846305501929828,31.28762955847906,9.686708935735727,-2.5234858689061275,1.018718434659441,0.8036853839260761
-4.608720026732085,12.923135495722569,3.2854505898265245,-2.7735187280817226,-2.084719938723302,-1.971182752650831
2.269756824062111,-37.296835181244674,-2.5037244261217824,-2.3578280104629856,-2.8282348221195632,-2.195594894099006
-3.6713558300858145,45.063119692110575,-0.27024454394388187,-1.7191702246939844,0.8963957315501352,-1.4489538309252334
-0.8636057636960737,31.035411153775023,5.468053463756143,-1.2712949389944508,-1.5248645121897475,-1.9834513140702938
-2.4764167204673244,-6.817373422214139,-2.611265908275189,-1.8630178111446585,-0.6337549847830897,0.4352951423973488
-2.5406200041791105,-18.321869806892867,0.1814908273656295,-1.227281101147482,-1.148744388855374,-1.507658180417806
-2.5406200041791105,-18.321869806892867,0.1814908273656295,-1.227281101147482,-1.148744388855374,-1.507658180417806
-2.5406200041791105,-18.321869806892867,0.1814908273656295,-1.227281101147482,-1.148744388855374,-1.507658180417806
-2.9759593995478744,1.7923701317443133,1.9367670492168552,0.29411904533221933,-1.3068911440573936,-0.23757140697059387
-2.3014567695424004,-39.78557916252943,4.364392563851308,-3.058961879954781,-1.4368611139073006,-1.6393008805128801
2.669997049540098,44.207123828267896,-6.174658570533417,-2.30443912393846,-1.4426609626388187,-0.6221149224472758
-0.44722519942340133,27.607882944264986,0.26519527002159826,-0.2769128800526266,-0.801741995982001,0.2646074380128044
1.5460442724270356,54.158667358934586,-5.649543315417825,-2.3879167232821117,-0.2469876198702409,-0.932368246637066
-1.2867326216221497,31.546209836103962,0.2150827551191261,0.9621131020313687,0.7345813164969723,0.9348061286851512
-1.5240418283699129,32.505328223121076,1.639493831834272,0.26440968052622627,-0.12281599547447852,1.3449463582607113
-3.088360049344876,-19.721618512008323,-1.9504703773633272,-3.810976953346246,0.33213498923594176,-2.9861146126716687
-0.6716933959817686,27.465202480000993,-1.7884609240864364,-3.2635462272872537,-0.5552177101567807,-1.8513533888047569
-0.9225651652279846,30.488414031138845,1.8538345948584465,-1.169088335183601,0.2613078870175446,0.16491798124228363
-2.708831929457793,3.7033060844092347,-0.9567481756584115,-2.3599407758733184,-1.4139406460407176,-2.058723509863915
2.032585987989258,12.8614327565896,1.3510137520515106,1.0055271277626177,-0.4276556783840353,-0.8175990479925249
0.5718172681884404,-33.62938753612861,2.8271481218299916,-3.843479146423371,-0.8632197037928685,-0.18704396663824352
