Tº gas exit_t_4,O2 sampling_t_4,CO2 sampling_t_4
-12.583471549203644,17.010031399261162,-96.62840384234678
-56.151521356329035,71.29312480046528,-78.03127343845242
48.57806980212269,113.52462361033422,-125.0385724172067
44.4124464270801,131.1717765092792,2.731957701764177
39.377399141087864,54.338060571535,-3.9907547332946507
39.377399141087864,54.338060571535,-3.9907547332946507
-11.103175750913469,113.73163811586802,-154.47488020039341
39.27492795646879,-17.513735814616172,119.63450184909553
152.30203374326874,9.556109082337414,121.55607221389383
165.3179023789587,18.58952926476478,149.3757391914486
114.99330885578487,37.34827511406813,133.11890236773448
-11.874008225365614,89.27388999273313,-32.96359438804516
129.80865498194942,86.70677362179966,-5.033457007471583
6.479653532982249,31.655815386289216,-75.44945919163223
61.410294611771484,52.219669604786745,16.62399340593433
12.220265951809655,59.91242462635005,-75.86813671211615
146.52905952693146,69.49696267804987,58.42748580451588
129.21785805680742,84.01184641781143,27.529985548996976
69.6826552609115,5.817013601630449,-10.43229502299431
58.5434736019542,74.76595641564558,27.05964535669388
16.694612299751956,57.02350059424432,-15.44270220976238
60.41094946177121,116.12042586784199,-16.779572818609225
71.37920805784202,58.82099879344685,-44.42648920501519
64.5962507958071,39.849620370136236,-52.93045655370297
52.13566437069832,91.48227119041985,-23.83794726698705
49.52691162036407,40.70574891811182,37.413526404106086
43.20796851926088,148.28711258997774,-79.69298646389552
60.17443437769624,55.31940981994282,-45.21282148551311
27.38263908930585,148.23314793106954,-96.45012748937941
16.31468477926502,177.64162864401484,-129.7886155805263
46.35069910787904,120.54942525694896,31.067924027229736
99.50635194199049,53.34288567319189,43.3989130293675
25.98614704651478,69.89537348516818,21.00829755500177
25.98614704651478,69.89537348516818,21.00829755500177
24.839328632972528,69.72966051662105,-129.43471704347925
29.392522334517004,58.34774524834079,-57.5464792346808
91.05650433072176,28.96743340174347,92.69811497535781
113.17169209352669,30.433685937272557,52.79969795520127
23.921797727546856,76.28790602868612,-83.31530433169249
27.468017814980335,108.7619077132664,-237.94613292886896
57.368599974554535,166.63702185253658,-57.78031436322314
88.37520979432378,98.96143619452252,2.6750754371303813
11.932418540046037,44.50792893787507,-55.117546189905354
120.41172590882613,96.6903490976471,-25.057682877990885
96.52379075548545,98.83015917358837,29.987052792735884
114.24581851996511,92.80584476844119,35.481993645292114
120.40727473308138,140.45788089528278,-51.31305801132328
61.46851018546194,-18.79376493802222,-6.5001175336294565
123.03434545167525,-53.95693864806295,86.51721961258994
44.22664804814866,140.44436430970194,-208.46573895512762
-36.068840976109726,74.74826778937707,-38.24111302703918
8.467830929316108,29.581732737601335,-130.95140259503626
8.467830929316108,29.581732737601335,-130.95140259503626
91.12629440521843,123.57388991853091,44.369167149573116
133.52801792467375,58.515550831096405,-2.757860349213516
29.097941206672495,31.405326845572283,92.41666512031989
114.2208565844015,64.41463806473057,81.7125917262377
