Oil level_t_0,Oil fan coupled_t_0,Oil pressure_t_0,Oil motor free_t_1,Oil motor free_t_5,Oil motor free_t_0
56.48564880345864,0.10964090674135443,0.0012485679625751072,-0.007448370488174005,2.5978052431718925,-0.0026619981486158736
-157.62340213149082,0.07939395399857582,0.0012860273334279475,-0.005556863284524025,2.5970986548119868,0.0050630795277098566
-287.9924379953767,0.06394534788060048,0.0016038525405755652,-0.0020507654051029464,2.5938251999262736,0.0023985014813730082
471.2990193228621,0.016299174947320118,0.0010023844989472813,0.00037047680395980965,2.6007306856180343,0.00034751313172416297
471.2990193228621,0.016299174947320118,0.0010023844989472813,0.00037047680395980965,2.6007306856180343,0.00034751313172416297
160.22913808283553,0.05345657919771553,0.0010877886438680825,0.000397493424642811,2.5882222245372137,0.004391302955906411
533.377189374732,0.06672279975196306,-0.009416606736829994,0.004668512359580978,2.60336078220374,0.006948251178952641
-169.3552844465898,0.00851633520002271,-0.00576352248431211,-6.877563355028003e-05,2.5954117556736436,0.005795053967734458
156.1966021273281,0.02908910298537392,-0.0018217440758317386,0.002757311585452316,2.5971260673735648,0.004193126858138261
313.56303454932043,0.12901221192690743,0.00018110306948549825,-0.0022530387480153014,2.598706547591029,0.006702821911246808
-61.28408126742628,0.09063991312456975,0.0009631877066298717,0.0037653808879163217,2.5960297679238593,0.008326157864714417
555.4680952367942,0.09172937162014108,0.014551518050710161,0.0046479585681891535,2.604662967647476,0.007788685559409069
155.6521304731977,-0.015823742862563342,-0.001920047570791228,-0.0058922865888936795,2.5978275196710703,-0.010038132718302194
24.97140192249219,0.015413882597909406,-0.005060743284188778,-0.0036097881323486564,2.5946382797919343,-0.0008552865126087265
388.7650181292603,0.0761832977842456,-0.001431431697270568,-0.001335226916126809,2.5923116266241646,-0.002968810643420663
195.54730306790816,0.05403563895753286,0.0007832227646318792,0.002946617331343263,2.599418597476067,0.003965404749787004
337.90772225444124,0.022692697120599528,-0.0016516633574337595,-0.0034519273540581,2.5964816885500257,-0.0083429424423604
48.379059484134245,-0.03956162013717042,0.008648826053595243,-0.00655761543363262,2.596082245065224,-0.0029905033633141863
-281.74677365371053,-0.022179939794256223,-0.0012961102097653228,-0.006051879584547776,2.59802805490987,-0.002093735754570513
599.8787937298705,0.08013012445834186,0.0009943492159415201,-0.0006621547275049164,2.594587963102199,1.6735200807920566e-05
-126.49620684629014,0.08058631190038248,-0.005019514692444542,0.0017665294189187278,2.5995248297534186,0.005219225922587592
320.0613095359182,-0.013747627179832578,0.004721225899519177,-0.006983560577316688,2.592223107942459,-0.010145707284765043
400.77681268633876,0.040336181411177535,0.0022638473434069915,-0.0020888586655825724,2.5994336055815532,0.0010847871513143684
41.934158330937805,0.05695182343344135,-0.00845078083749673,0.0012996509756391427,2.5985584723102617,0.0005694382660940125
