O2 sampling_t_4,Tº gas entry_t_5,H2 sampling_t_5,Displac. rel._t_5,H2 sampling_t_4
-8.527054895932745,-140.84901090307213,-2.3301978798082343,-34345.91292035257,44.258603080867665
1.9062603195578096,-77.56029199349757,-3.3386296909726267,-24152.536963022238,29.882301268785266
134.9062127223177,108.2267935504099,-0.1281700670984868,-21776.26460001948,24.400278699067716
134.2613101108855,113.39749990441747,-0.999801001383105,-62145.25738904135,65.91320242466996
83.61413171193539,164.79104549376595,2.810887146422626,82769.11037361313,-91.96496095618181
128.48473117258595,-146.79771758715756,-5.406228358943409,-51407.79248114645,65.09668582980248
23.917318743082678,-281.05799023650025,0.20922097040173554,-37217.627202363634,53.88049416183637
100.27472381489264,-259.93425326730613,-1.0064227778602377,-50643.9316024739,66.83216899039657
56.076236335612634,-129.018229964662,0.08418191439276687,-9862.060657699953,20.095809388111
106.26628005445768,58.65142502113022,-1.6401289652508804,-18020.93597266919,19.65596222965152
34.42300810076091,10.242814183523539,-1.2756428957863946,43727.612408953486,-46.804476443615826
91.85970364274233,-11.06277709436234,2.752258797711205,36435.79030157969,-36.20271886448293
103.85639567620268,-29.268977937626932,-2.073340004222541,32684.134074302285,-30.51651914324028
21.19632675467303,13.621626614779268,-2.7363523625871333,-10745.230415589747,11.579202896194767
70.58846927038876,0.5946557348148063,0.24462347034113213,84771.38438755664,-88.21225536884687
19.199062174546814,-261.4434286627782,3.4701832912166495,27086.206598342003,-15.203612246837437
111.46728469515651,-52.64365659937326,-2.3675608258338103,85975.71004569723,-85.06361302300584
106.88499290085647,-122.31174613319772,-2.14740565708253,99241.27697967233,-99.90287553138101
107.1416729127285,-122.0888407220379,-2.137629270894023,99856.80264728185,-99.43545443523806
43.46129693563162,-206.29265620495673,-1.9474815076962166,128015.27401794458,-125.77193754569873
26.788252498357576,-227.12244772302935,-1.1046392353601842,137919.22270588938,-136.71314195164936
-1.2019155031777673,-126.86858274621348,-1.3883620546965358,56310.52078811525,-53.2121216880184
84.82151591741446,103.82808434633405,-0.26837295672433126,32731.47327942181,-36.216898979862854
100.26628427030512,34.790480831125144,-0.9634983265332902,31787.884988447768,-31.285588968532878
81.22706610141975,104.79334943736103,0.8786650002237032,26629.022251749113,-30.646518557791016
87.44864587197625,27.298297347558595,-2.9457609301975607,-71276.6606050351,79.02602522079972
24.6445401474075,73.53458624580422,-0.3084121414596619,74412.07168120815,-81.78591256568173
18.532903639090872,86.54474688753382,1.7242231138990864,-77252.6057290349,80.29062031334848
41.50042927020417,15.959327336909638,0.09449650174133246,-71568.04718654555,78.53144981809956
97.51449633581794,-22.942900787585547,-2.163124511664368,-18047.459900322374,24.83127954590937
0.10231902757031305,-29.985502833439345,-1.4443197952507885,41733.41818011382,-42.26433560953966
133.7906167158667,21.002893867041276,-2.015097983245317,16358.935172929987,-15.138101745242231
77.80178421949752,-25.363349971907528,-1.4766469080439752,43957.35892290066,-47.14989194491591
78.7061966997989,-11.74530094486915,-1.4077379768431348,34991.56072005719,-33.87728200120296
46.27366601816168,-10.239095798135635,-1.009842238096718,14963.76257918722,-13.910697801087604
53.64985742884211,-12.602173784459323,-2.0250342765496496,35436.4230149658,-36.877858632136494
41.30057908525001,47.110814339592025,-4.900449335979283,48666.14898539981,-52.367024727583846
99.52395792211522,152.4857037215841,-0.6798407542069532,65343.94208588216,-74.0974541079835
66.05619007400377,144.76905760898327,-0.5063920777308661,58634.80649718538,-67.5330673669921
74.70971949708164,-44.90141546513116,-1.8528307445331968,88828.74358918284,-92.83774895525457
29.963044183288737,-13.660023603248835,-0.4370551295983657,-97395.92791396542,105.56216986715823
86.93973849553723,-5.470113588954963,-0.6808112728800347,-63559.32120225696,70.43454613841851
73.75460518581654,-16.117842043465505,1.1149805837839064,-61104.40954218706,70.25780587783942
51.166318396861975,30.50350006375979,-2.034099872278027,61629.73776664612,-66.37079839346161
72.59379785985377,154.06968380545894,-2.3414974849313355,53805.968562052534,-63.30882593675123
13.819056398192226,115.05893649497506,-1.8433626701339105,109299.64049256816,-122.84594602975304
-42.554146995494726,-81.51851403828832,-4.619247421313983,97239.41425768785,-100.07964165134567
151.6116030254783,20.93832253301254,3.4134349673320488,29430.34318930574,-28.62880485245156
153.16952964695054,52.93373992101808,3.1114295734628294,20731.751909116232,-17.591155668965342
127.0801323253834,70.88712928340146,2.9008530885469312,9107.707940272066,-7.58759671310971
57.138509123837316,-155.72550169655574,-0.7840792625975304,117469.079087442,-115.74005800361246
46.26457264019075,-258.07070086756625,-1.7280495743490623,29811.87633676164,-18.291137636323917
27.483505679190383,66.73283038106355,1.1181660730012637,44584.658402686546,-49.06500032225039
113.31237462511527,66.92998375337449,-0.13888065716779624,-188610.8740000797,204.09418866272853
95.63810698860735,94.11186953641946,2.0971405620356243,35684.587538345244,-39.2824054521796
128.48879517086937,130.2451060830411,1.5388448481652388,42241.10114643925,-49.55026564594903
78.81789106106093,-174.10874597683178,-4.886930974712083,-23875.653666191913,38.71728219536666
52.55509494895206,-215.31262896606,-4.041782568812851,80778.37867410031,-76.83849253576462
6.619441713610696,-354.9668022555687,0.05548291272900908,194475.72852408714,-190.80316647106318
54.433292831233544,-30.91740649839147,0.9108180716991954,-26679.185922583252,34.96994117155964
89.66705165078369,-69.54012218766091,-1.9028225614724021,124524.5444622972,-127.19867013985792
112.0497051416884,-26.834489224127346,0.321743753705887,16753.536354241984,-12.72605253459401
23.428726676163116,-130.00575213472771,-4.898437028568015,54050.50107082079,-50.290741755304026
86.74101979973562,173.94718663659538,-0.2211894638374583,-101678.73019755862,105.25719803930096
79.22256763772805,247.24601429860905,-2.4950268021841846,-89913.21745655559,87.27789265297393
94.77632653689679,-133.7463489875281,-2.434535340457641,149684.47625358694,-152.82401657659412
30.30802680633951,140.34746219795804,-1.1502179970721298,-157654.41982759407,166.66938362987952
21.17188305876277,224.51862295631383,-2.4748039873431593,-175681.27908471544,181.54390099356118
90.92576322058675,-231.1856497910779,-0.2975888002002232,139715.23462817256,-136.6119426421281
74.43653005479767,-319.54583813617273,3.651463412808557,84228.128956132,-72.68584612324551
89.71927294078492,-211.79907174164398,2.520997942329317,53472.457263112585,-44.93707007861562
126.23380952386083,-46.08525740784475,4.438316798411587,92939.65241978034,-92.63538226158171
58.73990717967863,-3.1775588187962676,2.389786145669271,-38605.560568663146,46.262916569850155
78.71568587972764,-47.22167341077842,-5.019536348508067,21678.092691759375,-17.361733582178122
-7.710920747736321,118.02794708195172,-6.662453212214799,95470.15550691317,-109.66918270973088
27.01166415029342,18.837272578026145,-0.017551865634791664,33029.28351591239,-35.15242678433648
77.02383334317118,-38.946645402456674,-0.434520656268236,84915.14364561827,-88.81232566950074
59.62420032369108,23.473955791214614,-4.563440318270559,-26954.42010218514,28.349175387454526
125.22431703463882,-254.99891420319904,1.8540539478489237,93971.64463170015,-85.52363184559621
104.46999375614193,-216.8440552373696,0.4115945829795764,107083.60033880868,-100.8210399657
127.61298638388146,96.32124512789157,1.8935561188329615,15193.053511349983,-17.485071145409997
86.95736186188832,-140.56530953421546,-0.9210903522971348,24925.686614021313,-17.36226517306688
79.53318756169102,-133.31840423190562,-1.08610740677729,33648.56395908776,-26.014006604141027
125.07322840077163,-187.36183668548128,0.0727403781483969,-10088.2493913958,21.945588570691076
30.828349513340715,177.81972906528858,-3.577515839127824,30852.195475960954,-42.275076110078714
104.10762181934038,-185.79832189208648,0.29442291025786643,37593.25620072576,-26.69191793828369
113.3647828917666,-96.62143148343571,1.0117587160272328,17843.64289905667,-12.934379099630931
103.59184369532535,-87.01494887915058,0.7180665175761739,18242.726948590192,-10.341249878881474
85.75812790136933,-59.46075430276245,3.5187748378455255,86469.34869185461,-87.63626615155457
97.90796779979159,87.90793774989447,2.933722609819678,124893.37917477392,-136.9593691067269
11.876342282421783,-238.6797770736542,-1.1069436894615092,10653.192591370836,1.3432935803573933
-36.51310683928041,-248.28085020213553,-0.7478606405557298,-6495.785203803588,18.490120152910684
-71.9503549920361,-280.59983366621566,0.12286427407445785,-35387.161513877865,50.523522277374695
-15.868805233977973,-177.7823858205351,-1.3747058978872075,14253.633098693337,-6.790736931301936
103.40342262261022,-28.010560130396385,0.30603901804547456,-4259.1352476509255,11.065634819013676
53.077023018084766,281.71365244581784,-2.3302249937183133,81595.1496843211,-99.3481160309049
69.77758533521921,-263.86956151393474,-3.026863257153259,-77468.0868570614,98.40864429450009
50.99722636698596,-141.00663288617034,1.3342507309290625,137839.40922323221,-139.43771303681604
99.76932604129723,215.39254826309957,-1.098670100702066,-108885.40908656134,110.16641375221069
53.72487871386169,212.89651896104726,0.07140451249236338,-80824.26117518195,78.75917585863331
63.94791572472028,217.06829095887886,-0.4236580867863905,-11123.354829007201,4.979145274658834
90.90378700990598,44.018103247528416,-2.4836935855914386,5505.2925953122685,-6.216165638191907
72.94275624693462,34.52292976814309,-1.4363596438232749,-4139.163103588053,5.21789614632177
89.38138722509957,1.9084563862630801,-3.1519296973643067,23288.648467863095,-21.985921480451786
41.19850025688588,11.9582387270421,-0.22580219554093356,-14123.573793689153,17.96915336341529
17.634720000446492,-129.4751091454969,-1.4117814088061382,55610.77970270448,-53.97804944206657
10.588817450014812,-47.98719199005915,0.4823529240438394,31280.88517802499,-30.907559766361175
47.8165264323555,76.49092149092733,-1.560569060480106,61611.892324799264,-67.76118716081905
8.9318819108753,-17.547115053687577,1.7518078710303873,51795.886104106896,-54.44688395715134
12.58216541820666,-9.462730388637526,2.1002053935237024,68086.71183675782,-70.0185197551469
109.68749649593873,161.93128151205306,-3.778481346537303,-8004.876540731101,6.894701129918447
29.711122630976327,-47.249341885331745,-1.270488152742996,83075.54469932734,-85.90669401749983
158.26480494624576,-212.7870315557429,2.0591053649646693,83120.75044644519,-75.0463445934999
49.60263825270598,140.90538293161094,-4.309979447881878,-124569.17186610794,129.8876298518892
69.88467869405952,-98.30196052458435,1.130319054424881,144546.74952737478,-148.15966976305282
140.56361776428642,-1.8912873187702235,-5.938623232825602,-34715.76119630941,40.22692397179565
63.46066911449653,-67.43030435013391,-2.3419987608239077,-63840.57464371438,72.66029636328834
56.46549404615723,-98.1936904277142,-1.9428591227750385,-20504.65379576635,27.38705508572642
85.66957459208415,35.25619173060415,-0.9881554066680114,40757.54216232881,-42.00904369603834
99.934645487004,-41.43488752011396,-1.3939566960214194,-51611.44935141391,59.896181103154575
58.904739953585114,71.10333050032104,2.6328834319455465,54583.116921595894,-60.32543515500556
-16.03686554863858,47.09498596126842,1.1529089995578325,-66974.85465663655,71.42010141264022
-11.462157448545168,-244.0384821453934,1.2581225269160334,64858.073666397446,-56.77148272634524
43.78387752310412,-81.99458229922806,1.7392650534608274,9899.412750927517,-5.5430867106103365
-29.9072895564283,-13.422603295153868,0.44525503174698056,-31108.02648978944,33.363830440149385
126.73373751836694,22.575853827626222,-0.4054666290160591,-12172.312379982683,16.18957913209894
-2.3694208538468144,159.67054825026577,-3.4107078630563485,38013.04880922807,-44.93767096123218
132.38081184270746,-113.79913915386072,0.5051355038390383,46983.37692674321,-40.40005030105877
113.73782069458385,133.12142303181366,0.002957337650307326,-51956.477222596885,53.86677343365758
78.2332637134362,-130.489268836723,-3.3286182273973366,25279.097991820534,-18.04552028178279
130.60422593234065,-22.348782245733233,0.6738722419598856,44897.47251702126,-42.44887634106012
-2.534309506032137,9.77896984753455,-2.442363777922359,36932.49537387708,-40.605583335801334
94.37893097012086,-102.63252747717335,0.7406039332242695,-22561.918566018485,35.032158129144086
77.7036753736562,113.23849954692166,-3.3614738339233563,-26906.237182101682,26.109411655069326
71.14997911948352,63.64773268871281,0.4022302017150745,25036.932144819883,-29.18550219205575
83.8468393021961,-111.51129577221826,-0.5749253357218911,24810.865338740663,-20.543083668925785
34.73423157714169,-267.946510515759,-1.2905945437813178,44037.06242820591,-33.44321734163794
69.26269816747437,-147.20076281062524,-0.13514262819050332,81000.1904425647,-77.92264153177685
50.99843771061003,-135.73175076661235,-1.0385383014049447,-5560.004711843704,12.757454504882071
