Current_t_5,Measured speed_t_5,Ref. speed_t_5
9448.51776498787,173280.15192196952,89030.38345563282
12579.701065671852,253988.14449466922,303895.07871995855
-18910.365092514337,-24340.86808764239,51036.10215290275
-21565.17682519959,233854.7994122972,81898.40547634155
19921.34636364774,-103464.00916463198,-53331.202709094156
-8697.84075833707,6893.109990887111,-11673.566357006706
-11338.783835416001,-293003.1623577251,-231536.4722135606
38559.763791237405,261658.91028944112,194739.6747986444
-6582.313728425594,-239420.55382358603,-298952.8755221277
-2858.211216310636,-389460.4869162025,-232793.3490381434
14142.442658705644,120808.2312497805,225979.88313616964
8368.04810072887,400450.23738458805,238626.29778399257
1609.9038111918262,-354823.46534722607,-69988.74786154414
15543.57865566972,164893.60741830268,-84750.27506076213
6102.16266529556,-111883.73784242343,-58489.63611332755
-15429.733845815314,106757.35168973511,41636.34647596509
-33236.23679392885,247367.06984300044,199936.9778108847
11755.29649226218,299413.25361799326,231200.08177799068
6484.588831625684,407643.5041875476,194068.26453806783
-34639.09536849025,291043.51732257113,352362.9514749102
-2793.465987545311,192727.3256266747,-8913.254441177625
41454.549689192376,-88511.66107059683,159231.9627092921
14888.290876919717,206794.61273691198,-565.9317722462911
7842.91772978495,66267.09224853756,64192.31305869107
28625.77645085456,20629.129142895225,39782.419329993805
269.33151902097234,-201800.234127652,-47923.41106768833
22949.271503944667,-282643.6450237621,-334119.2236498817
11954.456667799259,-319438.41825025715,-301206.9265933194
-21817.523779969517,49531.09626270912,66166.68813770002
-26583.073216629222,-5281.480327105637,83880.18859621248
-22389.524648175662,-23860.306724711838,51611.18317874486
29104.93649129055,-6635.175337895824,99032.45857155377
56971.48411988647,362772.50864345103,135906.78978223633
-11050.37617985209,-544965.2801233447,-211709.48215548057
10422.694325728702,85517.0275051912,96209.72932959543
26489.278765652212,92939.40349861716,112625.70105324413
-8031.939414618122,127804.43213376863,30838.22053510048
-16735.416359855837,91716.83887539255,232690.8543570648
34046.870454777105,-114162.5346367851,-202942.58062426257
-2750.2151417863934,-312163.29181817896,-98888.07173108713
-16213.188914739247,-134165.62173487927,-189872.35911672085
-40639.62143812567,201301.01525418262,-19385.683368257014
