Tº gas exit_t_0,Displac. %_t_1,CO2 sampling_t_2,H2 sampling_t_5,Displac. %_t_0
191.7876748032603,-3.7855675034217793,7.63143456673658,-2.744366601567454,45.98242330362886
117.59603003226763,-49.69426702645565,-24.19893947939533,-5.717013634473551,-15.493125022344302
117.59603003226763,-49.69426702645565,-24.19893947939533,-5.717013634473551,-15.493125022344302
-21.35402759795425,67.70900142412674,-45.510833297169576,-0.4413411268349945,-13.031339935053053
76.90674973920534,-83.52107741398484,74.5751089508712,-1.7294478994216296,35.34629930439631
41.8558681310353,47.64178194724238,-126.86155266697449,-0.36668966166208294,-114.06061614623081
48.38224646166733,-17.218068447052374,-160.37835824660436,1.0670936156182784,-124.6465118859318
70.99605460437485,43.42385565667951,118.7194160854514,-2.731602918756562,122.03697750012078
90.73629243309662,-24.54877834263013,23.820784201763075,-3.3385145013827318,100.61632770873734
5.479057476441641,62.778432995697486,-87.0524211809315,-3.193041448497995,-88.59343625093317
155.24295352545198,-79.40698647060307,47.31762921341365,0.7003539045781455,-65.60612791702997
74.47063837181942,-23.649685340959394,4.9103425007383095,-5.710109406316428,-18.076466898444764
29.901456981228254,23.043559869336917,3.0572616911371533,-1.962899463680582,0.31360413629831996
86.20184196711674,-19.2287514339181,-54.41331940905792,0.15783947516485242,-6.671671927014806
34.526318729246185,-7.558475075931021,9.505295921182697,-2.538988876856577,-38.29146529767817
34.526318729246185,-7.558475075931021,9.505295921182697,-2.538988876856577,-38.29146529767817
34.526318729246185,-7.558475075931021,9.505295921182697,-2.538988876856577,-38.29146529767817
34.526318729246185,-7.558475075931021,9.505295921182697,-2.538988876856577,-38.29146529767817
100.51660715306518,32.60793500004629,-69.33233691695699,-0.8247430569698255,20.854990299453956
134.3551753792587,-178.41591012377287,-17.943213053991286,-1.3986063453696713,33.710114749253684
96.62727798354737,32.86359249162453,-0.14601033648198997,-3.8605021186982817,22.7880365788342
96.62727798354737,32.86359249162453,-0.14601033648198997,-3.8605021186982817,22.7880365788342
173.1814660820159,19.489841618610484,-115.16105487753427,-3.164702318760093,20.60860066822385
-47.4429561250183,84.67436753480791,-4.85449003007065,2.4846121830896495,9.821891832964187
53.952028485521964,149.3418376186046,-4.576185967997412,-1.776918833143743,83.835196128862
27.36292385915415,-101.48159562749011,-4.812706993080219,-0.42994706381716596,-110.20829144080804
27.36292385915415,-101.48159562749011,-4.812706993080219,-0.42994706381716596,-110.20829144080804
38.868189184840546,68.1047642014696,-51.02223847253511,-1.4735127588992052,78.541458452807
-2.923681393126458,-101.6665403433434,-46.5976142441378,-1.43493311378996,-170.4672829177196
11.871641070264277,-38.19344115841609,45.884926441323856,0.03882641009376586,-195.59851264697642
-29.269811432871016,-29.952409818525446,78.77641814267673,3.1183570079404457,-101.50719866807862
73.26388020684857,-6.8776971990517985,-109.89648682386517,-4.063665328433828,47.65949764238109
58.11390603756546,96.70945646318062,-85.9090543586062,0.8320093926083008,-11.240623300814939
-7.294369055638191,-136.7358693321067,-66.50794161134601,-6.756621839093546,-115.4660484780585
143.08667431908412,145.90213785245203,36.25228937417795,4.270850430109377,16.99853604560652
120.67008217560567,0.9751249616575137,-24.015746200240997,-0.7825722697416904,-57.82186254025229
-31.370316123934913,-69.28259959317464,-25.096152530767103,-0.9122006693989294,-1.3654449087022158
109.73444294914583,-51.13922539125301,-59.152018292862614,1.7284746457176166,-45.88764578505289
68.57130196879831,-48.0197963974117,17.485193379393728,-3.4887252892508522,-78.12621159313713
68.57130196879831,-48.0197963974117,17.485193379393728,-3.4887252892508522,-78.12621159313713
122.77555203953864,40.25323889061916,-121.48203142856352,-0.9527765835212612,225.77267059494858
79.01730353118954,-15.50216898985768,52.720839825297844,0.7795199759907641,-12.750054913777348
104.17454690791806,41.80959882561876,-22.75435428500211,-3.398778908291402,10.431219400833399
73.21327947771596,-90.08959321926261,52.811318860795055,-3.9219130791573047,92.95378699835577
107.3856307099818,-84.7390854160077,57.21936139222963,1.5894361304024844,-64.35768261394993
68.93064862203244,19.604118776662496,3.368439128773332,-1.9166395778967433,98.01798524849062
60.23042008405551,-3.974073871947944,-42.394051181999416,-0.6842240500853441,40.12782104959733
63.255427556523564,18.035749719895854,-3.9594587434889377,-2.31205185253681,-42.239771744119466
151.08226637241756,-97.48880727484149,-45.225049292424,-2.3819385881358124,153.87059301520787
23.347420376252117,150.98140518683977,59.202520166157946,-3.0091181334754853,-56.10807954477754
73.21203570890826,-77.66633031976502,-74.18007848746677,-2.5385191134161773,-14.115871116592075
41.10515884080354,-89.85991693158374,-158.91885825255105,-0.46842730232534935,-104.0341423875166
39.54962180020022,-17.551500605093423,-96.84833060677639,1.016822458824594,68.60220608833393
65.06807079930223,17.711715891208122,-68.99625229240135,3.3549621863808516,17.17736579788624
129.28270797487824,-21.959096564483794,-47.107437912552584,0.45483822511960703,56.30996702128186
75.04083902405704,-83.1468795109929,-126.02185605909634,-0.5697568657899268,-105.55783184434219
80.33454977806713,-45.69344884996002,74.5644664184113,-2.2744636643892764,17.451892527864345
16.518668014938015,-66.62553538591166,-45.85669010780228,-1.1493684060006215,-40.71566329494401
71.04430179789911,107.09410594425378,-31.844304470422934,-1.1809626309688879,-27.80025571783996
-18.691588244190783,90.0068082891177,-26.979590361036134,-0.18311441268644968,-32.31534934619187
197.09093077220507,116.48848026281809,62.87770328785426,1.3257645958157969,252.44411144746965
84.65989255819323,74.45112522327616,41.68761593140515,-0.3982325980160131,243.05889190181955
136.66195131454288,18.70373275212176,-16.82252359580876,-4.683453360589816,48.656669256591385
136.66195131454288,18.70373275212176,-16.82252359580876,-4.683453360589816,48.656669256591385
21.51114197780909,-41.94684581261187,19.85922209374287,3.237084909857306,-23.43957629302261
56.63921415949379,2.8164175215272707,-41.76959392656727,6.22195202175601,-84.57261686466865
68.64226503425783,-70.67456767891838,-77.94007316735697,-2.0467433562185366,-44.69629254714552
26.242538835288773,31.20728978108272,29.46541103360561,-1.2833333733792278,11.22457113207679
135.96444291122316,108.50694831561182,-97.12381552761714,-0.21221420643450817,78.71871806410996
-4.343578236246657,41.20957033017213,113.33312115431019,-2.4237699566228175,-17.068162645719834
