Vibr. motor coupled_t_3,Vibr. motor free (Rad)_t_3
-2.5399279424247716,-1.4666405554403061
-2.3033496161656424,-1.553009613824586
2.293347378236061,5.277918697280702
1.8687376492204373,-2.1700600211666345
-2.3271388312391057,-1.1328520758712475
-2.668303804071469,2.0890149924415704
6.368370719254189,-0.33373358335840964
3.048642884693275,1.2174479278191832
2.196693140032282,0.6656578568169647
-2.484570862952832,-3.5069205620432173
6.101822013987319,5.62371961547933
4.654149444491671,6.5643639530507185
4.7351716075270796,3.855267726321964
2.1602035801708275,1.9533520260492727
-0.9939127135911461,-1.5359952728611626
-2.559800655146743,-4.353897482336707
-2.13343341793868,-3.981577411403517
-1.5341322881258483,-4.169942301632485
5.987518889921368,6.374038103277554
3.650535755261574,4.219437064762101
7.0826281692363455,8.243967496794033
-3.0969723757398184,-8.249580906348132
-2.5345976325354735,-7.031525083585081
-8.904026698544719,-11.580721114560466
-0.9154128701151496,-4.897097604049371
-0.9154128701151496,-4.897097604049371
1.7960139063689189,-0.6768331739103344
0.2418565448301504,6.947157640308844
3.1128173080108157,-4.811126824595466
-2.117693848901777,3.1227252451560874
5.045985679165367,-2.076303327605668
7.077385796864878,0.04002838447998158
4.234463210016629,-0.09757833152966996
5.0427119094198245,-1.8530540781557177
3.7530437477340155,-3.0958001808471334
-4.981178599543924,-1.6126190729857321
1.1888810929487388,-1.193240935272308
1.4036397323986591,2.046234577107509
1.7459348729871382,-0.3820973978511253
1.7459348729871382,-0.3820973978511253
1.7459348729871382,-0.3820973978511253
1.9656082188869617,0.22664546773135896
-0.46898724293248994,-1.1601688474629759
3.7582561311490013,2.981136480559917
-3.1029959822390643,-4.967855098338843
0.24028381327050763,-1.6479987130356681
0.24028381327050763,-1.6479987130356681
-0.5880882500976918,-1.655759545079962
0.13212382319614657,-0.871064808289346
1.6811285220397465,0.7026973344199066
4.564840430892668,4.215036889971096
1.6693300117592456,1.5795497824042535
-1.5086825354138793,-4.059614709636785
1.649649664371804,6.53774304698209
1.649649664371804,6.53774304698209
4.601294864839691,-0.2913309877862378
-3.9413285891714,-1.71691884446003
-3.9413285891714,-1.71691884446003
-3.1531724775817223,-4.023266885477929
3.924131188659334,6.638369952150358
3.924131188659334,6.638369952150358
3.6065948839361366,8.076877187076477
0.9982384538627258,-4.6626582434771695
1.3034257081612444,5.167807762100524
0.8785132781447862,-4.513919566353769
0.3213631435178491,-5.72026778807969
0.9027590187706934,-4.780796358415573
-1.721920652183683,-2.343164970117862
-0.917825753684467,-4.2112637679145815
-1.0563909586062967,-3.2585016078560542
0.31001328941176887,-1.4533667333443059
1.7264103588259068,-5.274173770023891
0.4339000378582394,-1.6834767964906598
0.23689646551892352,0.7078168991359728
0.5968422540584206,1.744301328575606
0.857637526908183,-2.3459158953945796
-2.164284777738668,-2.282027173138874
-3.653236454696562,-2.403731918177604
-1.1049476038106976,-1.9078717704813373
-1.4931064682711908,-4.043227882642476
0.8157615759046166,-3.2678575244966077
-1.318404003187891,0.2474829846282347
-1.106675381521995,0.11216195545497187
0.48448070413800526,-4.425903199636324
-3.2860850892257627,-2.11143793675931
-3.3918286100625332,-5.872885182831093
-1.6835067824237608,-3.9226084760837674
-2.8255396089924174,-3.7940620772546616
-2.42815090160889,-4.375354789405643
4.886075291393738,5.198059219536079
4.524837722419169,5.019210837579606
5.461094138007727,6.006086290404116
2.11841815766049,6.557998813534242
2.11841815766049,6.557998813534242
2.620860986558075,-2.6913883432680583
2.9028790075497017,0.0786227650022071
