Current_t_4,Measured speed_t_4,Ref. speed_t_4
-52307.09983633746,138415.05242351297,136613.5570699832
-3992.473708921658,-9518.285833722417,13606.432232745705
3791.660883149394,-118042.78703028976,-275344.9237105639
12355.86198408549,-18393.84276942542,-121965.55946982943
-10201.700469494192,-227513.0901441976,-30009.870639412024
29419.042162716916,-262156.9985650603,-361593.8278775464
25292.841900087245,-176131.95437818163,-230666.20043506494
-45238.95939481979,-166368.28744696567,-116307.9245503471
-31679.842958628295,154329.803282961,-19477.94464819251
31470.852103951336,-81787.59302197096,91841.74685650892
-9024.919150205511,-33413.69077734882,-108890.13669241407
-9024.919150205511,-33413.69077734882,-108890.13669241407
8462.966465342237,-230195.6750515895,-103874.05395244423
-16067.293227354055,-241370.21986730277,-5999.782482327893
-15842.594211743457,-23398.678907722886,-217573.06326867972
26727.90741976594,-396406.94369068684,-136181.10466347792
-32400.657957719624,-106205.01731676995,-277934.3615027376
61365.00648140469,-119686.55421984065,195753.5563526547
25168.290885802628,-111486.25561701304,140677.02349783745
-25847.693619877733,-170871.0596454923,12071.546961494518
38703.648876266205,-125880.24881935661,-188603.44745738944
21293.853197745015,-213184.013243292,-165987.09741660403
-6933.6772145325995,-239643.67802015122,-361173.2727843259
-11895.671685409514,15673.725643239595,-76282.71992455282
36726.75332238745,-152788.13155893362,44296.395623509045
-40201.862819490154,258970.69941640107,160640.75691692822
-35393.10603530237,249940.57854064135,140844.26315389003
-28430.094154183105,172102.4549563169,117017.62056670719
10102.524240597202,267330.2369692953,186051.76899189185
-12849.783880104422,-160.91159465469536,41849.06031798317
-40610.23894038141,209917.32046457002,-3175.1577414120984
39491.21103807727,63982.26239927072,-63410.385836497095
-31972.09477202799,182944.18705008487,164714.0588952877
-18664.370181994265,222644.12720520975,63025.72352696324
-21449.743872515068,62199.822780820294,31586.186708155095
3429.7005369002254,-99642.77457365168,51639.7618545333
-22567.411488048063,-56735.27316599294,104185.5856775262
-22567.411488048063,-56735.27316599294,104185.5856775262
23495.35113431523,-296048.80496937747,-310355.0373801863
-14889.269944211796,-236015.06244603687,-79719.74265670043
-35078.523554916355,-278177.6121574564,-68275.62581655371
-34071.91603852756,-280652.9769115073,-209907.69077220658
-41311.826748735075,-25180.798178035882,-71696.51927748742
34354.604936997,-216170.9425849452,-46718.70766053937
-46777.33511407515,80646.95812727729,-117211.21651788581
-9106.752256929183,37608.463275852846,79167.96642661058
31116.986389467973,-224950.87694041664,-215052.43686811457
2359.5405287874164,128805.55884201583,-6993.176401625955
20448.326096531913,112717.86314469605,213874.55768309708
-1271.4371460997409,278415.0393856779,89462.47957592126
-25290.493056991352,-53931.95437327978,-13473.183960499533
14390.685969710183,-123108.10823589363,-117134.66312887143
1824.6263511509424,-87890.73506706215,-12390.69078780037
24101.16719854271,-148409.27776924637,-118082.80770492475
-8670.66320668269,183108.54820180417,512.3599973912842
-7855.561029478488,92674.8893454224,-18425.523188998493
-34157.26429435197,-25055.170310476227,7800.928012495795
-40531.262901395065,88074.0618843771,-79279.46167266497
-26173.36105513464,-217299.88694432387,-154083.24811880355
-24277.990610858076,-188123.86166251916,-63966.235058125865
-24277.990610858076,-188123.86166251916,-63966.235058125865
-43161.09215247656,-252309.950196396,-144171.5290122492
4354.306022672303,-182257.57155392994,-264553.3540630153
-40840.06357803766,-170656.43355644055,-22589.15450197429
13747.965899698953,-290996.06726408703,-305667.24061224225
13747.965899698953,-290996.06726408703,-305667.24061224225
