Tº B stator_t_2,Tº D stator_t_2,Tº F stator_t_2,Tº C stator_t_2,Tº A stator_t_3,Tº A stator_t_2
38.14416194629162,-36.56743302552398,-0.3764432398081359,1.62328692393583,0.000152012248960387,-3.3865835451312405
16.047052618286124,3.6507377793975913,1.4454104701302164,1.453166868648932,-1.214917313225724,1.431599634874706
-19.867648333323885,-20.061734995743763,-0.06765509052055807,0.6861432296170046,0.47460505130841585,-5.309894407666577
-20.930051433665504,-6.4075414480373265,2.972421616186571,-0.88500267190511,0.563962670490095,-4.1107526226705104
-17.481393454453805,-9.478004303854267,1.400049158006715,-0.6619666210553001,0.19641933174700138,-2.852126347591736
-4.906772939627593,-14.419166996182653,-6.937608158313922,-6.065189718109536,-0.8103184133567192,-5.0787110504745145
-6.8108950485818855,-22.849127992027544,-5.305048714295743,-2.761357282933032,-2.4540699171122187,-6.337629158087396
-28.67973870568239,11.962757372402738,-2.8820003405122163,-3.4688991075986637,-0.29447891723349773,-6.196016143207426
-15.308440979451749,-12.245016325858586,3.5847723871695107,-2.1572629310791394,1.2212574324791734,-3.1052779791211242
20.55946125678256,5.859942487146539,-4.399430526729702,-1.891087439448671,1.5870143342807164,3.3145339992433427
-13.345893307445946,33.78256407341468,4.652493125125206,-0.7447199754598304,-1.5446521415708605,3.2928371408611765
-17.003256647632462,45.2393711057083,6.825703570297455,-1.343993597188208,-1.1388167105543143,2.665885911204961
19.09578315128226,-45.146095309883904,1.005734135232459,0.6371114092294381,-1.622451467829773,-3.098617780124555
16.881366611263864,4.560046767710739,1.7621845579862467,1.4402396784580018,-1.6215004640402737,-0.059210124893431804
9.0915052962729,2.7912152814620783,-0.2124152528632357,-1.394131562913582,-1.5541835646536573,2.510224600513256
-19.377562684720402,0.3384870677626801,-1.0464338265389899,-8.39273581785279,0.3733610412116567,-4.397641745424054
-5.110632510579064,-21.830051520924293,-4.725625681408017,-6.203563400624977,-0.1466314035728191,-6.806291108972282
-0.19196413011799773,-41.712264793275274,-2.055015467194375,-5.915131392320658,-0.8248565971167888,-7.801081821938503
26.451016754779534,0.010308161203738564,1.6635524570729956,0.17917219650315164,-1.3517377785819709,2.6022028078940123
1.9981593869935739,53.77491411346132,-0.2340822734868513,-2.8620520954930075,1.7886304442857277,6.00177539532709
-28.882952481280505,59.976368344113006,0.8473947174435004,-3.793903610253776,-0.829473111227454,2.45494568285346
-22.62304784748924,4.861227628958442,-1.5067609401393183,-0.7289013940804283,-1.21342625997054,-1.9158664620414312
30.577972732794848,-22.624976511306155,1.99201298419742,-3.172353274798422,-2.708879669870693,-1.2776253832363782
40.11841059212893,-36.60375577731517,5.360662744011086,-1.7091663528127299,-2.1317540208642463,-2.6898790763624314
-19.874495971838293,-17.609463859042926,-4.320874137527282,-2.6489268864061732,1.3018506000899994,-5.194747894828786
26.53348163313257,-66.55922806091866,-0.5230417882389393,-2.152540901610713,-0.5107826224565228,-4.394463413763157
-27.77284572792023,-18.81516872602212,8.464082874325378,-2.7258748854613897,1.0082358712230746,-7.2617684477712725
-17.054538185769797,-40.24245230641259,6.905423150087843,-2.3694367596298163,0.6131635941250589,-8.214347422759321
-19.730176249124234,-49.513184556236666,2.4226097582495614,-3.4067688961826055,-0.23303769692811527,-8.349746412709404
-0.04955185782750726,14.658205030340117,-2.7603151599452502,-0.3183531952864209,-1.0364202828510873,3.052346693143282
16.002257054580436,2.083830253394699,-1.8136056506339804,-4.097953514988813,1.461551172126331,3.4502025708678246
17.85337023056789,-2.446142517518312,3.590590236204369,-3.375621665981524,-0.952028500251628,-2.6042667819219516
-19.003868730679315,-14.934105915677593,-6.145470159386751,1.0027697861721356,-0.698469229317135,-5.2054848082087295
-63.45251728748807,-12.903492785753098,-1.022133081369486,1.252555588529784,0.30869934667879406,-9.47043730819649
-3.6121255517412756,-32.83268437020183,3.287346097273436,1.5020865179453553,-2.163811211894123,-8.078477274641266
-8.104182902365494,-43.46527659154715,3.5057986949791706,-0.03081876293371877,-0.3083654893673671,-6.794903762668687
14.227773282893791,-21.941583013426012,5.133202157913927,-1.9580981907943098,-0.13760129304559898,0.4176247910679871
