Tº B stator_t_1,Tº D stator_t_2,Tº D stator_t_3,Tº D stator_t_4,Tº D stator_t_1
-60.43711982942461,-40.7533106217171,12.107027788604013,1.2138481999845787,-44.92372053190089
-60.43711982942461,-40.7533106217171,12.107027788604013,1.2138481999845787,-44.92372053190089
16.957477864227748,-22.936363144421083,0.20605597212921367,-4.724802670508552,-133.9910334150433
129.60748264617467,26.15404156427074,-0.6599161632387244,1.9801006147013176,10.559206239765402
70.79674623468384,26.829169157202564,2.0733285990599484,2.2496461054566703,102.0338915412094
10.524304503162341,3.82970730328973,23.563169336448674,1.3231509983023133,-29.250192875324693
12.38995865516032,37.612353544864966,-17.75961591196197,-1.3864421162937144,168.88333247034006
-13.236026928999719,9.141024622783991,3.548611948847533,-3.754887689197865,-44.128943773486654
-26.51874209372694,25.232099769071542,-14.673718720955836,1.2880158974008222,-31.06592524710587
22.420997026532753,-0.5602111858047607,16.51877999649413,-0.438809827255552,-124.17778021033388
-58.21589386801202,-83.57589805987453,4.223064874774488,4.087047037148843,-108.63666800284246
-3.215333919848895,-50.35974312746393,-2.108057645224097,6.916132084680747,-160.15408009332282
-62.20497110425648,20.605683948037765,0.4914677060695194,-3.845919235480439,67.87602885620448
66.36347295676933,3.7966019762408223,2.6136721314455205,5.31638552847364,23.77830529220367
14.054257518550926,1.1579245998899825,4.55302384500444,7.8736588411342785,-4.815314317134991
21.52168858332668,9.913794024231446,-8.389244807329842,2.4716129934654925,-22.5075314928512
58.5110266425996,-5.869281645136551,-2.9468812333056738,-0.37883580207682455,-50.66459858506434
-30.437000074400352,-44.47472888374917,-7.943270541814211,6.956597508666789,-67.38822456461097
-3.264497217627902,23.142338987521338,7.501326713412683,3.253579110868781,-0.4852943235416376
10.440770464594443,-35.340896136461076,-4.407386920270161,-1.5354939379851849,40.27659479548938
2.175194169574837,-2.4656055178333567,12.646705286749519,4.218347837461665,-63.822568222542266
8.138531543747277,-28.243756065161232,-27.466201896069556,12.353751650500119,-4.034971167296316
2.5796616743708105,-22.802832434720536,-33.23656637626859,12.611993144116386,-48.90988917014141
-32.711599045881954,-22.447540395123607,10.69788369778346,-5.648160081831366,-58.65744887055873
-2.011978635730536,23.685706629755366,-12.392005519682382,2.506743009482415,87.63785369035666
-27.76183408498295,-19.233135331940492,-13.813296530792595,-7.187000273515187,-14.552065901328547
20.4270700437777,13.751821677392371,15.601845619847591,8.772134857413295,-75.14740108227898
-30.265339069770274,-19.414035877543185,-9.004623729431238,-4.458025645963626,-91.45491437050663
-15.577847975842081,27.85826647031483,7.072198104914673,-5.4681361710892755,-139.31474912641394
-13.96875819001471,56.423578357441485,-1.2208180074066455,-1.0147346117616411,-68.85133331669702
-73.19548898212426,30.718917909328567,-5.7307276999599965,9.999074051640752,47.39293484275582
93.1428494276769,22.17445356576964,-20.85337945664555,-9.762201906221842,99.88582021220068
64.43001144859996,69.7761194241739,-5.767238340590483,18.01820347432848,177.33191492830395
66.59287215343805,33.55800701907971,2.5893492248853995,9.234199149879164,83.76945490129212
93.66894582530954,22.379232944626835,1.360540214506517,1.3541078603968684,84.52794621931785
-20.354298100714338,-30.91141509217485,-0.4754971084430839,-0.8300628591855753,-95.4102997478091
25.507267288469563,2.7656353357888133,2.0989589436830265,5.409843064485591,110.1159096354977
-21.405965147508653,42.503222580183035,24.909034841810765,-1.4093762985178304,-16.01023740029514
29.465087090712856,-11.165111179610207,-23.016350546607228,3.810749676171801,79.52625645345844
37.01535780275561,-8.124118553639775,-16.68210112899768,-2.6248298816496454,99.4923166327568
-14.988594135752944,71.67701277719084,-11.98816774509514,0.20534910589665323,79.64369261880928
9.40428215747999,-7.376032495476123,9.353910726002866,1.2498904342386559,-72.27277699960459
-72.66453892274194,-23.23530374821708,-4.5979244701621385,4.09436892694418,-22.85737437987762
37.07291127121834,12.424441083956395,6.045681158872895,6.653005034696725,-18.584647469943
-16.006819697018546,4.133916861652903,12.30140349181958,-1.4505447080598954,49.52944604523783
-40.11259345508138,-23.65239406153782,37.77862584712481,5.4711051436439515,-66.89374812807468
59.45364640474107,-1.6046581178772694,9.606062874195029,-7.146827502522421,-29.29160193667954
69.9841970249134,-2.1561097251852814,-1.3151313939015878,-7.140710751927662,35.509549541841636
-66.87755729265459,24.280777046011192,0.9292378753650041,5.472217955209934,57.271953908643496
2.7837981359241866,27.82554109649359,-0.2832459013934282,8.90782583083936,56.5815091862764
-3.944169848013388,-32.41741347275976,8.42148505006794,-9.384517257365635,-93.54808352001305
32.250299715071606,-7.222940538795431,8.844056828118038,-17.942222633278067,-14.701253674409969
-37.068373883645386,-28.13963040227332,-5.204052966733409,-3.799013639222025,-77.7598121366681
46.74685492608065,2.23597772280106,3.9857526745198406,2.858430892618296,104.00269376018372
24.57919254874131,28.46477104433737,-14.30917583922174,-1.125052994330078,-13.848855581047824
-2.417156680455747,42.08012938057327,10.81254957457247,2.2475157792863127,72.47379722583942
-2.417156680455747,42.08012938057327,10.81254957457247,2.2475157792863127,72.47379722583942
10.303874332986652,51.43668702294611,-15.669761415759735,9.044360827346832,39.382188225377426
-1.7124768228677212,40.776696359620416,-14.482505311394776,7.3581173395981,5.77955521390485
99.66398984345768,6.392550038807865,25.59025764159812,1.5000897700731217,125.9133279545357
68.72561853031698,-5.0205250607171,11.598928353656026,5.494167168712544,126.84004231350181
19.26299736581818,36.16324879664408,-17.73666909756777,0.822291431404147,-35.70488181482989
-14.476135634150936,-1.2732881818014974,-11.108047123339226,3.230399024612493,32.939922285978966
10.393843265916102,-0.15905205326349403,15.020074203245601,-1.767839790670384,24.853181374108274
32.45221153133963,3.8846459302355996,-18.608946285907134,-1.9614373805998717,-8.705022450774093
48.63591983005318,-1.2333741297947665,18.18086960647952,-0.9074393086915786,26.72956136882101
-25.35016714651926,24.984566350693918,-20.49687560157541,0.006057984178124087,21.17107565682689
2.7740220331891017,-19.44575887661692,-17.300635668353685,-5.205893182941459,12.016487807849945
8.318760996955818,37.42205253527335,5.749739591035226,-0.8482170401510958,41.91813940096534
-26.525509958104003,-9.702085222731412,0.20944021733718587,12.67894243390428,13.213393347983779
-12.192649954029289,-14.625537518545995,-1.3902462228527797,-7.89999971933978,-85.98532191814017
-12.918348149544899,11.38570839662134,1.8545511433547421,-0.5543482900137899,74.5464265080689
3.304433751931052,45.739536434206684,27.12363028959227,-0.9750038539474902,55.55641940731026
-18.43293630047799,47.87013119849564,21.763185663256447,0.3115191463681971,47.376285909394284
