Current_t_5,Power_t_5
15902.093020327105,-879790.4038983402
16722.07871063522,-2813151.7592375083
-11463.132387224527,1578802.2427904317
28354.335689372183,-1634803.57040535
1363.046518959036,-1923492.3360752023
-26241.78808547287,186751.70059205545
10229.146611596274,317642.7892066316
-11712.647672667199,-1144711.2277237417
-12256.793492411562,-183339.93604327412
32622.572939143152,1223011.6263787646
32622.572939143152,1223011.6263787646
24232.610459722422,390304.39109136106
-21889.777782741246,1007603.8993808232
-9522.073125483941,-640011.1894662865
-8719.621835145856,-587491.3006070462
-3465.544987339431,-1131520.8486859517
74823.76300727931,469884.87399435486
-19323.880690991748,-1524825.2060611346
-9641.512263317214,814732.6046165549
-3746.6665864815473,-6319.811070833821
-34807.503057856564,1306384.837926408
-19782.862663010987,231311.5105382423
-38196.9417297693,-286726.35434484
9632.21811431506,673408.3024903922
-11048.075406758016,-415159.1693737303
-13722.42082426615,256479.42344967078
-30169.61642395237,-249808.5977914153
34513.03665448622,1186820.9479793087
17823.08847518786,1846165.4609715398
17823.08847518786,1846165.4609715398
3087.5925300701947,345269.943776496
14542.43757598056,-798434.8361423685
12449.145252009432,490317.748879544
-81920.60404852367,1697578.9718787894
7953.027350159871,1801048.9869486536
30362.29485584147,931225.5041136146
-42370.97063430651,-990298.6165757552
-11729.812457396933,-2302898.209909189
-333.4424280877447,-100162.13348287717
-333.4424280877447,-100162.13348287717
-333.4424280877447,-100162.13348287717
-13899.057908072935,278421.22097005404
23759.093857569613,506830.5342613886
47041.88218712849,1977294.4414936076
56281.183169597236,1389912.3550953423
-18304.159359755475,13539.781427000184
17003.36815086026,1835903.5507599046
17003.36815086026,1835903.5507599046
15167.92563140293,1016420.7887045522
22505.266750145984,553401.0647274313
10314.792451440604,-551948.0105508425
-17238.487261357783,-451573.7161286458
-15835.60395197897,196421.57694861316
-225.19336814938652,-776088.7236277146
4881.409082038481,939843.3144437608
23797.311554173717,-75344.10996824398
33534.832474949886,-199085.04682339117
39785.8389776696,-1519594.9140553758
-65090.27972307156,-2071471.7934806957
37606.940586412864,2740224.1269563595
7514.171166884313,2286087.8658091156
-24509.44463623445,-715830.9380000825
-3910.9073603808356,-2026447.356059648
-3910.9073603808356,-2026447.356059648
-27804.192812638197,-3482314.1487452406
-8764.118152250168,-1508502.4479740895
15755.947089165003,920179.1196690191
15755.947089165003,920179.1196690191
15755.947089165003,920179.1196690191
-60970.75020177285,-2436412.603232288
-60970.75020177285,-2436412.603232288
-57670.994157048,-1379498.5689719536
22950.79114925577,2083811.4401946757
4182.605159949999,-1736551.5156137722
23549.25905562395,1825296.7643895326
-6244.12763664528,859870.6887973417
-26729.973072617668,930369.5110086724
-42746.48571202586,-1239240.8690976235
-2131.10724634309,439773.12313476123
-2706.9941444900783,770078.6873478304
6176.428229469257,372794.31781998
-15376.719142057334,520534.1363209778
-44853.573003705686,397749.6898283567
-47573.70082438747,650983.1984729782
33887.424009528135,176577.74250195036
-13095.070871243668,-191041.39350510144
61563.83258740671,2075703.15882031
-15709.501958355933,-1140239.5407697025
6823.537045361743,379778.5789984281
4401.352152546615,-1767293.3615365925
31864.001491999523,-1109910.136629794
7466.58410125599,-243660.11907950346
2904.265681829187,831141.0736919683
-8447.104037720237,-647745.9507050245
-2886.5522590364226,-516964.0831834149
-5608.7622121444,1043358.0387568895
28435.668739835557,-925789.6102828132
-29281.7450167414,-375546.46411338774
-29281.7450167414,-375546.46411338774
15844.882581169812,-902161.6566202209
-23607.3069254921,632497.1151067553
-27045.809082255015,-78945.47577952221
-19676.001226471875,1597282.4260016487
-2068.2948447637245,-1196785.9949930126
50289.956488228294,-938592.97216049
28906.262467967234,-3349189.3139813207
11251.634749161309,-1988423.4929780797
13678.018558669604,1108948.4131288438
13678.018558669604,1108948.4131288438
-42585.07434185621,-318413.66651641484
-7321.7853546522965,-510750.04560101917
17744.064510386044,-1288412.1592447548
-3330.606187012083,-120395.79196509533
-289.4042687049732,-446671.5003982943
-289.4042687049732,-446671.5003982943
7685.649937000052,2129550.6636648253
28188.32090313966,-3069335.709384416
468.7902783527679,2723054.2377858222
22402.565769060013,-1593589.024406699
-44381.11157937431,674198.22774557
-31999.20765210901,470337.03506600345
-28545.716465554855,919678.4790371206
-28545.716465554855,919678.4790371206
37042.718678002675,410761.1907792748
11912.530510345725,597407.9987634938
34125.13278740205,465964.3456894881
34125.13278740205,465964.3456894881
-60668.974778043776,344931.9449513783
53966.845248547455,-1734350.6811405083
48032.8354802372,-860298.1765882021
-35180.48490565524,555.5873263035901
-24851.14232975529,397804.79870777146
-46278.6163245552,107241.0639808175
15111.217431472367,934170.4901466677
3677.2417322979163,1134252.774759245
28070.843983544073,-1466017.6058045838
16207.154756337288,2864208.1124302372
27533.95885120133,1914543.9493129817
30175.622235943483,611861.0259205282
-12315.34743774272,-368613.3948755826
-15804.340844694163,-1640295.7021031154
44424.445430275926,3040290.441603328
-6602.4133921873945,-1691068.3201957175
-6602.4133921873945,-1691068.3201957175
-20764.65278751108,580998.74247552
-61569.380228362,405628.0160000457
19429.858875548365,-2088873.5638224743
10144.412077508394,-906090.2012505187
16277.72524875275,-1344802.7975514457
16847.607768327172,-1470690.021291554
16847.607768327172,-1470690.021291554
26780.970033217767,-1357311.4891364868
86496.83061311171,-172017.12043727655
22095.602703303994,-570872.0761174727
-24211.776577222372,-926367.1381193036
-12836.65904396031,1714491.9710490224
-12681.812906727084,1883007.110550513
2440.101770435571,1856121.2559109333
-6878.053292865354,1318167.840518066
-32293.447442647404,-830241.5343060729
-3351.714907678099,1927173.7434431333
-9289.63987395512,-958992.6336699491
20953.502272761805,1291746.850600878
-23953.785292440443,-683301.2335681671
-32400.98242933058,-1721571.130517551
-35382.49888675973,-1557768.2054297277
-264.93459861978045,-1461435.563009066
37381.68086594016,3106092.1700912165
-13525.945412352372,-651118.5310990033
42111.44440793513,919595.0429833189
22474.474866747627,-384308.01339308475
-31261.2793777431,650318.8501956579
4383.915126396751,-3077784.782349492
40648.20019228172,-2602286.635855809
15044.988391321589,1459244.4317012602
7658.567173969489,1090875.984136362
-29279.834248145533,897972.2975020926
3524.5673522306606,-834073.0038372811
2985.4595985492556,-578170.47453802
129.8010528869354,453740.0516604293
-5267.205556880839,857804.1660218416
2718.319737072121,1850734.519638271
-5120.493336227932,1666225.380998502
871.2058658463357,171777.07593840244
-7807.632681680601,139335.91621945857
-23703.5899777668,-1578181.4866213875
36911.16678641984,-754630.033400805
-26960.57775947363,-1266479.715155159
26866.18311655652,1749149.9759494
25080.83652836086,1447729.7371584878
19833.16953338089,-2331713.632821141
12552.776798831983,-3357385.7641710592
-21542.92904778995,2609673.6171510615
-15810.256513098708,882140.2369408035
13300.522883356414,-1011889.1752034795
2097.469079649901,152033.3255764176
27724.4035962958,-2408283.7952244584
39029.717392244966,936643.5656647836
-38669.7261831111,-2417850.615990488
15677.046095196765,426125.6490344689
-60034.38713117773,-1777354.3211011752
8960.744542522298,891449.574642525
22245.78671435421,-1419173.909863865
26322.217115583,524003.5857860996
15875.758712972085,202324.52741616784
-11164.548365292923,605766.3477665298
-15651.662048596587,996131.5227594445
31078.3318057687,365016.8744606925
-30568.207943456415,-2128509.7805153276
-6683.257233125121,547865.0528313699
-16537.659182091258,-6038.539769572904
-22236.06649730409,906370.2315379798
44445.012787889435,-1139770.5622648748
44445.012787889435,-1139770.5622648748
73063.20764580113,-70709.68715379597
-15930.67333945381,-1488097.1352397879
5231.286695529005,870762.7065161546
14036.565405977319,3227055.041885187
14817.021338074735,3393669.1297863275
80190.18462156551,-435793.13970789686
73713.5975290752,-853107.1405823804
45373.241059756845,-487317.89116716455
54315.76835904931,-63733.52689707873
54315.76835904931,-63733.52689707873
75914.32494686026,-724924.7504364644
-38445.844720946305,2379732.855489928
-2245.0334139187325,1991344.3746003401
-432.58079357102247,2818740.9514369853
5384.293951668425,2955795.055339545
-15559.636495595547,3328365.358282606
