Tº B stator_t_3,Tº B stator_t_4,Tº B stator_t_2
10.525152178618663,-2.2316776714041477,-16.803750237562383
-2.8171532790337555,-6.877305764554843,32.531989850509476
1.5058617316060996,8.18784252938247,21.590960193774094
21.67108234182667,1.0421709256136396,9.76708058934353
-1.3860019198441709,-1.055408019352861,35.92227103613609
17.52604083071436,-12.015772793582038,5.778313176445224
21.062878003716666,-9.422905404532473,32.10303497403844
20.660836248813403,-7.412018803197524,45.57870834266023
15.203697558618718,2.9974124164443516,50.785951806254616
-0.213672115552475,-5.506921155215334,-13.88715077205238
-1.2874873720370648,5.255561724463174,31.76377890386472
21.598489588772058,17.188842498361478,-4.775290230981049
-9.27540081171895,-14.748162762820359,-14.978329195265037
-8.040346057392558,5.764222564279169,-12.889329695028279
-2.86977403635393,1.3795892084604064,4.6985084621235575
-3.9086069042373035,3.2099710571333047,-18.22433078425457
-17.553736573808727,-5.772216397799172,-36.96426052896565
-20.89339906683914,-8.572806733358526,-23.516613453373576
-24.594930610905607,-8.944200873463185,-26.323825125077335
-19.71136313095419,11.615608393270099,-42.915235601178765
16.83321883740335,-5.882078367624057,48.098136066144946
3.5568087225917484,-0.16553072891938303,-7.110136976879836
0.3800251152542029,-19.32567555407432,28.65722312514563
4.87625290622019,-12.990759841143898,16.069717914005373
-0.3216211720112385,4.399106266756711,5.089444211211674
5.087796699789147,-3.3457594167982254,1.669088387376871
27.963197254975974,3.922136953460893,20.42912680117469
21.19372279233215,-3.731578075624313,70.7357211438379
2.27377371758911,-4.3640767691129,-20.547704988112777
2.27377371758911,-4.3640767691129,-20.547704988112777
-4.2924943125319075,9.237682651483107,12.914492364482923
-12.540296853866804,14.99283015270823,30.44594938359259
-6.6482649982289725,7.309743275738076,5.713031368061166
-6.6482649982289725,7.309743275738076,5.713031368061166
10.773026624586178,-3.8039161176589023,0.14013096104965683
-4.682665402299209,5.67542118406815,3.497484395211405
-6.330616264976035,-3.3793023217110343,-9.75279314475322
-4.600032630599811,2.630120017026144,29.44676289143335
2.1496479844121934,1.183082701104646,-39.41470514446031
-20.660496960720717,0.8839637578348065,-0.7861414006368506
-6.960379187388604,4.314708168441646,-53.34849112326981
40.15595739945355,10.443388013374214,27.871130805437716
-15.715439764682127,12.025226249328842,18.44190177308271
2.5218005463342976,11.092782346165647,16.74816895386751
-4.942923955418603,1.4108624655107036,-20.200127717037265
2.9561926122691204,0.2926286077188911,-8.718244451039219
-5.022961351951455,3.408430957284305,-7.148233322585238
-6.282513646405554,-2.627185416777275,-0.8521042787172846
4.689308208186506,2.138390312635056,26.25526129608649
-14.200491549277334,5.4091331602268236,-49.872034511716876
-9.474953288420023,0.9960228981469195,-40.18033954670567
-11.253387090372838,0.7669941309988478,-37.42439374303881
-13.277900900881912,11.264802666073823,-40.395924811322175
-10.599001018885138,-5.10525222510984,-15.593776303581926
-5.4131440685194185,10.317396393975583,-11.77015323809405
-16.699559299293725,-4.535304303883978,-76.28699621797949
-10.435108297522948,-0.659673557051978,-40.745753354690926
-21.758413162519414,-14.490421249702637,-26.401367333158916
-10.246459908786795,-5.800102094244885,-49.32481545056447
