Current_t_0,Measured speed_t_0,Ref. speed_t_0
-35167.79541899475,39083.76748845294,-110698.89692171387
7315.581728087302,-337553.10651720566,-180938.4291767568
-13473.043234086781,374532.2574088704,223430.45652678006
18687.429122769936,-170122.60051492642,-222528.4859825174
-50290.96347637111,57181.354119332405,90050.7557110462
-1375.4462014474266,87941.50555277409,-67527.84143483124
-508.0586295078955,81395.39670569736,28210.316169878337
17303.24524224605,103195.51985763462,-18237.773310598248
12915.44319086537,152415.8608151832,264753.2157120432
10605.699046882935,186177.13598844787,175951.19378180467
15804.609362219157,112149.85110786353,167793.95826140235
-4207.443119753867,159145.9171988549,92053.2647476367
7757.32896550383,-60983.85302049579,14376.67076194202
7757.32896550383,-60983.85302049579,14376.67076194202
37154.68475029343,152541.5311794812,174406.32824475193
-20341.671878656456,3637.4379244927914,-33310.099076474435
8646.268387784556,-70429.01476408957,-65150.04789126028
54212.6365971862,71287.82449778792,147639.390640602
37515.14587676087,26698.227455720713,65452.64550801908
-6580.0140052432325,16856.82264570817,-44704.265786124204
21501.629098355537,-34570.50582597805,43207.42495349611
-20377.94338251504,-152507.0390959997,-205512.15087715947
35577.585397584684,-300703.08496804116,-186088.41686595234
-50869.42507756225,-73489.36269268006,-158090.4693062043
-33419.6305972813,-143906.87982061124,-120284.9076553621
14146.653885650088,-90551.93992751492,-27947.527805862337
-15813.90141206752,-77437.38730894278,99708.05816095459
21478.2789036522,189184.09293103975,254052.11187644728
13151.086204650961,44441.98857746017,109962.37738810675
-61448.47040348471,6885.210163049138,-55899.81816725425
-27069.940034584055,135424.85674363698,7036.61248809535
11582.809749129156,-116729.01473485786,-69334.9004149515
-8690.597324787652,-14114.995180939135,-44397.35955754018
16149.920898596838,-143617.6522006488,-97894.08664680624
14191.034555781887,-154941.00091681423,-32375.357181343614
3175.477532314808,77261.4098014556,76772.96581152614
24423.756937816193,-178731.59179118046,-107982.82346250946
-1275.4738985940057,247805.8630041862,140445.63870760443
8563.695799453415,225092.32174206537,283138.0014343023
20670.26784893277,-230153.85173105233,-93978.75061459313
36432.294038493696,-132367.76034896704,-174728.85147230464
-62540.21560319032,121136.47342619629,-102114.58733455342
-56974.11952276562,24611.55698126655,8372.404841957992
-48803.67108731906,8067.899630580912,-102900.26264658132
11931.679899928327,-77314.86524656885,-20174.567700858046
-67917.15555263797,-147627.75281338615,-124469.5477219005
-50242.028091579705,-146619.83174316384,-208302.93478193186
45363.91070631544,53800.69475231078,88932.81786424144
-8239.996174416508,-59781.94709307168,-39683.630231528936
22849.778841822616,-15583.52889285078,2046.4415946672088
33177.05053035288,-64546.83283326058,-13523.125625968816
-22251.769855182854,-110855.57286256907,-129173.77957028197
-35528.74906826382,-141003.53845124724,-157025.17807200394
-20940.442915644955,-159039.75689771675,-183126.19020289506
-13637.001464372237,-69439.108832258,-201732.95784903684
-34293.69990555094,-88458.33084619601,10173.616976449965
8647.815640207682,20240.898503863107,-107156.50290262737
8609.76956088423,-55966.81136665383,-42640.75010861417
12967.409747891867,-141725.46265449602,-101023.70195843221
-22479.47760863338,232067.54896399792,186370.3510932689
-53712.938695241144,96154.62764300255,23357.888066691936
-36039.44044213317,-12696.150880050962,-46087.218832836734
6512.715774748605,-83165.34058527809,-97141.869342984
9484.78115144022,118444.63783042855,143861.78922411893
26423.006757492305,189195.217506968,173051.97764448967
7776.0793433284725,158646.5531809989,185922.60584920173
22619.2554465041,-109048.32173499506,83710.7021586083
32753.61696479899,146116.0816071565,20510.804817884826
-18370.434777052906,-130705.95643723189,15640.53620062003
3994.2088261144963,15466.61591176297,152770.28102323823
6169.3737860317615,66241.3329310128,91757.97995259997
-23843.167279825313,25975.006599129483,-35502.22537269872
11932.445225497797,-94390.7739854022,-73847.06598994555
16972.105311222418,-88193.27894860401,-61709.94586598115
-143.90686193743386,-11774.740687211939,2934.504163345817
28024.248019508508,157032.33337647945,55567.61927112726
28733.09213588049,-37416.93603273091,188510.28803399066
15939.542270643542,-59468.14916996952,29569.385801109544
-10348.418706656374,143881.27823027663,102980.86942959932
26573.92377689285,6402.485730663844,-7469.982605624231
-7084.526013170689,4956.454769896884,58214.73989144454
-29144.578740154422,-36431.52344070285,-119124.85539881207
-18825.934859470748,46062.41075841351,62130.050321308445
20660.115241505096,-34583.98229082924,54029.24123736083
-3577.2714584660844,60375.76189995167,37310.08137509944
-13310.489355463804,-46798.943509465185,-58192.57853642627
-23048.09985785968,-135992.3394913684,-55379.56702071637
-33468.89639022751,-72645.21848538544,-101167.76339949414
-30731.82584027566,-98551.70933294544,-138276.30209971653
-24096.615667304817,-60188.67192873133,-73794.41734910398
27400.61661929281,138269.51756445988,-42345.35447060874
-24113.59680628148,3014.7696497596844,-204127.59926153749
14717.392352889321,182610.35775061377,15996.39433690199
23473.189966519734,-223145.99747261556,8217.16837778897
34244.19783996165,30585.802719193467,-106455.26022409115
-25411.310697922614,108118.24714081362,-31193.967356857185
-21229.67613446988,54977.335305551205,40895.11521628816
9676.677022443133,-92371.59687168608,-77738.55837456085
9676.677022443133,-92371.59687168608,-77738.55837456085
7372.195916924866,71450.70144223911,83646.48413574196
