Tº B stator_t_4,Tº B stator_t_5,Tº B stator_t_3
-0.006744489997570824,70.24411960551768,3.2728922318703155
-4.505287161755039,63.642604377317554,12.416789612584449
-0.08048405613614396,62.603703675978714,12.697430530113062
-4.72514852524354,71.21073564037947,-8.441730749314027
5.646801112151536,68.86173922024774,8.167136295508888
9.50030900981344,68.7666292320458,23.80071337980661
7.326397900458149,68.50676519755424,20.984938759527466
7.6339781293693605,56.36111151938335,13.828335472413837
5.120056134099894,79.8125780806496,10.748583876664872
-6.80918888621177,51.01263063812981,-4.471723430988824
1.1207263324154626,85.40392330221917,-12.829717352550109
-0.2848036465762098,88.31269912587359,-20.58208577438547
-10.121103753650944,57.97250574119741,-9.374640721055048
4.238977531966681,77.68510990397589,-3.299607724406149
-2.8963016346947263,70.23830361050057,-8.948988499464866
0.05057120841800389,69.33966105375946,-0.23873195410009984
15.245011649341363,69.7200067980768,18.693469781081227
-0.9527220411255719,69.82225950891218,2.9894298071581282
4.0816751048398014,70.95942989455676,-12.670281241175358
1.0339569235778034,58.901556810489225,-0.9653541091356601
14.014875622869845,76.13729220037453,9.076383803606195
13.93225025677079,73.0778967124179,7.354116851644877
-5.007956723779174,56.36961938504567,12.99547955460816
-5.274210408185492,72.45456095396447,-20.81875508950111
19.96654958798063,71.10175154324276,23.739241291853624
-0.09814966977085238,62.63112293427914,-9.927660698079123
-0.09814966977085238,62.63112293427914,-9.927660698079123
-7.520693638353075,78.10286442560194,-49.941708427546224
12.376027658222595,57.88002490432049,1.1725728111754226
-11.752352466930656,76.30581518464872,1.9395707226154473
-9.904040984261407,66.77054538206788,9.51463024354998
15.62886166116989,69.27537020913299,2.433206276210224
3.149039630630795,62.65969704776677,-7.326456054474313
-8.874739603402663,70.31080876250515,-13.59402441733318
-4.213739385571543,67.99151927768528,-11.796782509000558
-4.213739385571543,67.99151927768528,-11.796782509000558
9.300904505605914,70.37150534035537,-0.25224831426560623
2.536486567147609,82.7670948511276,12.07472723726184
-9.383048144330488,57.294855391956396,-1.4510770038776997
9.155633957174931,63.96399953510477,10.959033872053869
-3.439566469801399,67.87673134793242,-10.574802610371542
1.0758277400546912,74.65757466477056,21.92828041493077
-3.215794911670018,64.46870643068686,0.04038613030099114
-3.215794911670018,64.46870643068686,0.04038613030099114
-12.516878398770087,59.097742649156,-26.427821052633547
6.842386447090528,76.80005958554203,-7.466191565593048
-5.447729776771254,66.05576543913482,3.4840065529278412
2.6092637553478393,74.87649202912232,6.386702453181197
0.8564463773861402,70.03610448091274,0.8645381861395798
-8.930160790203608,70.60545680869586,-25.0791984660083
10.39568218942749,70.40334079978132,-5.072335029977008
4.641437998656846,70.32902925894288,1.7706636719193902
-13.969994589577551,70.61888824200227,-23.946945819675275
16.187779202551148,71.58934207310674,22.2027598847271
-4.967486781938123,63.15688670249627,-21.61594057024909
-7.543867185305204,63.89842511046482,-11.843930920662228
-6.494820016122645,60.537328323001496,-10.200413501678254
4.280061278985443,78.65570749358828,-8.613236455226714
7.691422932872177,69.36433868484689,6.459318897709437
6.77626706961744,64.72246320665128,27.08319305756178
6.77626706961744,64.72246320665128,27.08319305756178
2.6186539763982175,65.47706781003448,32.174028943386105
11.180754590072786,68.86999370322958,2.823150890677274
3.8687735118272233,61.32076198992857,28.3656574302681
6.500166792425135,69.73617335531219,-1.2698247360232422
2.6731438660380915,71.02747527063181,-0.23681670826235468
3.8171840393152046,70.86995604986791,-10.366184853157954
10.366359385996182,65.46051695011833,13.853253371926714
9.31764955600751,65.5367258061089,19.173497673694254
-3.4938740480704653,60.40710076656815,-22.77491039898296
-2.259820246385372,71.78309460912361,-20.3324844183041
4.317480974788376,67.45915382644291,21.886911015974903
-6.77753512649959,60.04395635199759,2.192120160961217
2.2459519900023386,80.95044842193873,8.353457893584267
13.754024806726743,56.546418469280056,30.592272704635043
2.1095586344833297,54.08407971965132,30.083168178234544
-0.9735972321144232,65.90712752808751,-20.26032820193506
3.3723520822888435,66.18547429785076,-9.663906462770115
-1.2321425730307674,59.66490710079395,15.093287857121716
3.7555160071490707,70.3725297662095,-8.922237926631844
5.294769174586964,68.30190620594672,-13.612341514318175
-0.13697713941915168,61.456538967266,12.41807374620661
5.149585763213582,82.12012886398162,7.898541347278233
-0.5799621613550006,78.09726891028534,11.791592602540513
-3.456028912764689,73.55783368406007,22.931619895649334
-18.99272420491194,69.69615380540284,-4.10041404363821
-12.999055412545363,68.11538008124268,-0.1649595280255136
2.1976487188971845,65.43938970930134,7.789671973734098
8.412825411442475,61.10667965374155,18.447219942154653
-0.7481603752537875,67.7501068424682,2.039014541588859
-3.361915067683946,68.85370709492271,-11.009635379613739
-2.865588873828391,65.81615352326155,-9.950504262130547
4.640588947984011,70.72183218021576,2.590921556677161
4.640588947984011,70.72183218021576,2.590921556677161
5.2599634356405005,73.80197103987528,6.49910398851081
-6.901932630424904,71.41111026700729,17.645232688324857
7.723836673643749,73.21322166064638,11.938469723492219
7.723836673643749,73.21322166064638,11.938469723492219
0.99606660724882,61.797074735655336,5.368497334815737
4.971924899058202,82.04430742360853,3.5746938725014363
2.128150259132009,65.05482734599654,3.2930824575330657
8.552556545238165,60.22085370771568,11.822929376454718
-1.9552148190594583,75.65819245041672,-1.332903606855406
