Tº A stator_t_1,Tº B stator_t_1,Tº F stator_t_1,Tº C stator_t_1,Tº E stator_t_2,Tº E stator_t_1
-0.39877210629329185,25.090176817146244,-2.4610077524321814,0.19737704029476588,-0.8370922620280378,1.6293996779781437
-4.94235219088154,19.852356448403306,5.099656837242128,-4.539020242089942,0.29875279936165894,0.1888342470008969
-1.3842606713516576,28.551004705785118,7.767235740138382,2.3368349116679363,-0.4346514471950778,3.635704422370792
1.1784992120452,-13.54945602745482,-15.032575889287594,-4.188194073838726,0.2863885830523403,-2.7730525251808222
-1.5721706915347191,-22.029812508298004,-14.690060833212637,1.207446546966494,0.6107561058991366,-2.4196973336414054
0.11724156889899684,45.283901110916524,6.662705677116042,-1.6083807678671027,-1.2914093411013734,1.742340801506947
-1.6267302945669084,37.828004350223175,-2.2398675423659964,-0.497939415051915,-0.7680947264649771,-1.9392963174995106
0.3263753432708161,12.079935236445653,3.4045659377854633,-1.80062354454792,-2.0556996186316407,-0.807007279095886
1.503379131881846,24.936363915519443,-0.31525783322584133,-2.296001586844173,-0.5470136300583113,-2.2451080934206877
-3.7552405909896827,-4.293740838255818,-8.503612809061119,-0.45822266095103015,-2.3466238337161975,-1.4997682957321024
-2.5968039253016695,1.7191717965163518,-3.8758687806293466,-3.237428443503764,-1.560757034938709,-1.2834825693255207
-0.36579418725197566,20.164053742523425,5.600161765644788,-0.5245695494086191,0.4714403972321448,0.09598091370384376
-1.9067409057511218,-24.176003748434038,-4.5738240411041335,-2.887627856821048,-1.0817583265179374,-1.359393308386751
0.2685915294542207,23.683189028734105,0.8440671201121157,0.9540205489103011,-0.7589474868081008,0.11245085439065666
0.11115897296679134,18.12767989998496,0.4376557829328951,3.5125242800126575,-1.521548169535894,0.6694528014290217
-3.828838571965223,-10.259099981631763,10.15488243741934,0.9301967611047504,0.49044817100901705,2.330963781594915
1.2818789736525957,21.028987712483033,-9.257584235085204,-4.327067153420926,-1.0700589989469333,-2.513288055580363
-2.901716012958792,-3.4488718922653305,-6.1288857404746695,-2.076365295299894,-0.8194833464533668,-1.6394165442387494
3.1205497534763755,28.091657714318202,7.769989845121479,0.8809906608390197,0.12398377694817386,1.0628058297167997
0.6484477727386251,23.683997613506357,14.095782984324895,0.11706787862339263,0.36756212957964973,5.753538163016357
2.163131567890484,0.050367641938349195,-2.4348478458372025,-1.0718266797237135,-0.12361917963948454,-0.24310910903852356
2.163131567890484,0.050367641938349195,-2.4348478458372025,-1.0718266797237135,-0.12361917963948454,-0.24310910903852356
-1.8773833809786127,3.627774212946915,5.343703715237625,-1.2732643049446752,-1.064646901195132,1.4945523805586551
0.0667087173658043,6.226597199689656,7.356390307228162,-2.021765235712042,-0.8110766128903795,0.9213612980334217
1.4704931903143,-38.675699680753624,-3.2566543619846535,2.056877336582125,-1.1598239235348289,-0.457961435157177
0.614825238520059,23.959011438203692,4.552805078179347,-1.654666720932524,-1.3212324513605087,1.001981323296897
1.6794853106165208,-19.46391348001999,-1.6428728598300708,-2.137856370861956,-1.436289678742078,2.7264952927690835
-1.0011099786358715,20.620400872936386,-2.621071203113793,-4.200375311354001,0.6692790079663571,-4.648571337783109
-7.27834026757935,33.96394418097034,14.602935800440221,2.211374509387169,-0.8898771764505962,2.1661451901278848
1.0274053674464039,-27.712467279316783,-11.092610518293393,-3.4198134082855103,-0.9810360086938232,-4.308482749259817
-2.2272653697385083,38.672684159869746,-2.362527694694128,-3.6880004466986533,-1.3618550030475174,-4.721980933159851
1.1589383102089668,-7.533461529483631,12.583986513018969,-0.740089054329748,0.18100448783502932,1.359161873982558
2.0230226255380463,35.31763601360404,-16.27199169545769,-3.3662165955875563,-1.5329999753781398,-2.099763790773856
-0.5041622392107898,-53.28966332317509,16.870739753708836,1.4035155891377276,0.4811799814385158,2.1667443537895945
-4.200441826853066,-134.02455672286032,-1.0037872788331197,-3.813473321483217,-1.3461084756156017,-5.032465353433932
0.9848106712100979,62.78942043548608,-10.311834983050279,-0.4384780141585074,-0.7129308856593061,0.2014642285600461
-2.362058717818909,-74.46964848142362,5.46892559949533,-0.5408568689129858,-0.26815648606624354,-1.0737004055871877
0.12396837719405629,71.33031729983415,-4.522253643467333,-1.967603705250852,-1.6107540211385156,0.26170340115414215
-4.669893556767157,5.662977608377503,-16.93462104337145,-5.124233084202879,-1.275607175175085,-5.668866922448715
-6.34548333177009,-27.320333178017393,-9.644362846524713,-7.587220457375842,-0.6159742876090113,-4.397185839096805
1.5636946688872397,7.8697157721459,-6.05051434322134,0.9073601986724381,2.0072276947602425,3.888485523719999
-0.34263869854066775,4.360157639630494,12.522398019236531,0.11463891842123264,3.0941326916063137,3.027584973503858
1.9190255486773933,9.288115913980066,-3.803584211061973,-0.45996192566304517,0.9343455958833662,1.5575735737884275
2.413931653077817,-0.4276299236627228,-2.4325477283100922,2.2413033394326307,0.9955870467128014,1.961666820713255
-0.40966443402145813,-25.78631185246735,5.2593923798659326,-3.415750782242691,-0.3723867337423641,1.6648626506906596
1.951596127285387,-145.73757473422012,10.870662160617064,3.3085705582804112,-0.1422193330411309,3.98094282457175
-2.8583404356172406,42.779986312689346,3.71469443524951,-2.348943201856116,-1.42811304404194,-2.108079344136387
1.9953035944147024,-15.651171699973794,7.132616309130998,-2.288795603293627,-2.314647780944238,0.07142938886881645
1.9953035944147024,-15.651171699973794,7.132616309130998,-2.288795603293627,-2.314647780944238,0.07142938886881645
-1.329439024795959,5.1920726567580076,-4.986141436190083,-4.126412558524619,1.739278598555752,-1.8248953531159522
-4.047133389804489,25.949432639380944,-3.7035098605715655,-2.7872367417756623,-0.34533782671695,-1.3700162519131511
-1.745716814370267,-43.11136350252463,4.169184103229524,-1.0719175957770295,-3.405101356225598,-2.9353462778557633
-1.643744017314003,12.297815557619636,-2.0822284029286173,2.329695257026847,-2.3313604693616696,3.533217192495475
0.9406795677445761,8.529612584114854,6.996541524080003,2.597486633890096,-1.0989434517341998,3.0022917662281334
1.983684996522638,-3.9552274808190706,-17.348777524811926,-3.5734431575735295,-1.3585509746084539,-4.958723887910856
-1.6207100161920502,-14.491824674645287,15.56739137311701,0.46382667044410075,0.0034149703996633196,4.777307715244261
4.346490413261107,21.77798043385196,-11.747574795302645,1.139562558738671,-1.5718427252495595,0.2483816807419701
-3.48043919263936,-17.695691236462274,8.83856875830946,-1.7563909614518969,-0.8269691374090882,1.3954432994415218
0.7473894932664857,2.6892655891754167,-14.18993154153987,-4.642731402244439,-1.171020732379444,-3.346256875830666
