Tº E stator_t_4,Measured speed_t_4,Tº motor coupled_t_4
1.5143825132091784,190800.40768475586,540.4824762951997
1.5143825132091784,190800.40768475586,540.4824762951997
0.35083681495130287,316616.55173444893,915.1360577631749
0.6063027343202216,113197.97802230378,334.3614118868727
-0.05310425037317952,-99015.82493300556,-273.9110528146954
-1.2260577761784561,947.3329576821221,8.758743980466212
-1.8759892160105145,-72816.46348166185,-207.51731473762098
-2.500572992326002,-31786.467686978976,-92.38685664638328
-0.45021861519231243,422362.75099947775,1195.1065845898313
0.20954053889851518,195524.7315804516,562.8737152642345
0.9714522896574069,11123.42893720122,49.804608784067185
-1.0768523262355836,-91337.00800895526,-257.8489078171952
-1.0267121123646472,-78787.81579237775,-211.15560623273694
1.9016967434461827,-45482.40102880325,-115.85947858428327
-0.48778602364718343,108766.26209613003,324.8005187459823
-1.8788805398583717,189852.9639551111,531.6465705711541
-1.3121501564250253,146335.43741249625,416.75866242989633
-0.7272466071787913,-112166.11346901859,-306.0272103661651
-1.0458009479972405,-242461.9477637459,-671.1620195321374
-1.1077813831403276,-249331.91814682572,-701.6876908325071
0.014122333066716897,105678.86036583221,310.6458476423138
-1.1087166723614108,-103736.66055401275,-272.7867092162986
-0.3444476396022359,-135994.29418810012,-378.4377032505458
0.2183468953885796,-30705.90598908357,-72.84158113296698
-1.8766187790594542,125165.36403186592,347.4323298035586
0.7408039110062918,113581.20048773613,332.3718040454106
0.7408039110062918,113581.20048773613,332.3718040454106
-0.3042241812839917,-163883.79070251927,-455.5506924563009
-0.20054985614159146,-109820.76025316709,-301.5035458964302
-0.7661446971449426,197186.4531633991,559.7152833523112
-0.393506339255739,-400683.6661199212,-1123.2457397887597
-1.4242529519875076,-226691.2079411558,-635.8711252386428
-1.9189635422355862,87832.80134140035,255.56045558060046
-2.4929369774948293,84874.12884493674,223.97357830532272
-2.1308505259810433,73612.24823992306,226.44243987864544
-0.8632402454983682,87415.56140990437,257.8733545134608
-0.023182107367422662,84815.35578454252,238.45045435086644
-0.2643361117319026,-284693.7346822544,-791.0099571348378
-2.2823053141235565,12344.717611608747,46.09348389325842
-0.38945182662746564,36733.937882298036,108.20587073595543
0.03383574071617798,59315.95967181022,168.419902299658
1.3938491266289013,-28373.319369596156,-69.45042500840476
1.228225354486918,-41929.557791322935,-111.76682167260444
-0.47451825088371935,28679.776738234923,91.70408752740155
-0.08708164958666753,86498.09337195384,246.46365893006634
-0.07412119843031764,5212.975541513636,27.425058777359318
-0.7388299667000645,-41982.14597261445,-104.97142170047051
0.07380295953643717,186408.25801398978,533.0060566741505
0.022009974265690423,180822.55525545301,524.2898275002132
-0.037771350959496665,183272.63076255424,530.0081793966451
-1.883590898615321,176853.9149497653,508.5870685630059
-0.8914411010169312,428484.6657836514,1214.2862641471047
-1.9741488837726913,377295.12509291153,1078.1112679900373
1.134626946511918,-22348.994791525085,-50.43584754197774
1.134626946511918,-22348.994791525085,-50.43584754197774
-0.7586875110698399,99828.90046979269,284.49722531662104
-0.7586875110698399,99828.90046979269,284.49722531662104
-0.8129900676294721,105062.4633444153,311.72671653217407
-0.8136553587290619,105735.61079943588,318.7943925952512
-3.1290968528719687,-126015.71132640433,-350.0083586102247
-0.3043461869975742,-140578.43380809776,-385.76694313365954
-0.46343974505179525,-279179.98791254597,-780.0385153233333
