Vibr. motor coupled_t_0,Vibr. motor free (Rad)_t_0
7.779235013675573,1.1550423187407648
4.765296143085811,3.7576612580168
4.024833858892256,3.673668176370019
2.5133933830864055,0.6495457693471942
4.882302361171672,1.4069262916138086
1.1799514047444932,4.617214265031377
-0.9769574245102872,-2.9293554694603436
1.7697326068037222,1.3220300954774737
0.11789857284947214,-4.609697400582871
-0.8298189996128934,-3.7690825616949617
1.1991467918293632,1.9065378207546209
3.801867255004577,4.506811049711969
3.801867255004577,4.506811049711969
1.5373364888408956,0.18446855010934682
3.276281177960315,3.2684173956376195
-3.915564479140599,-6.66416754041478
-4.105643541690083,-7.034215978972082
-6.040967838756815,-6.91798707290752
-1.2871542026825815,-6.324113318246173
0.45038544521921486,2.052412291874057
0.45038544521921486,2.052412291874057
0.5620209932061632,2.165152063919151
1.143841662896789,-2.586959367774572
-0.8848573065292271,-0.3658995416930315
-0.26546564506517,-4.5164921232287165
-1.5410161664229514,-0.7965415242821035
0.5095566690416717,2.6957819149143156
1.1689044955670367,3.966153769121121
5.657021928373543,3.3496583737257564
5.943315039991286,4.715703000258566
5.05229316875887,8.256151962730414
7.529695390295543,6.9716572028588075
7.958612393181936,6.607081922517986
-2.527309022653842,-3.4734834054953665
-5.196107712738792,-5.15583620682294
0.32677816440074015,-10.180472381847316
-3.9859309790235393,2.167910753353735
0.8706614188878419,0.9309684878291806
-1.4414359403715986,2.398195159364754
-1.5905773781941528,1.06634799158891
0.6802522431157014,0.7221638005596596
7.188741549933823,8.048229235115315
3.798512010680076,0.9369267197316535
-2.515300192036832,-4.51926710242928
-5.292584673755643,-6.454571088421956
-3.294294642647932,-8.11042047890939
-2.6455153424315756,-8.315708782017863
5.196758973169695,3.195779861269876
4.803993467322026,0.30010063097054607
-1.3219812837820464,-6.297178128117448
-10.364436636373243,-12.678088715929977
-2.267020899217381,-8.350425339733976
-3.9775637767640757,-3.760619805895278
-3.80703812637452,-4.477797555842511
6.746162576229787,5.40710103186843
1.191066345021448,2.720709427327473
1.4308789921676985,-1.5552887145694672
3.724189408672581,6.377559981103158
0.3897219940048504,-2.824063937383583
2.8801654343398964,4.63054707316668
7.377303497790885,7.412961934153291
8.145937283344793,8.251557251118085
7.1221690225634315,11.127315650656211
-8.415901429605967,-11.418734808466155
-2.3913943813084426,-7.175329522493532
-2.781874790166901,-2.741319901233804
-0.6564473833412889,-4.19735441490128
-0.06413754965528884,-5.187586280754801
1.7623990217624939,7.3792422153836235
6.960331924439865,2.607014345880306
-1.088579791778507,0.28820435393950783
3.490390746804019,0.6600902409669025
3.0838200330739065,2.30420311376827
1.9082417174459407,0.08844774775666608
-0.9822577649498982,-0.5550267347624777
-0.6418468267672737,-4.132413799808284
-4.433469033256552,-5.723072680994418
-3.45385921481957,-6.882239107891319
-1.0585893422222683,-2.062209080111911
-1.2758686907475698,0.32343942820216
2.3231744863477566,-1.5433254752557217
5.264444151028698,4.321898704987719
4.666154333089595,1.7383677949178091
1.599681714330115,4.362883053073736
1.599681714330115,4.362883053073736
2.157225475938896,4.581255397739975
-1.4695728924968428,-4.235414449183683
-5.6788818337161135,-8.388317817855317
-8.360222340392058,-6.297761372106729
1.1626290034215572,-6.926896123621407
-2.0096288302903007,-3.3648347572496644
-0.8897868989819395,-0.002679566558073887
-1.0781159066736292,1.3832435363904854
-0.4382224013194005,-0.6125980806843689
0.9518262455588904,-0.31840768849636913
