Current_t_1,Measured speed_t_1,Ref. speed_t_1
-178.77090663365743,-192490.47582591794,15077.258096965583
668.0818930351311,132844.6110498569,-67737.974939438
8171.739878331115,115441.98419898977,73363.5281474915
-33809.5766721043,80506.3273882427,35713.66238892702
40310.33209403375,56526.43541083373,86091.45924123096
40310.33209403375,56526.43541083373,86091.45924123096
-20944.208759400426,174735.1951010689,169841.11786508354
56718.878229984926,97949.1725554599,135257.60354319616
-6890.961771716458,165618.50627985725,227143.00842966558
-14971.848587179711,49670.99314933733,70237.65119916672
24742.536851329176,-145178.72511619353,-125734.17461691432
43774.64077573206,-115849.68328862138,-112847.75416257698
42159.855361705784,-149021.82638679427,-71091.0844863911
22907.68009055426,131762.27782363724,199109.62082085665
14550.928775729477,65712.59744304817,327319.7748399214
11148.969633794868,110255.17499758533,330254.38039565895
11148.969633794868,110255.17499758533,330254.38039565895
-21729.265338460194,-206264.1282968421,-194025.46655410057
36926.59460532093,5338.160705352355,62390.38024228366
-47919.51540179798,-257887.65520895418,-70921.02374890856
11622.368180850754,-228687.61916188407,-119149.6892453417
-24617.825405408068,-11922.337558918525,117927.13651166033
29525.836139107443,357041.8973340656,159838.38788334082
-13742.165140714802,313397.6697218882,78780.66681713564
-13742.165140714802,313397.6697218882,78780.66681713564
-32726.275150681475,333704.009593058,341478.22771549004
27375.626126017185,-256097.44870727634,-129334.13686225079
-25517.09530552589,345045.2021729893,129050.696895272
4890.777152099185,-270638.1718862101,-116059.53716903494
10619.387626260868,-318324.34708553494,91932.89360003843
12894.418347348277,-161731.2555302567,-168914.68729814776
-34359.80899945382,-26086.76671687598,-208683.78342058123
46084.46419065926,-37667.954270439506,180644.32682612722
-29899.177931542094,291763.264399509,53121.06543262255
7386.514380158871,49529.353957336294,177766.3406419913
39992.89363754114,-67148.15811588995,-102991.65344198252
-42876.633875401814,-188796.95552154124,-197222.22768450284
18653.629526407305,-12403.695865832036,-18122.436351103563
-29173.71843452686,107208.02812476915,110747.05978252574
-29173.71843452686,107208.02812476915,110747.05978252574
-20628.624344664415,153114.7399887096,14236.476406302292
3567.4496429837927,123092.28037743733,-45960.17572842672
18787.96818595932,68780.22233897698,-163441.46675462706
-8866.401627708072,147127.58562316286,214229.42135974544
22221.985054039298,216712.166416016,104158.55010513325
-65052.663378344776,116291.21276677938,95624.06200755718
964.2969865004343,230816.80571910742,70810.2307273266
-24991.369667303254,106677.76215911572,170623.5963906108
17061.303400577457,-58565.91491958464,197841.9546223808
5760.012263707602,181785.79211338807,-54630.79870931822
5937.680295520863,128121.07253539634,-89010.74619561223
15382.355384561479,201243.34247288125,96843.756900454
15382.355384561479,201243.34247288125,96843.756900454
-6911.994689957208,144016.34764191884,158370.70110820088
9321.819248544161,119779.45334737988,36251.384421347146
