Tº gas exit_t_4,Vibr. fan free_t_4,Tº gas entry_t_5,Displac. %_t_5,Tº gas entry_t_4
47.72255409603977,0.6852623264035778,-93.48359033953622,27.51160049367992,0.43034792878788153
19.233175039205264,3.136635472890602,-96.42818294089012,-61.62987760990528,-125.61560378851824
93.36055456860977,-6.517969325073302,29.056056137420683,-36.46644266146341,72.40100458056534
50.591094148051944,4.962609229149461,-131.1881853777608,-28.603727238641966,21.234946800930583
67.44841704179795,-6.1565377111847726,68.33590901911391,31.5780372585914,73.71180562724562
67.44841704179795,-6.1565377111847726,68.33590901911391,31.5780372585914,73.71180562724562
26.32542862944573,-3.5200444359913954,108.58632869576981,-248.69731232798856,68.38077221430237
40.528500589083606,3.788645265912045,8.642645382308757,94.80643720821044,-18.864563497933368
114.92878299654447,0.08662576471996308,0.2614334225220176,-12.548467264677612,19.015723781067493
29.47203965072124,-5.010052296100698,17.40112467920987,-47.64136225916092,-25.352481631093795
90.06395521451287,4.819807525802467,173.53428186871452,26.736830330035925,144.31313407678485
7.9040495572065055,-0.10214090062157188,124.71996878360613,-24.854558127305268,74.28907570467032
108.43942513219562,1.5649307928706566,219.71486013465503,4.859198872963336,63.60455659420629
19.400869680102957,-0.7033989366080218,-156.018013782663,-28.20996802841162,-47.14093170233552
50.27991301218149,-0.32900728328799467,16.36863054232049,-7.011112232179082,40.01516918284433
50.27991301218149,-0.32900728328799467,16.36863054232049,-7.011112232179082,40.01516918284433
44.68196942532747,1.4757041239169908,-97.31093459565595,-71.5239985305581,-42.504621344902304
92.28717341359845,1.590288898167994,-92.98182028497774,43.41441238344217,-100.55195179720602
88.16205236157306,1.271725648311428,-77.56478488934282,-65.5503021033488,-55.64443546132168
116.43044034956034,0.4437030027840385,82.30774811160076,-18.715860238963764,129.4476051663977
76.41327846596255,-1.1318374362323667,110.27330211016194,-62.97341740947559,53.35440038200906
65.63012001519724,2.48657929962377,6.048735082051337,98.9707730667179,72.70911932785654
69.8517510544578,0.06957112093410167,74.9628123399555,141.6930034561463,41.23737347538034
169.94873153169152,3.9217011173388077,276.80455701298985,156.27875445393164,144.2851519939635
51.384384127705374,1.076980511083136,-132.70303502009455,90.30907752148215,-18.258581423068478
-22.70386773564543,2.7395596793956476,-9.55226639155363,68.74389007938782,-135.84366854048704
16.999793151878606,-2.8918298898504284,168.86485845597684,119.13715239252119,103.41010444480136
43.749415888054216,-2.8172314789239703,190.5106925640828,138.54955616891672,53.525030005392956
121.59933358051651,0.39423688318033445,209.73558479406952,-107.37278293857823,-39.47956061779723
59.1723340129921,1.4606258648339248,160.89731014185833,-36.13078810549723,-31.77849245401959
70.7924115211575,-3.6365909086510335,90.03974966152758,37.14598524957502,-16.962084804745388
-6.439405049542074,-2.0044026052825776,106.96640587883013,-74.93790557998891,16.51425039283572
-6.439405049542074,-2.0044026052825776,106.96640587883013,-74.93790557998891,16.51425039283572
28.965555876294168,-1.3934535722756034,-6.713747339299415,-178.09710789966874,-85.35690815069677
47.16641236532851,-3.7680931866065213,-105.46681538452647,-52.27076776131457,-109.6711212234553
72.01277859969426,1.6199369962461572,126.3016691074971,32.002464412534685,92.22578234086907
39.665436204638226,1.1777400051021898,-231.59435691047105,-127.66760495021913,-173.34106451808182
157.31888026214372,3.7545223278451356,102.96553551562155,49.37990250835492,57.93152301293605
74.94476816581431,-1.139039433517007,137.63655234063808,190.11542286863283,179.58487960760826
51.41494608089096,2.1773744051852413,-15.203950503575584,39.44550837393612,-46.716357649104935
10.591913412880666,-5.432031366258119,-112.96275559899561,-11.577753049288432,-72.46207309964198
-3.9734569287211574,0.8254260940526974,-0.07772634874257278,-111.35010295982823,-148.6986055717781
145.39673140252432,7.321275953107811,2.738624531569883,14.322582622526042,10.431691181663805
90.00064402310667,-3.669562771654811,-105.89920355618905,-103.48415461640423,-13.959074844512415
73.70110263617703,7.814698716227815,75.90196738797749,5.055514948515224,-57.587778983387246
105.90741208991096,0.3311709229497195,233.62600862704912,-43.80699622308255,221.49237427142725
105.90741208991096,0.3311709229497195,233.62600862704912,-43.80699622308255,221.49237427142725
72.00902478319524,5.507380975208214,-329.1876297271896,-42.81682827702654,-240.88906109928678
-14.09107767878725,0.9708770617360756,-101.62403132873452,29.063896188473617,-54.090511712343755
79.54879992842775,-4.534775391588007,1.2139885450289611,-187.72375053979573,-43.08740811172901
66.93691508441309,4.890210237690933,175.08360506056317,-63.93205971189988,84.03628159139205
66.93691508441309,4.890210237690933,175.08360506056317,-63.93205971189988,84.03628159139205
63.01400063098299,-3.586662899471926,-115.83904665731323,72.97547222034846,-147.37911540172024
101.95010897704933,2.9812197236094606,-7.881229245152838,139.66343260723644,48.609583000812
56.77865472358801,0.48150999231621805,98.02340373683235,-24.86105994684293,24.850442147647783
80.85877817168894,-3.1678692565037645,34.68488201178921,-32.640577730405845,-55.21681859379029
121.31758031414347,2.066022728165078,96.73825439218237,50.90557797798827,42.74261643758584
135.9089018245394,-7.6957375303913125,129.72617715925313,-17.094375117747653,192.5484034919258
136.32913297394805,9.198741587523463,75.05407960115228,41.52737990103273,6.911196463897284
136.32913297394805,9.198741587523463,75.05407960115228,41.52737990103273,6.911196463897284
117.12669583271392,6.756905448894018,52.66821461888763,-21.44302883722682,29.2936346085738
-9.843867038416057,-1.5235496477715698,-14.315082518572964,84.52645564743432,-25.012259657244616
49.30530802891653,1.8370708202663772,-47.24091526808866,46.19461634896405,-54.60376620250602
47.511423821789485,1.1982678289973283,-161.59354624389732,50.7269775206254,-52.695921417644485
70.9977683648325,-0.7185059748532729,119.96743807541093,-21.84360481707347,93.78329479427242
25.935156094331084,1.1625888449045632,-113.25168348481974,-13.909104090036449,-109.39096288578168
82.59090390306812,-0.10816198785104647,-6.071394510355631,-85.56273000766595,-6.557723656016961
30.335649397052183,-1.5917522964771769,141.5638535633208,-32.3742277742723,-26.90902822907447
97.36195840578281,0.041415540000999895,-78.53996947687082,171.96996776500075,-99.26899617904263
-3.5049354933837975,2.962716687011494,-23.624143009568286,55.141724060115365,64.63762995364544
147.64051500003944,-2.0935485921744186,166.45979420034251,-55.917295145661974,-13.346232649670029
