Tº B stator_t_5,Tº B stator_t_4
76.49327281995986,-15.877516706294909
73.79802933975634,-12.59830948544844
66.32054041284968,-12.018789638488997
67.27595762451398,8.507924376671545
79.59359494222699,5.99940242121191
69.2687962558451,-8.648777008746514
62.38315204875212,5.649567405914533
75.49729918013722,-3.0240114337156623
67.45640500297262,0.6007480791034081
67.45640500297262,0.6007480791034081
65.67309198192135,-4.970446731986556
65.55460978771833,-0.5165732198731852
64.73693781481464,-2.823554650926343
71.81024450989781,3.405528139276118
52.49138788074718,-19.551434990896677
63.57823510253278,-15.801689878478893
80.54336344957844,17.23229653038261
74.12970537966562,9.595193019798545
59.36914803663861,-9.677885954886479
69.88090990222275,0.10905100457774086
79.50567573577996,17.501148018151483
61.49661603804406,-12.252739564521912
49.45425061162419,-24.358984671952086
60.885693690369536,-11.316287991886849
67.07939985861101,6.668012492709684
63.85824894140872,-13.46192793137848
78.08571397168441,15.035200745504534
72.73561222050047,6.116491549487986
84.69464915212454,25.127772264316704
82.47218536323253,25.03121036831453
67.66040930136731,-3.7363368197236255
76.1080272837507,-7.2984282506911216
70.98444907624689,-11.316507775684485
61.665469592725955,7.012373867643738
79.53920809611914,19.46840987819988
83.95077518997147,7.008248086220151
66.52519268631248,7.368839086323213
74.34308669817347,18.399474878139088
80.42365095623332,22.016278536460327
72.03640349539435,2.526317606357349
71.31251579562185,-1.2915587228722725
63.74744673751312,-4.928388348608195
60.2038119688154,-12.313852816059375
68.51298805356525,3.9480666260620865
66.46583472649873,3.0271863501529057
66.46583472649873,3.0271863501529057
66.46583472649873,3.0271863501529057
66.46583472649873,3.0271863501529057
69.76077643430739,7.826582714365449
73.6124938443399,1.882283001172882
67.48023027262519,4.8154876535624895
61.93994407338972,2.291873917606741
69.47895338396035,6.665162543306362
69.14412166029604,9.645114446648229
65.74206470832719,-10.329922030226964
73.91487069107895,15.896725309260487
72.84967940228613,14.266064241703873
75.98802536251455,9.367996684193091
78.79918974897589,15.888016908551881
74.24930603900006,23.360608630818852
77.11606810880645,17.22168367950929
66.08802611820373,-18.490229179829626
76.05162217024237,3.563647639234822
61.91024178683415,0.8967618601131919
71.20084133831409,2.5987339297923766
62.46612809425816,-2.8152362537102693
75.26334769955166,2.646813963330559
59.15795151106692,-4.908858424674843
74.22034759138022,1.7202452513548274
72.59550208303202,12.693449059574498
69.25686882279506,-6.210525507018506
74.06574521941515,-2.866944377490459
87.72681199411726,24.522424543904474
85.78200088175292,19.02586685855866
84.0654565086391,23.129872497587286
84.0654565086391,23.129872497587286
79.26731313982997,6.46336145160085
80.29376698023646,25.11252023207635
80.86134428276118,9.501513073904665
77.12197760001615,8.763925541799832
56.61454009390986,-18.48432244192298
63.038763413833465,0.227268073558065
64.81098561277184,0.7861193560631862
66.48603857606447,-3.1819800228905692
73.56065265546958,-4.450113091183622
75.12272228558588,9.377489954319778
75.12272228558588,9.377489954319778
61.20691156349893,-5.526146324919495
55.96565449183532,-5.280558679626422
55.05739117618642,-6.491668890002497
60.94537934739389,-1.5610492658688848
74.71733266666298,19.36175327567146
42.8211641731454,-22.916171020593236
49.005617010902355,-21.529142499510684
49.005617010902355,-21.529142499510684
78.24731666978941,6.441047038951751
60.289405877711495,-3.8476032349455656
69.4867544692797,8.606354393000766
71.0678541925774,6.294392972482008
71.0678541925774,6.294392972482008
68.73009310790016,-0.006918028711888624
63.495410377712076,-4.565906584988882
63.495410377712076,-4.565906584988882
63.98387556172264,-7.994229015384679
63.38912011388466,-3.925233234460226
60.90697108674815,-13.375138770450278
70.78117565203867,6.28640441791682
79.6968734706474,20.417766637092065
84.44694356500648,16.532147369924353
75.11039326902748,-0.513917222357346
69.86430850181907,10.25936459911335
64.80062577539888,-12.346225663756373
56.17078414469855,-7.900947482417646
53.887537996958,-26.628761510992938
59.335192238443945,-7.440539318128227
59.335192238443945,-7.440539318128227
77.61451789187299,8.232048286939825
71.63914935782161,2.3477598438622103
58.15824077804763,-16.249115432648043
57.678948474015094,-11.840076092141608
60.884183500003104,-2.818432555764357
67.88060985334052,-7.58195535785577
69.60329068005339,-7.200020794386683
85.18653263999178,16.71060169149575
68.05584019971225,4.358519339268571
80.5469674292722,11.182753367070337
77.9618382412775,11.392206587700203
62.75247498875952,-7.919107544402461
71.01410372311007,4.265298489205642
