Tº gas entry_t_5,O2 sampling_t_5
34.25913812647124,67.82207740825024
34.25913812647124,67.82207740825024
84.88560030425302,-48.95613012071516
118.77783405449412,-110.93632895891486
24.37168724044471,18.208810438338872
-11.229204730038617,-531.8551320984453
146.04922641897696,-223.362086883257
121.60741432643908,-161.9065526543132
149.5666136838695,219.47186883795138
73.82279253808356,114.65705068086359
73.82279253808356,114.65705068086359
260.10966506596486,-183.00594386739536
-129.82680357681377,577.0985160938138
-73.17163906615713,260.59578249512117
28.247470528584472,-99.00615708799307
28.247470528584472,-99.00615708799307
-167.55689600514773,574.2545635725827
-217.45556916101432,457.68466472171957
-217.45556916101432,457.68466472171957
-256.1086472285532,538.7388939020445
-92.5067119961181,668.0694957263124
-155.3426934027114,616.8867403581442
-80.70717133452416,-64.73888666465302
-21.035429231075483,89.4901960548157
-107.9276914218219,55.36653839262857
141.49267699834178,-225.45007367473568
99.98776834854253,-347.29070574964015
40.63620730985702,-643.3485391473743
58.23773749423606,94.74317663491274
-92.8762070679542,352.3589659525623
-92.8762070679542,352.3589659525623
11.382322983768688,187.32574383042672
97.11281238545165,-130.91184068751798
-124.71951509353848,374.81873043404335
-124.71951509353848,374.81873043404335
29.635955664056468,75.95653666068296
24.909386092572525,-42.61392217142159
-217.40901861710188,269.971001963147
195.21780817947234,-152.809144069178
-5.827375212236319,9.160196692615159
-91.57024255597062,314.46608646699127
-67.55383335648608,294.60372614682257
-67.55383335648608,294.60372614682257
-67.55383335648608,294.60372614682257
79.32243327310536,95.69489600970263
79.32243327310536,95.69489600970263
-60.61688190255893,398.8476464458038
-260.71614137110515,525.7265343605584
235.3114846221161,-71.21551271342435
246.32780926238624,-540.5369491535209
133.0844647649764,-316.94448280676636
136.51039147424714,-285.72536628527666
136.51039147424714,-285.72536628527666
-85.92421896594954,-68.99585593418936
-74.56475107974788,440.22530516682434
50.04300223883226,37.81371054066702
50.04300223883226,37.81371054066702
-72.8170822196911,26.001177742447453
-72.8170822196911,26.001177742447453
-72.8170822196911,26.001177742447453
159.7938093962889,-28.216530566635324
88.56099315855579,253.87590192150807
-9.962289564406973,374.0084491949292
-120.10663636857254,367.729184377872
-224.3505628125927,364.7032963145124
81.80590925897555,-525.7236377843494
144.3286885469227,226.4233468234562
62.35040565828474,239.81491040763143
99.20345091696709,101.74741118255088
77.51679256645171,181.3598501167641
-126.60429995760228,269.85105818125146
73.39595329715243,-382.08557063502826
115.8935002240222,-411.88268820524354
176.23990288943,-361.003296175784
182.9028196657573,-189.2830029544457
64.99448349056996,-75.3407516770261
36.86505335811041,-68.41713456277206
26.227048674141027,-47.0029650461009
-19.75170956561747,-246.40204993787415
90.48370629459998,80.79704312613043
-118.5080530217644,360.69154494497786
7.418620629920525,94.56816068352498
61.622551042786455,-81.35098111268698
61.622551042786455,-81.35098111268698
12.685616960283426,90.32766823434845
7.468891178777292,436.6117806968378
179.501125870042,-81.23660347784954
-186.26548382431395,219.82388158227798
-117.8115161030488,197.66364541148175
-44.365467502882225,392.4579978255499
2.022444235780185,213.925454438875
99.14927623825506,405.1483143371082
121.40321121959823,121.88340211196817
-110.61859807614817,389.51613231532144
-21.060801799635527,-189.0075704047831
-140.8285746103711,-8.27724309817637
-60.49492165028589,588.9818211079387
-171.9715854724573,508.59839344273655
104.51475544459998,-26.094608787208074
158.42167793901314,-387.98888635999515
-49.61105976709155,108.9066740718606
20.810780602532418,-207.58639646189025
-133.95216064157384,159.82486833769812
-133.95216064157384,159.82486833769812
46.84930649531133,155.22072261389113
144.19956515570937,-319.38110609429106
160.60797363464863,15.818833260132294
-42.07608502655441,486.9189372884444
-81.2346469561702,715.1505945539519
-203.62546421242814,459.6280204492122
-56.71291156959747,260.868370722464
79.43290105748605,-38.8587523007904
3.8792824536095374,74.33418042650264
152.87161064344798,-69.43326008574914
86.62675987530625,-55.36338799076027
21.60520302169384,-142.65780496358525
21.60520302169384,-142.65780496358525
21.60520302169384,-142.65780496358525
-9.294554227319438,347.8829699493944
-61.04177614969055,-145.54858215131964
15.813112803717583,413.98227578783735
173.15097748330396,97.30310266987306
111.39139525319317,-75.60589367000824
58.11378512030768,21.633104728190403
39.834090860031054,-97.96747323122607
-0.45863355545042594,-123.88904576926977
2.3904032746322788,-60.531650255437754
-64.29206154997183,49.656315965297324
-109.15105306091138,-170.8857069611713
77.74777556625682,-253.1006106392251
5.72547245242481,-310.2809599430014
-91.41523057985651,31.92501330809091
-110.89624532388407,65.95525814510313
34.40397738672209,-300.3708017396611
8.726427338887383,565.3327067101295
158.7967333905102,-1.1303731466230715
-222.7280211239219,343.5263849841847
-77.61868750076087,525.8196497663112
77.46591479372333,510.53400540356296
56.279330320083304,392.0829869464061
-80.76870973999229,57.001051557238185
-204.94266908874164,100.46892918495854
-21.77062591153313,-155.4913065830796
