Tº B stator_t_1,Tº D stator_t_1,Tº F stator_t_1,Tº C stator_t_2,Tº C stator_t_1
13.076919316745993,-27.846280856525592,7.52381465131624,-3.041326877661474,-2.0085610925175548
33.12844054934769,72.83384139726513,-7.454115888242555,0.20764300589130236,10.730931072983815
56.129434145899225,80.12181233436202,-11.460782691121816,0.44105676834482377,13.896194663537754
78.36683042888245,63.55163439289267,-15.343842405777613,1.5493750236465482,14.312313961176027
79.08511373707363,51.133914821169576,-13.456548059569215,0.765598412745994,14.828078513294512
9.664708542353715,3.4140249152699553,6.782850118953368,0.539122112771754,-0.5748147134164125
-0.7337948805134911,-14.275159494607031,-7.314080170927272,-5.335753825509766,-8.279311668650875
-42.99190454910462,-28.55668228693831,4.347564524426443,1.4851769004737725,-8.758636207480247
-15.085668236213568,-18.347330699771213,-1.452862632066769,-2.8154903678239664,-10.261993785648816
65.15793442734653,-16.055061678133743,2.392724229363073,-1.0143040199150009,11.151572271279347
-82.4498847310052,-26.447605815557026,-5.049954721996242,-2.6383966077017873,-16.469916990636346
-64.50398301377626,-12.563666317175636,-1.8665904720277875,-1.0500020147017308,-14.231439662421876
41.57095638071168,-33.31044157435951,0.7282521588158776,-2.4600196218484434,-3.4769804639698
-15.979620900489657,-0.7308150007599643,0.14250596941354005,-2.0410920183423436,-3.613917113432107
28.421585081610925,0.4577353104757478,4.429077515758227,-3.21421715564666,-3.240939851860407
0.8653687981486295,-2.509463757770213,-4.386607682034328,0.7808529980806482,-4.773703918306323
-2.2681049362359964,56.69704519637446,0.2370649354561305,-4.38635655748501,-0.4190841530106111
8.482219016392483,-30.185630906223224,-6.176200258240115,-2.50821381644042,-1.4773083402422513
40.649174912590425,-19.20969498530865,0.9863498045036043,-0.33279613102430566,0.8027203017761456
11.787002861973335,-10.422252230707517,-6.0141686584728635,-4.4827133892044975,-4.731701044293631
-46.20744187285766,7.588026015867154,-16.49520468562894,-3.6801956520500716,-14.608303319355894
11.75720670760516,29.10741000181657,-2.3752345870360694,-2.9699870484870705,1.5798256721597959
1.538707893323373,22.18271525442489,-8.534842418474637,-2.9614765949544073,-4.354581865970627
78.3353346723126,-96.75453292512266,7.817276224601294,-0.39691106873055004,11.814114108619494
51.507889405622485,-39.87690372514985,-3.7517375611341706,-1.1010463512669304,2.2739215844698153
28.117535258052257,88.17568533275417,-5.076000169176802,-3.369486407235147,6.273172141601771
40.46817016871871,68.2042210703723,-2.298214811589077,-3.493056653121136,7.098431890404779
16.97049163194116,-53.65176159132218,-2.707414019451433,-2.697098124265869,-2.9121685940161735
-18.812206340972775,30.92080996280165,-0.021230264068889504,-2.1703060206000693,2.2937899582316756
-47.243614677831324,-4.538133271429835,2.903775497324067,-2.3244804924979334,-3.3523540590352896
-22.845361428319993,-21.80332992342805,4.222225948923761,-0.9317770545975066,-7.718718714661755
54.22414726216734,-36.07505644589772,-2.4947281989888825,-3.117175602669467,4.536243848291034
-14.649538027801153,-47.42727630194148,-5.601109423839907,-0.5101322392680195,-9.125422721620565
-3.9089422950020634,93.78796977783595,7.712420900308397,-3.848709761145135,4.713994942549284
23.728389344218147,-43.29204985323241,-6.028394422489529,-0.06492335798493265,-1.9572578884611973
-1.1922248350221873,119.3187727776488,5.363251636939641,-3.9713601049279617,5.4120193820798415
-8.685485210599047,-118.2184464756009,3.248228581561695,-0.8695050782348208,-8.711158826278066
-75.93537921570432,71.97254563377278,-6.3556765999763325,0.17301145130503803,-9.707060242700623
-64.77155695931863,21.03332623931611,3.1853853946409774,-1.55243882954157,-9.399497805762506
-26.55284149145489,-22.76090768374661,-8.755007956249518,-1.3465456865274041,-14.200640338614432
-24.848916967818717,-31.823371106664275,0.5082371501579983,-1.1520665807776738,-8.857983186818977
8.998092999611258,-79.27568038999677,-0.5486696662818727,-1.3216874468749062,-8.945529976925247
19.308685640215504,18.033498791134555,1.7278291476454535,-0.7879635894102475,2.4871854495493277
-35.070164306612746,44.1482520649656,16.60165705628249,0.6725901344389009,3.1786921448725103
-5.042285345636397,-2.3899483006111595,3.529972651504477,2.5149786271487518,-0.42955082364711106
-30.5373072396067,30.796243999081085,-0.9982210425749629,2.06864482194431,1.0413207766912
-46.102701724476944,-31.18405104005241,-3.177071805283112,3.116821794401762,-11.043910949991943
-9.056948394547518,-53.763474334096415,3.734430266981894,-2.8943237083597415,-12.58747720065185
-57.21622099404355,36.05140059017151,-5.533174639028018,-3.678328239403015,-5.395335384119249
19.60219083986149,-7.448395510049114,6.405960143988679,-1.8082089870987361,2.901710541742761
15.92211404351822,10.379529857879161,-5.540391376056809,-4.0199054591184025,-3.806513384842556
18.821627000141294,20.664209836834566,-11.944575074250364,-4.031467285254546,-7.279350745687201
-6.203917011927036,-3.0223138212292473,-13.318044827231333,-5.084717255293358,-7.20027336711337
14.556451224076085,-11.297411242739253,-9.492804978792641,-5.079026400041438,-4.001917454182046
53.577104692957214,11.63105799833703,-12.80617482190088,-5.816481925603026,0.4192523672732271
32.77171210354446,-36.95899389673373,-0.14532341149230277,-4.0626252860960115,-0.6808955355998578
25.90274268118855,-15.808943120339306,-1.8898622772576572,-4.209307548389137,-2.060022439534645
33.6070812266876,2.9206434563706605,3.5152028229658896,-2.258879009126489,4.375579657081653
46.824534351406214,-94.1308073465674,3.1482381025217654,1.7377874347729647,-2.564902802363613
66.15623037411524,-55.846441748325525,3.743548255346682,2.5119905498399024,4.423967060184154
12.379046096134264,58.181974793545656,-10.114895607546993,-1.0783458903751468,1.7464220033142244
21.305402517377043,-24.958750171596993,12.164728057816182,-2.1170407490999334,4.254355258250309
23.33477770302723,-17.877668073252636,10.611611909483148,-1.8359807332055018,1.058543449819576
-42.25179358931919,53.96425780833518,-3.264121821507258,-2.1013048841777926,-5.34133159490465
37.85188928069072,1.4198349647895974,6.591316628588823,-2.0076856723455188,7.608739154824656
49.655956779898716,22.041748950688568,4.995140668277082,-1.6289872943669335,9.99109747565642
