CO2 sampling_t_1,CO sampling_t_1,Displac. rel._t_1
-81.50646931207467,225.19636918455515,-23898.256615672435
-177.85210584497423,50.74526500739043,-16353.993072264671
8.001511874433248,94.28855452963461,19938.921472807575
-65.22685086080237,294.84959558941705,-17051.256698546087
-204.59448783007673,434.53161276946685,-29327.730357245804
162.07511606970212,-92.00475515562692,15202.05587854814
-15.478436620545125,-19.92096638751775,25970.875689271183
-2.8583327235743994,185.19171686037683,-31584.523973564217
-105.56133429684716,-45.20323326339343,34549.37797149837
-42.05360922065415,-57.985350384091134,-17949.352065759027
85.01499511391452,-250.9784861202644,42972.95832502713
89.48435722297388,-225.00110317501293,13535.175322640574
-59.93881268542306,338.43964897985995,-11533.092415127478
10.442282169712884,-84.08299771552782,-3548.3454755897073
72.08567779116595,-158.06501923669228,-501.0659746168608
-31.39079737889331,482.5070256887639,-22884.428036349826
22.08980244360533,471.06203442420735,-10545.125297764944
-51.49678390221995,145.76027062931718,-14189.49109983524
-6.9389120575152745,-211.33779460628,17090.41247795445
48.64605209280879,41.312762680933304,-20700.02244286365
-119.39642242571713,31.602073979661725,-1242.5129823455209
80.5425313121995,235.43240970296063,6087.582434641731
-143.1803056185027,-4.573558237917666,-7220.475426077272
15.30654766065797,-139.30324019521095,23163.208724142933
-55.90607041786535,52.25599981184607,-23594.028970963012
53.79447855782681,119.57112954667365,17685.856548915457
54.67097705961956,329.4967643594928,-5865.3287575547
-70.5477834141773,210.50867154313477,-11547.736879305625
18.106514660169367,192.82636508817666,-10413.379009108357
-42.05637611267109,-310.5571330041047,-3101.802695956394
55.184108815441064,276.8252256215643,17473.749416709354
46.44067180816521,109.76119818267256,22657.198718638087
-57.26691648572638,-210.40165476327107,-21235.531575125842
-74.80085482556261,-251.4825361663394,-1931.0274441163492
-1.3747349933161956,380.4394504325725,12796.861286851461
-2.1464965084793945,-189.88748368256375,-20917.275954006232
-41.194053189652536,-136.86138889469618,19816.047201417947
-11.416760597084625,-59.64186662143503,20074.246626901153
-78.73420466478062,-91.11525163196768,-23373.317241585883
-78.73420466478062,-91.11525163196768,-23373.317241585883
42.690681758012694,31.15000761031473,15895.448463222212
-64.03683862178372,273.06264221693925,-13264.188701834653
-10.992449253441137,-168.99413171518174,18192.280668924588
-34.135093491199996,240.22849575266272,-10002.676221502868
-11.204855151189427,50.64046941391223,18712.17310436125
0.18637965995582562,44.75098950192617,-17791.17981586689
-169.25474480115597,454.98770112682143,-13104.363055182996
34.64213187537668,-470.57499563170086,22364.70200216967
-11.699678465423744,196.89316647708165,1417.7081678780778
-38.23566998191076,425.92181420911925,9318.519078527683
16.490963077906812,107.72330309003598,-25616.241590779176
-63.23910053552582,-35.96497579239514,-10621.76546974229
-24.98611310836226,43.64178100781044,-2161.97010583836
-13.794123070442335,-424.48494836779946,-26875.007007203218
57.08079362689534,-625.0689547976783,-30223.20078010585
-180.76016478699407,537.6627629368485,30764.53121170378
-115.24178586173451,119.3772274137267,45624.240599566394
-66.87279055927883,-265.1446155101328,-38069.346829200396
35.23412865989607,445.33530760880427,20946.507571071335
3.3916273969244557,-133.7290341722374,28754.15327864267
41.11109124627555,-73.79411107133186,22209.06187551222
-48.353969902623554,-68.6485970534749,-3823.3504496181777
47.37477315840663,239.9314348091837,13976.02799758027
-109.91574041552914,-43.476200716654915,-10818.12683731289
-28.747689622939063,-0.35315444546583663,27773.31193229152
-54.41248539839589,103.04510304063908,13127.090904356068
-88.07745849746476,-241.82623226043756,-10674.290468007262
36.82177937822833,142.4022095965129,16496.077175807382
-45.33917807288474,-154.72708174747896,-12016.7237236479
-68.52417309902131,-499.58475772356354,-15585.57140894277
-35.59784242171904,-309.91401155053524,-9125.24045718197
-11.140274087652596,222.520497648696,-15009.470809770522
6.449331663199793,-235.56516206886664,12133.869391772401
31.210301664988435,-416.9401752747698,29964.79650304709
-78.71319182524003,-351.02791038001646,18492.654858806614
-18.668119549424347,53.48540658946774,5274.560385513258
-18.668119549424347,53.48540658946774,5274.560385513258
-150.7733051610443,66.1602976213393,-4130.048594072641
83.64572998435617,-69.74340067787892,6585.167729091351
