Oil level_t_5,Oil fan coupled_t_5,Tº fan free_t_5,Oil pressure_t_5
438.7179129105814,2.5691162947593527,51.66491820485202,0.9464941177938488
281.6389760953741,2.628345586797386,31.045880839223113,1.0537329791132717
887.4083009355166,2.6754225815425547,22.43523812099733,1.5099741124907213
693.7252048476342,2.693758566576463,24.683522931771673,1.3799989300344002
634.2246944825699,2.7000185255685887,22.11469909161831,1.3720699597249555
629.8470026872357,2.6734111756980283,21.124603017137293,1.3723165667148705
1336.2648640020548,2.6305827893515548,27.964235720128805,1.6771000363333752
1237.3197393014514,2.6260633353713594,22.67044051259465,1.6754009911730703
803.678672411853,2.5612996791845464,11.652638021814507,1.531609664199817
932.88146021774,2.6069295928434375,57.65346611160311,1.1637851105523682
603.8681717809459,2.612529663234626,11.799154517556827,1.4377922109503327
838.84563316932,2.5863049023013076,66.82282522747573,1.0154278327988275
1398.4389888837948,2.6505542308053727,36.45925138330871,1.6350481199811617
1192.3878072975383,2.6433103924889605,33.659275240542605,1.5500904525545014
167.41870396854515,2.6102114592725956,51.54036209823581,0.8023728053519221
146.9613915087521,2.610535546486663,51.07478791234746,0.7900644937731823
146.9613915087521,2.610535546486663,51.07478791234746,0.7900644937731823
61.23680996489074,2.6506155620135314,65.98388885125831,0.6135679973590431
-50.43362282162265,2.5793382158553335,33.44385239283748,0.8727414246246534
-216.73469610259312,2.582431335157432,46.206484909261924,0.630655747878109
2.2058387043500085,2.5648214060461796,52.081747856474294,0.7078842519869104
1339.756746353666,2.6261474721336704,5.925722347195578,1.8935724767706454
371.8215459306651,2.6053357458489823,46.54101612503003,0.9604625188762738
1119.2236704537313,2.621499290127695,32.45633066315085,1.5099509114757899
1020.1039067489452,2.6014565277626565,45.11842501456912,1.3292652429213043
1680.7506056521665,2.5977936192642326,50.52707431399137,1.64406384049665
61.46159959168688,2.6057504914507272,23.793728848824003,1.0201851978950567
644.094004382452,2.582186343583858,46.65835081244888,1.0934183412577265
525.5772829432256,2.568572732008804,47.35738583681673,1.0177564912276773
815.4081438123736,2.6603717254722854,20.293392005541218,1.4898103846414328
370.2053063873952,2.601469206727889,38.20423095128871,1.0352361365616258
1129.7622099264495,2.6043457387286706,50.30143729085235,1.3454498278579639
611.8693337733398,2.6355374831632705,19.12829375747669,1.3681993787904005
-172.7799038782998,2.6441896082005587,17.823240460340713,0.9597794629060005
-52.872574364368276,2.685340839198698,9.224443360262482,1.123371260895756
41.027952651108976,2.627188940123556,48.437109046821156,0.7681570952535828
951.9775955630463,2.516754794755492,24.13810606830508,1.4721557199173403
870.0078539745703,2.7156459990010644,44.29801227166583,1.273060639647337
968.7077097804591,2.695824623139735,66.62883223473204,1.1220788452666703
918.27325327218,2.6851611154912143,61.14690198787773,1.1397538361707544
915.9844429516216,2.682049402703848,59.93136343266916,1.1392637182248333
